video_index,video_name,behavior,frame,time_sec,midback_offset_ratio,midback_angle,body_axis_score_jitter
1,shake5772,shake,312,12.48,0.4664875268936157,94.1604759434384,1.4597422958349568
1,shake5772,shake,314,12.56,0.46615684032440186,94.11465058897575,1.4597422958349568
1,shake5772,shake,316,12.64,0.46608468890190125,94.02076706218169,1.0072493329582386
1,shake5772,shake,318,12.72,0.4660874605178833,94.21546364139563,1.1586835418294328
1,shake5772,shake,320,12.8,0.4662170112133026,94.35241978894253,1.6102593182371265
1,shake5772,shake,322,12.88,0.4665391445159912,93.83034362235509,1.501680893249926
1,shake5772,shake,324,12.96,0.46746066212654114,93.62548376121792,1.501680893249926
1,shake5772,shake,326,13.04,0.4697198271751404,90.89554566076416,1.976876743509635
1,shake5772,shake,328,13.12,0.47748515009880066,85.20378952759195,5.085729847556934
1,shake5772,shake,330,13.2,0.4929715096950531,78.50974631647087,10.206503686488475
1,shake5772,shake,332,13.28,0.5139885544776917,75.20993487581711,10.455805105881481
1,shake5772,shake,334,13.36,0.5385288000106812,72.71920341764643,14.208445462035826
1,shake5772,shake,336,13.44,0.5634629726409912,72.22997830323274,16.6697121278809
1,shake5772,shake,338,13.52,0.5904672145843506,71.40416978690888,16.864821109932592
1,shake5772,shake,340,13.6,0.6023832559585571,84.11702269563641,16.864821109932592
1,shake5772,shake,342,13.68,0.6087746620178223,85.79721793925617,16.864821109932592
