video_index,video_name,behavior,frame,time_sec,agg_cv,max_cv,max_seg,avg_body_size_px,midback_offset_ratio,midback_offset_jitter
4,walk_4,walk,16,0.533,0.11575826214483151,0.5036287903785706,Chest-RFElb,562.2166137695312,0.3062123656272888,0.098605677485466
4,walk_4,walk,18,0.6,0.10433034240626372,0.46231532096862793,Chest-RFElb,563.5999755859375,0.3064136505126953,0.0977184996008873
4,walk_4,walk,20,0.667,0.09221205659783803,0.37507227063179016,Chest-RFElb,566.0684814453125,0.3059149384498596,0.09878284484148026
4,walk_4,walk,22,0.733,0.08697477412911561,0.26554444432258606,Chest-RFElb,573.5030517578125,0.3014295697212219,0.09395012259483337
4,walk_4,walk,24,0.8,0.0797686270223214,0.17646600306034088,Chest-RFElb,584.7107543945312,0.29296478629112244,0.07198537886142731
4,walk_4,walk,26,0.867,0.09280059615579936,0.2532733082771301,Chest-RFElb,589.59814453125,0.28850477933883667,0.048656295984983444
4,walk_4,walk,28,0.933,0.10557295912160324,0.34502550959587097,Chest-RFElb,591.36083984375,0.2872048616409302,0.042574480175971985
4,walk_4,walk,30,1.0,0.11161445582715365,0.43008431792259216,Chest-RFElb,589.7306518554688,0.2916342616081238,0.05652005225419998
4,walk_4,walk,32,1.067,0.11277942044230607,0.4994649887084961,Chest-RFElb,585.8238525390625,0.29968732595443726,0.06831391900777817
4,walk_4,walk,34,1.133,0.10750837079607524,0.5486682057380676,Chest-RFElb,579.974609375,0.30927836894989014,0.07114336639642715
4,walk_4,walk,36,1.2,0.10308202184163608,0.5581661462783813,Chest-RFElb,573.4852905273438,0.31852322816848755,0.08115056157112122
4,walk_4,walk,38,1.267,0.08820961616360225,0.4396345019340515,Chest-RFElb,565.6321411132812,0.3260408043861389,0.08305134624242783
4,walk_4,walk,40,1.333,0.07003308918613654,0.2248191088438034,Chest-RFElb,553.4944458007812,0.33576154708862305,0.0716080442070961
4,walk_4,walk,42,1.4,0.07853139750659466,0.2991321384906769,Chest-RFElb,547.9011840820312,0.3403828740119934,0.058233797550201416
4,walk_4,walk,44,1.467,0.09413444236494027,0.3989504277706146,Chest-RFElb,543.7659912109375,0.34046149253845215,0.05848410353064537
4,walk_4,walk,46,1.533,0.10993483719917443,0.5163676738739014,Chest-RFElb,545.73095703125,0.33415621519088745,0.09100662171840668
4,walk_4,walk,48,1.6,0.11140967604632561,0.5540763735771179,Chest-RFElb,550.9674072265625,0.3247259259223938,0.11897903680801392
4,walk_4,walk,50,1.667,0.10290881289312473,0.5251755118370056,Chest-RFElb,558.97265625,0.3152084946632385,0.13176043331623077
4,walk_4,walk,52,1.733,0.09801499724674684,0.43736687302589417,Chest-RFElb,566.643310546875,0.30443793535232544,0.1292627900838852
4,walk_4,walk,54,1.8,0.09424249770549628,0.33170250058174133,Chest-RFElb,575.68115234375,0.2933444678783417,0.12057285755872726
