epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,3121.58,0.33004,1.59559,0.04825,0.20811,0.99171,0.99964,0.99412,0.995,0.9271,0.99964,0.99412,0.995,0.52781,0.45277,2.19892,0.03769,0.25407,0.99235,0.000354216,0.000354216,0.000354216
111,3140.98,0.32349,1.58681,0.04707,0.19968,0.97888,0.9995,0.99412,0.995,0.92215,0.9995,0.99412,0.995,0.53855,0.44732,2.13209,0.03815,0.25107,0.99617,0.000351832,0.000351832,0.000351832
112,3160.28,0.3168,1.56556,0.05449,0.19834,0.97794,0.99961,0.98824,0.99471,0.92515,0.99366,0.98235,0.99275,0.54241,0.43099,2.12261,0.04092,0.25027,0.98078,0.000349438,0.000349438,0.000349438
113,3179.75,0.31086,1.5674,0.05783,0.19827,0.97644,0.99958,0.98824,0.99477,0.93302,0.99958,0.98824,0.99311,0.54114,0.43192,2.15931,0.03881,0.26004,0.98595,0.000347032,0.000347032,0.000347032
114,3199.09,0.31619,1.55759,0.05507,0.19807,0.98726,1,0.99371,0.995,0.91747,1,0.98807,0.99302,0.53783,0.47085,2.15532,0.03763,0.25391,0.99571,0.000344616,0.000344616,0.000344616
115,3218.88,0.32131,1.56597,0.06091,0.20152,0.99024,0.99412,0.99368,0.99476,0.9295,0.99253,0.98235,0.99026,0.53284,0.41595,2.20127,0.03763,0.25821,0.9652,0.000342189,0.000342189,0.000342189
116,3238.61,0.32053,1.53497,0.05596,0.19918,0.97528,1,0.99363,0.995,0.93889,0.99961,0.98824,0.9928,0.53107,0.40798,2.16367,0.04176,0.26124,0.95448,0.000339752,0.000339752,0.000339752
117,3257.83,0.31025,1.53891,0.05017,0.19391,0.97692,0.99967,0.99412,0.995,0.91209,0.99967,0.99412,0.995,0.52779,0.46062,2.15254,0.03963,0.25275,0.99433,0.000337306,0.000337306,0.000337306
118,3277.68,0.31102,1.53316,0.05035,0.19566,0.97074,0.99981,0.99412,0.995,0.93053,0.99981,0.99412,0.995,0.55473,0.42549,2.08332,0.03828,0.25051,0.98385,0.00033485,0.00033485,0.00033485
119,3297.18,0.31263,1.51257,0.05312,0.19586,0.98054,1,0.99332,0.995,0.90822,1,0.99332,0.995,0.55353,0.46948,2.04671,0.03813,0.25691,1.01468,0.000332384,0.000332384,0.000332384
120,3316.49,0.30467,1.5144,0.04842,0.19351,0.9788,1,0.99873,0.995,0.92303,0.99953,0.98824,0.99302,0.52628,0.43688,2.14478,0.03753,0.24567,0.98956,0.00032991,0.00032991,0.00032991
121,3335.85,0.30211,1.52249,0.05332,0.1928,0.97067,1,0.99393,0.995,0.9286,0.99408,0.98805,0.99483,0.5389,0.41941,2.08139,0.03796,0.23051,0.96244,0.000327427,0.000327427,0.000327427
122,3355.6,0.29004,1.48727,0.05316,0.18716,0.96453,0.99899,0.98824,0.99483,0.92162,0.99304,0.98235,0.99029,0.53118,0.44158,2.13534,0.03979,0.26085,0.98728,0.000324935,0.000324935,0.000324935
123,3375.37,0.28365,1.48525,0.05024,0.18551,0.95737,1,0.99924,0.995,0.91298,1,0.99924,0.995,0.53852,0.47382,2.08305,0.03568,0.24087,1.01805,0.000322436,0.000322436,0.000322436
124,3395.09,0.29778,1.50134,0.04901,0.19008,0.96006,0.99977,1,0.995,0.94788,0.99977,1,0.995,0.53529,0.37776,2.06923,0.04043,0.22654,0.9347,0.000319928,0.000319928,0.000319928
125,3414.7,0.29696,1.46351,0.05755,0.18833,0.96295,1,0.99386,0.995,0.93029,1,0.99386,0.995,0.52726,0.42058,2.09134,0.0385,0.23159,0.97554,0.000317413,0.000317413,0.000317413
126,3434.18,0.29894,1.43969,0.0578,0.18569,0.96853,0.99959,0.98824,0.99488,0.93193,0.98769,0.97647,0.98373,0.52878,0.39599,2.10594,0.04099,0.24576,0.96862,0.00031489,0.00031489,0.00031489
127,3453.7,0.2821,1.41253,0.0564,0.18167,0.95555,0.99946,0.98824,0.99477,0.93878,0.99946,0.98824,0.99177,0.53678,0.38446,2.09372,0.03863,0.23887,0.96028,0.00031236,0.00031236,0.00031236
128,3473.4,0.29475,1.43048,0.05194,0.18721,0.959,0.99908,0.98824,0.99488,0.92492,0.99908,0.98824,0.99488,0.53317,0.39926,2.07802,0.0399,0.23636,0.9692,0.000309824,0.000309824,0.000309824
129,3492.96,0.29681,1.44474,0.05374,0.18808,0.96022,1,0.99352,0.995,0.93979,0.99408,0.98766,0.99285,0.54414,0.38253,2.12452,0.0398,0.24362,0.94799,0.000307281,0.000307281,0.000307281
130,3512.8,0.29168,1.43044,0.0512,0.18763,0.9517,0.99387,0.98824,0.99488,0.91843,0.98796,0.98235,0.99128,0.55098,0.42036,2.08389,0.04012,0.25261,0.98457,0.000304731,0.000304731,0.000304731
131,3532.53,0.29787,1.44316,0.05392,0.18726,0.9539,0.99881,0.98824,0.99488,0.94117,0.99881,0.98824,0.99488,0.54954,0.37814,2.05774,0.04117,0.24111,0.95556,0.000302176,0.000302176,0.000302176
132,3552.11,0.28451,1.40713,0.05091,0.1867,0.95155,0.99949,0.98824,0.99494,0.91911,0.99354,0.98235,0.99008,0.54508,0.4367,2.05565,0.04189,0.24918,0.99496,0.000299615,0.000299615,0.000299615
133,3571.75,0.28757,1.39792,0.05733,0.18551,0.96548,1,0.99375,0.995,0.93051,0.9995,0.98824,0.99285,0.53455,0.40325,2.07585,0.04032,0.2399,0.97576,0.000297048,0.000297048,0.000297048
134,3591.71,0.27916,1.40427,0.04785,0.18058,0.95318,0.99311,0.99412,0.99494,0.92268,0.98136,0.98235,0.98692,0.54151,0.43853,2.11451,0.03827,0.24655,1.00063,0.000294477,0.000294477,0.000294477
135,3611.63,0.27657,1.40691,0.05348,0.18215,0.95009,0.99959,0.99412,0.995,0.91111,0.98776,0.98235,0.98609,0.52652,0.46412,2.15337,0.03762,0.24373,1.00577,0.0002919,0.0002919,0.0002919
136,3631.37,0.28737,1.392,0.05319,0.18293,0.95878,0.99927,0.99412,0.995,0.92874,0.99335,0.98824,0.99289,0.54172,0.41692,2.13292,0.03733,0.23948,0.97023,0.00028932,0.00028932,0.00028932
137,3650.82,0.27423,1.37306,0.05003,0.17985,0.94705,0.99937,0.99412,0.995,0.92601,0.98163,0.97647,0.98578,0.55376,0.4082,2.07384,0.03997,0.2418,0.97502,0.000286734,0.000286734,0.000286734
138,3670.31,0.27487,1.3743,0.04987,0.18327,0.93884,1,0.98746,0.99494,0.95048,0.99358,0.97647,0.98963,0.54108,0.36222,2.09077,0.04172,0.24287,0.94111,0.000284145,0.000284145,0.000284145
139,3690.24,0.27013,1.33855,0.05002,0.17983,0.93311,1,0.98232,0.99494,0.93661,1,0.98232,0.9926,0.54137,0.38916,2.00957,0.04211,0.25275,0.9584,0.000281552,0.000281552,0.000281552
140,3710,0.27358,1.32075,0.05048,0.17938,0.94692,1,0.9936,0.995,0.93877,0.99408,0.98772,0.99011,0.53964,0.37563,2.01508,0.03838,0.24043,0.94761,0.000278956,0.000278956,0.000278956
141,3730.15,0.2711,1.31893,0.0481,0.17947,0.93904,0.99968,0.99412,0.995,0.93604,0.98785,0.98235,0.9918,0.55735,0.39125,2.00649,0.03934,0.23095,0.95895,0.000276356,0.000276356,0.000276356
142,3752.78,0.27811,1.30669,0.04716,0.17893,0.94073,0.99961,1,0.995,0.94075,0.99373,0.99412,0.99494,0.56263,0.37758,2.01897,0.03941,0.22073,0.93683,0.000273754,0.000273754,0.000273754
143,3778.1,0.2926,1.29669,0.04338,0.18338,0.95626,1,0.99952,0.995,0.92633,0.99366,0.98824,0.99236,0.53536,0.41218,2.09531,0.03789,0.22784,0.96535,0.000271149,0.000271149,0.000271149
144,3802.09,0.28917,1.26746,0.04929,0.18139,0.9523,0.99834,0.99412,0.995,0.94329,1,0.98685,0.99276,0.5493,0.3656,2.04949,0.04078,0.22246,0.93392,0.000268541,0.000268541,0.000268541
145,3824.34,0.26928,1.25812,0.04734,0.17591,0.94298,1,0.99976,0.995,0.93587,0.98823,0.98801,0.99243,0.56144,0.40491,2.0194,0.03817,0.22248,0.95539,0.000265932,0.000265932,0.000265932
146,3849.04,0.26083,1.26606,0.05642,0.17506,0.9378,0.99951,1,0.995,0.92679,0.98776,0.98824,0.99196,0.54572,0.42847,2.04764,0.03793,0.22417,0.97225,0.000263321,0.000263321,0.000263321
147,3875.25,0.25761,1.25473,0.0521,0.17302,0.94148,0.99842,1,0.995,0.93938,0.98069,0.98235,0.98876,0.55085,0.40455,2.03499,0.04176,0.22686,0.95495,0.000260708,0.000260708,0.000260708
148,3901.23,0.25603,1.25301,0.05506,0.17232,0.92717,1,0.99983,0.995,0.94111,0.99932,0.99412,0.995,0.56391,0.39011,1.99654,0.03914,0.2225,0.95808,0.000258095,0.000258095,0.000258095
149,3927.44,0.26596,1.26126,0.04786,0.17133,0.9295,0.99972,1,0.995,0.93458,0.99881,0.99412,0.995,0.55739,0.39658,2.00471,0.0407,0.22085,0.95977,0.00025548,0.00025548,0.00025548
150,3953.67,0.26181,1.23301,0.05387,0.17198,0.93765,0.9995,1,0.995,0.94466,0.9941,0.99412,0.995,0.56266,0.36264,1.96861,0.03987,0.21541,0.94545,0.000252865,0.000252865,0.000252865
151,3980.57,0.26344,1.22002,0.05355,0.17061,0.92845,0.99415,0.99939,0.995,0.9382,0.99408,0.98719,0.99316,0.55177,0.38119,2.03141,0.03968,0.21946,0.95476,0.00025025,0.00025025,0.00025025
152,4006.84,0.24818,1.21426,0.05276,0.16808,0.92325,0.99415,0.99946,0.99494,0.93219,0.98184,0.98235,0.988,0.55608,0.40604,2.03064,0.039,0.23298,0.97147,0.000247635,0.000247635,0.000247635
153,4033.04,0.26213,1.21776,0.05046,0.17219,0.93325,0.99936,0.99412,0.995,0.94753,0.98753,0.98235,0.98912,0.55808,0.36977,2.05817,0.04104,0.22884,0.94577,0.00024502,0.00024502,0.00024502
154,4059.23,0.25072,1.20885,0.05382,0.17186,0.91313,1,0.99387,0.995,0.93674,0.99408,0.98799,0.99324,0.56259,0.39779,1.99879,0.04035,0.23377,0.95772,0.000242405,0.000242405,0.000242405
155,4085.05,0.2589,1.21302,0.04849,0.17068,0.92867,1,0.99948,0.995,0.93647,0.99411,0.9936,0.99488,0.54316,0.39407,2.06906,0.03968,0.21565,0.96045,0.000239792,0.000239792,0.000239792
156,4110.41,0.25321,1.19692,0.04781,0.17128,0.91839,0.99974,1,0.995,0.93719,0.98208,0.98235,0.98431,0.55754,0.40456,2.02359,0.03794,0.21389,0.96493,0.000237179,0.000237179,0.000237179
157,4130.86,0.25208,1.1925,0.04541,0.16867,0.92138,1,0.99967,0.995,0.93489,0.98235,0.98203,0.98739,0.55972,0.40385,2.0019,0.03898,0.21283,0.96275,0.000234568,0.000234568,0.000234568
158,4150.63,0.26072,1.19681,0.04849,0.16893,0.93122,1,1,0.995,0.94213,0.98824,0.98824,0.99116,0.55834,0.38158,2.0183,0.03884,0.21815,0.94944,0.000231959,0.000231959,0.000231959
159,4170.42,0.24513,1.17056,0.05414,0.16469,0.92044,1,0.99963,0.995,0.93777,0.99373,0.98824,0.99335,0.55606,0.38907,2.01183,0.04164,0.21718,0.95202,0.000229351,0.000229351,0.000229351
160,4190.14,0.24772,1.17704,0.04921,0.16434,0.91974,1,0.99969,0.995,0.93809,0.98823,0.98793,0.99215,0.55404,0.39169,2.02658,0.0402,0.21304,0.95352,0.000226746,0.000226746,0.000226746
161,4209.75,0.24485,1.16003,0.05138,0.16589,0.91525,1,0.99999,0.995,0.9466,0.99341,0.98824,0.99314,0.56068,0.37099,1.99114,0.04011,0.21476,0.94372,0.000224144,0.000224144,0.000224144
162,4229.53,0.24836,1.15045,0.05127,0.16365,0.923,0.99963,0.99412,0.995,0.92327,0.99371,0.98824,0.99482,0.55938,0.42734,2.02413,0.04007,0.22461,0.98935,0.000221544,0.000221544,0.000221544
163,4249.27,0.23971,1.14309,0.05286,0.16252,0.90801,0.99969,0.99412,0.995,0.93004,0.99378,0.98824,0.99264,0.54674,0.40857,2.03454,0.04093,0.22136,0.968,0.000218948,0.000218948,0.000218948
164,4268.98,0.24436,1.13275,0.04907,0.16346,0.91189,1,0.99955,0.995,0.92888,0.99406,1,0.99494,0.54901,0.40162,2.00332,0.0409,0.22209,0.96281,0.000216355,0.000216355,0.000216355
165,4288.35,0.24229,1.14628,0.05964,0.16119,0.90959,0.99372,1,0.995,0.92988,1,0.99372,0.995,0.54589,0.39893,2.02833,0.03856,0.21684,0.95526,0.000213766,0.000213766,0.000213766
166,4308,0.24202,1.12846,0.05261,0.16369,0.91498,0.99415,0.99995,0.99494,0.93856,0.99415,0.99995,0.99494,0.55609,0.37288,1.98388,0.04297,0.21184,0.94174,0.00021118,0.00021118,0.00021118
167,4327.55,0.24497,1.1219,0.0466,0.1645,0.90733,0.99957,0.99412,0.995,0.93268,0.99363,0.98824,0.99321,0.55935,0.3994,1.98374,0.04007,0.21533,0.95879,0.0002086,0.0002086,0.0002086
168,4347.04,0.24046,1.11644,0.05076,0.16308,0.91093,0.99952,0.99412,0.995,0.93697,0.99361,0.98824,0.99298,0.55918,0.38939,1.97257,0.0414,0.22272,0.9586,0.000206023,0.000206023,0.000206023
169,4366.87,0.23901,1.11005,0.05438,0.16026,0.91557,0.99361,0.99412,0.99494,0.91493,0.99147,0.98235,0.98898,0.56071,0.4614,1.9923,0.03972,0.23495,1.00282,0.000203452,0.000203452,0.000203452
170,4386.43,0.23468,1.09652,0.05516,0.16048,0.90683,0.99412,0.99388,0.99494,0.93176,0.9986,0.98824,0.99289,0.57299,0.40836,1.95669,0.04113,0.22773,0.96956,0.000200885,0.000200885,0.000200885
171,4406.09,0.23398,1.1057,0.04877,0.15809,0.91309,0.99938,0.98824,0.99494,0.92264,0.99938,0.98824,0.99302,0.56162,0.43481,1.96667,0.04112,0.23528,1.00429,0.000198324,0.000198324,0.000198324
172,4425.98,0.2328,1.10487,0.05001,0.16208,0.91088,0.99986,0.99412,0.995,0.93547,0.9994,0.98824,0.99298,0.5627,0.39019,1.98361,0.0405,0.22208,0.95828,0.000195769,0.000195769,0.000195769
173,4445.68,0.22636,1.10915,0.05097,0.15537,0.90172,1,0.99923,0.995,0.93724,0.99946,0.98824,0.9933,0.5622,0.39092,1.95937,0.04106,0.21587,0.95454,0.000193219,0.000193219,0.000193219
174,4465.37,0.22449,1.06588,0.05063,0.15351,0.90335,0.99994,0.99412,0.995,0.93776,0.99945,0.98824,0.99335,0.57432,0.39302,1.9215,0.04096,0.20897,0.95253,0.000190676,0.000190676,0.000190676
175,4485.04,0.23043,1.06096,0.04837,0.15675,0.9149,1,0.99963,0.995,0.93318,0.99373,0.98824,0.9933,0.55847,0.39434,1.99076,0.042,0.20718,0.95412,0.00018814,0.00018814,0.00018814
176,4504.48,0.22971,1.05515,0.05157,0.156,0.90697,1,0.99955,0.995,0.94704,0.98782,0.98235,0.98658,0.56132,0.36956,1.97298,0.04076,0.20997,0.9379,0.00018561,0.00018561,0.00018561
177,4524.06,0.22637,1.04126,0.05065,0.15235,0.90122,0.99961,0.99412,0.995,0.94168,0.98186,0.97647,0.98121,0.55182,0.38042,1.97927,0.04056,0.21123,0.94476,0.000183087,0.000183087,0.000183087
178,4543.55,0.22257,1.04828,0.04952,0.15054,0.90392,0.99959,0.99412,0.995,0.94503,0.98798,0.98235,0.98663,0.56326,0.36961,1.96015,0.03796,0.20869,0.94054,0.000180572,0.000180572,0.000180572
179,4563.19,0.22325,1.04857,0.04551,0.15113,0.90792,0.99966,0.99412,0.995,0.9441,0.98957,0.98235,0.98717,0.57257,0.37554,1.91415,0.03999,0.20576,0.94519,0.000178064,0.000178064,0.000178064
180,4582.91,0.22139,1.02878,0.04887,0.14974,0.89969,1,0.99959,0.995,0.94833,0.98777,0.98235,0.98781,0.58025,0.36996,1.90428,0.04065,0.20441,0.94007,0.000175565,0.000175565,0.000175565
181,4602.48,0.2228,1.03178,0.0449,0.15326,0.90054,1,1,0.995,0.94861,0.99412,0.99412,0.99494,0.56978,0.35619,1.93909,0.03954,0.20535,0.93722,0.000173073,0.000173073,0.000173073
182,4622.06,0.22086,1.02379,0.0516,0.15275,0.90877,1,0.99947,0.995,0.94719,0.99411,0.99359,0.99494,0.57509,0.35427,1.93233,0.0379,0.2017,0.93684,0.00017059,0.00017059,0.00017059
183,4641.73,0.21416,1.00862,0.04813,0.14952,0.89787,0.99415,1,0.995,0.94069,0.9883,0.99412,0.99488,0.58322,0.37972,1.92013,0.03935,0.21047,0.95149,0.000168116,0.000168116,0.000168116
184,4660.99,0.21944,1.01179,0.05334,0.15406,0.89098,0.99964,0.99412,0.995,0.94156,0.98781,0.98235,0.98769,0.58149,0.38176,1.90669,0.03989,0.21492,0.94792,0.00016565,0.00016565,0.00016565
185,4680.51,0.2076,1.00537,0.04902,0.14948,0.887,0.99963,0.99412,0.995,0.9309,0.99371,0.98824,0.99334,0.57449,0.39583,1.9519,0.03907,0.21264,0.95829,0.000163194,0.000163194,0.000163194
186,4700.02,0.21461,1.0195,0.04263,0.14883,0.89046,0.99959,0.99412,0.995,0.95299,0.99368,0.98824,0.99329,0.57595,0.35598,1.92421,0.03822,0.20524,0.93026,0.000160748,0.000160748,0.000160748
187,4720.11,0.21221,0.98424,0.04853,0.14996,0.89146,0.99964,0.99412,0.995,0.95077,0.99925,0.98824,0.99335,0.57767,0.34944,1.94384,0.03685,0.2034,0.92897,0.000158311,0.000158311,0.000158311
188,4763.08,0.2098,0.99162,0.04575,0.14839,0.88748,0.9997,0.99412,0.995,0.94959,0.99212,0.98235,0.98938,0.59128,0.35868,1.91201,0.0387,0.20454,0.9313,0.000155884,0.000155884,0.000155884
189,4782.67,0.21102,0.98614,0.04874,0.14782,0.88727,1,0.99412,0.995,0.94317,0.98817,0.98235,0.98857,0.58121,0.36156,1.92937,0.03848,0.19807,0.93254,0.000153468,0.000153468,0.000153468
190,4802.68,0.22868,0.97071,0.04695,0.15109,0.9042,0.99965,0.99412,0.995,0.94728,0.9819,0.97647,0.9841,0.57893,0.36268,1.93624,0.03875,0.1983,0.9371,0.000151062,0.000151062,0.000151062
191,4822.53,0.21053,0.96436,0.05143,0.14852,0.89527,0.99962,0.99412,0.995,0.95045,0.98779,0.98235,0.98904,0.58637,0.35759,1.90235,0.03908,0.20081,0.93086,0.000148668,0.000148668,0.000148668
192,4842.23,0.20849,0.96593,0.04833,0.14667,0.88847,0.99963,0.99412,0.995,0.94989,0.9878,0.98235,0.98924,0.58425,0.36094,1.91008,0.03821,0.19773,0.9313,0.000146284,0.000146284,0.000146284
193,4861.83,0.2091,0.95603,0.04696,0.14607,0.89057,0.99962,0.99412,0.995,0.9523,0.994,0.98824,0.9933,0.58851,0.35756,1.88885,0.03966,0.20332,0.93282,0.000143912,0.000143912,0.000143912
194,4881.58,0.2067,0.95399,0.05055,0.14472,0.88961,0.99961,0.99412,0.995,0.94121,0.98623,0.97647,0.98419,0.57003,0.36897,1.91779,0.04006,0.20294,0.94033,0.000141551,0.000141551,0.000141551
195,4901.38,0.21323,0.95312,0.04651,0.14675,0.8865,0.99966,0.99412,0.995,0.94842,0.99646,0.98824,0.99335,0.57617,0.35886,1.90509,0.03963,0.20002,0.9365,0.000139202,0.000139202,0.000139202
196,4920.92,0.21006,0.94155,0.04956,0.14612,0.88633,0.99963,0.99412,0.995,0.95243,0.98805,0.98235,0.98917,0.56876,0.3463,1.92382,0.03954,0.19806,0.93066,0.000136866,0.000136866,0.000136866
197,4940.76,0.20425,0.9359,0.04494,0.14433,0.89414,0.99964,0.99412,0.995,0.95633,0.99381,0.98824,0.9934,0.5791,0.34753,1.90896,0.03884,0.19601,0.92715,0.000134542,0.000134542,0.000134542
198,4960.51,0.19745,0.91796,0.04662,0.14098,0.87812,0.99959,0.99412,0.995,0.95021,0.99415,1,0.99494,0.57122,0.34956,1.88855,0.03882,0.197,0.92965,0.00013223,0.00013223,0.00013223
199,4979.94,0.2007,0.92333,0.04498,0.14019,0.88129,0.9996,0.99412,0.995,0.94866,0.99415,1,0.99494,0.57076,0.34879,1.90035,0.04038,0.19674,0.93158,0.000129932,0.000129932,0.000129932
200,4999.44,0.19626,0.91411,0.04411,0.14173,0.88176,0.99959,0.99412,0.995,0.95883,0.99367,0.98824,0.99334,0.59353,0.33264,1.87583,0.04193,0.20105,0.92412,0.000127647,0.000127647,0.000127647
201,5019.29,0.20118,0.92295,0.0447,0.14062,0.88476,0.99962,0.99412,0.995,0.94313,0.99371,0.98824,0.9934,0.57971,0.36946,1.90823,0.03876,0.20563,0.94535,0.000125375,0.000125375,0.000125375
202,5040.01,0.2066,0.90855,0.05453,0.14471,0.88964,0.99951,0.99412,0.995,0.94368,0.99392,0.98824,0.9934,0.57666,0.36716,1.91775,0.04037,0.20497,0.94168,0.000123117,0.000123117,0.000123117
203,5061.53,0.19968,0.9403,0.05206,0.14373,0.88272,0.99415,1,0.995,0.94808,0.99177,0.98235,0.99174,0.57434,0.35445,1.93716,0.03933,0.19258,0.93275,0.000120873,0.000120873,0.000120873
204,5082.19,0.19577,0.89983,0.04351,0.13831,0.88324,0.99966,0.99412,0.995,0.94927,0.99185,0.98235,0.99141,0.5707,0.34218,1.92791,0.03955,0.19791,0.92265,0.000118643,0.000118643,0.000118643
205,5103.14,0.20072,0.90823,0.04785,0.14172,0.88111,0.9996,0.99412,0.995,0.95568,0.99783,0.98824,0.99488,0.58148,0.3293,1.90869,0.0412,0.19654,0.92022,0.000116427,0.000116427,0.000116427
206,5123.73,0.19121,0.88979,0.05326,0.13851,0.88193,1,0.99956,0.995,0.95007,0.99412,0.99368,0.99494,0.58087,0.34803,1.89243,0.04056,0.19199,0.92872,0.000114226,0.000114226,0.000114226
207,5144.54,0.18552,0.88072,0.04278,0.13531,0.87404,1,0.99963,0.995,0.9387,0.98823,0.98786,0.99152,0.57932,0.37413,1.90501,0.04,0.19746,0.94408,0.00011204,0.00011204,0.00011204
208,5165.51,0.18316,0.88247,0.05006,0.137,0.87766,0.99967,0.99412,0.995,0.95084,0.99567,0.98824,0.99335,0.59383,0.3552,1.88172,0.03997,0.20568,0.93464,0.00010987,0.00010987,0.00010987
209,5186.25,0.19262,0.88775,0.04812,0.13972,0.87138,1,0.99412,0.995,0.9488,0.99408,0.98824,0.99345,0.58676,0.36241,1.89821,0.04048,0.2041,0.9411,0.000107714,0.000107714,0.000107714
210,5207.03,0.19174,0.87735,0.04558,0.13879,0.88224,0.99966,0.99412,0.995,0.94249,0.99374,0.98824,0.99334,0.59099,0.36245,1.87653,0.0399,0.20271,0.94142,0.000105575,0.000105575,0.000105575
211,5227.69,0.19735,0.85632,0.04592,0.14102,0.86988,0.99962,0.99412,0.995,0.95755,0.9937,0.98824,0.99334,0.59259,0.33808,1.87196,0.03939,0.19473,0.9232,0.000103451,0.000103451,0.000103451
212,5248.6,0.18743,0.86134,0.04689,0.13633,0.87388,0.99964,0.99412,0.995,0.94186,0.99412,0.99379,0.99494,0.60069,0.37016,1.82853,0.03847,0.19946,0.94143,0.000101343,0.000101343,0.000101343
213,5269.47,0.18505,0.83937,0.04453,0.13432,0.87127,1,0.99412,0.995,0.9418,0.98817,0.98235,0.98898,0.59163,0.38129,1.8459,0.03886,0.20526,0.94961,9.92514e-05,9.92514e-05,9.92514e-05
214,5290.45,0.18837,0.85485,0.04588,0.13698,0.87416,0.99967,0.99412,0.995,0.94735,0.98784,0.98235,0.99094,0.59364,0.36388,1.83714,0.03936,0.20012,0.93969,9.71765e-05,9.71765e-05,9.71765e-05
215,5311.35,0.1967,0.85395,0.04588,0.14067,0.8794,1,0.99962,0.995,0.94591,0.98823,0.98786,0.99105,0.59635,0.3693,1.83779,0.03938,0.19993,0.94042,9.51183e-05,9.51183e-05,9.51183e-05
216,5332.23,0.18674,0.84174,0.04611,0.13414,0.87668,1,0.99962,0.995,0.9365,0.99412,0.99374,0.99488,0.59507,0.39433,1.84393,0.0389,0.20498,0.95432,9.30772e-05,9.30772e-05,9.30772e-05
217,5353.01,0.18513,0.83202,0.04676,0.13431,0.868,0.99415,1,0.995,0.95288,0.9883,0.99412,0.99476,0.58952,0.35191,1.86358,0.03931,0.19209,0.92575,9.10534e-05,9.10534e-05,9.10534e-05
218,5374.06,0.18416,0.83135,0.04733,0.13325,0.87025,0.99415,1,0.995,0.94457,0.98246,0.98824,0.99039,0.58812,0.36023,1.872,0.03873,0.19384,0.93466,8.90469e-05,8.90469e-05,8.90469e-05
219,5394.87,0.17394,0.82985,0.05194,0.13222,0.86469,0.99955,0.99412,0.995,0.94463,0.99364,0.98824,0.99323,0.57264,0.35735,1.90849,0.03793,0.20061,0.93597,8.70582e-05,8.70582e-05,8.70582e-05
220,5416.25,0.1771,0.83122,0.04727,0.13211,0.87241,0.99966,0.99412,0.995,0.94831,0.99374,0.98824,0.99328,0.58504,0.35575,1.88195,0.03911,0.19955,0.93795,8.50874e-05,8.50874e-05,8.50874e-05
221,5436.12,0.17748,0.82374,0.04964,0.13189,0.86806,0.99964,0.99412,0.995,0.94767,0.99373,0.98824,0.99328,0.58751,0.35315,1.88222,0.03862,0.20059,0.9342,8.31346e-05,8.31346e-05,8.31346e-05
222,5456.02,0.17965,0.81598,0.04769,0.13484,0.871,0.99943,0.99412,0.995,0.94553,0.99352,0.98824,0.99334,0.59539,0.35436,1.85317,0.03827,0.198,0.92947,8.12002e-05,8.12002e-05,8.12002e-05
223,5475.81,0.18112,0.83353,0.04485,0.13488,0.87273,0.99954,0.99412,0.995,0.94933,0.98771,0.98235,0.98838,0.58977,0.33894,1.8742,0.03833,0.19651,0.92448,7.92844e-05,7.92844e-05,7.92844e-05
224,5495.78,0.17324,0.80323,0.04576,0.13062,0.86681,0.99957,0.99412,0.995,0.9496,0.98774,0.98235,0.98845,0.59002,0.3451,1.89422,0.03914,0.19476,0.92981,7.73872e-05,7.73872e-05,7.73872e-05
225,5515.36,0.17784,0.80124,0.05194,0.13172,0.86655,0.99926,0.99412,0.995,0.94936,0.98743,0.98235,0.98827,0.58883,0.33805,1.88894,0.03919,0.18906,0.92297,7.55091e-05,7.55091e-05,7.55091e-05
226,5535.56,0.17848,0.79964,0.04755,0.13148,0.87666,0.99779,0.99412,0.995,0.94757,0.98713,0.98235,0.98853,0.58278,0.35275,1.88303,0.03997,0.19396,0.93118,7.36501e-05,7.36501e-05,7.36501e-05
227,5555.42,0.17323,0.80235,0.04484,0.12954,0.87721,0.99415,1,0.995,0.94667,0.9883,0.99412,0.99482,0.58687,0.35045,1.8654,0.0397,0.19068,0.93333,7.18104e-05,7.18104e-05,7.18104e-05
228,5575.23,0.17362,0.77576,0.04526,0.12778,0.85713,0.99415,1,0.995,0.94891,0.9883,0.99412,0.99482,0.58738,0.3458,1.87826,0.03863,0.19093,0.9299,6.99904e-05,6.99904e-05,6.99904e-05
229,5594.83,0.17077,0.7855,0.05011,0.12668,0.86866,0.99845,0.99412,0.995,0.95672,0.99254,0.98824,0.99334,0.59021,0.33493,1.87436,0.03846,0.19196,0.92159,6.81901e-05,6.81901e-05,6.81901e-05
230,5614.55,0.17118,0.80302,0.05368,0.12745,0.86629,0.99415,1,0.995,0.94898,0.9883,0.99412,0.99482,0.58662,0.34273,1.85935,0.03908,0.19229,0.9251,6.64098e-05,6.64098e-05,6.64098e-05
