frame,kpt_id,conf,dx,dy,disp,norm_disp,ema_disp,accel,body_scale,frame_gap,tracking_quality
185,9,0.9980469,-17.346863,0.33358765,17.350069,0.05975754,0.059277758,2.668177604675293,290.3411,1,1.0
185,10,0.99902344,-8.673462,-3.5027313,9.35404,0.032217417,0.02385787,7.8436408042907715,290.3411,1,1.0
185,11,0.9946289,-10.675003,0.0,10.675003,0.03676711,0.036771458,2.807217597961426,290.3411,1,1.0
185,12,1.0,-5.0039062,-3.8363342,6.305279,0.021716798,0.029384866,-4.59920597076416,290.3411,1,1.0
185,13,0.99316406,-6.671875,0.6671753,6.70515,0.023094045,0.046084244,-5.988954067230225,290.3411,1,1.0
185,14,0.99902344,0.33358765,-5.1707,5.1814494,0.017846076,0.026148532,-2.5201644897460938,290.3411,1,1.0
185,15,0.9946289,-3.1691437,-9.674225,10.180083,0.035062496,0.037377447,0.7800779342651367,290.3411,1,1.0
185,16,0.8286133,-6.5050735,-0.3336029,6.5136223,0.02243438,0.037728127,-0.10802745819091797,290.3411,1,1.0
186,0,0.9926758,-6.0046997,-4.8371124,7.710647,0.02644678,0.020417273,0.27181243896484375,291.55334,1,1.0
186,1,0.99853516,-7.3390503,-5.337509,9.074726,0.03112544,0.025653262,-4.700159072875977,291.55334,1,1.0
186,2,0.9995117,-3.3359375,-5.087311,6.0835195,0.020865887,0.01843915,2.4054441452026367,291.55334,1,1.0
186,3,0.9951172,-7.005493,0.50038147,7.0233407,0.024089385,0.026587732,-1.7853646278381348,291.55334,1,1.0
186,4,1.0,-5.6710815,-0.58380127,5.7010517,0.01955406,0.017684322,2.717291831970215,291.55334,1,1.0
186,5,1.0,-8.006256,-0.50038147,8.021877,0.02751427,0.026804443,2.60931396484375,291.55334,1,1.0
186,6,1.0,-10.674988,5.170685,11.861339,0.040683255,0.033477515,3.5599279403686523,291.55334,1,1.0
186,7,0.99853516,-19.014832,-1.0007935,19.041151,0.06530932,0.053006187,2.2782726287841797,291.55334,1,1.0
186,8,1.0,-11.342194,-2.001587,11.517452,0.039503757,0.03834068,4.2011799812316895,291.55334,1,1.0
186,9,0.9980469,-18.681274,-1.0007935,18.708063,0.06416686,0.060744487,1.3579940795898438,291.55334,1,1.0
186,10,0.99902344,2.6687622,1.5011749,3.0619957,0.010502351,0.019851213,-6.292044639587402,291.55334,1,1.0
