model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_12.mp4,225,225,0,0.9899,0.0074,11.180,18.192,41.905,186.644,0.0000,0.0000,0.0000,0.0000
old,walk,walk_18.mp4,244,227,17,0.9308,0.0373,26.415,33.799,82.864,368.793,0.0697,0.5947,0.0154,0.4097
old,walk,walk_24.mp4,176,176,0,0.9774,0.0113,7.291,7.951,20.281,93.615,0.0000,0.0000,0.0000,0.0360
old,walk,walk_29.mp4,590,590,0,0.9778,0.0085,12.725,13.871,35.632,209.169,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(1).mp4,135,135,0,0.9912,0.0016,2.563,3.541,9.289,28.998,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9971,0.0003,2.713,3.663,10.242,35.583,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9988,0.0001,2.398,2.758,7.532,28.983,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9945,0.0017,2.240,2.956,7.605,24.996,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9754,0.0023,3.313,3.916,12.033,29.112,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9842,0.0135,6.288,9.938,22.361,142.543,0.0000,0.0000,0.0000,0.1828
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9911,0.0021,6.408,11.491,24.148,136.982,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9958,0.0009,5.637,8.645,20.605,142.108,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9888,0.0065,5.354,10.644,20.207,198.364,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9958,0.0015,5.351,8.394,16.939,143.397,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(1).mp4,105,105,0,0.9973,0.0020,3.646,8.342,15.712,77.442,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(2).mp4,99,99,0,0.9965,0.0032,6.116,15.241,24.792,200.431,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(3).mp4,102,102,0,0.9724,0.0210,5.725,10.791,21.914,143.027,0.0000,0.0000,0.0000,0.3333
old,shake,7月7日 (5)(4).mp4,110,110,0,0.9955,0.0035,4.653,12.079,18.345,133.106,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(5).mp4,108,108,0,0.9950,0.0071,4.052,8.456,17.219,111.531,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5).mp4,116,116,0,0.9957,0.0035,4.472,11.791,17.421,133.106,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9801,0.0126,4.691,10.218,18.293,281.964,0.0000,0.4559,0.0000,0.0369
old,stop,stop_3.mp4,248,248,0,0.9665,0.0078,2.353,3.333,6.946,66.748,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9987,0.0001,0.822,1.343,3.230,16.879,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9874,0.0050,2.002,4.870,7.310,88.130,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9969,0.0001,0.485,0.535,1.402,6.712,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9959,0.0003,1.218,1.820,4.047,19.957,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.8767,0.0307,5.379,12.726,22.925,154.527,0.0000,0.0000,0.0293,0.0000
new,walk,walk_12.mp4,225,225,0,0.9910,0.0062,11.345,18.784,42.401,244.120,0.0000,0.0000,0.0000,0.0000
new,walk,walk_18.mp4,244,228,16,0.9148,0.0349,27.832,37.296,91.139,509.319,0.0656,0.4035,0.0406,0.3743
new,walk,walk_24.mp4,176,176,0,0.9841,0.0116,7.523,7.525,21.148,77.307,0.0000,0.0000,0.0000,0.0170
new,walk,walk_29.mp4,590,590,0,0.9874,0.0061,13.371,14.498,38.978,176.589,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(1).mp4,135,135,0,0.9928,0.0014,2.929,3.772,10.783,28.319,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(2).mp4,156,156,0,0.9948,0.0005,1.932,2.496,6.899,20.978,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(3).mp4,121,121,0,0.9953,0.0006,2.465,2.834,8.077,26.489,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(4).mp4,147,147,0,0.9955,0.0006,2.419,2.817,8.230,24.632,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日.mp4,139,139,0,0.9951,0.0007,3.672,4.417,12.276,42.198,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(1).mp4,155,155,0,0.9635,0.0163,6.458,9.080,22.928,99.795,0.0000,0.0000,0.0000,0.0882
new,scratch,7月3日 (2)(2).mp4,109,109,0,0.9772,0.0067,7.317,12.854,27.812,163.510,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(3).mp4,154,154,0,0.9942,0.0039,6.235,9.241,23.162,111.925,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(4).mp4,142,142,0,0.9843,0.0103,5.844,10.718,23.191,192.412,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2).mp4,177,177,0,0.9965,0.0017,5.737,8.780,19.370,125.674,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(1).mp4,105,105,0,0.9975,0.0017,4.753,11.342,20.523,139.922,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(2).mp4,99,99,0,0.9927,0.0053,6.805,15.919,26.102,231.427,0.0000,0.0000,0.0000,0.0000
