behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9867,0.9884,+0.0016,+0.17%,9.685,9.871,+0.186,-1.92%,0.0000,0.0000,+0.0000,+0.00%
lick,0.9962,0.9958,-0.0004,-0.04%,1.911,1.996,+0.086,-4.48%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9724,0.9705,-0.0019,-0.20%,2.932,3.049,+0.118,-4.01%,0.0000,0.0000,+0.0000,+0.00%
shake,0.9955,0.9941,-0.0014,-0.14%,2.243,2.359,+0.115,-5.14%,0.0000,0.0000,+0.0000,+0.00%
stop,0.9625,0.9764,+0.0138,+1.44%,2.860,2.666,-0.194,+6.78%,0.0000,0.0000,+0.0000,+0.00%
