model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9326,0.1774,4.181,15.729,0.0189
old,1,Left_Ear,0.9778,0.0341,4.321,15.661,0.0000
old,2,Right_Ear,0.9592,0.0656,4.196,15.202,0.0000
old,3,Chest,0.9986,0.0024,2.663,10.076,0.0000
old,4,Mid_Back,0.9995,0.0007,2.830,10.279,0.0000
old,5,Hip,1.0000,0.0002,2.641,10.053,0.0000
old,6,LF_Elbow,0.9892,0.0659,3.505,14.117,0.0000
old,7,LF_Paw,0.9825,0.0556,5.769,26.276,0.0000
old,8,RF_Elbow,0.9991,0.0025,3.563,14.622,0.0000
old,9,RF_Paw,0.9880,0.0319,5.823,26.907,0.0000
old,10,LH_Knee,0.9611,0.1463,3.443,13.258,0.0113
old,11,LH_Paw,0.9675,0.1225,6.537,26.924,0.0064
old,12,RH_Knee,0.9953,0.0263,3.549,14.687,0.0000
old,13,RH_Paw,0.9864,0.0583,6.192,26.712,0.0040
old,14,Tail_Root,0.9969,0.0129,3.029,11.203,0.0000
old,15,Tail_Mid,0.9948,0.0197,3.711,13.134,0.0000
old,16,Tail_Tip,0.9315,0.1687,6.302,21.901,0.0129
new,0,Nose,0.9365,0.1819,4.139,15.269,0.0274
new,1,Left_Ear,0.9757,0.0336,4.296,16.235,0.0000
new,2,Right_Ear,0.9675,0.0408,4.406,16.320,0.0000
new,3,Chest,0.9985,0.0021,2.628,9.400,0.0000
new,4,Mid_Back,0.9993,0.0012,2.854,10.687,0.0000
new,5,Hip,1.0000,0.0001,2.600,9.707,0.0000
new,6,LF_Elbow,0.9907,0.0543,3.560,13.591,0.0000
new,7,LF_Paw,0.9819,0.0544,5.837,26.102,0.0000
new,8,RF_Elbow,0.9990,0.0034,3.646,14.889,0.0000
new,9,RF_Paw,0.9887,0.0336,5.971,27.535,0.0000
new,10,LH_Knee,0.9633,0.1441,3.481,13.829,0.0188
new,11,LH_Paw,0.9718,0.1158,6.502,26.381,0.0092
new,12,RH_Knee,0.9937,0.0374,3.746,15.504,0.0000
new,13,RH_Paw,0.9903,0.0531,6.448,29.007,0.0040
new,14,Tail_Root,0.9987,0.0042,2.980,10.942,0.0000
new,15,Tail_Mid,0.9967,0.0109,3.831,12.983,0.0000
new,16,Tail_Tip,0.9415,0.1454,6.440,21.877,0.0109
