model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_15.mp4,280,280,0,0.9851,0.0121,7.164,11.533,25.635,140.366,0.0000,0.0000,0.0000,0.0000
old,walk,walk_19.mp4,982,982,0,0.9794,0.0089,8.230,8.526,22.301,123.782,0.0000,0.0051,0.0000,0.0000
old,walk,walk_20.mp4,121,121,0,0.9972,0.0011,11.337,14.315,33.192,263.807,0.0000,0.0000,0.0000,0.0000
old,walk,walk_21.mp4,206,206,0,0.9915,0.0047,19.947,22.418,56.669,263.236,0.0000,0.0000,0.0000,0.0000
old,lick,lick_60.mp4,240,240,0,0.9970,0.0007,1.329,1.616,4.490,13.659,0.0000,0.0000,0.0000,0.0000
old,lick,lick_61.mp4,240,240,0,0.9952,0.0010,1.883,2.421,6.411,46.703,0.0000,0.0000,0.0000,0.0000
old,lick,lick_62.mp4,240,240,0,0.9897,0.0028,1.467,2.921,5.269,92.915,0.0000,0.0000,0.0000,0.0000
old,lick,lick_70.mp4,240,240,0,0.9883,0.0022,2.509,3.299,9.057,46.129,0.0000,0.0000,0.0000,0.0000
old,lick,lick_74.mp4,178,178,0,0.9920,0.0017,2.589,3.417,10.020,26.982,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_27.mp4,240,240,0,0.9363,0.0207,2.278,4.794,9.612,93.931,0.0000,0.0000,0.0000,0.0125
old,scratch,scratch_32.mp4,240,240,0,0.9811,0.0080,3.888,7.277,16.018,123.229,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_33.mp4,240,240,0,0.9877,0.0075,2.798,5.780,11.408,99.326,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_39.mp4,240,240,0,0.9411,0.0162,3.125,6.004,12.533,126.835,0.0000,0.0000,0.0000,0.0069
old,shake,shake_49.mp4,240,240,0,0.9739,0.0468,3.259,7.931,12.122,116.709,0.0000,0.0000,0.0000,0.0000
old,shake,shake_50.mp4,240,240,0,0.9962,0.0020,2.509,7.731,9.662,201.551,0.0000,0.0000,0.0000,0.0000
old,shake,shake_51.mp4,240,240,0,0.9973,0.0015,1.965,5.278,8.296,84.352,0.0000,0.0000,0.0000,0.0000
old,shake,shake_57.mp4,240,240,0,0.9971,0.0007,2.078,5.175,7.358,94.155,0.0000,0.0000,0.0000,0.0000
old,shake,shake_58.mp4,240,240,0,0.9950,0.0030,1.387,3.096,6.061,42.588,0.0000,0.0000,0.0000,0.0000
old,shake,shake_63.mp4,240,240,0,0.9951,0.0023,2.492,4.955,9.928,86.717,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9759,0.0167,4.527,9.915,17.138,277.799,0.0000,0.4257,0.0000,0.0311
old,stop,stop_3.mp4,248,248,0,0.9491,0.0130,2.668,3.983,7.986,96.313,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9977,0.0001,0.715,1.407,2.378,18.376,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9909,0.0014,1.953,5.410,5.962,88.622,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9977,0.0001,0.520,0.491,1.420,6.022,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9910,0.0008,1.404,2.283,4.830,26.041,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.8405,0.0281,3.297,6.527,14.013,131.861,0.0000,0.0000,0.0815,0.0986
new,walk,walk_15.mp4,280,280,0,0.9901,0.0070,7.154,11.427,26.352,131.853,0.0000,0.0000,0.0000,0.0000
new,walk,walk_19.mp4,982,982,0,0.9919,0.0033,8.553,9.492,23.840,152.393,0.0000,0.0000,0.0000,0.0000
new,walk,walk_20.mp4,121,121,0,0.9979,0.0008,11.063,14.568,32.179,265.276,0.0000,0.0000,0.0000,0.0000
new,walk,walk_21.mp4,206,206,0,0.9950,0.0023,18.880,20.153,52.055,227.513,0.0000,0.0000,0.0000,0.0000
new,lick,lick_60.mp4,240,240,0,0.9978,0.0004,1.298,1.607,4.250,14.417,0.0000,0.0000,0.0000,0.0000
new,lick,lick_61.mp4,240,240,0,0.9991,0.0002,1.751,2.233,5.782,26.795,0.0000,0.0000,0.0000,0.0000
new,lick,lick_62.mp4,240,240,0,0.9906,0.0023,1.440,2.868,5.192,88.743,0.0000,0.0000,0.0000,0.0000
new,lick,lick_70.mp4,240,240,0,0.9779,0.0068,2.176,2.951,8.145,38.073,0.0000,0.0000,0.0000,0.0000
new,lick,lick_74.mp4,178,178,0,0.9948,0.0007,2.219,3.108,8.504,27.281,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_27.mp4,240,240,0,0.9876,0.0128,2.261,4.757,9.831,71.789,0.0000,0.0000,0.1927,0.0125
new,scratch,scratch_32.mp4,240,240,0,0.9875,0.0089,3.743,7.616,15.643,148.121,0.0000,0.0000,0.0000,0.0014
new,scratch,scratch_33.mp4,240,240,0,0.9899,0.0040,2.548,6.280,10.897,120.933,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_39.mp4,240,240,0,0.9796,0.0099,3.457,6.451,13.774,125.915,0.0000,0.0000,0.0000,0.0000
new,shake,shake_49.mp4,240,240,0,0.9809,0.0397,3.151,7.673,11.940,137.280,0.0000,0.0000,0.0125,0.0000
new,shake,shake_50.mp4,240,240,0,0.9993,0.0005,2.293,7.107,8.229,196.764,0.0000,0.0000,0.0000,0.0000
new,shake,shake_51.mp4,240,240,0,0.9980,0.0011,2.020,5.187,8.890,95.034,0.0000,0.0000,0.0000,0.0000
new,shake,shake_57.mp4,240,240,0,0.9986,0.0006,2.053,5.493,7.409,105.160,0.0000,0.0000,0.0000,0.0000
new,shake,shake_58.mp4,240,240,0,0.9976,0.0015,1.218,2.902,5.086,46.389,0.0000,0.0000,0.0000,0.0000
new,shake,shake_63.mp4,240,240,0,0.9979,0.0013,2.289,4.919,9.442,66.067,0.0000,0.0000,0.0000,0.0000
new,stop,stop_2.mp4,397,397,0,0.9844,0.0113,5.025,12.052,18.580,327.207,0.0000,0.4534,0.0000,0.0336
new,stop,stop_3.mp4,248,248,0,0.9522,0.0235,2.699,4.959,9.428,125.425,0.0000,0.0000,0.0000,0.0000
new,stop,stop_36.mp4,50,50,0,0.9988,0.0000,0.640,1.429,2.600,29.019,0.0000,0.0000,0.0000,0.0000
