frame_idx,timestamp_sec,detected,body_scale_px,active_kpts,mean_kpt_conf,displacement_px,activity_value,activity_score,abnormal,behavior_id,behavior_label,gcn_confidence
0,0.000,1,0.00,16,0.9084,0.0000,0,0,0,-1,LOW CONF,0.0000
1,0.033,1,474.95,16,0.9260,17.2990,9,4,1,-1,LOW CONF,0.0000
2,0.067,1,465.97,16,0.9193,9.3775,11,7,1,-1,LOW CONF,0.0000
3,0.100,1,465.53,16,0.9218,18.2454,17,9,1,-1,LOW CONF,0.0000
4,0.134,1,483.60,16,0.9275,18.7924,20,11,1,-1,LOW CONF,0.0000
5,0.167,1,481.50,16,0.9418,11.7510,18,12,1,-1,LOW CONF,0.0000
6,0.201,1,482.78,17,0.9416,19.9840,22,14,1,-1,LOW CONF,0.0000
7,0.234,1,491.85,17,0.9664,23.6571,25,15,1,-1,LOW CONF,0.0000
8,0.267,1,484.28,17,0.9615,13.5626,23,16,1,-1,LOW CONF,0.0000
9,0.301,1,479.97,17,0.9542,10.3187,19,16,1,-1,LOW CONF,0.0000
10,0.334,1,480.57,16,0.9416,9.5924,17,16,1,-1,LOW CONF,0.0000
11,0.368,1,478.77,15,0.8620,33.8340,29,18,1,-1,LOW CONF,0.0000
12,0.401,1,483.69,16,0.9271,26.3349,31,19,1,-1,LOW CONF,0.0000
13,0.435,1,481.41,15,0.9067,6.9975,23,19,1,-1,LOW CONF,0.0000
14,0.468,1,465.20,16,0.9240,15.5377,23,19,1,-1,LOW CONF,0.0000
15,0.501,1,458.85,16,0.9131,9.1438,19,19,1,-1,LOW CONF,0.0000
16,0.535,1,477.29,17,0.9501,49.6514,38,20,1,-1,LOW CONF,0.3916
17,0.568,1,460.92,16,0.9275,13.3656,31,21,1,-1,LOW CONF,0.3916
18,0.602,1,459.89,16,0.9235,8.1081,23,21,1,-1,LOW CONF,0.4254
19,0.635,1,457.04,16,0.9126,9.1591,19,21,1,-1,LOW CONF,0.4254
20,0.669,1,454.78,16,0.9139,8.0133,16,21,1,-1,LOW CONF,0.3167
21,0.702,1,463.82,16,0.9352,10.0245,15,20,1,-1,LOW CONF,0.3167
22,0.735,1,456.33,17,0.9461,10.6447,15,20,1,-1,LOW CONF,0.3419
23,0.769,1,463.55,17,0.9590,10.1594,15,20,1,-1,LOW CONF,0.3419
24,0.802,1,464.44,17,0.9679,6.5882,12,20,1,-1,LOW CONF,0.3999
25,0.836,1,462.96,17,0.9604,7.0630,11,19,1,-1,LOW CONF,0.3999
26,0.869,1,465.10,17,0.9671,9.0146,12,19,1,-1,LOW CONF,0.5363
27,0.903,1,455.13,17,0.9684,11.5419,14,19,1,-1,LOW CONF,0.5363
28,0.936,1,465.28,17,0.9711,12.7441,15,19,1,-1,LOW CONF,0.6144
29,0.969,1,459.59,17,0.9777,8.1465,14,19,1,-1,LOW CONF,0.6144
30,1.003,1,465.89,17,0.9906,17.7074,18,19,1,-1,LOW CONF,0.6064
31,1.036,1,461.71,17,0.9682,12.6857,18,18,1,-1,LOW CONF,0.6064
