model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9536,0.1572,4.113,15.240,0.0174
old,1,Left_Ear,0.9757,0.0455,4.285,16.019,0.0000
old,2,Right_Ear,0.9606,0.0768,4.135,15.308,0.0000
old,3,Chest,0.9985,0.0032,2.610,10.096,0.0000
old,4,Mid_Back,0.9995,0.0009,2.661,10.275,0.0000
old,5,Hip,1.0000,0.0001,2.560,10.081,0.0000
old,6,LF_Elbow,0.9725,0.1454,3.530,14.207,0.0224
old,7,LF_Paw,0.9688,0.1043,5.859,26.309,0.0092
old,8,RF_Elbow,0.9937,0.0469,3.690,15.246,0.0000
old,9,RF_Paw,0.9646,0.1202,5.991,27.243,0.0143
old,10,LH_Knee,0.9417,0.2171,3.529,14.352,0.0637
old,11,LH_Paw,0.9455,0.2005,6.560,27.756,0.0591
old,12,RH_Knee,0.9958,0.0215,3.448,14.667,0.0000
old,13,RH_Paw,0.9927,0.0423,6.160,28.951,0.0010
old,14,Tail_Root,0.9994,0.0020,2.871,10.937,0.0000
old,15,Tail_Mid,0.9978,0.0102,3.705,13.315,0.0000
old,16,Tail_Tip,0.9366,0.1612,6.286,21.159,0.0225
new,0,Nose,0.9307,0.1748,4.264,15.857,0.0180
new,1,Left_Ear,0.9730,0.0410,4.290,15.816,0.0000
new,2,Right_Ear,0.9409,0.0971,4.495,16.145,0.0000
new,3,Chest,0.9981,0.0041,2.639,9.794,0.0000
new,4,Mid_Back,0.9990,0.0016,2.885,11.088,0.0000
new,5,Hip,0.9999,0.0005,2.743,10.425,0.0000
new,6,LF_Elbow,0.9768,0.1164,3.562,14.338,0.0120
new,7,LF_Paw,0.9492,0.1547,6.184,26.834,0.0339
new,8,RF_Elbow,0.9920,0.0390,3.678,15.532,0.0000
new,9,RF_Paw,0.9386,0.1755,6.034,27.866,0.0296
new,10,LH_Knee,0.9566,0.1769,3.487,13.927,0.0386
new,11,LH_Paw,0.9515,0.1838,6.657,28.801,0.0446
new,12,RH_Knee,0.9957,0.0154,3.531,14.625,0.0000
new,13,RH_Paw,0.9710,0.0997,6.333,28.297,0.0000
new,14,Tail_Root,0.9991,0.0037,3.155,12.373,0.0000
new,15,Tail_Mid,0.9939,0.0217,3.965,14.209,0.0000
new,16,Tail_Tip,0.9164,0.1920,6.358,21.254,0.0356
