model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_15.mp4,280,280,0,0.9901,0.0070,7.154,11.427,26.352,131.853,0.0000,0.0000,0.0000,0.0000
old,walk,walk_19.mp4,982,982,0,0.9919,0.0033,8.553,9.492,23.840,152.393,0.0000,0.0000,0.0000,0.0000
old,walk,walk_20.mp4,121,121,0,0.9979,0.0008,11.063,14.568,32.179,265.276,0.0000,0.0000,0.0000,0.0000
old,walk,walk_21.mp4,206,206,0,0.9950,0.0023,18.880,20.153,52.055,227.513,0.0000,0.0000,0.0000,0.0000
old,lick,lick_60.mp4,240,240,0,0.9978,0.0004,1.298,1.607,4.250,14.417,0.0000,0.0000,0.0000,0.0000
old,lick,lick_61.mp4,240,240,0,0.9991,0.0002,1.751,2.233,5.782,26.795,0.0000,0.0000,0.0000,0.0000
old,lick,lick_62.mp4,240,240,0,0.9906,0.0023,1.440,2.868,5.192,88.743,0.0000,0.0000,0.0000,0.0000
old,lick,lick_70.mp4,240,240,0,0.9779,0.0068,2.176,2.951,8.145,38.073,0.0000,0.0000,0.0000,0.0000
old,lick,lick_74.mp4,178,178,0,0.9948,0.0007,2.219,3.108,8.504,27.281,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_27.mp4,240,240,0,0.9876,0.0128,2.261,4.757,9.831,71.789,0.0000,0.0000,0.1927,0.0125
old,scratch,scratch_32.mp4,240,240,0,0.9875,0.0089,3.743,7.616,15.643,148.121,0.0000,0.0000,0.0000,0.0014
old,scratch,scratch_33.mp4,240,240,0,0.9899,0.0040,2.548,6.280,10.897,120.933,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_39.mp4,240,240,0,0.9796,0.0099,3.457,6.451,13.774,125.915,0.0000,0.0000,0.0000,0.0000
old,shake,shake_49.mp4,240,240,0,0.9809,0.0397,3.151,7.673,11.940,137.280,0.0000,0.0000,0.0125,0.0000
old,shake,shake_50.mp4,240,240,0,0.9993,0.0005,2.293,7.107,8.229,196.764,0.0000,0.0000,0.0000,0.0000
old,shake,shake_51.mp4,240,240,0,0.9980,0.0011,2.020,5.187,8.890,95.034,0.0000,0.0000,0.0000,0.0000
old,shake,shake_57.mp4,240,240,0,0.9986,0.0006,2.053,5.493,7.409,105.160,0.0000,0.0000,0.0000,0.0000
old,shake,shake_58.mp4,240,240,0,0.9976,0.0015,1.218,2.902,5.086,46.389,0.0000,0.0000,0.0000,0.0000
old,shake,shake_63.mp4,240,240,0,0.9979,0.0013,2.289,4.919,9.442,66.067,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9844,0.0113,5.025,12.052,18.580,327.207,0.0000,0.4534,0.0000,0.0336
old,stop,stop_3.mp4,248,248,0,0.9522,0.0235,2.699,4.959,9.428,125.425,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9988,0.0000,0.640,1.429,2.600,29.019,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9949,0.0004,1.686,5.309,5.635,91.181,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9949,0.0006,1.056,2.541,6.451,18.221,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9954,0.0005,1.510,2.529,5.698,21.047,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.8738,0.0387,1.587,3.498,5.277,72.146,0.0000,0.0000,0.3380,0.1478
new,walk,walk_15.mp4,280,280,0,0.9882,0.0089,7.125,11.550,25.973,137.332,0.0000,0.0000,0.0000,0.0000
new,walk,walk_19.mp4,982,982,0,0.9805,0.0076,8.439,8.540,23.036,104.475,0.0000,0.0000,0.0000,0.0000
new,walk,walk_20.mp4,121,121,0,0.9980,0.0004,11.272,14.150,32.446,249.056,0.0000,0.0000,0.0000,0.0000
new,walk,walk_21.mp4,206,206,0,0.9933,0.0034,18.684,19.594,51.585,203.220,0.0000,0.0000,0.0000,0.0000
new,lick,lick_60.mp4,240,240,0,0.9977,0.0006,1.516,1.723,5.090,13.843,0.0000,0.0000,0.0000,0.0000
new,lick,lick_61.mp4,240,240,0,0.9967,0.0006,1.884,2.260,6.360,22.997,0.0000,0.0000,0.0000,0.0000
new,lick,lick_62.mp4,240,240,0,0.9868,0.0029,1.357,2.711,4.549,87.349,0.0000,0.0000,0.0000,0.0000
new,lick,lick_70.mp4,240,240,0,0.9858,0.0068,2.776,3.485,9.627,34.757,0.0000,0.0000,0.0000,0.0000
new,lick,lick_74.mp4,178,178,0,0.9947,0.0008,2.206,2.973,7.874,27.398,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_27.mp4,240,240,0,0.9260,0.0324,2.282,4.657,9.582,77.248,0.0000,0.0000,0.0406,0.0417
new,scratch,scratch_32.mp4,240,240,0,0.9812,0.0104,3.700,7.334,15.371,113.393,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_33.mp4,240,240,0,0.9830,0.0077,2.597,5.702,10.838,102.608,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_39.mp4,240,240,0,0.9452,0.0269,3.172,5.714,12.535,122.812,0.0000,0.0000,0.0000,0.2347
new,shake,shake_49.mp4,240,240,0,0.9873,0.0122,3.466,8.068,12.706,126.705,0.0000,0.0000,0.0000,0.0000
new,shake,shake_50.mp4,240,240,0,0.9985,0.0007,2.454,8.051,10.454,158.565,0.0000,0.0000,0.0000,0.0000
new,shake,shake_51.mp4,240,240,0,0.9978,0.0023,2.261,5.374,9.345,83.078,0.0000,0.0000,0.0000,0.0000
new,shake,shake_57.mp4,240,240,0,0.9968,0.0020,2.210,5.879,8.078,102.810,0.0000,0.0000,0.0000,0.0000
new,shake,shake_58.mp4,240,240,0,0.9955,0.0030,1.400,3.047,5.945,52.082,0.0000,0.0000,0.0000,0.0000
new,shake,shake_63.mp4,240,240,0,0.9972,0.0022,2.589,5.329,10.705,79.568,0.0000,0.0000,0.0000,0.0000
new,stop,stop_2.mp4,397,397,0,0.9857,0.0105,5.073,9.854,19.358,231.264,0.0000,0.4685,0.0000,0.0319
new,stop,stop_3.mp4,248,248,0,0.9449,0.0231,3.546,6.234,17.401,109.058,0.0000,0.0000,0.0000,0.0000
new,stop,stop_36.mp4,50,50,0,0.9961,0.0007,0.958,2.429,3.379,26.620,0.0000,0.0000,0.0000,0.0000
new,stop,stop_48.mp4,55,55,0,0.9889,0.0010,2.006,4.701,10.240,54.842,0.0000,0.0000,0.0000,0.0000
new,stop,stop_6.mp4,285,285,0,0.9964,0.0003,1.391,4.123,6.447,40.334,0.0000,0.0000,0.0000,0.0000
new,stop,stop_71.mp4,92,92,0,0.9943,0.0004,1.283,2.015,4.172,21.049,0.0000,0.0000,0.0000,0.0000
new,stop,stop_75.mp4,230,230,0,0.8398,0.0260,2.482,4.826,11.014,97.108,0.0000,0.0000,0.6620,0.0000
