frame,kp0_conf,kp1_conf,kp2_conf,kp3_conf,kp4_conf,kp5_conf,kp6_conf,kp7_conf,kp8_conf,kp9_conf,kp10_conf,kp11_conf,kp12_conf,kp13_conf,kp14_conf,kp15_conf,kp16_conf,bbox_conf
28,0.9995,0.9800,0.9971,0.9985,0.9995,1.0000,0.9985,0.9727,1.0000,0.9976,0.9873,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
29,0.9995,0.9800,0.9971,0.9990,0.9995,1.0000,0.9990,0.9741,1.0000,0.9976,0.9883,0.9854,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
30,0.9995,0.9795,0.9966,0.9990,0.9995,1.0000,0.9990,0.9741,1.0000,0.9976,0.9883,0.9854,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
31,0.9995,0.9790,0.9966,0.9985,0.9995,1.0000,0.9985,0.9736,1.0000,0.9976,0.9883,0.9854,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
32,0.9990,0.9790,0.9966,0.9985,0.9995,1.0000,0.9985,0.9731,1.0000,0.9976,0.9888,0.9858,1.0000,0.9985,0.0000,0.0000,0.0000,0.9634
33,0.9990,0.9780,0.9966,0.9985,0.9995,1.0000,0.9985,0.9731,1.0000,0.9976,0.9888,0.9858,1.0000,0.9980,0.0000,0.0000,0.0000,0.9634
34,0.9990,0.9775,0.9966,0.9985,0.9995,1.0000,0.9985,0.9707,1.0000,0.9976,0.9868,0.9844,1.0000,0.9980,0.0000,0.0000,0.0000,0.9634
35,0.9990,0.9775,0.9966,0.9985,0.9995,1.0000,0.9985,0.9697,1.0000,0.9976,0.9868,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9634
36,0.9990,0.9780,0.9966,0.9985,0.9995,1.0000,0.9985,0.9707,1.0000,0.9976,0.9878,0.9854,1.0000,0.9980,0.0000,0.0000,0.0000,0.9634
37,0.9990,0.9780,0.9966,0.9985,0.9995,1.0000,0.9985,0.9717,1.0000,0.9976,0.9888,0.9863,1.0000,0.9980,0.0000,0.0000,0.0000,0.9634
38,0.9990,0.9780,0.9966,0.9985,0.9995,1.0000,0.9985,0.9727,1.0000,0.9976,0.9897,0.9868,1.0000,0.9985,0.0000,0.0000,0.0000,0.9634
39,0.9990,0.9790,0.9966,0.9985,0.9995,1.0000,0.9985,0.9727,1.0000,0.9976,0.9897,0.9863,1.0000,0.9985,0.0000,0.0000,0.0000,0.9634
40,0.9990,0.9790,0.9966,0.9985,0.9995,1.0000,0.9985,0.9722,1.0000,0.9976,0.9893,0.9863,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
41,0.9990,0.9790,0.9966,0.9985,0.9995,1.0000,0.9985,0.9707,1.0000,0.9976,0.9888,0.9858,1.0000,0.9985,0.0000,0.0000,0.0000,0.9634
42,0.9990,0.9790,0.9966,0.9985,0.9995,1.0000,0.9990,0.9717,1.0000,0.9976,0.9897,0.9868,1.0000,0.9985,0.0000,0.0000,0.0000,0.9634
43,0.9990,0.9790,0.9966,0.9985,0.9995,1.0000,0.9985,0.9722,1.0000,0.9976,0.9902,0.9873,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
44,0.9990,0.9795,0.9966,0.9985,0.9995,1.0000,0.9990,0.9731,1.0000,0.9976,0.9912,0.9883,1.0000,0.9985,0.0000,0.0000,0.0000,0.9634
45,0.9990,0.9800,0.9966,0.9985,0.9995,1.0000,0.9985,0.9722,1.0000,0.9976,0.9902,0.9873,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
46,0.9990,0.9805,0.9971,0.9985,0.9995,1.0000,0.9985,0.9712,1.0000,0.9976,0.9902,0.9878,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
47,0.9990,0.9800,0.9971,0.9985,0.9995,1.0000,0.9985,0.9707,1.0000,0.9976,0.9897,0.9868,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
48,0.9990,0.9795,0.9971,0.9985,0.9995,1.0000,0.9985,0.9707,1.0000,0.9976,0.9883,0.9858,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
49,0.9990,0.9790,0.9971,0.9985,0.9995,1.0000,0.9985,0.9697,1.0000,0.9976,0.9873,0.9854,1.0000,0.9985,0.0000,0.0000,0.0000,0.9639
50,0.9990,0.9780,0.9966,0.9985,0.9995,1.0000,0.9985,0.9663,1.0000,0.9971,0.9858,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
51,0.9990,0.9775,0.9966,0.9985,0.9995,1.0000,0.9985,0.9634,1.0000,0.9966,0.9839,0.9824,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
52,0.9990,0.9766,0.9966,0.9985,0.9995,1.0000,0.9985,0.9639,1.0000,0.9966,0.9844,0.9824,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
53,0.9990,0.9771,0.9966,0.9985,0.9995,1.0000,0.9985,0.9658,1.0000,0.9971,0.9854,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
54,0.9990,0.9766,0.9966,0.9985,0.9995,1.0000,0.9985,0.9663,1.0000,0.9971,0.9858,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
55,0.9990,0.9766,0.9966,0.9985,0.9995,1.0000,0.9985,0.9648,1.0000,0.9971,0.9839,0.9819,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
56,0.9990,0.9771,0.9966,0.9985,0.9995,1.0000,0.9985,0.9658,1.0000,0.9971,0.9849,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9639
57,0.9990,0.9771,0.9966,0.9985,0.9995,1.0000,0.9985,0.9639,1.0000,0.9966,0.9819,0.9800,1.0000,0.9980,0.0000,0.0000,0.0000,0.9644
58,0.9990,0.9771,0.9966,0.9985,0.9995,1.0000,0.9985,0.9653,1.0000,0.9971,0.9834,0.9819,1.0000,0.9980,0.0000,0.0000,0.0000,0.9644
59,0.9990,0.9766,0.9966,0.9985,0.9995,1.0000,0.9985,0.9619,1.0000,0.9966,0.9829,0.9814,1.0000,0.9980,0.0000,0.0000,0.0000,0.9644
60,0.9990,0.9771,0.9966,0.9985,0.9995,1.0000,0.9985,0.9639,1.0000,0.9966,0.9849,0.9834,1.0000,0.9985,0.0000,0.0000,0.0000,0.9648
61,0.9990,0.9761,0.9966,0.9985,0.9995,1.0000,0.9985,0.9614,1.0000,0.9966,0.9839,0.9824,1.0000,0.9985,0.0000,0.0000,0.0000,0.9648
62,0.9990,0.9756,0.9966,0.9985,0.9995,1.0000,0.9985,0.9619,1.0000,0.9966,0.9854,0.9839,1.0000,0.9985,0.0000,0.0000,0.0000,0.9648
63,0.9990,0.9756,0.9966,0.9985,0.9995,1.0000,0.9985,0.9634,1.0000,0.9971,0.9873,0.9858,1.0000,0.9985,0.0000,0.0000,0.0000,0.9653
64,0.9990,0.9766,0.9966,0.9985,0.9995,1.0000,0.9985,0.9619,1.0000,0.9966,0.9873,0.9858,1.0000,0.9985,0.0000,0.0000,0.0000,0.9653
65,0.9990,0.9771,0.9971,0.9985,0.9995,1.0000,0.9985,0.9614,1.0000,0.9966,0.9863,0.9849,1.0000,0.9980,0.0000,0.0000,0.0000,0.9658
66,0.9990,0.9771,0.9971,0.9985,0.9995,1.0000,0.9985,0.9595,1.0000,0.9966,0.9849,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9658
67,0.9990,0.9771,0.9971,0.9985,0.9995,1.0000,0.9985,0.9604,1.0000,0.9966,0.9854,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9658
68,0.9990,0.9766,0.9971,0.9985,0.9995,1.0000,0.9985,0.9585,1.0000,0.9966,0.9844,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9658
69,0.9990,0.9761,0.9971,0.9985,0.9995,1.0000,0.9980,0.9546,1.0000,0.9961,0.9829,0.9819,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
70,0.9990,0.9761,0.9971,0.9985,0.9995,1.0000,0.9985,0.9556,1.0000,0.9966,0.9829,0.9819,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
71,0.9990,0.9761,0.9971,0.9985,0.9995,1.0000,0.9985,0.9561,1.0000,0.9966,0.9834,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
72,0.9990,0.9756,0.9966,0.9985,0.9995,1.0000,0.9985,0.9561,1.0000,0.9961,0.9834,0.9824,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
73,0.9990,0.9751,0.9971,0.9985,0.9995,1.0000,0.9980,0.9517,1.0000,0.9956,0.9805,0.9800,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
74,0.9990,0.9751,0.9971,0.9985,0.9995,1.0000,0.9980,0.9502,1.0000,0.9956,0.9795,0.9795,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
75,0.9990,0.9766,0.9971,0.9985,0.9995,1.0000,0.9980,0.9526,1.0000,0.9961,0.9795,0.9790,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
76,0.9990,0.9756,0.9971,0.9985,0.9995,1.0000,0.9985,0.9526,1.0000,0.9961,0.9805,0.9800,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
77,0.9990,0.9756,0.9971,0.9985,0.9995,1.0000,0.9985,0.9512,1.0000,0.9956,0.9810,0.9810,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
78,0.9990,0.9766,0.9971,0.9985,0.9995,1.0000,0.9985,0.9551,1.0000,0.9961,0.9839,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
79,0.9990,0.9766,0.9971,0.9985,0.9995,1.0000,0.9985,0.9541,1.0000,0.9961,0.9839,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
80,0.9990,0.9771,0.9971,0.9985,0.9995,1.0000,0.9985,0.9531,1.0000,0.9961,0.9849,0.9844,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
81,0.9990,0.9766,0.9971,0.9985,0.9995,1.0000,0.9985,0.9517,1.0000,0.9961,0.9849,0.9849,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
82,0.9990,0.9766,0.9971,0.9985,0.9995,1.0000,0.9985,0.9526,1.0000,0.9961,0.9849,0.9844,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
83,0.9990,0.9771,0.9971,0.9985,0.9995,1.0000,0.9985,0.9556,1.0000,0.9966,0.9858,0.9849,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
84,0.9990,0.9771,0.9971,0.9985,0.9995,1.0000,0.9980,0.9541,1.0000,0.9961,0.9849,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
85,0.9990,0.9775,0.9971,0.9985,0.9995,1.0000,0.9980,0.9517,1.0000,0.9961,0.9829,0.9824,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
86,0.9990,0.9775,0.9971,0.9985,0.9995,1.0000,0.9980,0.9526,1.0000,0.9961,0.9834,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
87,0.9990,0.9775,0.9971,0.9985,0.9995,1.0000,0.9985,0.9531,1.0000,0.9961,0.9849,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
88,0.9990,0.9780,0.9976,0.9985,0.9995,1.0000,0.9985,0.9526,1.0000,0.9961,0.9849,0.9844,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
89,0.9990,0.9775,0.9976,0.9985,0.9995,1.0000,0.9985,0.9536,1.0000,0.9961,0.9854,0.9854,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
90,0.9990,0.9780,0.9976,0.9985,0.9995,1.0000,0.9985,0.9517,1.0000,0.9961,0.9834,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
91,0.9990,0.9775,0.9976,0.9985,0.9995,1.0000,0.9985,0.9507,1.0000,0.9956,0.9829,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
92,0.9990,0.9775,0.9976,0.9985,0.9995,1.0000,0.9985,0.9517,1.0000,0.9961,0.9844,0.9849,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
93,0.9990,0.9780,0.9976,0.9985,0.9995,1.0000,0.9985,0.9512,1.0000,0.9961,0.9844,0.9844,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
94,0.9990,0.9780,0.9976,0.9985,0.9995,1.0000,0.9980,0.9482,1.0000,0.9956,0.9819,0.9824,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
95,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9473,1.0000,0.9956,0.9810,0.9819,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
96,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9468,1.0000,0.9951,0.9800,0.9810,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
97,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9468,1.0000,0.9951,0.9805,0.9805,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
98,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9468,1.0000,0.9956,0.9814,0.9814,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
99,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9478,1.0000,0.9956,0.9819,0.9819,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
100,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9980,0.9482,1.0000,0.9956,0.9814,0.9810,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
101,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9985,0.9487,1.0000,0.9956,0.9810,0.9814,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
102,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9985,0.9473,1.0000,0.9956,0.9805,0.9810,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
103,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9458,1.0000,0.9951,0.9805,0.9805,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
104,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9980,0.9458,1.0000,0.9951,0.9810,0.9810,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
105,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9985,0.9492,1.0000,0.9956,0.9814,0.9810,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
106,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9985,0.9521,1.0000,0.9961,0.9839,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
107,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9985,0.9497,1.0000,0.9956,0.9829,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
108,0.9990,0.9785,0.9976,0.9985,0.9995,1.0000,0.9985,0.9502,1.0000,0.9956,0.9824,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
109,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9985,0.9502,1.0000,0.9956,0.9824,0.9829,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
110,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9980,0.9497,1.0000,0.9956,0.9824,0.9824,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
111,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9985,0.9497,1.0000,0.9956,0.9819,0.9819,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
112,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9980,0.9468,1.0000,0.9956,0.9824,0.9819,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
113,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9980,0.9434,1.0000,0.9951,0.9819,0.9810,1.0000,0.9976,0.0000,0.0000,0.0000,0.9663
114,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9980,0.9468,1.0000,0.9956,0.9844,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
115,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9985,0.9478,1.0000,0.9956,0.9834,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9663
116,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9985,0.9473,1.0000,0.9956,0.9839,0.9839,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
117,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9980,0.9453,1.0000,0.9956,0.9829,0.9824,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
118,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9985,0.9458,1.0000,0.9956,0.9834,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9668
119,0.9990,0.9800,0.9976,0.9985,0.9995,1.0000,0.9985,0.9463,1.0000,0.9956,0.9834,0.9834,1.0000,0.9980,0.0000,0.0000,0.0000,0.9673
120,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9985,0.9487,1.0000,0.9961,0.9868,0.9863,1.0000,0.9980,0.0000,0.0000,0.0000,0.9678
121,0.9990,0.9790,0.9976,0.9985,0.9995,1.0000,0.9980,0.9424,1.0000,0.9951,0.9810,0.9800,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
122,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9980,0.9385,1.0000,0.9946,0.9766,0.9761,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
123,0.9990,0.9800,0.9976,0.9985,0.9995,1.0000,0.9980,0.9375,1.0000,0.9946,0.9756,0.9746,1.0000,0.9971,0.0000,0.0000,0.0000,0.9673
124,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9980,0.9390,1.0000,0.9946,0.9751,0.9756,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
125,0.9990,0.9795,0.9976,0.9985,0.9995,1.0000,0.9980,0.9409,1.0000,0.9946,0.9780,0.9780,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
126,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9980,0.9375,1.0000,0.9946,0.9741,0.9741,1.0000,0.9976,0.0000,0.0000,0.0000,0.9668
127,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9976,0.9336,1.0000,0.9941,0.9722,0.9727,1.0000,0.9971,0.0000,0.0000,0.0000,0.9668
128,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,1.0000,0.9941,0.9736,0.9731,1.0000,0.9976,0.0000,0.0000,0.0000,0.9673
129,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9976,0.9336,0.9995,0.9941,0.9702,0.9697,1.0000,0.9971,0.0000,0.0000,0.0000,0.9673
130,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9976,0.9307,0.9995,0.9937,0.9692,0.9692,1.0000,0.9971,0.0000,0.0000,0.0000,0.9668
131,0.9990,0.9795,0.9980,0.9985,0.9995,1.0000,0.9976,0.9307,0.9995,0.9937,0.9688,0.9688,1.0000,0.9971,0.0000,0.0000,0.0000,0.9668
132,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9976,0.9321,0.9995,0.9937,0.9712,0.9702,1.0000,0.9971,0.0000,0.0000,0.0000,0.9663
133,0.9990,0.9810,0.9980,0.9985,0.9995,1.0000,0.9976,0.9351,0.9995,0.9941,0.9731,0.9722,1.0000,0.9971,0.0000,0.0000,0.0000,0.9663
134,0.9990,0.9810,0.9980,0.9985,0.9995,1.0000,0.9976,0.9341,1.0000,0.9941,0.9722,0.9712,1.0000,0.9971,0.0000,0.0000,0.0000,0.9663
135,0.9990,0.9810,0.9980,0.9985,0.9995,1.0000,0.9976,0.9360,1.0000,0.9941,0.9741,0.9731,1.0000,0.9976,0.0000,0.0000,0.0000,0.9658
136,0.9990,0.9810,0.9980,0.9985,0.9995,1.0000,0.9980,0.9390,1.0000,0.9946,0.9771,0.9746,1.0000,0.9976,0.0000,0.0000,0.0000,0.9658
137,0.9990,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9370,1.0000,0.9941,0.9736,0.9712,1.0000,0.9971,0.0000,0.0000,0.0000,0.9658
138,0.9990,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9321,1.0000,0.9941,0.9697,0.9678,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
139,0.9990,0.9810,0.9980,0.9985,0.9995,1.0000,0.9976,0.9331,1.0000,0.9941,0.9683,0.9663,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
140,0.9990,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9307,0.9995,0.9937,0.9653,0.9639,1.0000,0.9966,0.0000,0.0000,0.0000,0.9658
141,0.9990,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9331,0.9995,0.9937,0.9658,0.9644,1.0000,0.9966,0.0000,0.0000,0.0000,0.9653
142,0.9990,0.9800,0.9980,0.9985,0.9995,1.0000,0.9976,0.9336,0.9995,0.9941,0.9663,0.9634,1.0000,0.9966,0.0000,0.0000,0.0000,0.9653
143,0.9990,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9365,0.9995,0.9941,0.9678,0.9648,1.0000,0.9966,0.0000,0.0000,0.0000,0.9648
144,0.9995,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9355,0.9995,0.9941,0.9683,0.9663,1.0000,0.9966,0.0000,0.0000,0.0000,0.9653
145,0.9995,0.9810,0.9980,0.9985,0.9995,1.0000,0.9976,0.9287,0.9995,0.9932,0.9600,0.9600,0.9995,0.9961,0.0000,0.0000,0.0000,0.9653
146,0.9995,0.9805,0.9980,0.9985,0.9995,1.0000,0.9976,0.9272,0.9995,0.9932,0.9595,0.9585,0.9995,0.9961,0.0000,0.0000,0.0000,0.9648
147,0.9995,0.9805,0.9980,0.9985,0.9995,1.0000,0.9971,0.9263,0.9995,0.9932,0.9565,0.9551,0.9995,0.9961,0.0000,0.0000,0.0000,0.9648
148,0.9995,0.9805,0.9980,0.9985,0.9995,1.0000,0.9971,0.9248,0.9995,0.9927,0.9556,0.9551,0.9995,0.9961,0.0000,0.0000,0.0000,0.9648
149,0.9995,0.9814,0.9980,0.9985,0.9995,1.0000,0.9971,0.9253,0.9995,0.9932,0.9551,0.9541,0.9995,0.9956,0.0000,0.0000,0.0000,0.9648
