behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9724,0.9745,+0.0021,+0.22%,15.401,13.970,-1.430,+9.29%,0.0073,0.0130,+0.0057,-77.78%
lick,0.9934,0.9895,-0.0039,-0.39%,2.505,2.344,-0.162,+6.45%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9866,0.9843,-0.0022,-0.23%,5.675,5.766,+0.091,-1.61%,0.0000,0.0000,+0.0000,+0.00%
shake,0.9941,0.9896,-0.0044,-0.44%,12.241,12.524,+0.283,-2.32%,0.0000,0.0000,+0.0000,+0.00%
stop,0.9681,0.9447,-0.0234,-2.42%,3.263,2.504,-0.759,+23.25%,0.0000,0.0000,+0.0000,+0.00%
