epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,2316.27,0.31644,0.72254,0.05141,0.20239,0.98666,0.99967,0.99412,0.995,0.88191,0.99967,0.99412,0.995,0.75541,0.59241,1.09954,0.03269,0.28732,1.11079,0.000337306,0.000337306,0.000337306
118,2335.87,0.31639,0.71593,0.04861,0.20185,0.97809,0.99967,0.99412,0.995,0.87431,0.99967,0.99412,0.995,0.77127,0.623,1.0738,0.03332,0.27678,1.15074,0.00033485,0.00033485,0.00033485
119,2355.5,0.31904,0.68711,0.05046,0.20342,0.98491,0.99961,0.99412,0.995,0.79367,0.99961,0.99412,0.995,0.77605,0.91497,1.03794,0.03347,0.34345,1.51835,0.000332384,0.000332384,0.000332384
120,2375.05,0.30799,0.66149,0.04805,0.19694,0.98041,0.99966,0.99412,0.995,0.77928,0.99966,0.99412,0.995,0.77842,0.99375,1.02306,0.03307,0.35024,1.6523,0.00032991,0.00032991,0.00032991
121,2394.25,0.30719,0.66032,0.05308,0.19592,0.9744,0.99961,0.99412,0.995,0.77172,0.99961,0.99412,0.995,0.77915,0.98917,1.01463,0.03201,0.34697,1.60188,0.000327427,0.000327427,0.000327427
122,2414.08,0.29685,0.67172,0.05106,0.19035,0.96423,0.99964,0.99412,0.995,0.86389,0.99964,0.99412,0.995,0.77507,0.65647,1.02324,0.0355,0.28019,1.16105,0.000324935,0.000324935,0.000324935
123,2433.92,0.28758,0.63609,0.04966,0.1852,0.95647,1,0.99968,0.995,0.89099,1,0.99968,0.995,0.77526,0.5234,0.9801,0.03544,0.25202,1.04412,0.000322436,0.000322436,0.000322436
124,2454.2,0.29846,0.65239,0.05157,0.18955,0.95768,0.99942,0.99412,0.995,0.90494,0.99942,0.99412,0.995,0.78053,0.48303,0.97778,0.03264,0.2493,1.01208,0.000319928,0.000319928,0.000319928
125,2474.25,0.28788,0.64509,0.05421,0.1897,0.95501,1,0.99895,0.995,0.8741,1,0.99895,0.995,0.78021,0.58492,0.99187,0.03344,0.26429,1.10155,0.000317413,0.000317413,0.000317413
126,2494.05,0.28948,0.63492,0.05475,0.18684,0.95647,0.99969,1,0.995,0.86647,0.99969,1,0.995,0.79095,0.59847,0.9276,0.03496,0.27276,1.1065,0.00031489,0.00031489,0.00031489
127,2514.31,0.27523,0.62774,0.05531,0.18194,0.94544,0.99966,1,0.995,0.87575,0.99777,0.99412,0.995,0.79701,0.58655,0.93373,0.03371,0.27174,1.12553,0.00031236,0.00031236,0.00031236
128,2534.56,0.29252,0.6315,0.04717,0.18308,0.95785,0.99871,0.99412,0.995,0.88481,0.99871,0.99412,0.995,0.79398,0.56907,0.98741,0.03142,0.26679,1.11365,0.000309824,0.000309824,0.000309824
129,2554.37,0.28889,0.63905,0.05298,0.1883,0.95331,0.99964,0.99412,0.995,0.88544,0.99964,0.99412,0.995,0.78405,0.55332,0.96612,0.03338,0.2635,1.10022,0.000307281,0.000307281,0.000307281
130,2573.86,0.28362,0.64107,0.04852,0.18544,0.94409,0.99957,0.99412,0.995,0.87549,0.99365,0.98824,0.99482,0.79269,0.60149,0.953,0.03409,0.2694,1.13386,0.000304731,0.000304731,0.000304731
131,2593.83,0.28632,0.62539,0.05237,0.18638,0.94986,1,0.9994,0.995,0.89473,0.99411,0.99352,0.99488,0.79022,0.53653,0.97236,0.0349,0.25376,1.06228,0.000302176,0.000302176,0.000302176
132,2613.18,0.29092,0.6313,0.04703,0.18619,0.95362,1,0.99972,0.995,0.87441,0.99412,0.99384,0.99494,0.78169,0.58911,0.99538,0.03349,0.26068,1.11837,0.000299615,0.000299615,0.000299615
133,2632.74,0.28311,0.61015,0.05393,0.18398,0.95977,1,0.99962,0.995,0.87871,1,0.99962,0.995,0.79604,0.58368,0.95209,0.033,0.25763,1.09294,0.000297048,0.000297048,0.000297048
134,2652.13,0.27985,0.65012,0.04645,0.18246,0.94922,1,0.99985,0.995,0.89475,1,0.99985,0.995,0.78872,0.51584,1.00944,0.03319,0.25223,1.03168,0.000294477,0.000294477,0.000294477
135,2671.66,0.28991,0.64302,0.05189,0.18769,0.96121,0.99973,1,0.995,0.82973,0.99973,1,0.995,0.80069,0.77112,0.93607,0.03282,0.29922,1.31462,0.0002919,0.0002919,0.0002919
136,2690.95,0.28478,0.58995,0.04926,0.1826,0.9585,0.99975,1,0.995,0.88164,0.99975,1,0.995,0.79249,0.59386,0.97052,0.03239,0.26201,1.11829,0.00028932,0.00028932,0.00028932
137,2710.11,0.26571,0.59229,0.04596,0.18013,0.94244,0.99976,1,0.995,0.9108,0.99976,1,0.995,0.7989,0.46211,0.9423,0.03182,0.24189,0.99804,0.000286734,0.000286734,0.000286734
138,2729.2,0.26993,0.57704,0.04625,0.17946,0.93151,0.99966,1,0.995,0.92285,0.99966,1,0.995,0.80279,0.4366,0.92992,0.03238,0.23293,0.98905,0.000284145,0.000284145,0.000284145
139,2748.64,0.26869,0.56463,0.04798,0.17647,0.93158,0.99973,1,0.995,0.9335,0.99973,1,0.995,0.79616,0.42394,0.95193,0.03286,0.2301,0.96507,0.000281552,0.000281552,0.000281552
140,2768.09,0.26865,0.56527,0.04802,0.17502,0.94724,0.99965,0.99412,0.995,0.9132,0.99965,0.99412,0.995,0.80158,0.47878,0.95979,0.03193,0.24899,1.01413,0.000278956,0.000278956,0.000278956
141,2787.91,0.27458,0.58134,0.04575,0.17712,0.94182,0.9989,0.99412,0.995,0.86252,0.9989,0.99412,0.995,0.80796,0.66462,0.94372,0.03288,0.29569,1.23178,0.000276356,0.000276356,0.000276356
142,2807.19,0.27213,0.56539,0.04564,0.1787,0.93894,0.99966,0.99412,0.995,0.8928,0.99966,0.99412,0.995,0.80432,0.53945,0.94425,0.03524,0.2623,1.06345,0.000273754,0.000273754,0.000273754
143,2826.49,0.27135,0.56147,0.04092,0.17776,0.94242,0.99963,0.99412,0.995,0.89159,0.99963,0.99412,0.995,0.79539,0.53798,0.98345,0.03121,0.25478,1.05709,0.000271149,0.000271149,0.000271149
144,2845.68,0.26309,0.54855,0.04485,0.17,0.93726,0.99965,0.99412,0.995,0.87361,0.99374,0.98824,0.9932,0.79991,0.60415,0.99182,0.03134,0.26967,1.15373,0.000268541,0.000268541,0.000268541
145,2865,0.25763,0.54999,0.04404,0.16817,0.93244,1,0.99964,0.995,0.88143,0.99373,0.98824,0.99335,0.79772,0.57552,0.96406,0.03172,0.25852,1.11534,0.000265932,0.000265932,0.000265932
146,2884.3,0.26137,0.54277,0.0525,0.17274,0.93984,1,0.9997,0.995,0.87486,0.99961,0.99412,0.995,0.81427,0.58776,0.90914,0.03186,0.25908,1.10772,0.000263321,0.000263321,0.000263321
147,2903.43,0.27364,0.56594,0.04652,0.17654,0.95561,1,0.99966,0.995,0.94129,0.99962,0.99412,0.995,0.81609,0.38865,0.91288,0.03267,0.21381,0.93879,0.000260708,0.000260708,0.000260708
148,2922.75,0.2556,0.55434,0.05207,0.16984,0.92905,1,0.99966,0.995,0.92055,0.99964,0.99412,0.995,0.8146,0.42908,0.93396,0.03253,0.22368,0.96629,0.000258095,0.000258095,0.000258095
149,2942.19,0.25356,0.536,0.04628,0.16755,0.92224,1,0.99965,0.995,0.91012,0.99966,0.99412,0.995,0.81855,0.46161,0.91841,0.0327,0.2286,0.98889,0.00025548,0.00025548,0.00025548
150,2961.3,0.25102,0.52464,0.05088,0.17049,0.92566,0.99967,0.99412,0.995,0.92697,0.99967,0.99412,0.995,0.8145,0.42005,0.92713,0.03275,0.22379,0.95973,0.000252865,0.000252865,0.000252865
151,2980.8,0.25587,0.52394,0.05146,0.17233,0.92177,0.99842,0.99412,0.995,0.89495,0.99842,0.99412,0.995,0.81523,0.5248,0.9274,0.03192,0.25801,1.0413,0.00025025,0.00025025,0.00025025
152,3000.5,0.24516,0.53499,0.04888,0.16451,0.92157,0.99963,0.99412,0.995,0.89241,0.99963,0.99412,0.995,0.81421,0.52707,0.90932,0.03246,0.24829,1.06416,0.000247635,0.000247635,0.000247635
153,3020.21,0.24524,0.51929,0.04663,0.1664,0.92091,1,0.99964,0.995,0.91397,0.99966,0.99412,0.995,0.81142,0.47911,0.93531,0.03425,0.23684,1.0212,0.00024502,0.00024502,0.00024502
154,3039.63,0.25046,0.5389,0.04853,0.16974,0.91228,1,0.99965,0.995,0.92092,0.99966,0.99412,0.995,0.81172,0.46554,0.90205,0.03286,0.23341,0.99991,0.000242405,0.000242405,0.000242405
155,3058.95,0.25895,0.52946,0.04465,0.16864,0.93052,1,0.99976,0.995,0.93442,0.99959,0.99412,0.995,0.82414,0.39356,0.87033,0.0313,0.21216,0.94513,0.000239792,0.000239792,0.000239792
156,3078.66,0.24399,0.50311,0.04394,0.16437,0.90996,1,0.99969,0.995,0.90061,0.99964,0.99412,0.995,0.82877,0.51538,0.84443,0.03202,0.23731,1.04977,0.000237179,0.000237179,0.000237179
157,3098.01,0.24207,0.51026,0.04324,0.16341,0.91343,1,0.99965,0.995,0.89879,0.99966,0.99412,0.995,0.82165,0.52741,0.8924,0.03199,0.23642,1.04851,0.000234568,0.000234568,0.000234568
158,3117.44,0.24705,0.50352,0.04551,0.16423,0.91983,1,1,0.995,0.91355,0.99966,0.99412,0.995,0.81961,0.47923,0.87643,0.03211,0.22464,0.99846,0.000231959,0.000231959,0.000231959
159,3137.66,0.23806,0.5052,0.05038,0.16406,0.91768,0.99967,0.99412,0.995,0.91169,0.99967,0.99412,0.995,0.82124,0.47068,0.87595,0.03301,0.22652,1.01112,0.000229351,0.000229351,0.000229351
160,3157.31,0.25034,0.50658,0.04592,0.16717,0.92229,0.99954,0.99412,0.995,0.91805,0.99954,0.99412,0.995,0.81106,0.45128,0.91066,0.03236,0.22867,0.9791,0.000226746,0.000226746,0.000226746
161,3177.86,0.24517,0.50156,0.04633,0.16455,0.91647,0.99965,0.99412,0.995,0.91086,0.99965,0.99412,0.995,0.81933,0.4705,0.90716,0.03175,0.24301,1.00959,0.000224144,0.000224144,0.000224144
162,3197.95,0.24016,0.50063,0.0458,0.16448,0.91793,0.99967,0.99412,0.995,0.90059,0.99967,0.99412,0.995,0.81917,0.51006,0.91227,0.03269,0.24564,1.05517,0.000221544,0.000221544,0.000221544
163,3217.26,0.23471,0.50676,0.05076,0.16219,0.90478,0.99968,0.99412,0.995,0.89349,0.99968,0.99412,0.995,0.81998,0.54654,0.88033,0.03305,0.26086,1.08101,0.000218948,0.000218948,0.000218948
164,3236.35,0.23782,0.49813,0.04707,0.16169,0.90588,0.99966,0.99412,0.995,0.90377,0.99966,0.99412,0.995,0.82163,0.47987,0.87148,0.03282,0.2418,1.01611,0.000216355,0.000216355,0.000216355
165,3255.57,0.23101,0.47072,0.05597,0.16103,0.90209,1,0.99961,0.995,0.91321,0.99707,0.98824,0.99325,0.82536,0.45926,0.87677,0.033,0.23192,0.99329,0.000213766,0.000213766,0.000213766
166,3275.17,0.23027,0.46619,0.04952,0.16019,0.90612,1,0.99964,0.995,0.89378,0.99966,0.99412,0.995,0.8276,0.54741,0.87082,0.03262,0.25419,1.08747,0.00021118,0.00021118,0.00021118
167,3294.45,0.23809,0.4719,0.04268,0.16143,0.90175,0.99965,0.99412,0.995,0.88941,0.99965,0.99412,0.995,0.82966,0.54952,0.85957,0.03328,0.25869,1.08275,0.0002086,0.0002086,0.0002086
168,3313.76,0.23038,0.47074,0.04693,0.15996,0.9043,0.99965,0.99412,0.995,0.89106,0.99965,0.99412,0.995,0.83154,0.53414,0.85164,0.03283,0.24764,1.06546,0.000206023,0.000206023,0.000206023
169,3333.03,0.23215,0.46113,0.05058,0.15939,0.91022,0.99965,0.99412,0.995,0.89225,0.99965,0.99412,0.995,0.81911,0.5349,0.88332,0.03173,0.25112,1.08119,0.000203452,0.000203452,0.000203452
170,3352.16,0.23266,0.48792,0.04994,0.15878,0.9042,1,1,0.995,0.89575,0.99966,0.99412,0.995,0.82524,0.55481,0.86248,0.03183,0.25099,1.0946,0.000200885,0.000200885,0.000200885
171,3371.69,0.23729,0.47227,0.04472,0.15935,0.91466,1,1,0.995,0.87885,0.99966,0.99412,0.995,0.82515,0.5981,0.84231,0.03202,0.25825,1.16165,0.000198324,0.000198324,0.000198324
172,3391.04,0.22702,0.44949,0.0457,0.15385,0.90838,1,0.99966,0.995,0.91907,0.99966,0.99412,0.995,0.82815,0.45915,0.85222,0.03335,0.22433,0.99877,0.000195769,0.000195769,0.000195769
173,3410.37,0.23004,0.4581,0.04716,0.15579,0.90055,1,0.99966,0.995,0.92966,0.99965,0.99412,0.995,0.83397,0.42186,0.83827,0.03399,0.22046,0.95425,0.000193219,0.000193219,0.000193219
174,3430.08,0.22878,0.43967,0.04765,0.15827,0.90377,1,0.99966,0.995,0.93745,0.99965,0.99412,0.995,0.82569,0.4023,0.86583,0.03326,0.22509,0.94755,0.000190676,0.000190676,0.000190676
175,3449.27,0.22646,0.45772,0.04354,0.15723,0.9081,1,1,0.995,0.91387,0.99959,0.99412,0.995,0.81579,0.46108,0.88304,0.03255,0.23164,0.99392,0.00018814,0.00018814,0.00018814
176,3468.4,0.22331,0.45646,0.04766,0.15702,0.90468,1,0.99972,0.995,0.93288,0.99414,0.98824,0.99335,0.82458,0.38269,0.87892,0.03328,0.21462,0.93615,0.00018561,0.00018561,0.00018561
177,3487.56,0.21643,0.43297,0.04639,0.15499,0.89546,1,1,0.995,0.92915,0.99375,0.98824,0.9934,0.83766,0.40381,0.84159,0.03344,0.21689,0.95537,0.000183087,0.000183087,0.000183087
178,3506.83,0.21475,0.43699,0.0462,0.15254,0.89754,1,1,0.995,0.91834,0.99374,0.98824,0.99328,0.83762,0.42712,0.82036,0.03274,0.21835,0.972,0.000180572,0.000180572,0.000180572
179,3526.18,0.21274,0.42682,0.04042,0.14951,0.89621,1,0.99412,0.995,0.93378,1,0.99412,0.995,0.82805,0.39067,0.8331,0.03239,0.21064,0.94257,0.000178064,0.000178064,0.000178064
180,3545.66,0.21729,0.41572,0.04298,0.15112,0.8976,1,0.99412,0.995,0.92529,1,0.99412,0.995,0.82662,0.43367,0.86195,0.0323,0.22763,0.96518,0.000175565,0.000175565,0.000175565
181,3564.98,0.21534,0.42793,0.04213,0.14945,0.89423,1,0.99412,0.995,0.92385,1,0.99412,0.995,0.82533,0.42996,0.85925,0.0321,0.22647,0.97125,0.000173073,0.000173073,0.000173073
182,3584.23,0.21733,0.43217,0.04482,0.15292,0.90429,1,1,0.995,0.91587,1,0.99411,0.995,0.83452,0.44236,0.85611,0.03153,0.22633,0.98761,0.00017059,0.00017059,0.00017059
183,3603.78,0.21961,0.42652,0.04589,0.15261,0.89991,1,0.99399,0.995,0.928,1,0.99399,0.995,0.82704,0.40155,0.84836,0.0317,0.21865,0.95499,0.000168116,0.000168116,0.000168116
184,3622.96,0.21916,0.44897,0.05325,0.15271,0.89306,1,0.99921,0.995,0.92681,1,0.99401,0.995,0.83246,0.39561,0.82536,0.03161,0.20848,0.94713,0.00016565,0.00016565,0.00016565
185,3642.16,0.20745,0.41361,0.04296,0.15009,0.88713,1,0.99402,0.995,0.91739,1,0.99402,0.995,0.83262,0.43654,0.823,0.0319,0.22183,0.97583,0.000163194,0.000163194,0.000163194
186,3661.73,0.20742,0.41346,0.0385,0.14464,0.88442,0.99978,0.99412,0.995,0.93381,0.99978,0.99412,0.995,0.84364,0.38778,0.79957,0.03254,0.20618,0.93706,0.000160748,0.000160748,0.000160748
187,3681.41,0.2103,0.39583,0.04417,0.14553,0.88839,0.99976,0.99412,0.995,0.93939,0.99976,0.99412,0.995,0.84369,0.37538,0.78867,0.03262,0.21141,0.93314,0.000158311,0.000158311,0.000158311
188,3701.55,0.20568,0.40607,0.04294,0.14518,0.88368,0.99967,0.99412,0.995,0.93858,0.99967,0.99412,0.995,0.84535,0.38341,0.80284,0.03263,0.20646,0.93429,0.000155884,0.000155884,0.000155884
189,3720.66,0.20034,0.3986,0.04522,0.14135,0.8786,0.9997,0.99412,0.995,0.93585,0.9997,0.99412,0.995,0.84089,0.38204,0.7913,0.03249,0.21188,0.93457,0.000153468,0.000153468,0.000153468
190,3740.01,0.20856,0.4057,0.04218,0.14199,0.8903,1,0.99412,0.995,0.94387,1,0.99412,0.995,0.84569,0.3673,0.78763,0.03345,0.20893,0.92946,0.000151062,0.000151062,0.000151062
191,3759.24,0.20774,0.38622,0.04804,0.14256,0.89039,1,0.99412,0.995,0.93589,1,0.99412,0.995,0.85035,0.38194,0.79394,0.03309,0.20725,0.93508,0.000148668,0.000148668,0.000148668
192,3778.59,0.20375,0.39228,0.04445,0.14275,0.88518,0.99979,0.99412,0.995,0.9269,0.99979,0.99412,0.995,0.84052,0.39928,0.79117,0.03223,0.20815,0.95307,0.000146284,0.000146284,0.000146284
193,3797.62,0.20821,0.38335,0.04426,0.14458,0.88898,1,0.99412,0.995,0.95224,1,0.99412,0.995,0.85283,0.35064,0.7711,0.03228,0.20089,0.91944,0.000143912,0.000143912,0.000143912
194,3816.99,0.19593,0.38101,0.04581,0.14091,0.88216,0.99976,0.99412,0.995,0.95032,0.99976,0.99412,0.995,0.84449,0.35293,0.80406,0.0331,0.20979,0.92204,0.000141551,0.000141551,0.000141551
195,3836.06,0.20421,0.3824,0.04175,0.14433,0.8807,0.99967,0.99412,0.995,0.93982,0.99375,0.98824,0.99334,0.83949,0.38106,0.81257,0.03166,0.21431,0.93615,0.000139202,0.000139202,0.000139202
196,3855.26,0.19722,0.37836,0.04513,0.13981,0.87896,1,0.99412,0.995,0.94375,1,0.99412,0.995,0.84434,0.37337,0.80314,0.03108,0.21702,0.93269,0.000136866,0.000136866,0.000136866
197,3874.54,0.19721,0.37481,0.04236,0.14068,0.89016,1,0.99412,0.995,0.93837,0.99408,0.98824,0.99345,0.8484,0.38734,0.79394,0.03146,0.21446,0.94443,0.000134542,0.000134542,0.000134542
198,3893.72,0.20088,0.37392,0.04214,0.14222,0.87793,1,0.99966,0.995,0.92814,0.99374,0.98824,0.99335,0.84475,0.41243,0.79973,0.03242,0.20472,0.9636,0.00013223,0.00013223,0.00013223
199,3912.92,0.20407,0.37958,0.04178,0.14074,0.87988,1,0.99967,0.995,0.93348,0.99965,0.99412,0.995,0.84192,0.38965,0.80047,0.03241,0.20245,0.94409,0.000129932,0.000129932,0.000129932
200,3932.13,0.20152,0.36641,0.03799,0.14072,0.88177,1,1,0.995,0.94608,0.99371,0.98824,0.99334,0.83985,0.35107,0.81684,0.03117,0.2019,0.92395,0.000127647,0.000127647,0.000127647
201,3951.38,0.19798,0.38724,0.03959,0.13963,0.88173,1,0.99969,0.995,0.94352,0.99412,0.99381,0.99488,0.8453,0.35661,0.8185,0.03123,0.19979,0.92004,0.000125375,0.000125375,0.000125375
202,3970.8,0.20407,0.37928,0.04762,0.14033,0.88554,1,0.99965,0.995,0.94066,1,0.99965,0.995,0.85268,0.37143,0.78566,0.03166,0.19832,0.93716,0.000123117,0.000123117,0.000123117
203,3990.26,0.19816,0.39764,0.04877,0.14016,0.88405,1,0.99948,0.995,0.93859,1,0.99948,0.995,0.84729,0.37027,0.78936,0.03149,0.20471,0.9297,0.000120873,0.000120873,0.000120873
204,4009.78,0.19207,0.37111,0.0417,0.13696,0.88021,1,0.99934,0.995,0.94546,1,0.99934,0.995,0.84879,0.35491,0.78203,0.03175,0.1987,0.91502,0.000118643,0.000118643,0.000118643
205,4029.2,0.19546,0.36441,0.04313,0.13783,0.87672,1,0.99958,0.995,0.94808,0.99973,0.99412,0.995,0.85313,0.3553,0.76936,0.03248,0.19642,0.92145,0.000116427,0.000116427,0.000116427
206,4048.5,0.18908,0.36001,0.04769,0.13597,0.8799,1,0.99412,0.995,0.94423,1,0.99412,0.995,0.85341,0.36746,0.78926,0.03242,0.20154,0.92911,0.000114226,0.000114226,0.000114226
207,4067.71,0.18634,0.36023,0.03784,0.13716,0.87187,1,0.99412,0.995,0.93749,1,0.99412,0.995,0.84856,0.38093,0.80622,0.03157,0.20555,0.94068,0.00011204,0.00011204,0.00011204
208,4086.96,0.1842,0.35496,0.04325,0.13569,0.87866,1,0.99412,0.995,0.94028,1,0.99412,0.995,0.8509,0.35954,0.79435,0.03173,0.19674,0.9209,0.00010987,0.00010987,0.00010987
209,4106.13,0.1784,0.361,0.04285,0.13181,0.86296,0.99969,0.99412,0.995,0.93059,0.99969,0.99412,0.995,0.85157,0.40035,0.80619,0.03144,0.20825,0.94921,0.000107714,0.000107714,0.000107714
210,4125.32,0.18574,0.34892,0.03904,0.13294,0.87588,0.99974,0.99412,0.995,0.93817,0.99974,0.99412,0.995,0.84457,0.37939,0.79443,0.03128,0.20568,0.93766,0.000105575,0.000105575,0.000105575
211,4144.84,0.18343,0.34257,0.03963,0.13373,0.85922,1,0.99411,0.995,0.93818,1,0.99411,0.995,0.85104,0.3748,0.77017,0.03149,0.20736,0.93157,0.000103451,0.000103451,0.000103451
212,4164.2,0.1848,0.35368,0.04263,0.13289,0.86971,1,0.99406,0.995,0.93724,1,0.99406,0.995,0.84784,0.37312,0.75441,0.03116,0.20361,0.93016,0.000101343,0.000101343,0.000101343
213,4183.61,0.18172,0.34126,0.03901,0.13347,0.86856,1,0.99939,0.995,0.94396,0.99994,0.99412,0.995,0.84573,0.37102,0.77101,0.03167,0.20105,0.9261,9.92514e-05,9.92514e-05,9.92514e-05
214,4203.16,0.18401,0.34491,0.04061,0.13389,0.8702,1,0.9941,0.995,0.93963,1,0.9941,0.995,0.84874,0.3699,0.75618,0.03187,0.20189,0.92958,9.71765e-05,9.71765e-05,9.71765e-05
215,4222.59,0.1872,0.35858,0.04254,0.13335,0.87244,0.99986,0.99412,0.995,0.94327,0.99986,0.99412,0.995,0.84706,0.35711,0.77735,0.03181,0.20423,0.91635,9.51183e-05,9.51183e-05,9.51183e-05
216,4242.3,0.17862,0.33704,0.04184,0.13132,0.8709,1,1,0.995,0.92898,1,1,0.995,0.84771,0.39568,0.76009,0.03227,0.2089,0.94784,9.30772e-05,9.30772e-05,9.30772e-05
217,4261.62,0.18199,0.33831,0.04072,0.13373,0.86708,0.99971,0.99412,0.995,0.94209,0.99971,0.99412,0.995,0.8476,0.36362,0.76824,0.03266,0.19889,0.92766,9.10534e-05,9.10534e-05,9.10534e-05
218,4280.96,0.18326,0.33059,0.04111,0.13156,0.86862,1,1,0.995,0.93821,0.99968,0.99412,0.995,0.84906,0.36985,0.76595,0.03292,0.20282,0.9335,8.90469e-05,8.90469e-05,8.90469e-05
219,4300.09,0.17477,0.33249,0.04864,0.13025,0.86484,1,0.99965,0.995,0.94778,0.99968,0.99412,0.995,0.84928,0.36097,0.76688,0.03244,0.2004,0.9239,8.70582e-05,8.70582e-05,8.70582e-05
220,4319.26,0.17776,0.33384,0.0422,0.13112,0.87219,1,0.99961,0.995,0.94779,0.99971,0.99412,0.995,0.84311,0.35467,0.77513,0.03209,0.19413,0.92312,8.50874e-05,8.50874e-05,8.50874e-05
221,4338.63,0.17607,0.34022,0.04327,0.12872,0.86445,1,0.99957,0.995,0.95116,0.99975,0.99412,0.995,0.84757,0.35096,0.77307,0.03226,0.19927,0.92157,8.31346e-05,8.31346e-05,8.31346e-05
222,4358.1,0.18176,0.32966,0.04343,0.13192,0.86999,0.99975,0.99412,0.995,0.94578,0.99975,0.99412,0.995,0.84461,0.36284,0.78681,0.03184,0.19763,0.92847,8.12002e-05,8.12002e-05,8.12002e-05
223,4377.4,0.18105,0.32517,0.03847,0.13213,0.86854,0.99981,0.99412,0.995,0.94999,0.99981,0.99412,0.995,0.8508,0.33543,0.76896,0.03177,0.19748,0.91237,7.92844e-05,7.92844e-05,7.92844e-05
