video_index,video_name,behavior,frame,time_sec,midback_offset_ratio,torso_ratio,midback_angle_jitter,torso_ratio_jitter,bone_length_oscillation
2,walk_13535868,walk,16,0.533,0.7288968563079834,0.3057645633816719,0.5280675252278646,0.0039209723472595215,0.019002091139554977
2,walk_13535868,walk,18,0.6,0.7293664216995239,0.30175930820405483,0.5553507486979167,0.004094316562016805,0.019308118149638176
2,walk_13535868,walk,20,0.667,0.7280914783477783,0.29798952117562294,0.5883763631184896,0.004077490170796712,0.019605020061135292
2,walk_13535868,walk,22,0.733,0.7231016159057617,0.2936433516442776,0.546136983235677,0.00223386287689209,0.016375979408621788
2,walk_13535868,walk,24,0.8,0.7093093395233154,0.29353377036750317,0.7356404622395833,0.0028066674868265787,0.016112403944134712
2,walk_13535868,walk,26,0.867,0.6924965381622314,0.29507636092603207,0.6978042602539063,0.002813128630320231,0.016323594376444817
2,walk_13535868,walk,28,0.933,0.6677570343017578,0.29856513626873493,1.3185612996419271,0.0036179701487223308,0.014719736762344837
2,walk_13535868,walk,30,1.0,0.6390484571456909,0.3045799806714058,1.550275166829427,0.004463362693786621,0.014650114811956882
2,walk_13535868,walk,32,1.067,0.6102265119552612,0.31137965247035027,1.4906097412109376,0.004289966821670532,0.014111836440861225
2,walk_13535868,walk,34,1.133,0.5823245048522949,0.3167873192578554,1.4679601033528646,0.0048067609469095865,0.013723126612603664
2,walk_13535868,walk,36,1.2,0.5562582015991211,0.32183220051229,1.4693735758463542,0.0048039297262827555,0.01328666228801012
2,walk_13535868,walk,38,1.267,0.5331410765647888,0.32803671061992645,1.3447708129882812,0.005016414324442545,0.012545013800263405
2,walk_13535868,walk,40,1.333,0.5126665830612183,0.33499476313591003,1.167621866861979,0.00483440359433492,0.014915795996785164
2,walk_13535868,walk,42,1.4,0.4945629835128784,0.3409243132919073,0.8372334798177083,0.0045992056528727215,0.018881721422076225
2,walk_13535868,walk,44,1.467,0.4856519401073456,0.34561384096741676,0.6299143473307292,0.004063518842061361,0.0196485985070467
2,walk_13535868,walk,46,1.533,0.479022353887558,0.34948628954589367,0.543237813313802,0.0037443617979685466,0.028922606259584427
2,walk_13535868,walk,48,1.6,0.4730207026004791,0.3527851551771164,0.7122060139973958,0.0038314878940582274,0.030197544023394585
2,walk_13535868,walk,50,1.667,0.46360963582992554,0.3578875735402107,0.8393681844075521,0.0036423722902933758,0.03242684155702591
2,walk_13535868,walk,52,1.733,0.4503077268600464,0.36383043229579926,1.0808802286783854,0.0036002198855082193,0.03173630312085152
2,walk_13535868,walk,54,1.8,0.43597137928009033,0.36878356523811817,1.0760142008463542,0.003278575340906779,0.030881958082318306
2,walk_13535868,walk,56,1.867,0.42219552397727966,0.3716579023748636,1.067131551106771,0.003233031431833903,0.03072982281446457
2,walk_13535868,walk,58,1.933,0.40663158893585205,0.3737367354333401,1.314874776204427,0.0034637669722239178,0.020657045766711235
2,walk_13535868,walk,60,2.0,0.3933491110801697,0.37336165830492973,1.3519922892252605,0.003842546542485555,0.02121639996767044
2,walk_13535868,walk,62,2.067,0.3844047784805298,0.3699257802218199,1.354601542154948,0.0043488045533498125,0.02067459188401699
2,walk_13535868,walk,64,2.133,0.37697023153305054,0.36611284874379635,1.2547337849934896,0.004397245248158773,0.018146662041544914
2,walk_13535868,walk,66,2.2,0.36929988861083984,0.3631068021059036,1.4375686645507812,0.00538332462310791,0.014454352669417858
2,walk_13535868,walk,68,2.267,0.36006951332092285,0.3621428068727255,1.578510538736979,0.006017553806304932,0.019399382174015045
2,walk_13535868,walk,70,2.333,0.3457505702972412,0.36384009942412376,2.2228622436523438,0.007013934850692749,0.028205471113324165
2,walk_13535868,walk,72,2.4,0.32992783188819885,0.3677849005907774,2.2592875162760415,0.00808107852935791,0.03082178719341755
2,walk_13535868,walk,74,2.467,0.31547144055366516,0.3737720549106598,2.2009312947591146,0.007492764790852865,0.03132610395550728
2,walk_13535868,walk,76,2.533,0.3020768463611603,0.38136704824864864,2.25445556640625,0.005884381135304769,0.03006797470152378
2,walk_13535868,walk,78,2.6,0.2879337668418884,0.3908758945763111,2.4361953735351562,0.005884150664011638,0.029022734612226486
2,walk_13535868,walk,80,2.667,0.275224506855011,0.39949810691177845,2.339732869466146,0.005886119604110718,0.02756379172205925
2,walk_13535868,walk,82,2.733,0.2669066786766052,0.4063433073461056,1.8918777465820313,0.004295281569163005,0.026248209178447723
2,walk_13535868,walk,84,2.8,0.2632306218147278,0.4108163081109524,1.53675537109375,0.0034759958585103353,0.029328683391213417
