video_index,video_name,behavior,frame,time_sec,agg_cv,max_cv,max_seg,avg_body_size_px,midback_offset_ratio,midback_offset_jitter
4,7月2日 (4),N/A,16,0.533,0.013572139414743735,0.03626178205013275,Hip-RHKnee,340.39886474609375,0.527352511882782,0.01033258717507124
4,7月2日 (4),N/A,18,0.6,0.011521481084995545,0.029052989557385445,Hip-RHKnee,340.2265625,0.5280262231826782,0.011274293065071106
4,7月2日 (4),N/A,20,0.667,0.017813565496068735,0.059726275503635406,Nose-REar,339.4134521484375,0.5312530994415283,0.02052539400756359
4,7月2日 (4),N/A,22,0.733,0.047298108048450485,0.13478407263755798,Nose-REar,335.97528076171875,0.5406506061553955,0.04275739938020706
4,7月2日 (4),N/A,24,0.8,0.058741965187856786,0.18354935944080353,Nose-REar,331.565673828125,0.5532947778701782,0.06341712921857834
4,7月2日 (4),N/A,26,0.867,0.06844984396145894,0.19401375949382782,Nose-REar,328.7490234375,0.5629867911338806,0.06696286052465439
4,7月2日 (4),N/A,28,0.933,0.08460991843961753,0.22484715282917023,Nose-LEar,326.21771240234375,0.570563793182373,0.06867314130067825
4,7月2日 (4),N/A,30,1.0,0.09315940336539195,0.25045523047447205,Nose-LEar,324.81622314453125,0.5741369724273682,0.06374165415763855
4,7月2日 (4),N/A,32,1.067,0.10321052673344429,0.29025569558143616,Nose-LEar,324.00469970703125,0.5772327184677124,0.05937846377491951
4,7月2日 (4),N/A,34,1.133,0.10253079350178058,0.26790425181388855,Nose-LEar,323.61688232421875,0.5802595019340515,0.05719750002026558
4,7月2日 (4),N/A,36,1.2,0.09956538705871655,0.2665899693965912,Nose-REar,325.1197814941406,0.5841473340988159,0.05457497760653496
4,7月2日 (4),N/A,38,1.267,0.09790636656376031,0.26511210203170776,Nose-REar,327.6500244140625,0.5909937024116516,0.06454721838235855
4,7月2日 (4),N/A,40,1.333,0.09641736516585717,0.2422405481338501,Nose-REar,330.15570068359375,0.5974013805389404,0.0781765729188919
4,7月2日 (4),N/A,42,1.4,0.09521819794407257,0.2383737415075302,Nose-REar,331.5638427734375,0.6059010028839111,0.08458810299634933
4,7月2日 (4),N/A,44,1.467,0.08947423773889358,0.23278971016407013,Nose-REar,332.52203369140625,0.6177662014961243,0.08790142089128494
4,7月2日 (4),N/A,46,1.533,0.08286762481125501,0.1809154748916626,Nose-LEar,332.5574951171875,0.6357102990150452,0.0876087173819542
4,7月2日 (4),N/A,48,1.6,0.06507920545454209,0.14281268417835236,Nose-Chest,331.92901611328125,0.654912531375885,0.08050873875617981
4,7月2日 (4),N/A,50,1.667,0.046355931661449946,0.12139111757278442,Nose-Chest,330.90753173828125,0.6750277876853943,0.060031503438949585
4,7月2日 (4),N/A,52,1.733,0.03894884862865393,0.10885641723871231,Nose-Chest,328.5543518066406,0.6922080516815186,0.037665463984012604
4,7月2日 (4),N/A,54,1.8,0.03441423220703235,0.1138923168182373,Nose-Chest,326.98687744140625,0.7020753622055054,0.03109554387629032
4,7月2日 (4),N/A,56,1.867,0.03106135169330698,0.11492665112018585,Nose-Chest,326.75640869140625,0.7082867622375488,0.029174167662858963
4,7月2日 (4),N/A,58,1.933,0.03136749608585468,0.0930098444223404,Nose-Chest,326.25091552734375,0.7110195159912109,0.028149310499429703
4,7月2日 (4),N/A,60,2.0,0.02511929853174549,0.05942772701382637,Nose-Chest,325.67340087890625,0.716350793838501,0.023995133116841316
4,7月2日 (4),N/A,62,2.067,0.021455234561402064,0.05554515868425369,Hip-LHKnee,324.9464416503906,0.7204140424728394,0.024413341656327248
4,7月2日 (4),N/A,64,2.133,0.031054773582861975,0.06027689203619957,Hip-RHKnee,321.1278076171875,0.7330073118209839,0.05040896683931351
4,7月2日 (4),N/A,66,2.2,0.04925016234987057,0.14748580753803253,Hip-RHKnee,312.650634765625,0.7649129629135132,0.11446348577737808
4,7月2日 (4),N/A,68,2.267,0.07588694044030629,0.25877848267555237,Hip-RHKnee,300.7306823730469,0.8071255683898926,0.1616837978363037
4,7月2日 (4),N/A,70,2.333,0.10423024514546761,0.35528185963630676,Hip-RHKnee,287.6175537109375,0.8552712202072144,0.18713457882404327
4,7月2日 (4),N/A,72,2.4,0.12712080991612032,0.3929371237754822,Hip-RHKnee,275.4560852050781,0.8958491086959839,0.1822437345981598
4,7月2日 (4),N/A,74,2.467,0.14249328638498598,0.4111315608024597,Hip-RHKnee,261.93670654296875,0.9545547962188721,0.17124496400356293
4,7月2日 (4),N/A,76,2.533,0.15866830099660617,0.529215395450592,LFElb-LFPaw,249.87815856933594,1.0085546970367432,0.14851528406143188
4,7月2日 (4),N/A,78,2.6,0.1642610116933401,0.642263650894165,LFElb-LFPaw,238.45962524414062,1.065885305404663,0.11139260977506638
4,7月2日 (4),N/A,80,2.667,0.16478058896385706,0.7285061478614807,LFElb-LFPaw,230.03746032714844,1.1150023937225342,0.07060851901769638
4,7月2日 (4),N/A,82,2.733,0.1686967946588993,0.6740686893463135,LFElb-LFPaw,223.47698974609375,1.1658790111541748,0.0870833545923233
4,7月2日 (4),N/A,84,2.8,0.17567175368850046,0.7126819491386414,Hip-RHKnee,219.2209014892578,1.2245261669158936,0.12081746757030487
4,7月2日 (4),N/A,86,2.867,0.1999113244506029,0.7865532636642456,Hip-RHKnee,216.1725311279297,1.2795389890670776,0.1375875473022461
4,7月2日 (4),N/A,88,2.933,0.21173589705274656,0.764299750328064,Hip-RHKnee,210.95863342285156,1.3215289115905762,0.12004057317972183
4,7月2日 (4),N/A,90,3.0,0.20848982179394135,0.6984816789627075,Hip-RHKnee,206.17916870117188,1.3625462055206299,0.11257734894752502
4,7月2日 (4),N/A,92,3.067,0.1916916728592836,0.6308006048202515,Hip-RHKnee,199.43077087402344,1.3916244506835938,0.09636373817920685
4,7月2日 (4),N/A,94,3.133,0.1632639913318249,0.5152226686477661,Hip-RHKnee,193.42837524414062,1.4177560806274414,0.07991565763950348
4,7月2日 (4),N/A,96,3.2,0.12989662100489324,0.365591824054718,Hip-RHKnee,188.05430603027344,1.4388562440872192,0.05850879102945328
4,7月2日 (4),N/A,98,3.267,0.12057755543635441,0.3365364670753479,Hip-RHKnee,180.91351318359375,1.493208885192871,0.10167357325553894
4,7月2日 (4),N/A,100,3.333,0.13107611855062154,0.3896578550338745,Hip-RHKnee,173.7256317138672,1.5093814134597778,0.10754676163196564
4,7月2日 (4),N/A,102,3.4,0.12265988611257993,0.3122565746307373,Hip-RHKnee,171.3115234375,1.4488317966461182,0.14882218837738037
4,7月2日 (4),N/A,104,3.467,0.13386673967425639,0.4358826279640198,Hip-RHKnee,165.47900390625,1.4828886985778809,0.15563511848449707
4,7月2日 (4),N/A,106,3.533,0.14277590066194534,0.4859953820705414,Hip-RHKnee,160.69790649414062,1.4867362976074219,0.1569264680147171
4,7月2日 (4),N/A,108,3.6,0.14573597105649802,0.4897558093070984,Hip-RHKnee,166.27786254882812,1.4343554973602295,0.2011866271495819
4,7月2日 (4),N/A,110,3.667,0.14595206425740168,0.5284010767936707,Hip-RHKnee,169.1793670654297,1.3853375911712646,0.23143760859966278
4,7月2日 (4),N/A,112,3.733,0.1395975614969547,0.5156656503677368,Hip-RHKnee,171.6979217529297,1.3448079824447632,0.2523176968097687
4,7月2日 (4),N/A,114,3.8,0.12131267040967941,0.4092588722705841,Hip-RHKnee,180.1854248046875,1.242912769317627,0.24126818776130676
4,7月2日 (4),N/A,116,3.867,0.11605484697681206,0.395742803812027,Hip-RHKnee,188.02430725097656,1.1699254512786865,0.21968023478984833
4,7月2日 (4),N/A,118,3.933,0.10460630861612466,0.35513395071029663,Hip-RHKnee,191.04827880859375,1.172424077987671,0.21843992173671722
4,7月2日 (4),N/A,120,4.0,0.08529990109113547,0.2626349925994873,Hip-RHKnee,198.4898223876953,1.103529453277588,0.15157780051231384
4,7月2日 (4),N/A,122,4.067,0.050089631659480244,0.14717908203601837,Hip-RHKnee,205.80950927734375,1.0476610660552979,0.04851451888680458
4,7月2日 (4),N/A,124,4.133,0.06024923977943567,0.14790908992290497,Hip-RHKnee,202.36288452148438,1.066591501235962,0.04522961750626564
4,7月2日 (4),N/A,126,4.2,0.07194892417352933,0.17705322802066803,Hip-LHKnee,198.75747680664062,1.0915799140930176,0.057071976363658905
4,7月2日 (4),N/A,128,4.267,0.09351425818525828,0.312126487493515,Hip-RHKnee,195.86534118652344,1.1070172786712646,0.059690676629543304
4,7月2日 (4),N/A,130,4.333,0.09536305012611243,0.358630895614624,Hip-RHKnee,194.32785034179688,1.1134079694747925,0.05191253870725632
4,7月2日 (4),N/A,132,4.4,0.11260136477649212,0.3659729063510895,Hip-RHKnee,194.90737915039062,1.1153794527053833,0.050499022006988525
4,7月2日 (4),N/A,134,4.467,0.12206155359745026,0.40885379910469055,Hip-RHKnee,196.85427856445312,1.1078757047653198,0.05690488591790199
4,7月2日 (4),N/A,136,4.533,0.1118240837007761,0.358439564704895,Hip-RHKnee,197.9697723388672,1.1055577993392944,0.05663071200251579
4,7月2日 (4),N/A,138,4.6,0.10229293573647738,0.30198943614959717,Hip-RHKnee,195.99168395996094,1.1245427131652832,0.06266232579946518
4,7月2日 (4),N/A,140,4.667,0.09996039066463709,0.29077231884002686,Hip-RHKnee,197.04246520996094,1.127434253692627,0.07280910015106201
4,7月2日 (4),N/A,142,4.733,0.07820333296862933,0.24682068824768066,Hip-RHKnee,197.9199981689453,1.1315691471099854,0.08570177853107452
4,7月2日 (4),N/A,144,4.8,0.06890474661038472,0.20650357007980347,Hip-RHKnee,195.41351318359375,1.16229248046875,0.11734668910503387
4,7月2日 (4),N/A,146,4.867,0.07924751837093097,0.19639988243579865,Hip-RHKnee,189.359619140625,1.2221031188964844,0.14795604348182678
4,7月2日 (4),N/A,148,4.933,0.10641072088709244,0.2785753011703491,Nose-Chest,172.05819702148438,1.5321465730667114,0.5263490080833435
4,7月2日 (4),N/A,150,5.0,0.11326198738354903,0.27224043011665344,Nose-Chest,149.11416625976562,2.2891440391540527,0.863102912902832
4,7月2日 (4),N/A,152,5.067,0.126841504413348,0.2649242877960205,Nose-Chest,129.4263916015625,3.0240225791931152,0.9455029964447021
4,7月2日 (4),N/A,154,5.133,0.14330828505066726,0.2674931287765503,Nose-Chest,126.51520538330078,3.0857889652252197,0.9198775291442871
4,7月2日 (4),N/A,156,5.2,0.15977899758861616,0.321524053812027,Hip-LHKnee,129.98574829101562,3.0653905868530273,0.9305960536003113
4,7月2日 (4),N/A,158,5.267,0.16733543460185712,0.37531837821006775,Hip-LHKnee,136.8001708984375,3.0264477729797363,0.9512669444084167
4,7月2日 (4),N/A,160,5.333,0.16135906313474363,0.3885544240474701,Hip-LHKnee,134.5677490234375,3.0446181297302246,0.9424000382423401
4,7月2日 (4),N/A,162,5.4,0.13553839979263452,0.3877326250076294,Hip-LHKnee,138.71714782714844,3.014704465866089,0.9572061896324158
4,7月2日 (4),N/A,164,5.467,0.12769236845465806,0.3218144476413727,Hip-LHKnee,161.9409637451172,2.687833786010742,1.09652578830719
4,7月2日 (4),N/A,166,5.533,0.11070786101313737,0.22843070328235626,Hip-LHKnee,194.96051025390625,1.9020562171936035,1.297916293144226
4,7月2日 (4),N/A,168,5.6,0.09782020375132561,0.25362905859947205,Hip-LHKnee,225.74557495117188,1.131314992904663,0.38380348682403564
4,7月2日 (4),N/A,170,5.667,0.08221950152745613,0.24279333651065826,Hip-LHKnee,241.12432861328125,1.0238282680511475,0.24986353516578674
4,7月2日 (4),N/A,172,5.733,0.08064629982870358,0.2194683998823166,Hip-LHKnee,249.52899169921875,1.0075461864471436,0.2602124810218811
4,7月2日 (4),N/A,174,5.8,0.075476743424168,0.17607563734054565,Hip-LHKnee,256.3574523925781,1.0001020431518555,0.2645944654941559
4,7月2日 (4),N/A,176,5.867,0.0658156515027468,0.17187489569187164,Hip-LHKnee,277.4135437011719,0.9071133136749268,0.17408375442028046
4,7月2日 (4),N/A,178,5.933,0.07106718994103946,0.2056730091571808,Hip-LHKnee,298.427978515625,0.8353232145309448,0.09295116364955902
4,7月2日 (4),N/A,180,6.0,0.08077256395839728,0.2578810751438141,Hip-LHKnee,316.6421203613281,0.7921854257583618,0.1067897230386734
4,7月2日 (4),N/A,182,6.067,0.08747629018930289,0.2658693790435791,Hip-LHKnee,322.9067077636719,0.7846933007240295,0.11054176837205887
4,7月2日 (4),N/A,184,6.133,0.09264969739776391,0.2647421360015869,Hip-LHKnee,333.2022705078125,0.7714853286743164,0.11793059855699539
