model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,7月7日 (8)(1).mp4,126,126,0,0.9945,0.0025,10.198,9.538,26.982,98.847,0.0000,0.0000,0.0000,0.0000
old,walk,7月7日 (8)(3).mp4,200,195,5,0.9653,0.0393,14.364,16.119,39.569,201.730,0.0250,0.0615,0.0038,0.0085
old,walk,7月7日 (8).mp4,94,94,0,0.9611,0.0297,25.061,33.006,61.972,507.074,0.0000,0.0000,0.0000,0.0319
old,lick,7月3日(1).mp4,135,135,0,0.9936,0.0010,2.447,3.282,9.284,26.352,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9982,0.0003,2.264,3.048,8.290,22.488,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9954,0.0007,2.556,3.107,8.617,27.622,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9914,0.0005,1.822,2.428,5.964,27.244,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9971,0.0004,2.797,3.266,9.671,29.076,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9566,0.0276,5.921,8.947,19.757,144.510,0.0000,0.0000,0.0000,0.2387
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9840,0.0046,5.993,11.406,23.888,137.254,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9955,0.0015,5.065,8.336,20.120,127.068,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9871,0.0065,4.699,10.268,18.660,207.875,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9920,0.0034,5.401,8.961,17.990,154.929,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(1).mp4,105,105,0,0.9966,0.0014,4.571,10.989,19.788,122.142,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(2).mp4,99,99,0,0.9944,0.0035,6.229,15.214,24.915,175.319,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(3).mp4,102,102,0,0.9635,0.0264,5.554,9.613,21.670,98.606,0.0000,0.0000,0.0000,0.2582
old,shake,7月7日 (5)(4).mp4,110,110,0,0.9952,0.0024,5.070,11.729,19.870,134.237,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(5).mp4,108,108,0,0.9967,0.0028,4.154,7.949,17.756,93.007,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5).mp4,116,116,0,0.9954,0.0024,4.882,11.457,19.215,134.237,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8)(2).mp4,50,50,0,0.9857,0.0007,4.379,7.482,17.227,85.882,0.0000,1.0000,0.0000,0.0000
old,stop,7月7日 (8)(5).mp4,307,307,0,0.9912,0.0092,6.591,15.840,24.439,300.048,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8).mp4,123,123,0,0.9872,0.0101,5.917,8.494,19.259,119.839,0.0000,0.1220,0.0000,0.0000
new,walk,7月7日 (8)(1).mp4,126,126,0,0.9972,0.0027,10.317,9.695,27.914,96.072,0.0000,0.0000,0.0000,0.0000
new,walk,7月7日 (8)(3).mp4,200,200,0,0.9545,0.0466,14.087,15.683,40.498,157.673,0.0000,0.1000,0.0100,0.1350
new,walk,7月7日 (8).mp4,94,94,0,0.9263,0.0513,24.496,20.834,60.182,239.739,0.0000,0.0000,0.0080,0.1348
new,lick,7月3日(1).mp4,135,135,0,0.9897,0.0017,2.878,3.692,10.865,26.206,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(2).mp4,156,156,0,0.9963,0.0005,2.214,2.978,9.205,22.427,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(3).mp4,121,121,0,0.9975,0.0004,2.584,3.021,8.418,30.498,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(4).mp4,147,147,0,0.9925,0.0010,1.874,2.403,6.145,28.183,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日.mp4,139,139,0,0.9961,0.0011,3.410,4.157,11.643,42.985,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(1).mp4,155,155,0,0.9496,0.0236,6.002,9.899,21.783,156.767,0.0000,0.0000,0.0000,0.0151
new,scratch,7月3日 (2)(2).mp4,109,109,0,0.9797,0.0090,6.630,11.506,24.042,143.303,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(3).mp4,154,154,0,0.9942,0.0026,5.563,8.849,22.139,121.867,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(4).mp4,142,142,0,0.9781,0.0109,4.973,11.093,18.970,236.516,0.0000,0.0000,0.0000,0.1033
new,scratch,7月3日 (2).mp4,177,177,0,0.9954,0.0024,5.421,8.700,18.624,150.709,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(1).mp4,105,105,0,0.9953,0.0011,4.848,11.386,22.139,105.570,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(2).mp4,99,99,0,0.9965,0.0018,5.731,14.903,22.426,222.395,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(3).mp4,102,102,0,0.9706,0.0138,5.937,11.883,23.751,164.028,0.0000,0.0000,0.0000,0.3333
new,shake,7月7日 (5)(4).mp4,110,110,0,0.9956,0.0029,4.443,10.440,18.225,111.444,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(5).mp4,108,108,0,0.9958,0.0037,5.040,8.137,20.695,96.002,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5).mp4,116,116,0,0.9957,0.0029,4.272,10.197,17.662,111.444,0.0000,0.0000,0.0000,0.0000
new,stop,7月7日 (8)(2).mp4,50,50,0,0.9581,0.0028,5.034,8.051,18.211,72.994,0.0000,0.0000,0.0000,0.0000
new,stop,7月7日 (8)(5).mp4,307,307,0,0.9870,0.0134,8.744,25.211,37.979,404.055,0.0000,0.0000,0.0000,0.0000
new,stop,7月7日 (8).mp4,123,123,0,0.9882,0.0123,7.178,11.319,22.473,281.919,0.0000,0.1301,0.0000,0.0000
