model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9489,0.1665,8.551,28.859,0.0538
old,1,Left_Ear,0.9830,0.0393,8.612,32.377,0.0000
old,2,Right_Ear,0.9736,0.0649,8.458,31.243,0.0028
old,3,Chest,0.9975,0.0219,4.178,14.714,0.0000
old,4,Mid_Back,0.9985,0.0021,4.296,16.146,0.0000
old,5,Hip,0.9999,0.0008,4.553,16.147,0.0000
old,6,LF_Elbow,0.9986,0.0032,4.195,15.356,0.0000
old,7,LF_Paw,0.9903,0.0380,5.716,22.713,0.0005
old,8,RF_Elbow,0.9977,0.0145,4.111,15.083,0.0000
old,9,RF_Paw,0.9830,0.0555,5.424,21.612,0.0002
old,10,LH_Knee,0.9968,0.0126,4.480,16.750,0.0000
old,11,LH_Paw,0.9936,0.0216,7.326,27.352,0.0000
old,12,RH_Knee,0.9909,0.0250,4.594,17.684,0.0000
old,13,RH_Paw,0.9845,0.0442,6.710,26.846,0.0000
old,14,Tail_Root,0.9914,0.0482,5.679,20.547,0.0009
old,15,Tail_Mid,0.9833,0.0605,6.929,23.468,0.0015
old,16,Tail_Tip,0.8896,0.2288,10.932,40.609,0.0709
new,0,Nose,0.9472,0.1531,9.002,29.576,0.0105
new,1,Left_Ear,0.9843,0.0425,9.187,32.840,0.0009
new,2,Right_Ear,0.9771,0.0708,9.023,33.641,0.0039
new,3,Chest,0.9973,0.0280,4.635,15.896,0.0002
new,4,Mid_Back,0.9988,0.0016,4.488,16.405,0.0000
new,5,Hip,0.9992,0.0051,5.153,18.931,0.0000
new,6,LF_Elbow,0.9983,0.0045,4.512,17.567,0.0000
new,7,LF_Paw,0.9896,0.0449,6.069,24.684,0.0014
new,8,RF_Elbow,0.9978,0.0098,4.330,15.615,0.0000
new,9,RF_Paw,0.9693,0.1007,5.955,24.320,0.0005
new,10,LH_Knee,0.9912,0.0384,5.119,19.469,0.0000
new,11,LH_Paw,0.9841,0.0596,8.322,32.193,0.0010
new,12,RH_Knee,0.9863,0.0488,5.032,20.336,0.0000
new,13,RH_Paw,0.9838,0.0551,7.213,29.140,0.0005
new,14,Tail_Root,0.9809,0.1002,5.829,21.777,0.0084
new,15,Tail_Mid,0.9684,0.1157,6.641,23.856,0.0117
new,16,Tail_Tip,0.8800,0.2382,10.082,38.914,0.0783
