video_index,video_name,behavior,frame,time_sec,agg_cv,max_cv,top3_cv,max_seg,avg_body_size_px,midback_offset_ratio,mid_jitter,body_jitter,kp_spread
2,walk_13535868,walk,182,6.067,0.09118711088712399,0.24942244589328766,0.19420022269090018,Chest-LFElb,317.4700927734375,0.3149852156639099,0.07665959745645523,1.0706171714342558,0.5676830522716045
2,walk_13535868,walk,184,6.133,0.09256937483755442,0.21010185778141022,0.1957427809635798,Chest-LFElb,321.1808166503906,0.30823588371276855,0.049842994660139084,1.116428861251244,0.5599658973515034
2,walk_13535868,walk,186,6.2,0.10393942075853164,0.2821389436721802,0.23756659030914307,Chest-RFElb,323.448486328125,0.30368244647979736,0.028546441346406937,1.052571415901184,0.5532549470663071
2,walk_13535868,walk,188,6.267,0.10574962399326839,0.3887140154838562,0.25846516092618305,Chest-RFElb,323.667724609375,0.30306535959243774,0.027075203135609627,1.05939788543261,0.5478404127061367
2,walk_13535868,walk,190,6.333,0.10167260811879085,0.46827155351638794,0.2610635260740916,Chest-RFElb,320.8353271484375,0.3048393428325653,0.021007193252444267,1.0874128891871526,0.5461118184030056
2,walk_13535868,walk,192,6.4,0.10130790520745975,0.5074744820594788,0.2629386881987254,Chest-RFElb,316.2276916503906,0.3072151839733124,0.010720402002334595,1.0156057156049287,0.5473946891725063
2,walk_13535868,walk,194,6.467,0.10387866399609126,0.49559351801872253,0.2481922780474027,Chest-RFElb,309.1029968261719,0.30914339423179626,0.02179228700697422,0.9745975320155804,0.5549205541610718
2,walk_13535868,walk,196,6.533,0.09460886037693574,0.37520602345466614,0.19351083288590112,Chest-RFElb,300.8829650878906,0.31574273109436035,0.05967942252755165,1.0488740435013404,0.5644304417073727
2,walk_13535868,walk,198,6.6,0.0860193045093463,0.25354257225990295,0.1548348218202591,Chest-RFElb,293.655029296875,0.3223651349544525,0.07386226207017899,1.0697048948361323,0.5765146352350712
2,walk_13535868,walk,200,6.667,0.09209377203996365,0.3087516129016876,0.18126166860262552,Chest-RFElb,288.0614929199219,0.3261060416698456,0.07304703444242477,1.0517533421516418,0.5869761034846306
2,walk_13535868,walk,202,6.733,0.10296063497662544,0.3817274868488312,0.2089112624526024,Chest-RFElb,284.0277099609375,0.32650381326675415,0.0722837895154953,1.0298696848062368,0.59801185131073
2,walk_13535868,walk,204,6.8,0.10192942934540603,0.3872462511062622,0.20959953715403876,Chest-RFElb,281.2256774902344,0.3253936767578125,0.07724817842245102,1.048428489611699,0.6060415990650654
2,walk_13535868,walk,206,6.867,0.09666312027436036,0.36661213636398315,0.20438394943873087,Chest-RFElb,281.44158935546875,0.3207463026046753,0.09701289236545563,1.0301417433298552,0.6105640418827534
2,walk_13535868,walk,208,6.933,0.08532700931223539,0.313787579536438,0.18534574409325918,Chest-RFElb,282.38983154296875,0.315534770488739,0.1133483275771141,1.0945012019230769,0.6125322319567204
2,walk_13535868,walk,210,7.0,0.07528728404297279,0.24775685369968414,0.1703757345676422,Chest-RFElb,286.6117248535156,0.309649795293808,0.12187238782644272,1.1273639981563275,0.6076649092137814
2,walk_13535868,walk,212,7.067,0.07318039109500554,0.19014832377433777,0.16176792730887732,Chest-RFElb,292.3295593261719,0.3020175099372864,0.10616248100996017,1.1485286355018616,0.5997939594089985
2,walk_13535868,walk,214,7.133,0.06747641743948826,0.20049159228801727,0.15134176363547644,RHKnee-RHPaw,297.3547058105469,0.29571789503097534,0.07972163707017899,1.1314212771562429,0.5922622010111809
2,walk_13535868,walk,216,7.2,0.06618387925510223,0.21653087437152863,0.14698066810766855,RHKnee-RHPaw,301.35009765625,0.2907625138759613,0.060234952718019485,1.103939712047577,0.5836386829614639
2,walk_13535868,walk,218,7.267,0.0666500819990268,0.21480916440486908,0.14140813052654266,RHKnee-RHPaw,304.10186767578125,0.2882879376411438,0.055478643625974655,1.1045083541136522,0.5712965875864029
2,walk_13535868,walk,220,7.333,0.0662231405910391,0.19299903512001038,0.1285954788327217,RHKnee-RHPaw,306.3278503417969,0.29006046056747437,0.058028578758239746,1.1635817472751324,0.5581590346992016
2,walk_13535868,walk,222,7.4,0.06096770385136971,0.13480137288570404,0.11925432831048965,RHKnee-RHPaw,307.9403381347656,0.2952345907688141,0.05298405885696411,1.2053139851643488,0.5455895140767097
2,walk_13535868,walk,224,7.467,0.05644972737018879,0.13349944353103638,0.11284801363945007,Chest-RFElb,309.91357421875,0.30206602811813354,0.04613472521305084,1.1191875842901378,0.5349771045148373
2,walk_13535868,walk,226,7.533,0.04905118664296774,0.1395566612482071,0.11081679165363312,Chest-RFElb,310.62249755859375,0.30920547246932983,0.04486687108874321,0.973133018383613,0.5287109687924385
2,walk_13535868,walk,228,7.6,0.04494599740092571,0.12930986285209656,0.10050275549292564,Chest-RFElb,311.03240966796875,0.3130999505519867,0.0490790493786335,0.9902658691773047,0.5253930762410164
2,walk_13535868,walk,230,7.667,0.03678360466773693,0.10135753452777863,0.07783785462379456,Chest-RFElb,311.4847106933594,0.3153380751609802,0.051127564162015915,1.0259293134395893,0.5224725306034088
2,walk_13535868,walk,232,7.733,0.02565103769302368,0.06393244117498398,0.04693252965807915,Chest-RFElb,310.8370056152344,0.3201150596141815,0.05034099146723747,1.0400960858051593,0.5220902301371098
2,walk_13535868,walk,234,7.8,0.019202962016256955,0.03101743757724762,0.029360550766189892,Hip-RHKnee,310.46099853515625,0.3257616460323334,0.035526007413864136,0.8420020662821256,0.5226823315024376
2,walk_13535868,walk,236,7.867,0.01859045225697068,0.03108804114162922,0.02956019714474678,Chest-LFElb,309.9735107421875,0.3286924958229065,0.027469709515571594,0.8861604057825528,0.5232863835990429
2,walk_13535868,walk,238,7.933,0.01720158949207801,0.029156548902392387,0.026375863701105118,Hip-RHKnee,309.305419921875,0.3316763937473297,0.01650657318532467,0.9551862524105952,0.5237903855741024
2,walk_13535868,walk,240,8.0,0.015658930911181066,0.027216576039791107,0.023028140266736347,Hip-RHKnee,308.9385070800781,0.3331416845321655,0.0113796042278409,1.0300915195391729,0.5239580199122429
2,walk_13535868,walk,242,8.067,0.01455637662170025,0.027425721287727356,0.02270786091685295,Hip-RHKnee,309.1063537597656,0.3327670097351074,0.011146037839353085,1.0276898741722107,0.523302149027586
2,walk_13535868,walk,244,8.133,0.012947822025475593,0.02532300353050232,0.02128323105474313,Hip-RHKnee,309.07171630859375,0.3331148624420166,0.010638163425028324,1.0031304955482483,0.5232088603079319
2,walk_13535868,walk,246,8.2,0.008712872432974668,0.016494620591402054,0.014709634085496267,Nose-REar,308.58807373046875,0.33414679765701294,0.009842134080827236,0.879793488062345,0.524009108543396
2,walk_13535868,walk,248,8.267,0.00854047450523537,0.014839239418506622,0.01359002385288477,Nose-REar,308.7752685546875,0.3340471386909485,0.009120744653046131,0.8807346224784851,0.5240281112492085
2,walk_13535868,walk,250,8.333,0.008999546685327705,0.015742406249046326,0.013519874463478724,RHKnee-RHPaw,308.9684143066406,0.33400222659111023,0.006778050679713488,0.8084420470091013,0.5239207036793232
2,walk_13535868,walk,252,8.4,0.009626095451844426,0.018761906772851944,0.015651353324453037,RHKnee-RHPaw,308.8221130371094,0.3345876932144165,0.005344791803508997,0.7940072004611676,0.5242319032549858
2,walk_13535868,walk,254,8.467,0.0112387200172704,0.02115248516201973,0.018892067794998486,Hip-RHKnee,307.97869873046875,0.33500349521636963,0.005578686948865652,0.8029866126867441,0.5253063999116421
2,walk_13535868,walk,256,8.533,0.011965404372089185,0.02175622247159481,0.01906132884323597,Hip-RHKnee,307.1563720703125,0.33503231406211853,0.005547688342630863,0.8103054899435777,0.526273999363184
2,walk_13535868,walk,258,8.6,0.013206236386814943,0.025247760117053986,0.02078707640369733,Hip-RHKnee,306.6529846191406,0.33502066135406494,0.006754898466169834,0.8808170923819909,0.5267597138881683
2,walk_13535868,walk,260,8.667,0.014028504311751861,0.029302624985575676,0.02256223497291406,Hip-RHKnee,306.3994445800781,0.3341929614543915,0.009472653269767761,0.9125123161535996,0.5268597304821014
2,walk_13535868,walk,262,8.733,0.01401875576434227,0.03210142254829407,0.02370913264652093,Hip-RHKnee,306.27587890625,0.3333503007888794,0.009692863561213017,0.9714053043952355,0.5266322568058968
2,walk_13535868,walk,264,8.8,0.01374399008301015,0.03492524102330208,0.024312793587644894,Hip-RHKnee,306.33697509765625,0.3325013518333435,0.009032420814037323,1.024194712822254,0.5261196345090866
2,walk_13535868,walk,266,8.867,0.01353689467606063,0.03616631031036377,0.02506658434867859,Hip-RHKnee,306.08929443359375,0.3321441411972046,0.009073210880160332,1.0354310182424693,0.5261359699070454
2,walk_13535868,walk,268,8.933,0.012219414473153077,0.03411463275551796,0.024353705967466038,Hip-RHKnee,305.9225158691406,0.331534743309021,0.00866733118891716,1.1229156439120953,0.5261573903262615
2,walk_13535868,walk,270,9.0,0.01099401361380632,0.027340786531567574,0.02107643025616805,Hip-RHKnee,306.45416259765625,0.33036839962005615,0.00708350632339716,1.097706505885491,0.5253295190632343
2,walk_13535868,walk,272,9.067,0.00824703722117612,0.016982782632112503,0.014525155536830425,Hip-RHKnee,306.85809326171875,0.32957279682159424,0.006091419607400894,1.2637303471565247,0.5245283916592598
2,walk_13535868,walk,274,9.133,0.00463292150435826,0.010095423087477684,0.008176459154735008,RHKnee-RHPaw,306.94696044921875,0.329289972782135,0.003969613928347826,0.5322508307603689,0.5241693258285522
2,walk_13535868,walk,276,9.2,0.004344998858869076,0.00813637487590313,0.007579644365857045,RHKnee-RHPaw,306.795654296875,0.3295627236366272,0.00395698519423604,0.5339063726938688,0.5241131000220776
2,walk_13535868,walk,278,9.267,0.004197492792557638,0.007763267494738102,0.006414204059789578,Nose-REar,306.49554443359375,0.32963651418685913,0.003993785474449396,0.5182852011460525,0.5243556462228298
2,walk_13535868,walk,280,9.333,0.004245641892059491,0.007028897292912006,0.00568145311747988,Nose-REar,305.9794006347656,0.3301734924316406,0.006456886883825064,0.6044806631711813,0.5249158777296543
