frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
60,1148.2500,476.2500,0.3750,1223.2500,303.0000,0.0000,980.2500,306.7500,0.0000,1021.5000,588.3750,0.7500,791.2500,408.0000,0.0000,679.5000,653.2500,0.0000,977.2500,651.3750,0.0000,1078.5000,884.2500,0.0000,858.7500,671.6250,0.0000,952.5000,917.2500,0.0000,849.7500,692.2500,0.8385,895.5000,867.0000,0.7500,778.5000,705.3750,0.7500,871.5000,900.0000,0.0000,,,,,,,,,
61,1152.0000,481.5000,6.4517,1221.0000,304.5000,2.7042,978.7500,315.7500,9.1241,1018.5000,588.3750,3.0000,791.2500,405.3750,2.6250,679.1250,650.6250,2.6517,975.0000,648.7500,3.4573,1078.5000,883.5000,0.7500,855.7500,671.2500,3.0233,951.7500,916.5000,1.0607,849.0000,690.0000,2.3717,895.5000,867.0000,0.0000,777.0000,703.1250,2.7042,871.5000,900.7500,0.7500,,,,,,,,,
62,1156.5000,495.3750,14.5865,1221.0000,313.3125,8.8125,978.0000,324.1875,8.4708,1010.2500,591.0000,8.6575,789.7500,405.7500,1.5462,678.7500,649.8750,0.8385,972.7500,651.3750,3.4573,1078.5000,881.2500,2.2500,851.2500,673.5000,5.0312,952.5000,913.5000,3.0923,848.2500,688.5000,1.6771,893.2500,865.5000,2.7042,774.7500,701.6250,2.7042,867.0000,899.2500,4.7434,,,,,,,,,
63,1155.7500,524.2500,28.8847,1221.0000,332.2500,18.9375,974.2500,337.5000,13.8306,994.5000,594.3750,16.1075,793.5000,406.5000,3.8243,681.0000,649.8750,2.2500,972.0000,655.5000,4.1926,1077.0000,874.5000,6.9147,845.2500,676.8750,6.8841,955.5000,910.5000,4.2426,856.5000,686.2500,8.5513,901.5000,861.0000,9.3975,771.7500,700.1250,3.3541,865.5000,897.7500,2.1213,,,,,,,,,
64,1146.7500,552.0000,29.1730,1224.0000,363.0000,30.8960,975.0000,363.7500,26.2607,983.2500,600.7500,12.9307,795.0000,402.7500,4.0389,684.0000,646.1250,4.8023,977.2500,657.7500,5.7118,1077.0000,870.7500,3.7500,841.5000,678.0000,3.9151,951.0000,906.7500,5.8577,864.7500,683.2500,8.7785,904.5000,861.7500,3.0923,769.5000,697.1250,3.7500,858.7500,898.5000,6.7915,,,,,,,,,
65,1124.2500,563.2500,25.1558,1223.2500,414.0000,51.0055,972.0000,396.0000,32.3892,961.5000,603.3750,21.9078,786.0000,402.0000,9.0312,684.3750,646.8750,0.8385,988.5000,658.1250,11.2562,1077.0000,847.5000,23.2500,823.5000,682.5000,18.5540,936.0000,906.0000,15.0187,873.7500,676.1250,11.4789,891.7500,861.0000,12.7720,750.7500,703.5000,19.8041,830.2500,913.5000,32.2064,,,,,,,,,
66,1124.2500,563.2500,0.0000,1224.0000,414.0000,0.7500,972.0000,396.0000,0.0000,961.5000,603.7500,0.3750,786.0000,402.0000,0.0000,684.0000,647.2500,0.5303,988.5000,658.5000,0.3750,1076.2500,848.2500,1.0607,823.5000,682.1250,0.3750,936.0000,906.0000,0.0000,873.0000,676.5000,0.8385,891.7500,861.7500,0.7500,750.3750,703.5000,0.3750,830.2500,913.5000,0.0000,,,,,,,,,
67,1101.7500,623.6250,64.4313,1230.0000,454.1250,40.5711,987.7500,454.5000,60.5831,951.0000,604.8750,10.5601,796.5000,401.2500,10.5268,702.0000,643.5000,18.3865,1000.5000,652.1250,13.5883,1109.2500,831.0000,37.2366,829.5000,676.5000,8.2244,936.7500,897.0000,9.0312,893.2500,679.5000,20.4710,924.7500,871.5000,34.4102,769.5000,693.0000,21.8178,845.2500,906.0000,16.7705,,,,,,,,,
68,1080.7500,666.0000,47.2931,1245.0000,489.7500,38.6541,982.5000,456.7500,5.7118,936.0000,597.0000,16.9415,796.5000,404.2500,3.0000,693.7500,640.8750,8.6575,1019.2500,653.6250,18.8099,1151.2500,760.5000,82.0625,813.7500,672.7500,16.1903,943.5000,901.5000,8.1125,882.0000,678.0000,11.3496,913.5000,865.5000,12.7500,748.8750,678.0000,25.5028,843.7500,885.7500,20.3055,,,,,,,,,
69,1062.7500,694.1250,33.3918,1246.5000,523.5000,33.7833,984.0000,471.7500,15.0748,928.5000,601.1250,8.5595,803.2500,403.8750,6.7604,690.3750,635.6250,6.2412,1014.7500,659.2500,7.2035,1119.0000,756.0000,32.5624,804.7500,673.8750,9.0700,935.2500,902.2500,8.2840,876.7500,684.7500,8.5513,903.0000,873.7500,13.3534,732.0000,674.6250,17.2092,823.5000,877.5000,21.8661,,,,,,,,,
70,1036.5000,714.7500,33.3834,1230.0000,556.5000,36.8951,989.2500,496.1250,24.9340,926.2500,612.0000,11.1053,795.7500,413.6250,12.3009,678.7500,634.8750,11.6492,1002.0000,661.8750,13.0174,1092.0000,744.0000,29.5466,798.7500,682.1250,10.2011,927.7500,912.0000,12.3009,857.2500,689.6250,20.1001,864.7500,867.0000,38.8410,720.7500,681.3750,13.1196,799.5000,865.5000,26.8328,,,,,,,,,
71,1000.5000,720.0000,36.3808,1209.0000,598.5000,46.9574,999.7500,519.0000,25.1697,922.5000,642.0000,30.2335,795.7500,422.2500,8.6250,665.2500,636.7500,13.6296,969.7500,685.1250,39.7571,1027.5000,778.5000,73.1471,804.0000,702.3750,20.9195,928.5000,910.5000,1.6771,843.7500,705.0000,20.4607,834.0000,868.5000,30.7866,704.2500,705.0000,28.8165,737.2500,879.0000,63.6970,,,,,,,,,
72,1000.5000,720.3750,0.3750,1209.0000,597.7500,0.7500,999.0000,519.0000,0.7500,921.7500,642.0000,0.7500,795.0000,422.2500,0.7500,664.5000,636.7500,0.7500,969.7500,685.1250,0.0000,1027.5000,779.2500,0.7500,804.0000,702.3750,0.0000,928.5000,910.5000,0.0000,843.0000,705.0000,0.7500,834.0000,868.5000,0.0000,704.6250,705.0000,0.3750,738.7500,879.7500,1.6771,,,,,,,,,
73,988.5000,733.5000,17.7839,1204.5000,601.5000,5.8577,982.5000,527.2500,18.4476,914.2500,643.8750,7.7308,798.0000,423.7500,3.3541,671.2500,645.3750,10.9523,963.7500,688.8750,7.0755,1005.0000,801.0000,31.2940,802.5000,707.2500,5.1006,930.0000,912.0000,2.1213,855.7500,706.1250,12.7995,841.5000,882.0000,15.4434,709.8750,708.3750,6.2412,744.3750,894.7500,16.0200,,,,,,,,,
74,954.0000,741.0000,35.3058,1182.0000,620.2500,29.2884,959.2500,531.7500,23.6815,903.7500,641.2500,10.8232,795.7500,423.0000,2.3717,677.2500,653.6250,10.2011,975.7500,690.3750,12.0934,1002.0000,778.5000,22.6991,798.7500,711.7500,5.8577,927.7500,918.0000,6.4080,875.2500,714.0000,21.0301,873.0000,892.5000,33.2039,703.5000,705.0000,7.2133,737.6250,891.0000,7.7217,,,,,,,,,
75,929.2500,750.0000,26.3356,1143.0000,642.7500,45.0250,949.5000,553.5000,23.8354,901.5000,645.3750,4.6987,792.0000,429.0000,7.0755,683.2500,665.2500,13.0821,977.2500,688.8750,2.1213,997.5000,744.0000,34.7922,800.2500,720.7500,9.1241,933.0000,923.2500,7.4246,886.5000,721.8750,13.7324,900.0000,896.2500,27.2592,703.8750,711.0000,6.0117,745.1250,892.5000,7.6485,,,,,,,,,
76,900.0000,759.7500,30.8322,1110.0000,635.2500,33.8415,919.5000,546.7500,30.7500,897.0000,657.0000,12.4656,791.2500,435.3750,6.4190,683.2500,670.8750,5.6250,983.2500,687.3750,6.1847,969.7500,738.0000,28.3912,801.0000,734.2500,13.5208,932.2500,922.5000,1.0607,,,,904.5000,900.0000,5.8577,704.2500,718.1250,7.1349,754.1250,895.5000,9.4868,,,,,,,,,
77,891.0000,774.7500,17.4929,1093.5000,652.5000,23.8707,897.0000,572.2500,34.0074,897.7500,659.6250,2.7300,804.7500,429.7500,14.6250,685.8750,669.7500,2.8559,981.0000,694.1250,7.1151,944.2500,780.0000,49.1350,801.7500,733.5000,1.0607,932.2500,906.0000,16.5000,,,,913.5000,908.2500,12.2091,699.7500,718.5000,4.5156,744.0000,910.5000,18.0974,,,,,,,,,
78,891.0000,775.5000,0.7500,1093.5000,651.7500,0.7500,897.0000,571.8750,0.3750,897.7500,659.2500,0.3750,805.5000,429.7500,0.7500,685.8750,669.3750,0.3750,981.7500,693.7500,0.8385,944.2500,780.0000,0.0000,801.7500,733.5000,0.0000,932.2500,906.0000,0.0000,,,,912.7500,908.2500,0.7500,699.0000,718.5000,0.7500,743.6250,909.7500,0.8385,,,,,,,,,
79,873.0000,776.2500,18.0156,1081.5000,675.0000,26.1641,894.0000,581.6250,10.2011,894.7500,659.2500,3.0000,800.2500,429.0000,5.3033,682.1250,672.3750,4.8023,977.2500,694.8750,4.6385,942.0000,775.5000,5.0312,796.5000,731.2500,5.7118,923.2500,913.5000,11.7154,890.2500,726.3750,,912.0000,911.2500,3.0923,693.7500,720.3750,5.5748,746.6250,917.2500,8.0777,,,,,,,,,
80,849.0000,774.7500,24.0468,1033.5000,687.7500,49.6645,886.5000,594.0000,14.4703,910.5000,666.0000,17.1355,795.7500,433.1250,6.1046,684.0000,671.6250,2.0194,971.2500,685.8750,10.8167,941.2500,759.0000,16.5170,810.7500,732.0000,14.2697,927.7500,930.0000,17.1026,888.0000,725.2500,2.5156,904.5000,907.5000,8.3853,702.7500,723.7500,9.6120,755.6250,923.2500,10.8167,,,,,,,,,
81,831.7500,769.5000,18.0312,1014.0000,688.1250,19.5036,848.2500,591.3750,38.3400,909.7500,669.0000,3.0923,813.0000,435.3750,17.3961,688.8750,668.2500,5.9293,972.7500,688.8750,3.3541,934.5000,766.5000,10.0902,800.2500,729.0000,10.9202,906.0000,933.0000,21.9559,897.0000,726.3750,9.0700,933.7500,913.5000,29.8590,696.7500,721.5000,6.4080,751.5000,924.7500,4.3893,,,,,,,,,
82,815.2500,786.7500,23.8707,984.0000,706.1250,34.9857,832.5000,611.6250,25.6539,901.5000,669.0000,8.2500,816.7500,435.0000,3.7687,694.8750,665.2500,6.7082,952.5000,690.3750,20.3055,908.2500,784.5000,31.8286,796.5000,728.2500,3.8243,891.0000,936.0000,15.2971,906.7500,728.2500,9.9287,942.0000,915.0000,8.3853,702.0000,722.2500,5.3033,765.3750,926.2500,13.9558,,,,,,,,,
83,810.7500,795.7500,10.0623,983.2500,705.0000,1.3521,787.5000,617.6250,45.3982,893.2500,656.2500,15.1863,832.5000,432.7500,15.9099,717.0000,669.0000,22.4405,960.0000,696.7500,9.8433,919.5000,818.2500,35.5756,774.0000,719.2500,24.2332,867.0000,933.7500,24.1052,934.5000,720.3750,28.8458,984.0000,919.5000,42.2404,698.6250,714.7500,8.2244,765.7500,935.2500,9.0078,,,,,,,,,
84,810.0000,795.7500,0.7500,982.5000,705.3750,0.8385,787.5000,618.0000,0.3750,894.0000,656.2500,0.7500,832.5000,432.7500,0.0000,717.0000,668.6250,0.3750,960.0000,696.3750,0.3750,920.2500,816.7500,1.6771,774.7500,720.0000,1.0607,868.5000,934.5000,1.6771,934.5000,721.1250,0.7500,983.2500,919.5000,0.7500,698.2500,714.3750,0.5303,765.0000,934.5000,1.0607,,,,,,,,,
85,795.7500,797.2500,14.3287,950.2500,713.6250,33.2885,783.0000,632.2500,14.9436,886.5000,660.7500,8.7464,828.0000,433.8750,4.6385,726.0000,660.0000,12.4656,937.5000,696.0000,22.5031,894.7500,832.5000,29.9719,766.5000,720.7500,8.2840,829.5000,927.7500,39.5798,943.5000,714.0000,11.4789,984.0000,903.0000,16.5170,714.0000,716.2500,15.8612,779.2500,931.5000,14.5624,,,,,,,,,
86,781.5000,786.0000,18.1556,890.2500,692.6250,63.5689,780.7500,624.3750,8.1901,893.2500,661.5000,6.7915,820.5000,438.0000,8.5595,733.5000,650.6250,12.0059,921.0000,690.0000,17.5570,883.5000,831.0000,11.3496,783.0000,722.2500,16.5680,832.5000,918.0000,10.2011,947.2500,712.1250,4.1926,979.5000,890.2500,13.5208,737.6250,713.6250,23.7704,792.7500,918.0000,19.0919,,,,,,,,,
87,764.2500,758.2500,32.6745,826.5000,663.0000,70.2972,792.7500,603.7500,23.8619,894.7500,660.0000,2.1213,813.0000,438.7500,7.5374,733.8750,640.1250,10.5067,904.5000,681.0000,18.7949,860.2500,825.0000,24.0117,807.7500,719.2500,24.9312,846.0000,903.7500,19.6294,933.0000,708.3750,14.7352,959.2500,880.5000,22.4750,752.2500,708.7500,15.4161,792.7500,900.7500,17.2500,,,,,,,,,
88,767.6250,733.5000,24.9791,792.0000,624.3750,51.7894,824.2500,578.2500,40.5278,899.2500,664.5000,6.3640,807.7500,444.7500,7.9726,729.7500,636.7500,5.3298,899.2500,689.6250,10.0972,855.7500,829.5000,6.3640,837.0000,736.5000,33.9577,873.0000,898.5000,27.5057,909.0000,711.0000,24.1431,925.5000,864.0000,37.5674,765.0000,720.0000,17.0037,790.5000,889.5000,11.4728,,,,,,,,,
89,771.7500,810.7500,77.3601,894.0000,721.5000,140.8448,746.2500,648.0000,104.6378,887.2500,669.0000,12.8160,843.7500,439.5000,36.3808,750.7500,649.5000,24.5675,936.0000,698.2500,37.7486,868.5000,843.0000,18.5691,779.2500,727.1250,58.5060,812.2500,915.7500,63.1516,951.0000,716.6250,42.3750,980.2500,891.7500,61.3810,725.2500,715.1250,40.0478,779.2500,915.7500,28.5591,,,,,,,,,
90,771.0000,811.5000,1.0607,894.7500,722.2500,1.0607,745.5000,648.3750,0.8385,886.5000,669.3750,0.8385,844.5000,439.5000,0.7500,751.1250,649.5000,0.3750,936.0000,698.6250,0.3750,868.5000,844.5000,1.5000,777.7500,726.7500,1.5462,810.7500,916.5000,1.6771,951.0000,716.6250,0.0000,980.2500,891.7500,0.0000,724.5000,714.7500,0.8385,777.7500,915.0000,1.6771,,,,,,,,,
91,745.8750,753.7500,62.9788,763.5000,650.2500,149.7016,783.0000,605.6250,56.8666,886.5000,661.1250,8.2500,823.5000,444.0000,21.4767,768.7500,625.5000,29.7765,900.0000,687.3750,37.7169,851.2500,852.0000,18.8099,824.2500,726.0000,46.5060,823.5000,889.5000,29.8590,934.5000,707.6250,18.7949,947.2500,866.2500,41.7043,783.0000,704.6250,59.3697,813.0000,879.7500,49.8510,,,,,,,,,
92,753.0000,773.2500,20.7609,807.0000,675.7500,50.4232,763.5000,621.7500,25.3035,890.2500,666.7500,6.7604,834.0000,445.1250,10.5601,766.1250,635.2500,10.0972,916.5000,689.6250,16.6527,865.5000,850.5000,14.3287,804.7500,723.3750,19.6759,815.2500,897.0000,11.1496,946.5000,712.8750,13.0982,970.5000,882.0000,28.0825,764.2500,702.3750,18.8845,801.7500,888.0000,13.9508,,,,,,,,,
93,727.1250,741.0000,41.3470,735.3750,638.2500,80.8479,771.7500,597.0000,26.0888,870.7500,665.6250,19.5324,825.0000,446.6250,9.1241,788.2500,625.5000,24.1781,895.5000,687.0000,21.1634,837.0000,856.5000,29.1247,822.7500,721.8750,18.0624,819.0000,887.2500,10.4463,933.7500,712.5000,12.7555,950.2500,877.5000,20.7440,793.5000,694.8750,30.1962,826.5000,865.5000,33.4487,,,,,,,,,
94,,,,746.2500,583.5000,55.8196,825.7500,548.6250,72.4992,885.7500,655.8750,17.8903,819.0000,446.2500,6.0117,763.1250,627.7500,25.2255,893.2500,691.5000,5.0312,852.0000,852.0000,15.6605,843.0000,734.2500,23.7319,856.5000,901.5000,40.1162,910.5000,712.5000,23.2500,924.7500,870.7500,26.3783,792.0000,708.7500,13.9558,818.2500,872.2500,10.6595,,,,,,,,,
95,771.7500,705.0000,,776.2500,593.2500,31.5446,822.0000,556.5000,8.7223,898.5000,651.7500,13.4007,834.0000,443.2500,15.2971,761.2500,622.8750,5.2231,906.7500,680.2500,17.5731,861.0000,843.7500,12.2091,841.5000,723.0000,11.3496,843.7500,894.0000,14.7923,925.5000,708.3750,15.5569,945.0000,873.7500,20.4710,783.7500,698.2500,13.3534,808.5000,870.0000,10.0062,,,,,,,,,
96,771.7500,707.2500,2.2500,777.7500,595.8750,3.0233,820.5000,558.3750,2.4012,899.2500,651.7500,0.7500,835.5000,443.2500,1.5000,761.6250,623.2500,0.5303,907.5000,680.6250,0.8385,860.2500,843.7500,0.7500,840.7500,723.0000,0.7500,842.2500,894.0000,1.5000,926.2500,708.3750,0.7500,945.7500,874.5000,1.0607,783.7500,698.2500,0.0000,808.5000,871.5000,1.5000,,,,,,,,,
97,752.6250,766.5000,62.2602,807.7500,669.0000,79.0396,757.5000,613.1250,83.4659,894.7500,666.7500,15.6605,852.0000,446.2500,16.7705,774.0000,626.2500,12.7334,920.2500,692.2500,17.2541,847.5000,865.5000,25.2116,810.7500,717.7500,30.4559,774.7500,882.0000,68.5584,935.2500,711.7500,9.6120,940.5000,880.5000,7.9726,763.5000,685.5000,23.9296,789.0000,864.0000,20.8926,,,,,,,,,
98,746.6250,750.0000,17.5570,786.7500,656.2500,24.5675,768.7500,603.0000,15.1353,893.2500,661.8750,5.1006,849.7500,444.0000,3.1820,778.5000,619.5000,8.1125,920.2500,684.3750,7.8750,854.2500,855.0000,12.4825,819.7500,716.6250,9.0700,804.0000,883.5000,29.2884,941.2500,713.2500,6.1847,957.7500,881.2500,17.2663,774.0000,681.3750,11.2812,804.7500,852.0000,19.8006,,,,,,,,,
99,767.2500,693.3750,60.2643,759.3750,585.3750,75.9780,814.5000,549.7500,70.2042,897.0000,648.3750,14.0112,840.0000,440.2500,10.4463,780.0000,617.6250,2.4012,915.0000,675.7500,10.0972,839.2500,846.0000,17.4929,852.7500,714.7500,33.0532,852.7500,873.7500,49.7154,921.0000,709.8750,20.5293,934.5000,873.0000,24.6703,798.0000,676.8750,24.4182,836.2500,834.0000,36.2802,,,,,,,,,
100,,,,771.7500,549.3750,38.0676,849.0000,527.2500,41.1886,916.5000,646.5000,19.5899,847.5000,443.6250,8.2244,774.7500,619.5000,5.5748,921.0000,680.2500,7.5000,858.7500,850.5000,20.0125,864.7500,712.1250,12.2838,830.2500,867.0000,23.4907,886.5000,706.5000,34.6647,873.7500,870.0000,60.8240,807.0000,678.3750,9.1241,828.7500,837.0000,8.0777,,,,,,,,,
101,,,,780.0000,523.5000,27.1584,864.7500,507.7500,25.0662,926.2500,637.5000,13.2689,845.2500,439.1250,5.0312,767.6250,616.5000,7.7308,915.7500,674.6250,7.6944,870.0000,843.0000,13.5208,870.0000,708.3750,6.4517,839.2500,871.5000,10.0623,874.5000,705.0000,12.0934,862.5000,874.5000,12.1166,807.7500,682.5000,4.1926,822.7500,847.5000,12.0934,,,,,,,,,
102,,,,780.7500,522.3750,1.3521,865.5000,507.0000,1.0607,927.0000,636.7500,1.0607,846.0000,438.7500,0.8385,767.6250,616.5000,0.0000,916.5000,674.2500,0.8385,871.5000,843.0000,1.5000,870.7500,708.0000,0.8385,840.7500,870.7500,1.6771,874.5000,705.0000,0.0000,862.5000,874.5000,0.0000,808.5000,682.1250,0.8385,823.5000,847.5000,0.7500,,,,,,,,,
103,,,,804.0000,500.6250,31.8375,871.5000,485.2500,22.5624,939.7500,625.1250,17.2541,835.5000,438.0000,10.5268,745.1250,635.2500,29.2884,925.5000,670.5000,9.7500,882.7500,843.7500,11.2750,894.0000,723.7500,28.0825,924.0000,885.0000,84.4608,897.7500,708.3750,23.4937,918.7500,873.7500,56.2550,804.7500,693.0000,11.5034,841.5000,855.0000,19.5000,,,,,,,,,
104,822.0000,615.7500,,810.0000,508.5000,9.9003,859.5000,486.7500,12.0934,931.5000,616.5000,11.9354,833.2500,426.7500,11.4728,737.2500,630.0000,9.4646,927.0000,662.6250,8.0166,886.5000,847.5000,5.3033,878.2500,717.0000,17.1355,911.2500,888.0000,13.0982,902.2500,706.1250,5.0312,918.7500,882.7500,9.0000,794.2500,692.6250,10.5067,830.2500,865.5000,15.3887,,,,,,,,,
105,,,,825.7500,447.7500,62.7585,889.5000,436.5000,58.5240,948.7500,594.7500,27.7601,833.2500,416.2500,10.5000,736.1250,633.3750,3.5576,921.0000,658.8750,7.0755,908.2500,855.0000,23.0068,897.0000,707.6250,20.9631,939.7500,882.0000,29.1247,895.5000,704.2500,7.0056,914.2500,894.0000,12.1166,812.2500,693.7500,18.0351,843.7500,880.5000,20.1804,,,,,,,,,
106,,,,825.0000,441.7500,6.0467,874.5000,431.2500,15.8922,940.5000,594.7500,8.2500,825.0000,417.3750,8.3264,720.7500,642.0000,17.6290,918.7500,659.6250,2.3717,891.0000,851.2500,17.6529,891.0000,717.0000,11.1306,951.0000,882.7500,11.2750,900.0000,696.0000,9.3975,921.7500,877.5000,18.1246,796.5000,700.5000,17.1355,825.7500,882.0000,18.0624,,,,,,,,,
107,,,,810.0000,418.8750,27.3544,847.5000,426.0000,27.5057,920.2500,585.7500,22.1599,819.0000,410.2500,9.3148,717.7500,635.6250,7.0456,901.5000,649.5000,20.0020,889.5000,852.0000,1.6771,865.5000,700.5000,30.3727,946.5000,855.7500,27.3724,875.2500,676.1250,31.7424,907.5000,855.0000,26.6329,763.5000,683.6250,37.0643,787.5000,867.7500,40.8182,,,,,,,,,
108,,,,811.5000,418.5000,1.5462,848.2500,426.0000,0.7500,920.2500,585.7500,0.0000,819.0000,410.2500,0.0000,717.3750,635.2500,0.5303,901.5000,649.5000,0.0000,889.5000,852.7500,0.7500,864.7500,700.5000,0.7500,945.7500,856.5000,1.0607,876.0000,675.7500,0.8385,908.2500,855.0000,0.7500,762.7500,683.2500,0.8385,786.0000,868.5000,1.6771,,,,,,,,,
109,,,,783.0000,406.5000,30.9233,848.2500,407.6250,18.3750,916.5000,567.7500,18.3865,810.0000,391.1250,21.1368,729.0000,629.6250,12.9144,893.2500,639.3750,13.0606,882.0000,840.7500,14.1510,871.5000,678.7500,22.7733,925.5000,848.2500,21.8661,899.2500,680.2500,23.6815,939.7500,863.2500,32.5624,790.5000,675.0000,28.9504,804.0000,850.5000,25.4558,,,,,,,,,
110,,,,795.7500,387.0000,23.2983,855.0000,391.5000,17.4808,931.5000,556.5000,18.7500,811.5000,390.3750,1.6771,718.1250,627.3750,11.1053,900.0000,638.2500,6.8431,913.5000,846.7500,32.0663,885.0000,681.7500,13.8293,955.5000,845.2500,30.1496,886.5000,678.7500,12.8379,922.5000,860.2500,17.5089,791.2500,669.3750,5.6748,797.2500,840.7500,11.8585,,,,,,,,,
111,828.0000,541.5000,,822.7500,426.7500,48.0527,846.0000,416.6250,26.6883,927.7500,573.0000,16.9208,826.5000,396.3750,16.1555,711.3750,621.3750,9.0312,921.0000,640.1250,21.0835,919.5000,840.0000,9.0312,870.7500,701.6250,24.4556,964.5000,862.5000,19.4567,903.0000,686.2500,18.1246,924.0000,883.5000,23.2983,783.7500,681.0000,13.8344,801.7500,871.5000,31.0775,,,,,,,,,
112,830.2500,540.0000,2.7042,822.7500,418.1250,8.6250,852.7500,411.3750,8.5513,935.2500,575.6250,7.9461,835.5000,399.3750,9.4868,717.3750,621.0000,6.0117,924.7500,640.1250,3.7500,918.7500,835.5000,4.5621,880.5000,702.0000,9.7572,964.5000,861.0000,1.5000,894.7500,681.0000,9.7788,914.2500,873.7500,13.7886,786.7500,676.5000,5.4083,802.5000,863.2500,8.2840,,,,,,,,,
113,836.2500,538.5000,6.1847,830.2500,411.3750,10.0902,855.7500,409.5000,3.5377,937.5000,576.7500,2.5156,832.5000,405.0000,6.3750,714.3750,628.5000,8.0777,927.0000,646.1250,6.4080,921.7500,844.5000,9.4868,885.0000,706.5000,6.3640,978.7500,861.7500,14.2697,,,,919.5000,855.0000,19.4711,787.5000,678.7500,2.3717,803.2500,864.0000,1.0607,,,,,,,,,
114,837.0000,537.7500,1.0607,830.2500,411.0000,0.3750,856.5000,409.1250,0.8385,937.5000,576.3750,0.3750,832.5000,405.0000,0.0000,714.7500,628.8750,0.5303,927.0000,645.7500,0.3750,921.7500,844.5000,0.0000,885.7500,706.1250,0.8385,978.0000,862.5000,1.0607,,,,920.2500,855.0000,0.7500,788.2500,679.1250,0.8385,803.2500,864.0000,0.0000,,,,,,,,,
115,818.2500,562.5000,31.0504,803.2500,424.8750,30.3565,827.2500,423.7500,32.7025,919.5000,570.0000,19.0956,835.5000,385.5000,19.7294,735.3750,612.0000,26.6488,921.7500,637.8750,9.4646,918.7500,855.7500,11.6431,852.7500,683.6250,39.9406,892.5000,861.0000,85.5132,923.2500,668.6250,,951.7500,853.5000,31.5357,776.2500,657.7500,24.5131,771.0000,835.5000,43.0385,,,,,,,,,
116,810.0000,610.1250,48.3343,821.2500,481.5000,59.4171,825.0000,458.2500,34.5733,921.7500,589.1250,19.2569,859.5000,395.2500,25.9049,740.6250,601.1250,12.0759,945.7500,645.0000,25.0353,922.5000,852.0000,5.3033,834.0000,690.0000,19.8041,845.2500,885.0000,52.9959,942.7500,679.1250,22.1472,955.5000,877.5000,24.2912,766.1250,652.5000,11.4052,769.5000,845.2500,9.8647,,,,,,,,,
117,,,,806.2500,387.3750,95.3127,858.0000,391.5000,74.4618,938.2500,558.7500,34.5672,834.0000,383.2500,28.1824,732.7500,611.6250,13.1250,922.5000,630.3750,27.4673,913.5000,842.2500,13.2689,887.2500,685.1250,53.4727,939.0000,866.2500,95.6066,914.2500,670.5000,29.7765,951.7500,850.5000,27.2592,782.2500,651.7500,16.1424,776.2500,818.2500,27.8310,,,,,,,,,
118,,,,825.7500,404.2500,25.7879,869.2500,399.0000,13.5208,947.2500,565.1250,11.0291,843.0000,387.0000,9.7500,731.6250,606.7500,5.0031,943.5000,628.1250,21.1202,918.0000,825.7500,17.1026,891.7500,693.0000,9.0700,939.0000,880.5000,14.2500,901.5000,674.2500,13.2900,909.0000,867.0000,45.8237,792.0000,657.0000,11.0736,810.0000,839.2500,39.7500,,,,,,,,,
119,,,,811.5000,381.0000,27.2695,857.2500,384.7500,18.6296,938.2500,555.3750,13.2689,834.7500,379.1250,11.4052,730.1250,604.1250,3.0233,924.0000,628.8750,19.5144,922.5000,847.5000,22.2106,887.2500,685.1250,9.0700,941.2500,865.5000,15.1678,912.7500,658.8750,19.0513,945.7500,842.2500,44.3072,786.0000,646.8750,11.7693,780.0000,820.5000,35.3774,,,,,,,,,
120,831.0000,558.0000,,836.2500,431.2500,56.0145,856.5000,416.6250,31.8838,932.2500,569.2500,15.1167,847.5000,385.8750,14.4265,732.7500,599.6250,5.2097,938.2500,628.5000,14.2549,922.5000,829.5000,18.0000,870.7500,693.7500,18.6183,933.0000,877.5000,14.5624,922.5000,667.5000,13.0174,939.7500,861.0000,19.6866,786.7500,656.2500,9.4050,802.5000,846.7500,34.5733,,,,,,,,,
121,824.2500,541.8750,17.4808,811.5000,401.6250,38.6031,837.7500,400.5000,24.7301,926.2500,561.0000,10.2011,841.5000,376.5000,11.1306,733.1250,600.3750,0.8385,935.2500,631.8750,4.5156,933.0000,850.5000,23.4787,864.7500,684.0000,11.4483,901.5000,860.2500,35.9140,927.0000,655.1250,13.1678,954.7500,838.5000,27.0416,778.5000,646.1250,13.0606,770.2500,825.0000,38.8989,,,,,,,,,
