model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,screen_86.mp4,444,444,0,0.9892,0.0144,5.759,7.594,19.848,80.875,0.0000,0.1171,0.0000,0.0000
old,walk,walk_11.mp4,135,135,0,0.9931,0.0084,16.668,15.979,40.207,189.673,0.0000,0.0000,0.0000,0.0000
old,walk,walk_22.mp4,159,159,0,0.9863,0.0045,11.178,9.564,26.225,137.842,0.0000,0.0000,0.0000,0.0000
old,lick,calico_lick1.mp4,397,397,0,0.9798,0.0104,3.772,3.943,11.921,38.873,0.0000,0.0000,0.0000,0.3333
old,lick,grassland_white_lick2.mp4,241,241,0,0.9941,0.0012,2.518,2.320,7.163,29.273,0.0000,0.0000,0.0000,0.0000
old,lick,white_lick2.mp4,558,558,0,0.9932,0.0035,2.733,3.808,10.206,52.850,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch4847.mp4,121,121,0,0.9825,0.0018,2.474,2.531,6.128,33.535,0.0000,0.0000,0.2500,0.0000
old,scratch,scratch578.mp4,159,158,1,0.9619,0.0376,6.780,15.280,23.141,206.138,0.0063,0.1519,0.4620,0.0021
old,shake,shake5772.mp4,343,343,0,0.9544,0.0274,13.659,20.750,46.298,281.818,0.0000,0.0058,0.0000,0.0000
old,shake,shake_3.mp4,121,121,0,0.9800,0.0161,9.493,11.889,33.494,111.578,0.0000,0.0331,0.0000,0.0000
old,stop,6月2日(1).mp4,167,167,0,0.9865,0.0114,4.767,5.951,14.280,110.205,0.0000,0.8323,0.0000,0.0639
old,stop,6月2日(19).mp4,455,455,0,0.8928,0.0169,4.341,5.913,14.337,69.308,0.0000,0.0000,0.2445,0.0000
old,stop,6月2日(2).mp4,230,230,0,0.8678,0.0304,2.042,4.133,7.004,88.214,0.0000,0.0348,0.0859,0.0014
old,stop,6月2日(3).mp4,283,283,0,0.8744,0.0198,1.972,2.718,5.853,38.962,0.0000,0.0000,0.0486,0.1025
new,walk,screen_86.mp4,444,444,0,0.9894,0.0129,6.154,7.804,21.041,87.947,0.0000,0.2455,0.0000,0.0000
new,walk,walk_11.mp4,135,135,0,0.9907,0.0116,16.726,15.508,41.134,171.058,0.0000,0.0074,0.0000,0.0000
new,walk,walk_22.mp4,159,159,0,0.9849,0.0057,11.041,9.427,26.779,123.594,0.0000,0.0000,0.0000,0.0000
new,lick,calico_lick1.mp4,397,397,0,0.9751,0.0122,4.085,4.090,12.426,40.760,0.0000,0.0000,0.0000,0.3333
new,lick,grassland_white_lick2.mp4,241,241,0,0.9948,0.0007,3.936,4.637,12.455,51.466,0.0000,0.0000,0.0000,0.0000
new,lick,white_lick2.mp4,558,558,0,0.9937,0.0027,3.126,4.087,11.290,60.238,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch4847.mp4,121,121,0,0.9863,0.0021,2.891,3.164,8.500,34.682,0.0000,0.0000,0.2500,0.0000
new,scratch,scratch578.mp4,159,158,1,0.9589,0.0408,9.231,17.524,25.142,247.054,0.0063,0.1329,0.4604,0.0042
new,shake,shake5772.mp4,343,343,0,0.9711,0.0190,13.484,18.170,46.370,260.220,0.0000,0.0000,0.0000,0.0000
new,shake,shake_3.mp4,121,121,0,0.9877,0.0085,10.204,12.529,36.004,106.461,0.0000,0.0165,0.0000,0.0000
new,stop,6月2日(1).mp4,167,167,0,0.9751,0.0069,5.040,7.107,15.906,95.985,0.0000,0.8563,0.0000,0.0699
new,stop,6月2日(19).mp4,455,455,0,0.8835,0.0192,4.736,6.351,16.445,98.062,0.0000,0.0000,0.1143,0.0469
new,stop,6月2日(2).mp4,230,230,0,0.8707,0.0289,3.270,6.375,12.624,95.109,0.0000,0.0000,0.0891,0.0000
new,stop,6月2日(3).mp4,283,283,0,0.8920,0.0329,1.984,2.729,6.059,42.250,0.0000,0.0000,0.0000,0.0000
