video_index,video_name,behavior,frame,time_sec,midback_offset_ratio,midback_angle,body_axis_score_jitter
2,7月7日 (8)(5),stop,16,0.533,0.4227182865142822,96.90912705322145,1.199202810658349
2,7月7日 (8)(5),stop,18,0.6,0.42862680554389954,95.24721725404038,2.6532799509740386
2,7月7日 (8)(5),stop,20,0.667,0.4354900121688843,94.8323188732661,2.496462910591788
2,7月7日 (8)(5),stop,22,0.733,0.44268766045570374,94.22167588075678,2.3869150537311583
2,7月7日 (8)(5),stop,24,0.8,0.44870054721832275,94.42639084719359,2.3335691258193805
2,7月7日 (8)(5),stop,26,0.867,0.4531249403953552,95.28519675031478,2.561507692908364
2,7月7日 (8)(5),stop,28,0.933,0.4568990170955658,94.16788919371228,2.378703143839374
2,7月7日 (8)(5),stop,30,1.0,0.45993149280548096,94.2686693012364,2.378703143839374
2,7月7日 (8)(5),stop,32,1.067,0.461953729391098,95.0444251564039,1.8991568330867779
2,7月7日 (8)(5),stop,34,1.133,0.46293067932128906,94.89308551359207,2.3475746186756083
2,7月7日 (8)(5),stop,36,1.2,0.46332377195358276,94.52563138512323,2.3475746186756083
2,7月7日 (8)(5),stop,38,1.267,0.46313905715942383,94.74757144047148,2.3475746186756083
2,7月7日 (8)(5),stop,40,1.333,0.4635520577430725,94.12210192941899,1.9255667824670581
2,7月7日 (8)(5),stop,42,1.4,0.4637756943702698,94.79219521411271,1.9184569399617573
2,7月7日 (8)(5),stop,44,1.467,0.46361595392227173,94.94694577741565,2.0742802370546514
2,7月7日 (8)(5),stop,46,1.533,0.4633224308490753,94.5355036815887,2.0742802370546514
2,7月7日 (8)(5),stop,48,1.6,0.4641781449317932,94.67429979031668,2.555300844049995
2,7月7日 (8)(5),stop,50,1.667,0.4638729691505432,95.41702233725798,2.544661242285187
2,7月7日 (8)(5),stop,52,1.733,0.46354272961616516,94.46965722200973,2.2086490221752086
2,7月7日 (8)(5),stop,54,1.8,0.4624914526939392,96.30108103857603,2.2086490221752086
2,7月7日 (8)(5),stop,56,1.867,0.4607485234737396,95.79641733297312,2.2086490221752086
2,7月7日 (8)(5),stop,58,1.933,0.4599110186100006,95.49405981217322,2.2086490221752086
2,7月7日 (8)(5),stop,60,2.0,0.4590340256690979,95.4888899642346,2.7094050168523864
2,7月7日 (8)(5),stop,62,2.067,0.4571504592895508,97.0450486295003,2.7094050168523864
2,7月7日 (8)(5),stop,64,2.133,0.45515501499176025,95.7474081407007,2.626343155268273
2,7月7日 (8)(5),stop,66,2.2,0.4543769657611847,95.99108271247128,2.626343155268273
2,7月7日 (8)(5),stop,68,2.267,0.45165422558784485,97.38900486689393,2.626343155268273
2,7月7日 (8)(5),stop,70,2.333,0.44968098402023315,97.52742347946251,2.626343155268273
2,7月7日 (8)(5),stop,72,2.4,0.4489425718784332,96.59578423300323,3.3384231904835246
2,7月7日 (8)(5),stop,74,2.467,0.44861307740211487,95.54749693328931,4.497170852477666
2,7月7日 (8)(5),stop,76,2.533,0.44781556725502014,97.03563695579325,3.352110675242187
2,7月7日 (8)(5),stop,78,2.6,0.4474779963493347,96.45950459612128,3.1232890517522804
2,7月7日 (8)(5),stop,80,2.667,0.44754284620285034,96.15860325855647,3.1232890517522804
