model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_12.mp4,225,225,0,0.9910,0.0077,11.324,18.989,41.497,232.736,0.0000,0.0000,0.0000,0.0000
old,walk,walk_18.mp4,244,227,17,0.9411,0.0348,27.886,37.844,88.478,510.284,0.0697,0.7357,0.0165,0.4038
old,walk,walk_24.mp4,176,176,0,0.9809,0.0118,7.356,7.799,21.655,115.489,0.0000,0.0000,0.0000,0.0360
old,walk,walk_29.mp4,590,590,0,0.9896,0.0047,12.940,15.141,36.869,277.611,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(1).mp4,135,135,0,0.9956,0.0007,2.205,3.016,8.112,26.319,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9973,0.0003,1.891,2.535,6.905,20.328,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9980,0.0001,2.471,2.921,7.909,29.801,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9949,0.0006,2.383,3.670,8.409,30.947,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9896,0.0011,3.086,3.579,10.292,23.672,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9689,0.0150,5.721,9.355,21.686,164.119,0.0000,0.0000,0.0000,0.1720
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9742,0.0081,6.543,12.271,24.866,154.694,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9954,0.0023,5.534,9.265,22.064,152.804,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9750,0.0139,4.927,11.056,20.253,249.643,0.0000,0.0000,0.0000,0.0000
