video_index,video_name,behavior,frame,time_sec,agg_cv,max_cv,top3_cv,max_seg,avg_body_size_px,midback_offset_ratio,mid_jitter,body_jitter,kp_spread
1,shake5772,shake,16,0.64,0.005402305682834525,0.0107292914763093,0.009327754067877928,Chest-LFElb,338.0247802734375,0.5560814142227173,0.0029589079786092043,0.6413421286986425,0.677464846521616
1,shake5772,shake,18,0.72,0.004581079800398304,0.008941921405494213,0.007959773764014244,Chest-LFElb,337.98699951171875,0.5561504364013672,0.0031072653364390135,0.6154521451546595,0.6767863519489765
1,shake5772,shake,20,0.8,0.0046392790435885005,0.008723139762878418,0.008090896842380365,Chest-LFElb,337.7933349609375,0.5564184784889221,0.0032254650723189116,0.5919889670151931,0.6768388226628304
1,shake5772,shake,22,0.88,0.005476661814519992,0.012742510065436363,0.010304270933071772,Chest-LFElb,337.8602294921875,0.5561932325363159,0.0037408466450870037,0.6101881242715396,0.67684306204319
1,shake5772,shake,24,0.96,0.006016240455210209,0.018504608422517776,0.012754006000856558,Chest-LFElb,337.8189392089844,0.556098461151123,0.00407389085739851,0.6180660930963663,0.6771275773644447
1,shake5772,shake,26,1.04,0.005924287180487926,0.019288349896669388,0.01319791004061699,Chest-LFElb,337.5123596191406,0.5569653511047363,0.00624771136790514,0.573024543432089,0.6778731904923916
1,shake5772,shake,28,1.12,0.005874276967146075,0.019331103190779686,0.013270572138329348,Chest-LFElb,337.57049560546875,0.5576039552688599,0.006954045966267586,0.6012214605624859,0.6780458465218544
1,shake5772,shake,30,1.2,0.01092615737937964,0.033000633120536804,0.019131799849371117,Chest-LFElb,337.4180603027344,0.557693362236023,0.00691557489335537,0.7413303508208349,0.6786150671541691
1,shake5772,shake,32,1.28,0.01704015715334278,0.03870232403278351,0.027372516070803005,Chest-LFElb,337.4428405761719,0.5578866600990295,0.006901433691382408,0.8441434571376214,0.6792741976678371
1,shake5772,shake,34,1.36,0.03077849229941001,0.064332515001297,0.0560745969414711,Nose-LEar,337.834228515625,0.5601342916488647,0.01773829199373722,1.39072735951497,0.6783412769436836
1,shake5772,shake,36,1.44,0.04789946744075188,0.111875981092453,0.10108137130737305,Nose-REar,335.2054443359375,0.5695702433586121,0.047085896134376526,1.3548739231549776,0.6785765551030636
1,shake5772,shake,38,1.52,0.05695051778681003,0.14001719653606415,0.129721870024999,Nose-LEar,333.06500244140625,0.5788381099700928,0.05501963570713997,1.130714787886693,0.6771430820226669
1,shake5772,shake,40,1.6,0.0709747002961544,0.2301662564277649,0.17558927337328592,Nose-LEar,333.14910888671875,0.5823625922203064,0.053702887147665024,0.9682968533956088,0.6733422875404358
1,shake5772,shake,42,1.68,0.0808183723487533,0.2775571346282959,0.19659013549486795,Nose-LEar,334.1929931640625,0.5808800458908081,0.05686206743121147,0.8039618592995864,0.6685940995812416
1,shake5772,shake,44,1.76,0.0842069060040208,0.29967495799064636,0.20980282127857208,Nose-LEar,334.86456298828125,0.5823012590408325,0.055745065212249756,0.7162522902855506,0.6671797558665276
1,shake5772,shake,46,1.84,0.08836904153800927,0.2832125425338745,0.21099188923835754,Nose-LEar,335.21875,0.5881873369216919,0.05362553521990776,0.5685285077645228,0.6657867543399334
1,shake5772,shake,48,1.92,0.0898736438785608,0.25446292757987976,0.20745537181695303,Nose-LEar,336.22613525390625,0.5931835174560547,0.04972849041223526,0.5647700337263254,0.6644405089318752
1,shake5772,shake,50,2.0,0.0909036800551873,0.2517453134059906,0.21022453904151917,Nose-LEar,335.86785888671875,0.5991013050079346,0.04904798045754433,0.6302737364402184,0.665502805262804
1,shake5772,shake,52,2.08,0.0893176209468108,0.25750410556793213,0.21236322820186615,Nose-LEar,339.21905517578125,0.5976259112358093,0.04545444995164871,0.6834940589391268,0.6640645936131477
1,shake5772,shake,54,2.16,0.08542197068723348,0.2638450860977173,0.20692919691403708,Nose-LEar,342.3785400390625,0.5977514982223511,0.045709479600191116,0.7579588110630329,0.6630548574030399
1,shake5772,shake,56,2.24,0.08010197946658501,0.2187865823507309,0.18711710472901663,Nose-LEar,344.1705322265625,0.6030117273330688,0.04550265148282051,0.8648929550097539,0.6622001007199287
1,shake5772,shake,58,2.32,0.06630850834055589,0.17107993364334106,0.15834824740886688,Nose-LEar,344.98980712890625,0.6131478548049927,0.03235847130417824,0.9720040192970862,0.6618215180933475
1,shake5772,shake,60,2.4,0.04813344611857946,0.14931124448776245,0.12024672329425812,Nose-Chest,345.82977294921875,0.6206017136573792,0.021816421300172806,1.047141446517064,0.6582847908139229
1,shake5772,shake,62,2.48,0.033939265860961035,0.12009154260158539,0.07740585009256999,Nose-Chest,346.8778076171875,0.6245464086532593,0.018176604062318802,0.8069235957585849,0.6545350626111031
1,shake5772,shake,64,2.56,0.02872623739620814,0.11148542165756226,0.07043519367774327,Nose-Chest,347.153564453125,0.6292281150817871,0.009045559912919998,0.8001520931720734,0.6508755087852478
1,shake5772,shake,66,2.64,0.024300305387721613,0.08990690112113953,0.05804562692840894,Nose-Chest,348.6881103515625,0.6307247877120972,0.008096715435385704,0.7868023079175216,0.6460665315389633
1,shake5772,shake,68,2.72,0.019252209207759455,0.06354833394289017,0.0445569958537817,Nose-Chest,348.60247802734375,0.6341174840927124,0.011060488410294056,0.8180580849830921,0.6434802785515785
1,shake5772,shake,70,2.8,0.024788302261955462,0.06864950060844421,0.046389505888024964,Chest-LFElb,344.02703857421875,0.645037055015564,0.04490949958562851,0.9554143456312326,0.6457925476133823
1,shake5772,shake,72,2.88,0.042707133680008925,0.08724530041217804,0.07614262650410335,Hip-RHKnee,333.4045104980469,0.6728578805923462,0.109457828104496,1.2066089189969575,0.655422855168581
