frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
59,1386.0000,460.1250,1.5462,1549.5000,252.9375,0.9375,1275.0000,217.5000,1.5000,1377.0000,586.5000,1.6771,970.5000,387.0000,2.3717,675.0000,495.0000,2.1213,1381.5000,694.8750,0.3750,1693.5000,755.2500,0.0000,1204.5000,714.3750,3.2040,1614.0000,822.0000,3.3541,831.0000,631.5000,2.2500,813.0000,852.0000,2.7042,839.2500,605.6250,2.1213,877.5000,841.5000,2.1213,,,,,,,,,
60,1386.0000,460.5000,0.3750,1551.0000,254.6250,2.2578,1276.5000,219.0000,2.1213,1376.2500,586.5000,0.7500,968.2500,387.7500,2.3717,674.2500,496.5000,1.6771,1381.5000,694.8750,0.0000,1693.5000,754.5000,0.7500,1205.2500,714.0000,0.8385,1614.0000,822.7500,0.7500,834.0000,632.6250,3.2040,818.2500,854.2500,5.7118,840.0000,607.1250,1.6771,877.5000,846.7500,5.2500,,,,,,,,,
61,1386.0000,461.2500,0.7500,1551.0000,255.5625,0.9375,1277.2500,219.7500,1.0607,1377.7500,586.5000,1.5000,970.5000,389.6250,2.9288,676.5000,495.0000,2.7042,1383.0000,694.8750,1.5000,1693.5000,754.5000,0.0000,1206.0000,712.5000,1.6771,1614.0000,824.2500,1.5000,837.0000,633.0000,3.0233,814.5000,858.0000,5.3033,840.7500,604.5000,2.7300,872.2500,849.0000,5.7118,,,,,,,,,
62,1387.5000,461.2500,1.5000,1551.0000,256.1250,0.5625,1278.0000,220.1250,0.8385,1376.2500,588.0000,2.1213,967.5000,390.0000,3.0233,676.5000,496.1250,1.1250,1383.0000,696.0000,1.1250,1693.5000,756.7500,2.2500,1206.0000,713.6250,1.1250,1614.0000,823.5000,0.7500,837.7500,633.7500,1.0607,817.5000,858.0000,3.0000,842.2500,607.1250,3.0233,873.7500,851.2500,2.7042,,,,,,,,,
63,1389.0000,460.5000,1.6771,1551.0000,256.1250,0.0000,1279.5000,219.7500,1.5462,1377.7500,588.7500,1.6771,968.2500,390.7500,1.0607,676.5000,498.0000,1.8750,1383.7500,696.7500,1.0607,1695.0000,757.5000,1.6771,1207.5000,714.0000,1.5462,1614.0000,824.2500,0.7500,838.5000,634.8750,1.3521,820.5000,857.2500,3.0923,843.0000,609.7500,2.7300,873.7500,853.5000,2.2500,,,,,,,,,
64,1387.5000,461.2500,1.6771,1552.5000,256.3125,1.5117,1278.7500,220.5000,1.0607,1380.0000,590.6250,2.9288,971.2500,392.2500,3.3541,678.0000,498.0000,1.5000,1386.0000,697.5000,2.3717,1696.5000,757.5000,1.5000,1208.2500,715.5000,1.6771,1615.5000,825.0000,1.6771,838.5000,635.6250,0.7500,819.0000,858.0000,1.6771,843.7500,607.5000,2.3717,877.5000,848.2500,6.4517,,,,,,,,,
65,1389.0000,463.5000,2.7042,1554.0000,255.5625,1.6771,1278.7500,221.2500,0.7500,1379.2500,591.0000,0.8385,970.5000,393.0000,1.0607,677.2500,498.7500,1.0607,1384.5000,699.0000,2.1213,1696.5000,759.0000,1.5000,1207.5000,716.6250,1.3521,1617.0000,825.0000,1.5000,837.7500,636.3750,1.0607,819.0000,856.5000,1.5000,843.7500,609.0000,1.5000,876.0000,850.5000,2.7042,,,,,,,,,
66,1392.0000,463.8750,3.0233,1554.0000,255.7500,0.1875,1280.2500,221.2500,1.5000,1380.7500,591.7500,1.6771,972.0000,393.7500,1.6771,678.7500,498.7500,1.5000,1387.5000,698.6250,3.0233,1696.5000,759.0000,0.0000,1209.7500,716.6250,2.2500,1618.5000,826.5000,2.1213,843.0000,635.6250,5.3033,825.7500,858.7500,7.1151,844.5000,608.6250,0.8385,875.2500,852.7500,2.3717,,,,,,,,,
67,1392.7500,464.2500,0.8385,1554.0000,257.4375,1.6875,1281.0000,223.1250,2.0194,1382.2500,593.6250,2.4012,974.2500,394.8750,2.5156,681.0000,499.8750,2.5156,1389.0000,699.7500,1.8750,1696.5000,760.5000,1.5000,1212.0000,717.7500,2.5156,1620.0000,827.2500,1.6771,843.0000,636.7500,1.1250,828.0000,858.7500,2.2500,846.0000,609.7500,1.8750,877.5000,852.7500,2.2500,,,,,,,,,
68,1392.0000,467.6250,3.4573,1555.5000,259.1250,2.2578,1281.0000,224.6250,1.5000,1383.0000,594.7500,1.3521,971.2500,395.2500,3.0233,679.5000,502.5000,3.0233,1390.5000,700.5000,1.6771,1698.0000,759.7500,1.6771,1213.5000,718.8750,1.8750,1623.0000,827.2500,3.0000,845.2500,639.0000,3.1820,831.0000,860.2500,3.3541,846.0000,612.7500,3.0000,876.0000,855.7500,3.3541,,,,,,,,,
69,1392.0000,467.6250,0.0000,1555.5000,260.2500,1.1250,1281.7500,225.7500,1.3521,1384.5000,595.5000,1.6771,973.5000,397.8750,3.4573,682.5000,502.1250,3.0233,1389.7500,701.6250,1.3521,1699.5000,760.5000,1.6771,1213.5000,720.0000,1.1250,1623.0000,828.7500,1.5000,844.5000,639.7500,1.0607,828.0000,859.5000,3.0923,848.2500,612.0000,2.3717,877.5000,855.0000,1.6771,,,,,,,,,
70,1392.7500,468.0000,0.8385,1557.0000,262.5000,2.7042,1282.5000,226.5000,1.0607,1384.5000,596.2500,0.7500,974.2500,397.5000,0.8385,682.5000,502.5000,0.3750,1390.5000,702.3750,1.0607,1699.5000,762.0000,1.5000,1214.2500,719.2500,1.0607,1623.0000,830.2500,1.5000,846.0000,638.6250,1.8750,829.5000,861.7500,2.7042,847.5000,612.0000,0.7500,876.7500,858.0000,3.0923,,,,,,,,,
71,1393.5000,470.2500,2.3717,1557.0000,262.6875,0.1875,1283.2500,226.5000,0.7500,1385.2500,597.3750,1.3521,971.2500,398.2500,3.0923,681.0000,504.3750,2.4012,1392.0000,702.0000,1.5462,1698.0000,759.7500,2.7042,1215.0000,720.3750,1.3521,1623.0000,830.2500,0.0000,849.0000,640.5000,3.5377,836.2500,864.7500,7.3866,847.5000,615.0000,3.0000,876.0000,860.2500,2.3717,,,,,,,,,
72,1394.2500,470.6250,0.8385,1557.0000,262.6875,0.0000,1284.0000,227.2500,1.0607,1387.5000,599.6250,3.1820,972.7500,399.0000,1.6771,681.7500,505.8750,1.6771,1391.2500,703.1250,1.3521,1699.5000,762.0000,2.7042,1214.2500,722.6250,2.3717,1623.0000,831.7500,1.5000,847.5000,642.3750,2.4012,835.5000,864.0000,1.0607,849.0000,615.7500,1.6771,882.0000,858.0000,6.4080,,,,,,,,,
73,1394.2500,470.6250,0.0000,1557.0000,263.0625,0.3750,1285.5000,227.6250,1.5462,1387.5000,599.2500,0.3750,974.2500,400.5000,2.1213,682.5000,507.0000,1.3521,1391.2500,703.8750,0.7500,1699.5000,762.7500,0.7500,1215.0000,723.7500,1.3521,1626.0000,832.5000,3.0923,848.2500,643.1250,1.0607,837.0000,864.0000,1.5000,848.2500,616.5000,1.0607,881.2500,856.5000,1.6771,,,,,,,,,
74,1395.0000,470.6250,0.7500,1557.0000,263.4375,0.3750,1286.2500,228.0000,0.8385,1387.5000,599.2500,0.0000,973.5000,401.2500,1.0607,681.7500,508.5000,1.6771,1393.5000,704.2500,2.2810,1701.0000,762.7500,1.5000,1216.5000,723.0000,1.6771,1626.0000,834.0000,1.5000,849.0000,644.2500,1.3521,838.5000,866.2500,2.7042,847.5000,618.0000,1.6771,878.2500,861.0000,5.4083,,,,,,,,,
75,1395.7500,471.0000,0.8385,1558.5000,263.2500,1.5117,1287.0000,228.7500,1.0607,1389.0000,601.1250,2.4012,975.7500,402.0000,2.3717,682.5000,508.5000,0.7500,1393.5000,705.0000,0.7500,1701.0000,764.2500,1.5000,1218.0000,724.5000,2.1213,1627.5000,834.0000,1.5000,849.7500,644.6250,0.8385,841.5000,867.0000,3.0923,849.0000,619.1250,1.8750,879.7500,861.7500,1.6771,,,,,,,,,
76,1396.5000,471.7500,1.0607,1558.5000,263.4375,0.1875,1287.0000,229.5000,0.7500,1392.0000,602.6250,3.3541,980.2500,403.8750,4.8750,685.5000,510.0000,3.3541,1394.2500,706.5000,1.6771,1702.5000,764.2500,1.5000,1219.5000,725.6250,1.8750,1626.0000,835.5000,2.1213,849.7500,646.5000,1.8750,840.7500,867.7500,1.0607,850.5000,619.5000,1.5462,883.5000,860.2500,4.0389,,,,,,,,,
77,1398.0000,472.5000,1.6771,1560.0000,264.5625,1.8750,1287.7500,230.2500,1.0607,1391.2500,602.2500,0.8385,977.2500,405.0000,3.2040,684.0000,511.8750,2.4012,1397.2500,706.8750,3.0233,1702.5000,763.5000,0.7500,1219.5000,726.0000,0.3750,1626.0000,836.2500,0.7500,853.5000,648.3750,4.1926,846.0000,870.7500,6.0467,849.0000,620.6250,1.8750,878.2500,864.0000,6.4517,,,,,,,,,
78,1398.7500,474.7500,2.3717,1560.0000,266.4375,1.8750,1287.7500,231.7500,1.5000,1389.0000,602.2500,2.2500,976.5000,405.0000,0.7500,684.0000,511.1250,0.7500,1398.0000,707.2500,0.8385,1702.5000,765.0000,1.5000,1218.7500,724.5000,1.6771,1626.0000,837.0000,0.7500,855.7500,647.2500,2.5156,850.5000,873.7500,5.4083,849.0000,620.2500,0.3750,876.0000,868.5000,5.0312,,,,,,,,,
79,1400.2500,477.3750,3.0233,1561.5000,268.1250,2.2578,1288.5000,232.5000,1.0607,1386.7500,603.7500,2.7042,972.7500,405.7500,3.8243,681.7500,513.7500,3.4573,1395.7500,709.8750,3.4573,1704.0000,766.5000,2.1213,1217.2500,726.0000,2.1213,1626.0000,836.2500,0.7500,853.5000,649.5000,3.1820,851.2500,870.7500,3.0923,850.5000,624.0000,4.0389,879.7500,870.7500,4.3732,,,,,,,,,
80,1401.0000,477.0000,0.8385,1561.5000,267.9375,0.1875,1290.0000,233.2500,1.6771,1388.2500,604.5000,1.6771,976.5000,406.5000,3.8243,684.0000,513.7500,2.2500,1395.0000,711.0000,1.3521,1707.0000,768.0000,3.3541,1218.0000,726.7500,1.0607,1626.0000,835.5000,0.7500,852.7500,650.2500,1.0607,850.5000,870.0000,1.0607,850.5000,624.0000,0.0000,882.0000,867.7500,3.7500,,,,,,,,,
81,1400.2500,478.5000,1.6771,1561.5000,268.5000,0.5625,1290.0000,234.0000,0.7500,1389.0000,605.2500,1.0607,978.7500,408.0000,2.7042,686.2500,513.7500,2.2500,1396.5000,711.3750,1.5462,1707.0000,768.0000,0.0000,1218.0000,726.3750,0.3750,1626.0000,837.0000,1.5000,856.5000,649.8750,3.7687,851.2500,871.5000,1.6771,851.2500,623.6250,0.8385,877.5000,870.7500,5.4083,,,,,,,,,
82,1399.5000,478.8750,0.8385,1561.5000,269.4375,0.9375,1290.0000,234.7500,0.7500,1389.0000,605.2500,0.0000,978.0000,408.0000,0.7500,686.2500,514.8750,1.1250,1397.2500,711.3750,0.7500,1707.0000,768.0000,0.0000,1219.5000,726.3750,1.5000,1626.0000,837.7500,0.7500,858.0000,650.6250,1.6771,854.2500,873.7500,3.7500,851.2500,624.7500,1.1250,876.0000,873.7500,3.3541,,,,,,,,,
83,1400.2500,478.1250,1.0607,1563.0000,269.8125,1.5462,1290.7500,235.5000,1.0607,1388.2500,604.8750,0.8385,976.5000,408.3750,1.5462,687.0000,516.0000,1.3521,1395.7500,711.3750,1.5000,1707.0000,768.0000,0.0000,1219.5000,726.7500,0.3750,1626.0000,837.7500,0.0000,858.0000,651.7500,1.1250,853.5000,874.5000,1.0607,852.0000,626.2500,1.6771,876.0000,875.2500,1.5000,,,,,,,,,
84,1401.0000,478.5000,0.8385,1563.0000,269.2500,0.5625,1290.7500,235.5000,0.0000,1389.7500,606.0000,1.8750,976.5000,409.8750,1.5000,687.0000,516.0000,0.0000,1395.7500,712.8750,1.5000,1707.0000,768.0000,0.0000,1220.2500,728.2500,1.6771,1627.5000,837.0000,1.6771,858.0000,652.5000,0.7500,852.0000,873.0000,2.1213,852.0000,627.7500,1.5000,874.5000,876.0000,1.6771,,,,,,,,,
85,1401.0000,478.5000,0.0000,1563.0000,269.8125,0.5625,1290.7500,236.2500,0.7500,1390.5000,607.1250,1.3521,977.2500,411.0000,1.3521,687.0000,516.3750,0.3750,1395.0000,713.6250,1.0607,1707.0000,769.5000,1.5000,1219.5000,729.7500,1.6771,1629.0000,836.2500,1.6771,856.5000,653.6250,1.8750,852.7500,872.2500,1.0607,852.7500,627.0000,1.0607,877.5000,872.2500,4.8023,,,,,,,,,
86,1401.0000,478.5000,0.0000,1563.0000,270.0000,0.1875,1290.7500,236.2500,0.0000,1392.0000,607.5000,1.5462,979.5000,411.7500,2.3717,690.0000,516.0000,3.0233,1398.0000,713.6250,3.0000,1708.5000,768.7500,1.6771,1221.0000,729.0000,1.6771,1627.5000,837.0000,1.6771,858.0000,654.0000,1.5462,850.5000,874.5000,3.1820,854.2500,626.6250,1.5462,876.0000,874.5000,2.7042,,,,,,,,,
87,1400.2500,480.0000,1.6771,1569.0000,270.7500,6.0467,1287.7500,231.0000,6.0467,1386.0000,603.3750,7.2812,981.0000,422.2500,10.6066,687.0000,519.7500,4.8023,1412.2500,714.7500,14.2943,1716.0000,771.7500,8.0777,1225.5000,732.0000,5.4083,1638.0000,837.0000,10.5000,855.7500,654.7500,2.3717,888.0000,873.0000,37.5300,850.5000,629.6250,4.8023,879.0000,873.0000,3.3541,,,,,,,,,
88,1400.2500,480.3750,0.3750,1569.0000,271.5000,0.7500,1287.7500,231.5625,0.5625,1384.5000,603.7500,1.5462,978.0000,422.6250,3.0233,686.2500,521.6250,2.0194,1411.5000,715.5000,1.0607,1717.5000,772.5000,1.6771,1226.2500,732.7500,1.0607,1638.0000,837.0000,0.0000,856.5000,656.2500,1.6771,891.7500,873.0000,3.7500,850.5000,631.5000,1.8750,879.7500,875.2500,2.3717,,,,,,,,,
89,1401.0000,480.0000,0.8385,1569.0000,271.8750,0.3750,1287.0000,231.7500,0.7731,1384.5000,603.7500,0.0000,977.2500,423.0000,0.8385,684.7500,522.0000,1.5462,1410.7500,717.0000,1.6771,1719.0000,772.5000,1.5000,1224.7500,733.5000,1.6771,1638.0000,836.2500,0.7500,855.0000,657.0000,1.6771,891.0000,871.5000,1.6771,849.0000,632.2500,1.6771,879.7500,874.5000,0.7500,,,,,,,,,
90,1401.0000,478.5000,1.5000,1563.0000,271.8750,6.0000,1290.0000,238.5000,7.3866,1390.5000,608.2500,7.5000,978.0000,413.6250,9.4050,689.2500,517.5000,6.3640,1398.0000,714.7500,12.9470,1710.0000,769.5000,9.4868,1221.7500,730.1250,4.5156,1627.5000,838.5000,10.7384,860.2500,655.8750,5.3692,856.5000,874.5000,34.6302,855.0000,628.5000,7.0755,876.0000,877.5000,4.8023,,,,,,,,,
91,1401.0000,478.1250,0.3750,1563.0000,271.8750,0.0000,1290.7500,238.1250,0.8385,1391.2500,609.0000,1.0607,979.5000,414.0000,1.5462,690.7500,517.1250,1.5462,1398.0000,715.1250,0.3750,1711.5000,769.5000,1.5000,1221.7500,730.5000,0.3750,1629.0000,837.7500,1.6771,859.5000,656.2500,0.8385,855.0000,873.7500,1.6771,855.7500,627.7500,1.0607,876.0000,875.2500,2.2500,,,,,,,,,
92,1401.0000,477.7500,0.3750,1563.0000,271.8750,0.0000,1290.7500,238.5000,0.3750,1392.0000,609.0000,0.7500,981.0000,415.1250,1.8750,692.2500,517.8750,1.6771,1397.2500,715.5000,0.8385,1711.5000,771.0000,1.5000,1222.5000,730.8750,0.8385,1629.0000,837.7500,0.0000,859.5000,657.3750,1.1250,854.2500,874.5000,1.0607,856.5000,628.5000,1.0607,877.5000,875.2500,1.5000,,,,,,,,,
93,1401.0000,478.1250,0.3750,1563.0000,271.8750,0.0000,1290.7500,238.5000,0.0000,1393.5000,609.3750,1.5462,981.7500,415.5000,0.8385,693.0000,517.5000,0.8385,1398.0000,715.5000,0.7500,1713.0000,771.0000,1.5000,1222.5000,731.2500,0.3750,1630.5000,838.5000,1.6771,859.5000,657.3750,0.0000,851.2500,873.7500,3.0923,856.5000,627.7500,0.7500,875.2500,874.5000,2.3717,,,,,,,,,
94,1401.7500,478.5000,0.8385,1563.0000,272.4375,0.5625,1290.7500,239.2500,0.7500,1392.7500,609.7500,0.8385,981.0000,415.5000,0.7500,693.0000,517.8750,0.3750,1398.0000,716.2500,0.7500,1711.5000,771.7500,1.6771,1223.2500,732.0000,1.0607,1630.5000,838.5000,0.0000,858.7500,658.1250,1.0607,849.7500,874.5000,1.6771,857.2500,628.5000,1.0607,875.2500,874.5000,0.0000,,,,,,,,,
95,1401.7500,479.6250,1.1250,1563.0000,272.4375,0.0000,1290.7500,239.6250,0.3750,1392.0000,609.7500,0.7500,982.5000,415.5000,1.5000,692.2500,518.2500,0.8385,1396.5000,716.2500,1.5000,1713.0000,772.5000,1.6771,1223.2500,732.7500,0.7500,1632.0000,838.5000,1.5000,855.0000,658.8750,3.8243,847.5000,874.5000,2.2500,856.5000,629.2500,1.0607,877.5000,874.5000,2.2500,,,,,,,,,
96,1402.5000,480.3750,1.0607,1563.0000,273.0000,0.5625,1291.5000,240.0000,0.8385,1392.0000,610.1250,0.3750,983.2500,415.5000,0.7500,692.2500,518.2500,0.0000,1397.2500,716.2500,0.7500,1713.0000,772.5000,0.0000,1224.0000,732.7500,0.7500,1632.0000,838.5000,0.0000,856.5000,658.1250,1.6771,853.5000,876.0000,6.1847,856.5000,630.0000,0.7500,879.0000,877.5000,3.3541,,,,,,,,,
97,1402.5000,481.5000,1.1250,1563.0000,272.8125,0.1875,1291.5000,240.0000,0.0000,1393.5000,610.5000,1.5462,984.7500,415.1250,1.5462,693.0000,519.3750,1.3521,1398.7500,717.0000,1.6771,1713.0000,772.5000,0.0000,1225.5000,733.5000,1.6771,1632.0000,839.2500,0.7500,856.5000,658.8750,0.7500,852.7500,876.0000,0.7500,856.5000,630.0000,0.0000,881.2500,875.2500,3.1820,,,,,,,,,
98,1404.0000,481.8750,1.5462,1563.0000,273.3750,0.5625,1291.5000,240.3750,0.3750,1393.5000,610.5000,0.0000,984.7500,415.5000,0.3750,693.0000,519.0000,0.3750,1401.0000,716.6250,2.2810,1714.5000,772.5000,1.5000,1226.2500,732.7500,1.0607,1632.0000,840.0000,0.7500,858.0000,658.5000,1.5462,852.0000,876.7500,1.0607,856.5000,628.8750,1.1250,880.5000,874.5000,1.0607,,,,,,,,,
99,1404.0000,481.8750,0.0000,1564.5000,273.5625,1.5117,1292.2500,240.3750,0.7500,1396.5000,609.7500,3.0923,987.7500,415.5000,3.0000,694.5000,517.8750,1.8750,1402.5000,715.8750,1.6771,1714.5000,771.7500,0.7500,1227.7500,732.0000,1.6771,1632.0000,840.7500,0.7500,858.0000,657.7500,0.7500,849.0000,877.5000,3.0923,856.5000,627.3750,1.5000,880.5000,874.5000,0.0000,,,,,,,,,
100,1405.5000,480.3750,2.1213,1564.5000,273.5625,0.0000,1293.0000,240.7500,0.8385,1396.5000,609.3750,0.3750,988.5000,416.2500,1.0607,694.5000,516.7500,1.1250,1401.7500,715.5000,0.8385,1714.5000,771.0000,0.7500,1227.0000,730.5000,1.6771,1632.0000,840.7500,0.0000,858.7500,657.3750,0.8385,849.0000,878.2500,0.7500,857.2500,626.2500,1.3521,879.7500,875.2500,1.0607,,,,,,,,,
101,1404.7500,479.2500,1.3521,1566.0000,274.1250,1.6020,1293.0000,240.7500,0.0000,1396.5000,609.7500,0.3750,988.5000,417.0000,0.7500,694.5000,516.7500,0.0000,1401.7500,715.5000,0.0000,1714.5000,771.0000,0.0000,1227.0000,730.1250,0.3750,1632.0000,840.0000,0.7500,859.5000,657.3750,0.7500,850.5000,879.7500,2.1213,857.2500,625.5000,0.7500,881.2500,876.0000,1.6771,,,,,,,,,
102,1404.7500,478.5000,0.7500,1566.0000,273.3750,0.7500,1293.0000,240.7500,0.0000,1398.0000,609.3750,1.5462,989.2500,417.3750,0.8385,696.0000,516.7500,1.5000,1402.5000,715.1250,0.8385,1714.5000,771.0000,0.0000,1228.5000,730.1250,1.5000,1632.0000,840.0000,0.0000,859.5000,657.3750,0.0000,850.5000,879.0000,0.7500,856.5000,625.5000,0.7500,880.5000,873.7500,2.3717,,,,,,,,,
103,1405.5000,477.7500,1.0607,1566.0000,272.6250,0.7500,1293.0000,241.1250,0.3750,1399.5000,609.7500,1.5462,991.5000,417.7500,2.2810,697.5000,517.1250,1.5462,1401.0000,715.8750,1.6771,1716.0000,772.5000,2.1213,1230.0000,731.2500,1.8750,1633.5000,840.7500,1.6771,858.0000,658.5000,1.8750,848.2500,878.2500,2.3717,858.7500,625.5000,2.2500,885.0000,872.2500,4.7434,,,,,,,,,
104,1407.0000,476.6250,1.8750,1566.0000,272.0625,0.5625,1293.7500,240.7500,0.8385,1401.0000,610.1250,1.5462,991.5000,417.7500,0.0000,698.2500,517.8750,1.0607,1402.5000,715.8750,1.5000,1716.0000,772.5000,0.0000,1230.0000,730.8750,0.3750,1633.5000,840.7500,0.0000,859.5000,659.6250,1.8750,846.7500,880.5000,2.7042,859.5000,625.5000,0.7500,882.7500,873.0000,2.3717,,,,,,,,,
105,1407.7500,477.7500,1.3521,1566.0000,272.4375,0.3750,1294.5000,240.7500,0.7500,1399.5000,610.1250,1.5000,990.7500,418.5000,1.0607,698.2500,517.8750,0.0000,1402.5000,716.2500,0.3750,1716.0000,772.5000,0.0000,1230.0000,731.6250,0.7500,1635.0000,840.0000,1.6771,859.5000,660.3750,0.7500,847.5000,880.5000,0.7500,859.5000,625.5000,0.0000,885.0000,873.0000,2.2500,,,,,,,,,
106,1408.5000,479.2500,1.6771,1567.5000,273.5625,1.8750,1295.2500,241.5000,1.0607,1398.0000,610.1250,1.5000,991.5000,417.7500,1.0607,698.2500,517.5000,0.3750,1404.0000,716.6250,1.5462,1716.0000,771.7500,0.7500,1230.7500,732.0000,0.8385,1636.5000,838.5000,2.1213,861.0000,659.6250,1.6771,852.7500,880.5000,5.2500,859.5000,625.5000,0.0000,885.7500,872.2500,1.0607,,,,,,,,,
107,1410.0000,479.6250,1.5462,1567.5000,274.3125,0.7500,1296.7500,241.5000,1.5000,1399.5000,610.1250,1.5000,993.7500,418.5000,2.3717,699.7500,518.6250,1.8750,1404.0000,717.0000,0.3750,1716.0000,772.5000,0.7500,1231.5000,732.7500,1.0607,1636.5000,839.2500,0.7500,859.5000,660.0000,1.5462,851.2500,879.7500,1.6771,861.0000,626.2500,1.6771,886.5000,871.5000,1.0607,,,,,,,,,
108,1410.0000,479.2500,0.3750,1567.5000,274.5000,0.1875,1297.5000,241.5000,0.7500,1399.5000,610.8750,0.7500,995.2500,419.2500,1.6771,699.7500,517.5000,1.1250,1403.2500,717.0000,0.7500,1716.0000,774.0000,1.5000,1231.5000,731.2500,1.5000,1635.0000,840.0000,1.6771,859.5000,659.2500,0.7500,851.2500,880.5000,0.7500,861.0000,625.5000,0.7500,889.5000,873.0000,3.3541,,,,,,,,,
109,1410.0000,480.7500,1.5000,1569.0000,274.5000,1.5000,1299.0000,241.5000,1.5000,1400.2500,611.6250,1.0607,994.5000,419.2500,0.7500,700.5000,518.6250,1.3521,1404.0000,717.3750,0.8385,1714.5000,774.0000,1.5000,1232.2500,732.7500,1.6771,1636.5000,840.0000,1.5000,861.7500,658.8750,2.2810,856.5000,879.0000,5.4601,861.7500,627.7500,2.3717,888.0000,873.0000,1.5000,,,,,,,,,
110,1410.7500,481.5000,1.0607,1569.0000,274.1250,0.3750,1299.0000,241.8750,0.3750,1402.5000,612.3750,2.3717,997.5000,420.0000,3.0923,701.2500,520.5000,2.0194,1405.5000,717.7500,1.5462,1716.0000,773.2500,1.6771,1233.7500,734.2500,2.1213,1638.0000,840.0000,1.5000,862.5000,660.3750,1.6771,858.0000,879.7500,1.6771,863.2500,627.7500,1.5000,892.5000,870.7500,5.0312,,,,,,,,,
111,1412.2500,481.5000,1.5000,1569.0000,274.3125,0.1875,1299.7500,242.2500,0.8385,1401.7500,612.0000,0.8385,996.7500,420.7500,1.0607,702.0000,520.8750,0.8385,1406.2500,717.7500,0.7500,1716.0000,771.0000,2.2500,1233.0000,734.2500,0.7500,1638.0000,841.5000,1.5000,865.5000,661.5000,3.2040,861.7500,882.0000,4.3732,863.2500,626.6250,1.1250,893.2500,870.7500,0.7500,,,,,,,,,
112,1411.5000,481.1250,0.8385,1569.0000,273.9375,0.3750,1299.0000,241.8750,0.8385,1404.0000,613.5000,2.7042,999.7500,422.2500,3.3541,703.5000,519.3750,2.1213,1408.5000,718.5000,2.3717,1719.0000,773.2500,3.7500,1233.0000,735.0000,0.7500,1638.0000,841.5000,0.0000,866.2500,661.1250,0.8385,858.7500,881.2500,3.0923,864.0000,624.7500,2.0194,893.2500,868.5000,2.2500,,,,,,,,,
113,1412.2500,481.5000,0.8385,1573.5000,273.1875,4.5621,1299.0000,236.2500,5.6250,1405.5000,610.8750,3.0233,998.2500,427.5000,5.4601,699.7500,520.5000,3.9151,1414.5000,720.7500,6.4080,1728.0000,776.2500,9.4868,1233.7500,734.2500,1.0607,1648.5000,843.0000,10.6066,858.0000,661.5000,8.2585,873.7500,875.2500,16.1555,861.0000,626.2500,3.3541,886.5000,867.0000,6.9147,,,,,,,,,
114,1413.7500,481.5000,1.5000,1573.5000,273.0000,0.1875,1299.0000,236.4375,0.1875,1404.7500,610.5000,0.8385,999.7500,427.8750,1.5462,701.2500,520.5000,1.5000,1415.2500,721.1250,0.8385,1728.0000,777.0000,0.7500,1234.5000,733.5000,1.0607,1650.0000,843.0000,1.5000,859.5000,661.8750,1.5462,874.5000,877.5000,2.3717,862.5000,625.8750,1.5462,887.2500,869.2500,2.3717,,,,,,,,,
115,1413.0000,483.0000,1.6771,1575.0000,273.3750,1.5462,1300.5000,235.6875,1.6771,1402.5000,610.5000,2.2500,1000.5000,428.2500,0.8385,702.0000,520.5000,0.7500,1413.7500,721.8750,1.6771,1728.0000,780.7500,3.7500,1233.7500,732.7500,1.0607,1648.5000,843.0000,1.5000,860.2500,660.7500,1.3521,879.0000,877.5000,4.5000,865.5000,627.3750,3.3541,890.2500,874.5000,6.0467,,,,,,,,,
116,1413.7500,483.0000,0.7500,1576.5000,276.0000,3.0233,1301.2500,237.3750,1.8467,1402.5000,610.5000,0.0000,1000.5000,429.7500,1.5000,703.5000,519.7500,1.6771,1416.0000,721.8750,2.2500,1729.5000,780.0000,1.6771,1235.2500,732.0000,1.6771,1647.0000,843.0000,1.5000,863.2500,660.7500,3.0000,884.2500,879.0000,5.4601,867.0000,626.6250,1.6771,891.0000,876.0000,1.6771,,,,,,,,,
117,1414.5000,483.7500,1.0607,1576.5000,277.1250,1.1250,1302.0000,238.1250,1.0607,1402.5000,610.5000,0.0000,1001.2500,430.5000,1.0607,703.5000,519.3750,0.3750,1416.7500,722.2500,0.8385,1731.0000,780.0000,1.5000,1236.0000,733.5000,1.6771,1650.0000,842.2500,3.0923,864.0000,660.7500,0.7500,882.7500,879.0000,1.5000,866.2500,625.1250,1.6771,889.5000,873.7500,2.7042,,,,,,,,,
