frame_idx,timestamp_sec,detected,body_scale_px,active_kpts,mean_kpt_conf,displacement_px,activity_value,activity_score,abnormal,behavior_id,behavior_label,gcn_confidence
0,0.000,1,0.00,16,0.9476,0.0000,0,0,0,-1,LOW CONF,0.0000
1,0.033,1,258.18,17,0.9482,9.0160,9,4,1,-1,LOW CONF,0.0000
2,0.067,1,263.37,16,0.9441,8.6877,14,8,1,-1,LOW CONF,0.0000
3,0.100,1,263.34,16,0.9476,2.4085,11,8,1,-1,LOW CONF,0.0000
4,0.133,1,265.67,16,0.9425,3.1227,9,9,1,-1,LOW CONF,0.0000
5,0.167,1,269.06,16,0.9419,4.2900,9,9,1,-1,LOW CONF,0.0000
6,0.200,1,267.31,16,0.9458,3.1650,9,9,1,-1,LOW CONF,0.0000
7,0.233,1,267.09,16,0.9455,3.6641,9,9,1,-1,LOW CONF,0.0000
8,0.267,1,266.05,16,0.9513,4.2172,9,9,1,-1,LOW CONF,0.0000
9,0.300,1,267.38,16,0.9462,5.8007,11,9,1,-1,LOW CONF,0.0000
10,0.333,1,271.22,16,0.9463,3.2787,10,9,1,-1,LOW CONF,0.0000
11,0.367,1,270.85,16,0.9422,3.3777,9,9,1,-1,LOW CONF,0.0000
12,0.400,1,269.26,16,0.9382,5.5125,11,9,1,-1,LOW CONF,0.0000
13,0.433,1,269.26,16,0.9342,3.6834,10,9,1,-1,LOW CONF,0.0000
14,0.467,1,271.04,16,0.9301,3.6502,9,9,1,-1,LOW CONF,0.0000
15,0.500,1,270.83,16,0.9271,2.6593,8,9,1,-1,LOW CONF,0.0000
16,0.533,1,270.02,16,0.9353,4.9601,9,9,1,-1,LOW CONF,0.6064
17,0.567,1,266.53,16,0.9346,2.5550,8,9,1,-1,LOW CONF,0.6064
18,0.600,1,266.80,16,0.9326,3.2866,8,9,1,-1,LOW CONF,0.4971
19,0.633,1,265.00,16,0.9348,2.3797,7,9,1,-1,LOW CONF,0.4971
20,0.667,1,264.39,16,0.9334,2.5350,7,9,1,-1,LOW CONF,0.5569
21,0.700,1,262.00,16,0.9336,3.0690,7,9,1,-1,LOW CONF,0.5569
22,0.733,1,266.94,17,0.9555,7.8708,12,9,1,-1,LOW CONF,0.6017
23,0.767,1,270.67,17,0.9480,5.3907,12,9,1,-1,LOW CONF,0.6017
24,0.800,1,272.62,17,0.9403,3.8269,11,9,1,-1,LOW CONF,0.7612
