date,time,behavior_id,behavior_name,duration_sec,activity
2026-05-05,19:58:22,1,舔舐,2.1,16
2026-05-05,19:58:24,1,舔舐,2.1,7
2026-05-05,19:58:27,1,舔舐,2.1,5
2026-05-05,19:58:29,1,舔舐,2.1,16
2026-05-05,19:58:31,1,舔舐,2.1,19
2026-05-05,19:58:33,1,舔舐,2.1,20
2026-05-05,19:58:35,1,舔舐,2.0,24
2026-05-05,19:58:37,1,舔舐,2.3,16
2026-05-05,19:58:39,1,舔舐,2.0,6
2026-05-05,19:58:41,1,舔舐,2.1,20
2026-05-05,19:58:43,1,舔舐,2.0,20
2026-05-05,19:58:45,1,舔舐,2.0,15
2026-05-05,19:58:48,1,舔舐,2.1,18
2026-05-05,19:58:50,1,舔舐,2.3,14
2026-05-05,19:58:52,1,舔舐,2.0,8
2026-05-05,19:58:54,1,舔舐,2.1,9
2026-05-05,19:58:56,1,舔舐,2.1,15
2026-05-05,19:58:58,1,舔舐,2.0,19
2026-05-05,19:59:00,1,舔舐,2.1,25
2026-05-05,19:59:02,1,舔舐,2.3,16
2026-05-05,19:59:04,1,舔舐,2.0,7
2026-05-05,19:59:07,1,舔舐,2.1,3
2026-05-05,19:59:09,1,舔舐,2.2,6
2026-05-05,19:59:11,1,舔舐,2.0,15
2026-05-05,19:59:13,1,舔舐,2.1,15
