video_index,video_name,behavior,frame,time_sec,max_cv,top3_cv,max_seg,avg_body_size_px,midback_offset_ratio
3,7月3日 (2)(1),scratch,114,3.8,0.20078925788402557,0.14292744298775992,LHKnee-LHPaw,660.608154296875,0.12131441384553909
3,7月3日 (2)(1),scratch,116,3.867,0.20293459296226501,0.1511047507325808,LHKnee-LHPaw,665.5123901367188,0.1334252506494522
3,7月3日 (2)(1),scratch,118,3.933,0.176012322306633,0.14308495571215948,LHKnee-LHPaw,672.2720947265625,0.14611424505710602
3,7月3日 (2)(1),scratch,120,4.0,0.12369836866855621,0.11225934326648712,Nose-Chest,677.4839477539062,0.1597493439912796
3,7月3日 (2)(1),scratch,122,4.067,0.10595491528511047,0.09393751621246338,Nose-Chest,685.9832763671875,0.1695834845304489
3,7月3日 (2)(1),scratch,124,4.133,0.0743606761097908,0.07023694117863973,Nose-Chest,694.866943359375,0.17770835757255554
3,7月3日 (2)(1),scratch,126,4.2,0.061396513134241104,0.05890871460239092,Nose-Chest,703.352783203125,0.18441630899906158
3,7月3日 (2)(1),scratch,128,4.267,0.05912391468882561,0.05155162761608759,Nose-Chest,709.43115234375,0.19025227427482605
3,7月3日 (2)(1),scratch,130,4.333,0.050911013036966324,0.042393614848454796,Nose-Chest,713.0736083984375,0.19554154574871063
3,7月3日 (2)(1),scratch,132,4.4,0.0634671002626419,0.04862560455997785,LFElb-LFPaw,712.4445190429688,0.19945015013217926
3,7月3日 (2)(1),scratch,134,4.467,0.07493129372596741,0.05140324433644613,LFElb-LFPaw,712.4437255859375,0.20259308815002441
3,7月3日 (2)(1),scratch,136,4.533,0.07883986830711365,0.05420593048135439,LFElb-LFPaw,712.9492797851562,0.20483380556106567
3,7月3日 (2)(1),scratch,138,4.6,0.07688838243484497,0.05455031991004944,LFElb-LFPaw,712.955078125,0.20663097500801086
3,7月3日 (2)(1),scratch,140,4.667,0.0685662180185318,0.05136875435709953,LFElb-LFPaw,712.189697265625,0.20830105245113373
3,7月3日 (2)(1),scratch,142,4.733,0.049744147807359695,0.04208028937379519,LFElb-LFPaw,710.3714599609375,0.20951560139656067
3,7月3日 (2)(1),scratch,144,4.8,0.038611575961112976,0.029734413449962933,Hip-LHKnee,708.7617797851562,0.20934447646141052
3,7月3日 (2)(1),scratch,146,4.867,0.012328309006989002,0.011884306247035662,Hip-LHKnee,708.410400390625,0.2083360254764557
3,7月3日 (2)(1),scratch,148,4.933,0.024229470640420914,0.017991507115463417,Hip-LHKnee,711.4786376953125,0.20703497529029846
3,7月3日 (2)(1),scratch,150,5.0,0.03861212730407715,0.02768489345908165,Hip-LHKnee,714.75830078125,0.20527474582195282
3,7月3日 (2)(1),scratch,152,5.067,0.047448839992284775,0.03280822498102983,Hip-LHKnee,716.963623046875,0.20395642518997192
3,7月3日 (2)(1),scratch,154,5.133,0.05115357041358948,0.03504825880130132,Hip-LHKnee,718.7532958984375,0.20287932455539703
