model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9457,0.1520,4.151,15.080,0.0169
old,1,Left_Ear,0.9810,0.0239,4.218,15.653,0.0000
old,2,Right_Ear,0.9598,0.0771,4.320,15.322,0.0000
old,3,Chest,0.9987,0.0018,2.673,9.905,0.0000
old,4,Mid_Back,0.9992,0.0017,2.911,10.940,0.0000
old,5,Hip,1.0000,0.0001,2.737,10.414,0.0000
old,6,LF_Elbow,0.9810,0.1014,3.559,13.684,0.0064
old,7,LF_Paw,0.9789,0.0635,5.870,26.103,0.0000
old,8,RF_Elbow,0.9984,0.0079,3.600,14.713,0.0000
old,9,RF_Paw,0.9871,0.0377,5.720,26.919,0.0000
old,10,LH_Knee,0.9526,0.1774,3.503,13.573,0.0309
old,11,LH_Paw,0.9592,0.1574,6.646,26.275,0.0380
old,12,RH_Knee,0.9960,0.0179,3.635,15.209,0.0000
old,13,RH_Paw,0.9910,0.0395,6.421,29.448,0.0000
old,14,Tail_Root,0.9992,0.0026,3.046,11.128,0.0000
old,15,Tail_Mid,0.9971,0.0122,3.675,12.858,0.0000
old,16,Tail_Tip,0.9371,0.1559,6.245,22.397,0.0067
new,0,Nose,0.9326,0.1774,4.181,15.729,0.0189
new,1,Left_Ear,0.9778,0.0341,4.321,15.661,0.0000
new,2,Right_Ear,0.9592,0.0656,4.196,15.202,0.0000
new,3,Chest,0.9986,0.0024,2.663,10.076,0.0000
new,4,Mid_Back,0.9995,0.0007,2.830,10.279,0.0000
new,5,Hip,1.0000,0.0002,2.641,10.053,0.0000
new,6,LF_Elbow,0.9892,0.0659,3.505,14.117,0.0000
new,7,LF_Paw,0.9825,0.0556,5.769,26.276,0.0000
new,8,RF_Elbow,0.9991,0.0025,3.563,14.622,0.0000
new,9,RF_Paw,0.9880,0.0319,5.823,26.907,0.0000
new,10,LH_Knee,0.9611,0.1463,3.443,13.258,0.0113
new,11,LH_Paw,0.9675,0.1225,6.537,26.924,0.0064
new,12,RH_Knee,0.9953,0.0263,3.549,14.687,0.0000
new,13,RH_Paw,0.9864,0.0583,6.192,26.712,0.0040
new,14,Tail_Root,0.9969,0.0129,3.029,11.203,0.0000
new,15,Tail_Mid,0.9948,0.0197,3.711,13.134,0.0000
new,16,Tail_Tip,0.9315,0.1687,6.302,21.901,0.0129
