model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_15.mp4,280,280,0,0.9892,0.0072,7.084,11.274,25.258,124.746,0.0000,0.0000,0.0000,0.0000
old,walk,walk_19.mp4,982,982,0,0.9889,0.0055,8.495,9.669,23.192,156.126,0.0000,0.0000,0.0000,0.0000
old,walk,walk_20.mp4,121,121,0,0.9985,0.0005,11.242,14.104,33.184,233.294,0.0000,0.0000,0.0000,0.0000
old,walk,walk_21.mp4,206,206,0,0.9940,0.0059,19.275,19.796,53.184,209.732,0.0000,0.0000,0.0000,0.0000
old,lick,lick_60.mp4,240,240,0,0.9986,0.0003,1.422,1.637,4.524,14.835,0.0000,0.0000,0.0000,0.0000
old,lick,lick_61.mp4,240,240,0,0.9972,0.0006,2.232,2.695,7.533,24.369,0.0000,0.0000,0.0000,0.0000
old,lick,lick_62.mp4,240,240,0,0.9948,0.0021,1.494,2.882,5.672,87.295,0.0000,0.0000,0.0000,0.0000
old,lick,lick_70.mp4,240,240,0,0.9948,0.0011,2.914,3.474,9.930,45.547,0.0000,0.0000,0.0000,0.0000
old,lick,lick_74.mp4,178,178,0,0.9967,0.0009,2.645,3.709,10.693,26.345,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_27.mp4,240,240,0,0.9351,0.0300,2.296,4.643,10.088,71.628,0.0000,0.0000,0.1698,0.0056
old,scratch,scratch_32.mp4,240,240,0,0.9787,0.0106,4.050,7.294,16.123,132.716,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_33.mp4,240,240,0,0.9922,0.0042,2.768,6.045,11.358,98.102,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_39.mp4,240,240,0,0.9727,0.0125,3.258,6.128,13.029,110.149,0.0000,0.0000,0.0000,0.0056
old,shake,shake_49.mp4,240,240,0,0.9863,0.0335,3.520,9.070,13.410,130.614,0.0000,0.0000,0.0000,0.0000
old,shake,shake_50.mp4,240,240,0,0.9984,0.0011,2.368,7.231,8.900,161.722,0.0000,0.0000,0.0000,0.0000
old,shake,shake_51.mp4,240,240,0,0.9978,0.0015,2.048,5.424,8.853,95.480,0.0000,0.0000,0.0000,0.0000
old,shake,shake_57.mp4,240,240,0,0.9978,0.0016,2.336,5.424,8.926,84.324,0.0000,0.0000,0.0000,0.0000
old,shake,shake_58.mp4,240,240,0,0.9960,0.0032,1.343,2.985,6.077,42.938,0.0000,0.0000,0.0000,0.0000
old,shake,shake_63.mp4,240,240,0,0.9967,0.0022,2.497,5.539,9.560,82.550,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9797,0.0169,4.440,9.634,15.914,256.124,0.0000,0.4383,0.0000,0.0470
old,stop,stop_3.mp4,248,248,0,0.9801,0.0078,2.773,4.423,8.026,109.950,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9961,0.0001,0.773,1.427,3.120,17.943,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9914,0.0013,2.035,5.537,6.318,88.538,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9984,0.0000,0.460,0.523,1.217,8.719,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9958,0.0002,1.481,2.374,5.613,21.461,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.8772,0.0178,1.860,3.916,6.184,81.386,0.0000,0.0000,0.0772,0.0000
new,walk,walk_15.mp4,280,280,0,0.9906,0.0071,7.146,11.444,26.624,120.492,0.0000,0.0000,0.0000,0.0000
new,walk,walk_19.mp4,982,982,0,0.9823,0.0088,8.273,8.801,22.533,156.545,0.0000,0.0000,0.0000,0.0000
new,walk,walk_20.mp4,121,121,0,0.9984,0.0003,10.903,14.259,33.976,238.225,0.0000,0.0000,0.0000,0.0000
new,walk,walk_21.mp4,206,206,0,0.9956,0.0047,19.181,19.869,51.439,251.339,0.0000,0.0000,0.0000,0.0000
new,lick,lick_60.mp4,240,240,0,0.9978,0.0007,1.178,1.465,3.804,14.544,0.0000,0.0000,0.0000,0.0000
new,lick,lick_61.mp4,240,240,0,0.9948,0.0010,1.946,2.560,6.789,24.888,0.0000,0.0000,0.0000,0.0000
new,lick,lick_62.mp4,240,240,0,0.9951,0.0010,1.517,2.784,5.332,81.612,0.0000,0.0000,0.0000,0.0000
new,lick,lick_70.mp4,240,240,0,0.9967,0.0012,2.646,3.321,9.282,51.551,0.0000,0.0000,0.0000,0.0000
new,lick,lick_74.mp4,178,178,0,0.9965,0.0005,2.389,3.274,9.023,28.584,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_27.mp4,240,240,0,0.9300,0.0304,2.172,4.323,9.383,70.892,0.0000,0.0000,0.0417,0.0125
new,scratch,scratch_32.mp4,240,240,0,0.9866,0.0080,3.645,7.188,14.078,128.564,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_33.mp4,240,240,0,0.9966,0.0011,2.725,5.890,11.178,98.545,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_39.mp4,240,240,0,0.9764,0.0140,3.171,6.171,12.595,107.422,0.0000,0.0000,0.0000,0.0681
new,shake,shake_49.mp4,240,240,0,0.9850,0.0303,3.238,8.684,12.255,121.643,0.0000,0.0000,0.0260,0.0000
new,shake,shake_50.mp4,240,240,0,0.9987,0.0010,2.230,7.493,7.803,172.057,0.0000,0.0000,0.0000,0.0000
new,shake,shake_51.mp4,240,240,0,0.9977,0.0010,1.875,4.785,7.822,98.511,0.0000,0.0000,0.0000,0.0000
new,shake,shake_57.mp4,240,240,0,0.9982,0.0019,2.176,6.172,7.790,136.245,0.0000,0.0000,0.0000,0.0000
new,shake,shake_58.mp4,240,240,0,0.9970,0.0014,1.335,2.930,5.520,42.019,0.0000,0.0000,0.0000,0.0000
new,shake,shake_63.mp4,240,240,0,0.9964,0.0016,2.612,5.501,9.803,87.959,0.0000,0.0000,0.0000,0.0000
new,stop,stop_2.mp4,397,397,0,0.9822,0.0130,4.876,10.909,17.306,277.141,0.0000,0.4660,0.0000,0.0294
new,stop,stop_3.mp4,248,248,0,0.9747,0.0161,2.622,4.272,7.532,114.055,0.0000,0.0000,0.0000,0.0000
new,stop,stop_36.mp4,50,50,0,0.9973,0.0002,0.654,1.471,2.098,30.085,0.0000,0.0000,0.0000,0.0000
new,stop,stop_48.mp4,55,55,0,0.9949,0.0008,2.382,5.601,9.389,92.674,0.0000,0.0000,0.0000,0.0000
new,stop,stop_6.mp4,285,285,0,0.9985,0.0001,0.491,0.705,1.307,18.391,0.0000,0.0000,0.0000,0.0000
new,stop,stop_71.mp4,92,92,0,0.9963,0.0004,2.167,4.089,11.592,29.634,0.0000,0.0000,0.0000,0.0000
new,stop,stop_75.mp4,230,230,0,0.8421,0.0489,3.552,6.660,16.366,101.891,0.0000,0.0261,0.0000,0.0014
