model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9233,0.1841,4.146,15.085,0.0182
old,1,Left_Ear,0.9713,0.0372,4.342,15.988,0.0000
old,2,Right_Ear,0.9499,0.0761,4.430,16.223,0.0000
old,3,Chest,0.9979,0.0053,2.676,9.979,0.0000
old,4,Mid_Back,0.9990,0.0014,2.886,10.701,0.0000
old,5,Hip,0.9999,0.0004,2.594,9.849,0.0000
old,6,LF_Elbow,0.9848,0.0792,3.612,14.136,0.0000
old,7,LF_Paw,0.9752,0.0602,6.096,26.387,0.0000
old,8,RF_Elbow,0.9969,0.0131,3.603,15.036,0.0000
old,9,RF_Paw,0.9715,0.0719,5.823,27.515,0.0000
old,10,LH_Knee,0.9768,0.1137,3.294,12.770,0.0129
old,11,LH_Paw,0.9800,0.0864,6.434,27.167,0.0007
old,12,RH_Knee,0.9949,0.0183,3.505,14.630,0.0000
old,13,RH_Paw,0.9847,0.0452,6.271,27.691,0.0000
old,14,Tail_Root,0.9977,0.0073,2.997,11.568,0.0000
old,15,Tail_Mid,0.9918,0.0225,3.997,14.470,0.0000
old,16,Tail_Tip,0.9069,0.1955,6.374,22.138,0.0393
new,0,Nose,0.9536,0.1572,4.113,15.240,0.0174
new,1,Left_Ear,0.9757,0.0455,4.285,16.019,0.0000
new,2,Right_Ear,0.9606,0.0768,4.135,15.308,0.0000
new,3,Chest,0.9985,0.0032,2.610,10.096,0.0000
new,4,Mid_Back,0.9995,0.0009,2.661,10.275,0.0000
new,5,Hip,1.0000,0.0001,2.560,10.081,0.0000
new,6,LF_Elbow,0.9725,0.1454,3.530,14.207,0.0224
new,7,LF_Paw,0.9688,0.1043,5.859,26.309,0.0092
new,8,RF_Elbow,0.9937,0.0469,3.690,15.246,0.0000
new,9,RF_Paw,0.9646,0.1202,5.991,27.243,0.0143
new,10,LH_Knee,0.9417,0.2171,3.529,14.352,0.0637
new,11,LH_Paw,0.9455,0.2005,6.560,27.756,0.0591
new,12,RH_Knee,0.9958,0.0215,3.448,14.667,0.0000
new,13,RH_Paw,0.9927,0.0423,6.160,28.951,0.0010
new,14,Tail_Root,0.9994,0.0020,2.871,10.937,0.0000
new,15,Tail_Mid,0.9978,0.0102,3.705,13.315,0.0000
new,16,Tail_Tip,0.9366,0.1612,6.286,21.159,0.0225
