model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9530,0.1565,7.786,26.294,0.0541
old,1,Left_Ear,0.9841,0.0466,8.618,32.280,0.0007
old,2,Right_Ear,0.9812,0.0697,7.850,29.403,0.0036
old,3,Chest,0.9976,0.0237,3.889,13.422,0.0002
old,4,Mid_Back,0.9984,0.0022,4.129,14.726,0.0000
old,5,Hip,0.9991,0.0071,4.451,15.561,0.0000
old,6,LF_Elbow,0.9984,0.0081,4.254,15.385,0.0000
old,7,LF_Paw,0.9915,0.0394,5.662,22.756,0.0002
old,8,RF_Elbow,0.9973,0.0108,4.290,15.271,0.0000
old,9,RF_Paw,0.9826,0.0466,5.350,20.837,0.0002
old,10,LH_Knee,0.9855,0.0751,4.501,16.274,0.0026
old,11,LH_Paw,0.9824,0.0740,7.680,30.033,0.0014
old,12,RH_Knee,0.9791,0.0929,4.674,17.816,0.0076
old,13,RH_Paw,0.9796,0.0735,7.350,29.957,0.0022
old,14,Tail_Root,0.9797,0.1040,4.954,18.899,0.0105
old,15,Tail_Mid,0.9732,0.1093,5.710,21.833,0.0122
old,16,Tail_Tip,0.8851,0.2302,8.573,31.930,0.0783
new,0,Nose,0.9532,0.1530,7.907,26.497,0.0516
new,1,Left_Ear,0.9788,0.0554,8.495,31.904,0.0000
new,2,Right_Ear,0.9794,0.0693,7.703,26.215,0.0032
new,3,Chest,0.9971,0.0280,3.831,13.659,0.0000
new,4,Mid_Back,0.9984,0.0020,4.074,14.077,0.0000
new,5,Hip,0.9981,0.0111,4.370,16.163,0.0000
new,6,LF_Elbow,0.9983,0.0063,4.047,15.300,0.0000
new,7,LF_Paw,0.9878,0.0550,5.369,21.965,0.0023
new,8,RF_Elbow,0.9965,0.0147,4.040,14.893,0.0000
new,9,RF_Paw,0.9811,0.0553,5.186,21.006,0.0009
new,10,LH_Knee,0.9775,0.0989,4.634,17.720,0.0036
new,11,LH_Paw,0.9751,0.0954,7.571,30.721,0.0028
new,12,RH_Knee,0.9694,0.1135,4.453,17.265,0.0063
new,13,RH_Paw,0.9717,0.0955,6.897,28.719,0.0026
new,14,Tail_Root,0.9722,0.1311,4.910,18.152,0.0136
new,15,Tail_Mid,0.9667,0.1290,5.560,21.122,0.0141
new,16,Tail_Tip,0.8637,0.2561,8.571,32.473,0.0970
