model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,7月7日 (8)(1).mp4,126,126,0,0.9895,0.0102,10.271,9.482,26.632,112.971,0.0000,0.0000,0.0000,0.0000
old,walk,7月7日 (8)(3).mp4,200,200,0,0.9352,0.0601,12.807,14.540,36.588,205.818,0.0000,0.0850,0.0063,0.1400
old,walk,7月7日 (8).mp4,94,94,0,0.9348,0.0536,24.203,22.046,60.899,236.242,0.0000,0.0000,0.0160,0.1383
old,lick,7月3日(1).mp4,135,135,0,0.9940,0.0009,2.918,4.322,13.064,27.671,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9979,0.0002,1.901,2.565,6.889,20.880,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9985,0.0001,2.293,2.738,7.254,26.702,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9927,0.0012,1.933,2.607,6.772,38.420,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9906,0.0010,2.941,3.476,9.915,33.841,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9702,0.0137,6.053,9.420,20.422,120.164,0.0000,0.0000,0.0000,0.1290
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9859,0.0030,6.629,11.771,24.062,148.566,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9952,0.0011,5.574,8.777,21.771,160.005,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9891,0.0035,4.901,10.675,18.667,221.946,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9968,0.0015,5.785,10.095,20.325,248.442,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(1).mp4,105,105,0,0.9961,0.0029,4.258,10.329,15.735,113.445,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(2).mp4,99,99,0,0.9946,0.0023,6.044,14.821,22.884,193.716,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(3).mp4,102,102,0,0.9737,0.0132,6.189,12.118,25.875,162.807,0.0000,0.0000,0.0000,0.3333
old,shake,7月7日 (5)(4).mp4,110,110,0,0.9971,0.0021,5.823,12.541,22.509,148.341,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(5).mp4,108,108,0,0.9967,0.0038,4.613,10.007,17.931,140.509,0.0000,0.0000,0.0000,0.0000
