Alpha,BBox_P95_Raw,BBox_P95_Smooth,BBox_Improvement_%,Mean_Keypoint_P95_Raw,Mean_Keypoint_P95_Smooth,Keypoint_Improvement_%,TailTip_P95_Raw,TailTip_P95_Smooth,Nose_P95_Raw,Nose_P95_Smooth
1.0,23.6602,23.6602,0.00,32.5344,32.5344,0.00,0.0000,0.0000,21.8149,21.8149
0.8,23.6602,19.7851,16.38,32.5344,30.7891,5.36,0.0000,0.0000,21.8149,20.0392
0.6,23.6602,17.9038,24.33,32.5344,29.0400,10.74,0.0000,0.0000,21.8149,19.7239
0.4,23.6602,12.6182,46.67,32.5344,27.5324,15.37,0.0000,0.0000,21.8149,17.3212
0.2,23.6602,7.0195,70.33,32.5344,26.2837,19.21,0.0000,0.0000,21.8149,16.1988
