model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_15.mp4,280,280,0,0.9908,0.0055,7.162,11.433,26.542,120.571,0.0000,0.0000,0.0000,0.0000
old,walk,walk_19.mp4,982,982,0,0.9856,0.0064,8.405,9.563,22.874,140.713,0.0000,0.0000,0.0000,0.0000
old,walk,walk_20.mp4,121,121,0,0.9983,0.0004,11.389,14.634,32.871,257.280,0.0000,0.0000,0.0000,0.0000
old,walk,walk_21.mp4,206,206,0,0.9924,0.0075,19.690,21.413,55.479,220.393,0.0000,0.0000,0.0000,0.0016
old,lick,lick_60.mp4,240,240,0,0.9981,0.0004,1.658,2.092,6.081,15.600,0.0000,0.0000,0.0000,0.0000
old,lick,lick_61.mp4,240,240,0,0.9952,0.0018,1.751,2.127,5.758,24.412,0.0000,0.0000,0.0000,0.0000
old,lick,lick_62.mp4,240,240,0,0.9968,0.0013,1.583,3.074,6.206,79.643,0.0000,0.0000,0.0000,0.0000
old,lick,lick_70.mp4,240,240,0,0.9934,0.0007,2.500,3.270,8.665,48.687,0.0000,0.0000,0.0000,0.0000
old,lick,lick_74.mp4,178,178,0,0.9955,0.0009,2.664,3.481,9.843,30.683,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_27.mp4,240,240,0,0.9198,0.0313,2.429,4.705,10.500,74.034,0.0000,0.0000,0.0281,0.0042
old,scratch,scratch_32.mp4,240,240,0,0.9910,0.0066,3.736,7.166,15.849,128.394,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_33.mp4,240,240,0,0.9945,0.0024,2.773,6.156,11.388,108.544,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch_39.mp4,240,240,0,0.9765,0.0143,3.251,5.842,12.591,93.563,0.0000,0.0000,0.0000,0.0444
old,shake,shake_49.mp4,240,240,0,0.9783,0.0376,3.368,7.953,13.136,120.220,0.0000,0.0000,0.0260,0.0000
old,shake,shake_50.mp4,240,240,0,0.9979,0.0012,2.726,7.663,10.714,184.655,0.0000,0.0000,0.0000,0.0000
old,shake,shake_51.mp4,240,240,0,0.9975,0.0033,2.053,5.571,8.786,96.246,0.0000,0.0000,0.0000,0.0000
old,shake,shake_57.mp4,240,240,0,0.9983,0.0013,2.271,5.573,8.786,94.115,0.0000,0.0000,0.0000,0.0000
old,shake,shake_58.mp4,240,240,0,0.9968,0.0029,1.286,3.240,5.587,54.400,0.0000,0.0000,0.0000,0.0000
old,shake,shake_63.mp4,240,240,0,0.9959,0.0033,2.455,4.929,9.421,67.281,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9881,0.0098,4.737,10.418,17.506,269.330,0.0000,0.4685,0.0000,0.0445
old,stop,stop_3.mp4,248,248,0,0.9796,0.0134,2.998,4.777,9.942,98.723,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9984,0.0000,0.612,1.125,2.126,17.737,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9944,0.0003,2.394,6.601,8.986,94.944,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9988,0.0000,0.429,0.463,1.195,8.378,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9948,0.0006,1.633,2.678,6.751,29.549,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.9083,0.0427,2.537,4.574,11.016,92.156,0.0000,0.2435,0.0315,0.0000
new,walk,walk_15.mp4,280,280,0,0.9867,0.0076,7.389,11.644,26.459,146.324,0.0000,0.0000,0.0000,0.0000
new,walk,walk_19.mp4,982,982,0,0.9858,0.0061,9.093,9.591,24.494,176.256,0.0000,0.0000,0.0000,0.0000
new,walk,walk_20.mp4,121,121,0,0.9985,0.0003,12.160,15.874,35.460,251.459,0.0000,0.0000,0.0000,0.0000
new,walk,walk_21.mp4,206,204,2,0.9901,0.0077,21.942,24.564,62.406,378.056,0.0097,0.0000,0.0000,0.0033
new,lick,lick_60.mp4,240,240,0,0.9976,0.0007,1.648,1.936,5.644,18.376,0.0000,0.0000,0.0000,0.0000
new,lick,lick_61.mp4,240,240,0,0.9957,0.0007,2.074,2.477,6.567,45.618,0.0000,0.0000,0.0000,0.0000
new,lick,lick_62.mp4,240,240,0,0.9966,0.0015,1.727,2.959,6.513,84.242,0.0000,0.0000,0.0000,0.0000
new,lick,lick_70.mp4,240,240,0,0.9971,0.0008,2.888,3.739,10.158,81.455,0.0000,0.0000,0.0000,0.0000
new,lick,lick_74.mp4,178,178,0,0.9954,0.0010,2.434,3.093,8.756,26.908,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_27.mp4,240,240,0,0.9503,0.0218,2.389,4.557,10.669,64.694,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_32.mp4,240,240,0,0.9958,0.0044,4.076,7.224,15.755,90.494,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_33.mp4,240,240,0,0.9939,0.0018,2.764,5.783,11.477,80.946,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch_39.mp4,240,240,0,0.9492,0.0179,3.400,6.101,13.366,100.783,0.0000,0.0000,0.0000,0.0069
new,shake,shake_49.mp4,240,240,0,0.9821,0.0444,3.658,8.431,12.890,117.037,0.0000,0.0000,0.0260,0.0236
new,shake,shake_50.mp4,240,240,0,0.9985,0.0005,2.248,6.086,8.516,162.058,0.0000,0.0000,0.0000,0.0000
new,shake,shake_51.mp4,240,240,0,0.9972,0.0010,2.017,4.655,8.085,72.518,0.0000,0.0000,0.0000,0.0000
new,shake,shake_57.mp4,240,240,0,0.9983,0.0022,2.293,6.003,8.310,100.290,0.0000,0.0000,0.0000,0.0000
new,shake,shake_58.mp4,240,240,0,0.9959,0.0033,1.300,2.852,5.336,44.057,0.0000,0.0000,0.0000,0.0000
new,shake,shake_63.mp4,240,240,0,0.9943,0.0028,2.686,5.030,10.219,73.025,0.0000,0.0000,0.0000,0.0000
new,stop,stop_2.mp4,397,397,0,0.9785,0.0151,5.397,10.669,19.965,261.997,0.0000,0.4534,0.0000,0.0118
new,stop,stop_3.mp4,248,248,0,0.9892,0.0055,2.990,3.789,9.652,40.192,0.0000,0.0000,0.0000,0.0000
new,stop,stop_36.mp4,50,50,0,0.9966,0.0002,1.303,2.498,6.358,20.545,0.0000,0.0000,0.0000,0.0000
new,stop,stop_48.mp4,55,55,0,0.9987,0.0002,2.464,7.020,8.619,116.723,0.0000,0.0000,0.0000,0.0000
new,stop,stop_6.mp4,285,285,0,0.9965,0.0003,0.702,0.875,2.016,12.585,0.0000,0.0000,0.0000,0.0000
new,stop,stop_71.mp4,92,92,0,0.9975,0.0002,1.716,2.694,7.364,25.093,0.0000,0.0000,0.0000,0.0000
new,stop,stop_75.mp4,230,230,0,0.8706,0.0495,3.180,5.319,12.387,93.164,0.0000,0.2174,0.0000,0.0000
