frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,shake
2,0.0054,0.0000,0,1,shake
3,0.0037,0.0046,1,1,shake
4,0.0029,0.0040,1,1,shake
5,0.0040,0.0040,1,1,shake
6,0.0035,0.0039,1,1,shake
7,0.0031,0.0038,1,1,shake
8,0.0037,0.0038,1,1,shake
9,0.0041,0.0038,1,1,shake
10,0.0042,0.0038,1,1,shake
11,0.0042,0.0039,1,1,shake
12,0.0047,0.0040,1,1,shake
13,0.0210,0.0054,1,1,shake
14,0.0030,0.0052,1,1,shake
15,0.0021,0.0050,1,1,shake
16,0.0024,0.0048,1,1,shake
17,0.0022,0.0046,1,1,shake
18,0.0021,0.0045,1,1,shake
19,0.0014,0.0043,1,1,shake
20,0.0023,0.0042,1,1,shake
21,0.0018,0.0041,1,1,shake
22,0.0016,0.0040,1,1,shake
23,0.0015,0.0039,1,1,shake
24,0.0021,0.0038,1,1,shake
25,0.0019,0.0037,1,1,shake
26,0.0179,0.0043,1,1,shake
27,0.0017,0.0042,1,1,shake
28,0.0013,0.0041,1,1,shake
29,0.0014,0.0040,1,1,shake
30,0.0015,0.0039,1,1,shake
31,0.0010,0.0038,1,1,shake
32,0.0008,0.0036,1,1,shake
33,0.0024,0.0036,1,1,shake
34,0.0041,0.0036,1,1,shake
35,0.0075,0.0037,1,1,shake
36,0.0085,0.0039,1,1,shake
37,0.0190,0.0044,1,1,shake
38,0.0559,0.0062,1,1,shake
39,0.0370,0.0073,1,1,shake
40,0.1253,0.0113,1,1,shake
41,0.0779,0.0138,1,1,shake
42,0.0401,0.0150,1,1,shake
43,0.0484,0.0159,1,1,shake
44,0.0529,0.0175,1,1,shake
45,0.0562,0.0193,1,1,shake
46,0.0531,0.0210,1,1,shake
47,0.0537,0.0227,1,1,shake
48,0.0476,0.0243,1,1,shake
49,0.0560,0.0261,1,1,shake
50,0.0424,0.0274,1,1,shake
51,0.0423,0.0288,1,1,shake
52,0.0641,0.0308,0,1,shake
53,0.0593,0.0328,0,1,shake
54,0.0406,0.0341,0,1,shake
55,0.0336,0.0351,0,1,shake
56,0.0532,0.0363,0,1,shake
57,0.0579,0.0382,0,1,shake
58,0.0616,0.0402,0,1,shake
59,0.0348,0.0413,0,1,shake
60,0.0148,0.0417,0,1,shake
61,0.0153,0.0422,0,1,shake
62,0.0140,0.0426,0,1,shake
63,0.0140,0.0430,0,1,shake
64,0.0217,0.0436,0,1,shake
65,0.0089,0.0437,0,1,shake
66,0.0103,0.0437,0,1,shake
67,0.0322,0.0442,0,1,shake
68,0.0088,0.0426,0,1,shake
69,0.0077,0.0416,0,1,shake
70,0.0057,0.0376,0,1,shake
71,0.0039,0.0352,0,1,shake
72,0.0026,0.0339,0,1,shake
73,0.0019,0.0324,0,1,shake
74,0.0023,0.0307,0,1,shake
75,0.0018,0.0289,1,1,shake
76,0.0147,0.0276,1,1,shake
77,0.0031,0.0259,1,1,shake
78,0.0018,0.0244,1,1,shake
79,0.0017,0.0226,1,1,shake
80,0.0012,0.0212,1,1,shake
81,0.0017,0.0198,1,1,shake
82,0.0009,0.0177,1,1,shake
83,0.0010,0.0158,1,1,shake
84,0.0016,0.0145,1,1,shake
85,0.0011,0.0134,1,1,shake
86,0.0013,0.0117,1,1,shake
87,0.0015,0.0098,1,1,shake
88,0.0007,0.0078,1,1,shake
89,0.0016,0.0067,1,1,shake
90,0.0018,0.0062,1,1,shake
91,0.0038,0.0058,1,1,shake
92,0.0053,0.0056,1,1,shake
93,0.0063,0.0053,1,1,shake
94,0.0056,0.0048,1,1,shake
95,0.0070,0.0047,1,1,shake
