frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,lick
2,0.0040,0.0000,0,1,lick
3,0.0028,0.0034,1,1,lick
4,0.0085,0.0051,1,1,lick
5,0.0057,0.0052,1,1,lick
6,0.0064,0.0055,1,1,lick
7,0.0068,0.0057,1,1,lick
8,0.0059,0.0057,1,1,lick
9,0.0028,0.0054,1,1,lick
10,0.0071,0.0056,1,1,lick
11,0.0103,0.0060,1,1,lick
12,0.0049,0.0059,1,1,lick
13,0.0036,0.0057,1,1,lick
14,0.0040,0.0056,1,1,lick
15,0.0057,0.0056,1,1,lick
16,0.0071,0.0057,1,1,lick
17,0.0073,0.0058,1,1,lick
18,0.0088,0.0060,1,1,lick
19,0.0045,0.0059,1,1,lick
20,0.0013,0.0057,1,1,lick
21,0.0118,0.0060,1,1,lick
22,0.0069,0.0060,1,1,lick
23,0.0054,0.0060,1,1,lick
24,0.0035,0.0059,1,1,lick
25,0.0029,0.0057,1,1,lick
