frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,stop
2,0.0158,0.0000,0,1,stop
3,0.7343,0.3751,0,1,stop
4,0.6943,0.4815,0,1,stop
5,0.8433,0.5719,0,1,stop
6,0.8542,0.6284,0,1,stop
7,0.8665,0.6681,0,1,stop
8,0.6996,0.6726,0,1,stop
9,0.7946,0.6878,0,1,stop
10,0.6659,0.6854,0,1,stop
11,0.4479,0.6616,0,1,stop
12,0.8118,0.6753,0,1,stop
13,0.7076,0.6780,0,1,stop
14,0.8663,0.6925,0,1,stop
15,1.2038,0.7290,0,1,stop
16,1.3623,0.7712,0,1,stop
17,1.4475,0.8135,0,1,stop
18,0.7837,0.8615,0,1,stop
19,0.5385,0.8492,0,1,stop
20,0.4330,0.8329,0,1,stop
21,0.3642,0.8030,0,1,stop
22,0.5400,0.7833,0,1,stop
23,0.8101,0.7798,0,1,stop
24,0.9721,0.7968,0,1,stop
25,1.1976,0.8220,0,1,stop
26,0.9945,0.8426,0,1,stop
27,0.9606,0.8746,0,1,stop
