frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,shake
2,0.5446,0.0000,0,1,shake
3,0.3688,0.4567,1,1,shake
4,0.2929,0.4021,1,1,shake
5,0.4019,0.4020,1,1,shake
6,0.3450,0.3906,1,1,shake
7,0.3129,0.3777,1,1,shake
8,0.3662,0.3760,1,1,shake
9,0.4085,0.3801,1,1,shake
10,0.4192,0.3844,1,1,shake
11,0.4195,0.3879,1,1,shake
12,0.4724,0.3956,1,1,shake
13,2.1042,0.5380,0,1,shake
14,0.3015,0.5198,0,1,shake
15,0.2064,0.4974,1,1,shake
16,0.2404,0.4803,1,1,shake
17,0.2166,0.4638,1,1,shake
18,0.2057,0.4486,1,1,shake
19,0.1434,0.4317,1,1,shake
20,0.2327,0.4212,1,1,shake
21,0.1849,0.4094,1,1,shake
22,0.1631,0.3977,1,1,shake
23,0.1469,0.3863,1,1,shake
24,0.2130,0.3787,1,1,shake
25,0.1854,0.3707,1,1,shake
26,1.7926,0.4275,1,1,shake
27,0.1652,0.4175,1,1,shake
28,0.1256,0.4066,1,1,shake
29,0.1429,0.3972,1,1,shake
30,0.1504,0.3887,1,1,shake
31,0.0997,0.3791,1,1,shake
32,0.0771,0.3635,1,1,shake
33,0.2419,0.3593,1,1,shake
34,0.4097,0.3632,1,1,shake
35,0.7455,0.3746,1,1,shake
36,0.8521,0.3915,1,1,shake
37,1.8983,0.4444,1,1,shake
38,5.5942,0.6186,0,1,shake
39,3.6998,0.7283,0,1,shake
40,12.5310,1.1321,0,1,shake
41,7.7919,1.3778,0,1,shake
42,4.0071,1.4956,0,1,shake
43,4.8381,1.5868,0,1,shake
44,5.2908,1.7531,0,1,shake
45,5.6192,1.9335,0,1,shake
46,5.3110,2.1025,0,1,shake
47,5.3692,2.2743,0,1,shake
48,4.7606,2.4261,0,1,shake
49,5.6002,2.6080,0,1,shake
50,4.2433,2.7417,0,1,shake
51,4.2331,2.8766,0,1,shake
52,6.4064,3.0847,0,1,shake
53,5.9267,3.2774,0,1,shake
54,4.0575,3.4056,0,1,shake
55,3.3624,3.5115,0,1,shake
56,5.3153,3.6289,0,1,shake
57,5.7878,3.8163,0,1,shake
58,6.1632,4.0175,0,1,shake
59,3.4797,4.1288,0,1,shake
60,1.4839,4.1732,0,1,shake
61,1.5252,4.2207,0,1,shake
62,1.3967,4.2647,0,1,shake
63,1.3958,4.3032,0,1,shake
64,2.1667,4.3617,0,1,shake
65,0.8886,4.3665,0,1,shake
66,1.0286,4.3724,0,1,shake
67,3.2209,4.4165,0,1,shake
68,0.8816,4.2594,0,1,shake
69,0.7656,4.1616,0,1,shake
70,0.5736,3.7630,0,1,shake
71,0.3882,3.5162,0,1,shake
72,0.2568,3.3912,0,1,shake
73,0.1928,3.2364,0,1,shake
74,0.2284,3.0676,0,1,shake
75,0.1819,2.8864,0,1,shake
76,1.4668,2.7582,0,1,shake
77,0.3134,2.5897,0,1,shake
78,0.1765,2.4369,0,1,shake
79,0.1726,2.2560,0,1,shake
80,0.1152,2.1184,0,1,shake
81,0.1688,1.9829,0,1,shake
82,0.0932,1.7725,0,1,shake
83,0.0985,1.5782,0,1,shake
84,0.1607,1.4483,0,1,shake
85,0.1124,1.3400,0,1,shake
86,0.1307,1.1672,0,1,shake
87,0.1497,0.9792,0,1,shake
88,0.0714,0.7762,0,1,shake
89,0.1600,0.6655,0,1,shake
90,0.1825,0.6221,0,1,shake
91,0.3802,0.5840,0,1,shake
92,0.5286,0.5550,0,1,shake
93,0.6266,0.5294,0,1,shake
94,0.5563,0.4757,1,1,shake
95,0.7044,0.4696,1,1,shake
96,0.3934,0.4484,1,1,shake
97,0.2636,0.3498,1,1,shake
98,0.2357,0.3283,1,1,shake
99,0.1720,0.3085,1,1,shake
100,0.2059,0.2963,1,1,shake
101,0.2105,0.2903,1,1,shake
102,0.1444,0.2866,1,1,shake
103,0.1512,0.2852,1,1,shake
104,0.1024,0.2810,1,1,shake
105,0.2839,0.2844,1,1,shake
106,0.1869,0.2417,1,1,shake
107,0.1502,0.2363,1,1,shake
108,0.0981,0.2337,1,1,shake
109,0.1676,0.2335,1,1,shake
110,0.1274,0.2339,1,1,shake
111,0.0785,0.2309,1,1,shake
112,0.1177,0.2317,1,1,shake
113,0.2119,0.2355,1,1,shake
114,0.1784,0.2361,1,1,shake
115,0.1158,0.2362,1,1,shake
116,0.1052,0.2354,1,1,shake
117,0.1946,0.2369,1,1,shake
118,0.0700,0.2368,1,1,shake
119,0.1613,0.2369,1,1,shake
120,0.1301,0.2351,1,1,shake
121,0.1069,0.2260,1,1,shake
122,0.0696,0.2107,1,1,shake
123,0.1060,0.1933,1,1,shake
124,0.1531,0.1799,1,1,shake
125,0.1515,0.1615,1,1,shake
126,0.1172,0.1523,1,1,shake
127,1.5330,0.1946,1,1,shake
128,0.0683,0.1890,1,1,shake
129,0.1564,0.1885,1,1,shake
130,0.1351,0.1861,1,1,shake
131,0.1532,0.1842,1,1,shake
132,0.1633,0.1848,1,1,shake
133,0.1529,0.1849,1,1,shake
134,0.0694,0.1838,1,1,shake
135,0.1442,0.1791,1,1,shake
136,0.2065,0.1798,1,1,shake
137,0.2372,0.1827,1,1,shake
138,0.3057,0.1896,1,1,shake
139,1.5634,0.2361,1,1,shake
140,0.3632,0.2440,1,1,shake
141,0.3653,0.2536,1,1,shake
142,0.2588,0.2583,1,1,shake
143,0.1862,0.2574,1,1,shake
144,0.1941,0.2579,1,1,shake
145,0.1950,0.2606,1,1,shake
146,0.1528,0.2622,1,1,shake
147,0.1949,0.2622,1,1,shake
148,0.2467,0.2680,1,1,shake
149,0.1913,0.2690,1,1,shake
150,0.1764,0.2706,1,1,shake
151,0.2383,0.2750,1,1,shake
152,0.2244,0.2801,1,1,shake
153,0.2110,0.2836,1,1,shake
154,0.1326,0.2830,1,1,shake
155,0.1324,0.2823,1,1,shake
156,0.1277,0.2827,1,1,shake
157,0.1185,0.2355,1,1,shake
158,0.1164,0.2371,1,1,shake
159,0.1798,0.2379,1,1,shake
160,0.1166,0.2373,1,1,shake
161,0.1688,0.2378,1,1,shake
162,0.1509,0.2374,1,1,shake
163,0.0951,0.2355,1,1,shake
164,0.0855,0.2360,1,1,shake
165,0.1078,0.2348,1,1,shake
166,0.1661,0.2334,1,1,shake
167,0.2361,0.2334,1,1,shake
168,0.1563,0.2284,1,1,shake
169,0.2417,0.1844,1,1,shake
170,0.1513,0.1773,1,1,shake
171,0.1169,0.1690,1,1,shake
172,0.0708,0.1627,1,1,shake
173,0.1955,0.1631,1,1,shake
174,0.0504,0.1583,1,1,shake
175,0.0881,0.1547,1,1,shake
176,0.2081,0.1565,1,1,shake
177,0.1724,0.1558,1,1,shake
178,0.1300,0.1519,1,1,shake
179,0.1033,0.1490,1,1,shake
180,0.1471,0.1480,1,1,shake
181,0.3141,0.1505,1,1,shake
182,0.4382,0.1576,1,1,shake
183,0.9850,0.1834,1,1,shake
184,1.2453,0.2205,1,1,shake
185,1.4560,0.2647,1,1,shake
