frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,scratch
2,0.0086,0.0000,0,1,scratch
3,0.0125,0.0105,1,1,scratch
4,0.0073,0.0095,1,1,scratch
5,0.0089,0.0093,1,1,scratch
6,0.0091,0.0093,1,1,scratch
7,0.0084,0.0091,1,1,scratch
8,0.0067,0.0088,1,1,scratch
9,0.0111,0.0091,1,1,scratch
10,0.0066,0.0088,1,1,scratch
11,0.0072,0.0086,1,1,scratch
12,0.0105,0.0088,1,1,scratch
13,0.0155,0.0094,1,1,scratch
14,0.0124,0.0096,1,1,scratch
15,0.0085,0.0095,1,1,scratch
16,0.0089,0.0095,1,1,scratch
17,0.0195,0.0101,1,1,scratch
18,0.0175,0.0105,1,1,scratch
19,0.0170,0.0109,1,1,scratch
20,0.0113,0.0109,1,1,scratch
21,0.0144,0.0111,1,1,scratch
22,0.0148,0.0113,1,1,scratch
23,0.0190,0.0116,1,1,scratch
24,0.0143,0.0117,1,1,scratch
25,0.0135,0.0118,1,1,scratch
26,0.0093,0.0117,1,1,scratch
27,0.0032,0.0114,1,1,scratch
28,0.0032,0.0111,1,1,scratch
29,0.0089,0.0110,1,1,scratch
30,0.0084,0.0109,1,1,scratch
31,0.0056,0.0107,1,1,scratch
32,0.0075,0.0107,1,1,scratch
33,0.0213,0.0110,1,1,scratch
34,0.0201,0.0114,1,1,scratch
35,0.0126,0.0115,1,1,scratch
36,0.0155,0.0117,1,1,scratch
37,0.0357,0.0127,1,1,scratch
38,0.0229,0.0132,1,1,scratch
39,0.0322,0.0139,1,1,scratch
40,0.0246,0.0145,1,1,scratch
