frame_idx,motion_px,rolling_mean_px,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,scratch
2,0.1942,0.0000,0,1,scratch
3,0.2828,0.2385,1,1,scratch
4,0.2563,0.2444,1,1,scratch
5,0.1519,0.2213,1,1,scratch
6,0.1518,0.2074,1,1,scratch
7,0.1117,0.1915,1,1,scratch
8,0.2460,0.1992,1,1,scratch
9,0.3066,0.2127,1,1,scratch
10,0.2257,0.2141,1,1,scratch
11,0.2841,0.2211,1,1,scratch
12,0.3384,0.2318,1,1,scratch
13,0.3041,0.2378,1,1,scratch
14,0.2476,0.2385,1,1,scratch
15,0.2206,0.2373,1,1,scratch
16,0.2686,0.2394,1,1,scratch
17,0.6505,0.2651,1,1,scratch
18,0.4559,0.2763,1,1,scratch
19,0.4293,0.2848,1,1,scratch
20,0.2884,0.2850,1,1,scratch
21,0.6981,0.3056,1,1,scratch
22,0.5334,0.3165,1,1,scratch
23,0.4038,0.3204,1,1,scratch
24,0.3842,0.3232,1,1,scratch
25,0.4688,0.3293,1,1,scratch
26,0.2117,0.3246,1,1,scratch
27,0.1766,0.3189,1,1,scratch
28,0.1737,0.3135,1,1,scratch
29,0.3110,0.3134,1,1,scratch
30,0.2241,0.3103,1,1,scratch
