frame_idx,motion_px,rolling_mean_px,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,shake
2,1.1179,0.0000,0,1,shake
3,0.8673,0.9926,1,1,shake
4,0.8776,0.9543,1,1,shake
5,1.0879,0.9877,1,1,shake
6,1.0924,1.0086,0,1,shake
7,0.9771,1.0034,0,1,shake
8,1.3959,1.0595,0,1,shake
9,1.4182,1.1043,0,1,shake
10,1.7306,1.1739,0,1,shake
11,1.8335,1.2398,0,1,shake
12,1.3916,1.2536,0,1,shake
13,4.6830,1.5394,0,1,shake
14,0.9562,1.4946,0,1,shake
15,0.6981,1.4377,0,1,shake
16,0.5948,1.3815,0,1,shake
17,0.4918,1.3259,0,1,shake
18,0.4354,1.2735,0,1,shake
19,0.3316,1.2212,0,1,shake
20,0.4741,1.1818,0,1,shake
21,0.4469,1.1451,0,1,shake
22,0.4607,1.1125,0,1,shake
23,0.4464,1.0822,0,1,shake
24,0.5668,1.0598,0,1,shake
25,0.5576,1.0389,0,1,shake
26,3.7920,1.1490,0,1,shake
27,0.4078,1.1205,0,1,shake
28,0.3090,1.0904,0,1,shake
29,0.3492,1.0640,0,1,shake
30,0.3242,1.0385,0,1,shake
31,0.3306,1.0149,0,1,shake
32,0.3681,0.9899,1,1,shake
33,0.7717,0.9867,1,1,shake
34,1.1979,0.9974,1,1,shake
35,1.8220,1.0218,0,1,shake
36,1.8834,1.0482,0,1,shake
