frame_idx,motion_px,rolling_mean_px,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,walk
2,2.3698,0.0000,0,1,walk
3,6.9416,4.6557,0,1,walk
4,5.7116,5.0077,0,1,walk
5,2.9968,4.5050,0,1,walk
6,5.2053,4.6450,0,1,walk
7,11.6041,5.8049,0,1,walk
8,2.6531,5.3546,0,1,walk
9,9.0239,5.8133,0,1,walk
10,7.2957,5.9780,0,1,walk
11,3.8713,5.7673,0,1,walk
12,6.6605,5.8485,0,1,walk
13,6.1130,5.8706,0,1,walk
14,4.2738,5.7477,0,1,walk
15,6.2693,5.7850,0,1,walk
16,10.8007,6.1194,0,1,walk
17,4.5727,6.0227,0,1,walk
18,5.3949,5.9858,0,1,walk
19,4.2260,5.8880,0,1,walk
20,10.9456,6.1542,0,1,walk
21,7.1969,6.2063,0,1,walk
22,10.1706,6.3951,0,1,walk
23,4.2857,6.2992,0,1,walk
24,5.8100,6.2780,0,1,walk
25,5.8934,6.2619,0,1,walk
26,3.5895,6.1550,0,1,walk
27,7.7862,6.2178,0,1,walk
28,13.4833,6.4869,0,1,walk
29,3.0597,6.3645,0,1,walk
30,7.1248,6.3907,0,1,walk
31,6.6825,6.4004,0,1,walk
32,4.1747,6.4606,0,1,walk
33,14.8833,6.7253,0,1,walk
34,6.5679,6.7538,0,1,walk
35,2.6485,6.7422,0,1,walk
36,6.8782,6.7980,0,1,walk
37,8.0180,6.6785,0,1,walk
38,6.0422,6.7914,0,1,walk
39,10.0054,6.8241,0,1,walk
40,7.2368,6.8222,0,1,walk
41,4.4717,6.8422,0,1,walk
42,9.1268,6.9244,0,1,walk
43,9.5814,7.0400,0,1,walk
44,5.8875,7.0938,0,1,walk
45,9.0181,7.1854,0,1,walk
46,6.1167,7.0293,0,1,walk
47,3.9031,7.0070,0,1,walk
48,7.9239,7.0913,0,1,walk
49,11.5313,7.3348,0,1,walk
50,4.2811,7.1126,0,1,walk
51,7.3037,7.1162,0,1,walk
52,5.2847,6.9533,0,1,walk
53,4.3195,6.9545,0,1,walk
54,11.4787,7.1434,0,1,walk
55,8.0869,7.2165,0,1,walk
56,3.0631,7.1990,0,1,walk
57,7.6782,7.1954,0,1,walk
58,8.7220,7.0367,0,1,walk
59,4.7604,7.0934,0,1,walk
60,5.8154,7.0497,0,1,walk
61,6.0638,7.0291,0,1,walk
62,4.0046,7.0234,0,1,walk
63,11.2752,6.9032,0,1,walk
64,10.2321,7.0253,0,1,walk
65,5.1173,7.1076,0,1,walk
66,7.7645,7.1371,0,1,walk
67,6.3393,7.0812,0,1,walk
68,3.8291,7.0074,0,1,walk
69,5.3395,6.8519,0,1,walk
70,8.7262,6.9015,0,1,walk
71,2.9657,6.8513,0,1,walk
72,12.5742,6.9662,0,1,walk
73,7.6017,6.9002,0,1,walk
74,7.2314,6.9450,0,1,walk
75,10.8192,7.0051,0,1,walk
76,8.4080,7.0815,0,1,walk
77,19.1283,7.5890,0,1,walk
78,9.9409,7.6562,0,1,walk
79,8.9431,7.5699,0,1,walk
80,4.1501,7.5656,0,1,walk
81,4.8038,7.4822,0,1,walk
82,8.0942,7.5759,0,1,walk
83,4.5848,7.5847,0,1,walk
84,8.3152,7.4793,0,1,walk
85,8.6944,7.4995,0,1,walk
86,4.6718,7.5531,0,1,walk
87,8.1452,7.5687,0,1,walk
88,10.5306,7.6290,0,1,walk
89,6.1390,7.6749,0,1,walk
90,11.6165,7.8683,0,1,walk
91,10.0156,8.0000,0,1,walk
92,4.9013,8.0299,0,1,walk
93,12.3109,8.0645,0,1,walk
94,9.4462,8.0383,0,1,walk
95,5.8963,8.0642,0,1,walk
96,7.7169,8.0626,0,1,walk
97,7.4275,8.0989,0,1,walk
98,4.9997,8.1379,0,1,walk
99,9.3150,8.2705,0,1,walk
100,5.9607,8.1783,0,1,walk
101,3.4788,8.1954,0,1,walk
102,11.7024,8.1663,0,1,walk
103,7.8095,8.1732,0,1,walk
104,3.3535,8.0440,0,1,walk
105,7.3647,7.9288,0,1,walk
106,4.6094,7.8022,0,1,walk
107,4.1306,7.3023,0,1,walk
108,13.4107,7.4179,0,1,walk
109,12.0532,7.5216,0,1,walk
110,4.0800,7.5193,0,1,walk
111,7.4497,7.6075,0,1,walk
112,9.1923,7.6441,0,1,walk
113,4.6916,7.6476,0,1,walk
114,14.8066,7.8640,0,1,walk
115,7.4545,7.8227,0,1,walk
116,3.5833,7.7864,0,1,walk
117,6.0541,7.7167,0,1,walk
118,12.4135,7.7795,0,1,walk
119,3.6393,7.6961,0,1,walk
120,10.1668,7.6478,0,1,walk
121,5.4666,7.4962,0,1,walk
122,4.5743,7.4853,0,1,walk
123,9.1556,7.3801,0,1,walk
124,8.2226,7.3393,0,1,walk
125,4.5882,7.2957,0,1,walk
126,5.1946,7.2116,0,1,walk
127,8.7602,7.2561,0,1,walk
128,3.7817,7.2155,0,1,walk
129,9.8345,7.2328,0,1,walk
130,8.4153,7.3146,0,1,walk
131,3.3702,7.3110,0,1,walk
132,5.3125,7.0980,0,1,walk
133,11.6777,7.2269,0,1,walk
134,5.0054,7.2820,0,1,walk
135,8.0663,7.3054,0,1,walk
136,5.5922,7.3381,0,1,walk
137,5.6117,7.3875,0,1,walk
138,12.0345,7.3416,0,1,walk
139,5.3882,7.1195,0,1,walk
