frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,walk
2,0.1153,0.0000,0,1,walk
3,0.1854,0.1504,1,1,walk
4,0.2422,0.1810,1,1,walk
5,0.1285,0.1679,1,1,walk
6,0.1885,0.1720,1,1,walk
7,0.3801,0.2067,1,1,walk
8,0.1073,0.1925,1,1,walk
9,0.2567,0.2005,1,1,walk
10,0.2309,0.2039,1,1,walk
11,0.0960,0.1931,1,1,walk
12,0.2011,0.1938,1,1,walk
13,0.1893,0.1934,1,1,walk
14,0.1474,0.1899,1,1,walk
15,0.2392,0.1934,1,1,walk
16,0.3379,0.2030,1,1,walk
17,0.1055,0.1970,1,1,walk
18,0.1271,0.1928,1,1,walk
19,0.1429,0.1901,1,1,walk
20,0.1607,0.1885,1,1,walk
21,0.3152,0.1949,1,1,walk
22,0.2766,0.1988,1,1,walk
23,0.1167,0.1950,1,1,walk
24,0.1367,0.1925,1,1,walk
25,0.1517,0.1908,1,1,walk
26,0.1353,0.1886,1,1,walk
27,0.2494,0.1909,1,1,walk
28,0.3624,0.1973,1,1,walk
29,0.0824,0.1932,1,1,walk
30,0.1670,0.1923,1,1,walk
31,0.2347,0.1937,1,1,walk
32,0.2079,0.1968,1,1,walk
33,0.3119,0.2010,1,1,walk
34,0.2121,0.2000,1,1,walk
35,0.1135,0.1995,1,1,walk
36,0.2547,0.2017,1,1,walk
37,0.3266,0.1999,1,1,walk
38,0.2604,0.2050,1,1,walk
39,0.2641,0.2052,1,1,walk
40,0.2297,0.2052,1,1,walk
41,0.1858,0.2082,1,1,walk
42,0.2738,0.2106,1,1,walk
43,0.2733,0.2134,1,1,walk
44,0.1719,0.2142,1,1,walk
45,0.2447,0.2144,1,1,walk
46,0.2173,0.2104,1,1,walk
47,0.1297,0.2112,1,1,walk
48,0.2745,0.2161,1,1,walk
49,0.3791,0.2240,1,1,walk
50,0.1621,0.2240,1,1,walk
51,0.1670,0.2191,1,1,walk
52,0.2109,0.2169,1,1,walk
53,0.0999,0.2163,1,1,walk
54,0.4009,0.2251,1,1,walk
55,0.2417,0.2282,1,1,walk
56,0.1194,0.2276,1,1,walk
57,0.2193,0.2266,1,1,walk
58,0.2325,0.2223,1,1,walk
59,0.1420,0.2243,1,1,walk
60,0.2008,0.2254,1,1,walk
61,0.1301,0.2219,1,1,walk
62,0.0686,0.2173,1,1,walk
63,0.4430,0.2216,1,1,walk
64,0.3043,0.2247,1,1,walk
65,0.1087,0.2246,1,1,walk
66,0.1463,0.2209,1,1,walk
67,0.1757,0.2159,1,1,walk
68,0.1202,0.2112,1,1,walk
69,0.2297,0.2101,1,1,walk
70,0.2675,0.2114,1,1,walk
71,0.1272,0.2094,1,1,walk
72,0.2766,0.2095,1,1,walk
73,0.1697,0.2060,1,1,walk
74,0.1352,0.2048,1,1,walk
75,0.3617,0.2087,1,1,walk
76,0.2507,0.2098,1,1,walk
77,0.1655,0.2110,1,1,walk
78,0.2432,0.2100,1,1,walk
79,0.3434,0.2088,1,1,walk
80,0.1562,0.2086,1,1,walk
81,0.2080,0.2100,1,1,walk
82,0.3614,0.2150,1,1,walk
83,0.1379,0.2163,1,1,walk
84,0.2589,0.2115,1,1,walk
85,0.2709,0.2125,1,1,walk
86,0.1864,0.2147,1,1,walk
87,0.3391,0.2187,1,1,walk
88,0.4373,0.2255,1,1,walk
89,0.1791,0.2268,1,1,walk
90,0.3319,0.2312,1,1,walk
91,0.2994,0.2368,1,1,walk
92,0.1787,0.2405,1,1,walk
