frame_idx,motion_px,rolling_mean_px,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,walk
2,3.5620,0.0000,0,1,walk
3,5.7844,4.6732,0,1,walk
4,7.5022,5.6162,0,1,walk
5,4.5111,5.3399,0,1,walk
6,5.7673,5.4254,0,1,walk
7,11.2763,6.4005,0,1,walk
8,3.5984,6.0002,0,1,walk
9,8.4277,6.3037,0,1,walk
10,8.2159,6.5161,0,1,walk
11,3.8646,6.2510,0,1,walk
12,6.5321,6.2765,0,1,walk
13,6.7700,6.3177,0,1,walk
14,4.7728,6.1988,0,1,walk
15,8.5698,6.3682,0,1,walk
16,10.6112,6.6510,0,1,walk
17,3.6824,6.4655,0,1,walk
18,4.9019,6.3735,0,1,walk
