frame,kp0_conf,kp1_conf,kp2_conf,kp3_conf,kp4_conf,kp5_conf,kp6_conf,kp7_conf,kp8_conf,kp9_conf,kp10_conf,kp11_conf,kp12_conf,kp13_conf,kp14_conf,kp15_conf,kp16_conf,bbox_conf
32,0.9736,0.9150,0.9473,0.9990,1.0000,1.0000,0.9980,0.9839,0.9985,0.9814,0.9873,0.9937,1.0000,0.9990,0.0000,0.0000,0.0000,0.9624
33,0.9678,0.8301,0.9609,0.9990,1.0000,1.0000,0.9995,0.9863,0.9985,0.9800,0.9717,0.9941,0.9995,0.9985,0.0000,0.0000,0.0000,0.9644
34,0.9966,0.9165,0.9785,1.0000,1.0000,1.0000,1.0000,0.9932,0.9995,0.9878,0.9946,0.9985,1.0000,0.9995,0.0000,0.0000,0.0000,0.9604
35,0.9985,0.9736,0.9937,1.0000,1.0000,1.0000,0.9990,0.9888,0.9995,0.9878,0.9893,0.9951,0.9995,0.9985,0.0000,0.0000,0.0000,0.9634
36,0.9985,0.9731,0.9932,1.0000,1.0000,1.0000,0.9990,0.9888,0.9995,0.9878,0.9888,0.9951,0.9995,0.9985,0.0000,0.0000,0.0000,0.9634
37,0.9990,0.9795,0.9946,1.0000,1.0000,1.0000,0.9990,0.9888,0.9995,0.9888,0.9839,0.9932,0.9995,0.9980,0.0000,0.0000,0.0000,0.9634
38,0.9985,0.9766,0.9956,1.0000,1.0000,1.0000,0.9980,0.9878,0.9990,0.9878,0.9619,0.9863,0.9995,0.9971,0.0000,0.0000,0.0000,0.9639
39,0.9985,0.9741,0.9956,1.0000,1.0000,1.0000,0.9980,0.9878,0.9990,0.9873,0.9414,0.9819,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
40,0.9985,0.9746,0.9961,1.0000,1.0000,1.0000,0.9980,0.9883,0.9990,0.9878,0.9189,0.9746,0.9995,0.9956,0.0000,0.0000,0.0000,0.9648
41,0.9990,0.9780,0.9966,1.0000,1.0000,1.0000,0.9980,0.9897,0.9990,0.9897,0.9238,0.9736,0.9995,0.9956,0.0000,0.0000,0.0000,0.9648
42,0.9990,0.9780,0.9966,1.0000,1.0000,1.0000,0.9980,0.9897,0.9990,0.9897,0.9243,0.9736,0.9995,0.9956,0.0000,0.0000,0.0000,0.9648
43,0.9990,0.9795,0.9966,1.0000,1.0000,1.0000,0.9980,0.9897,0.9990,0.9902,0.9268,0.9731,0.9995,0.9956,0.0000,0.0000,0.0000,0.9644
44,0.9995,0.9795,0.9966,1.0000,1.0000,1.0000,0.9980,0.9893,0.9990,0.9902,0.9150,0.9702,0.9995,0.9951,0.0000,0.0000,0.0000,0.9644
45,0.9995,0.9707,0.9917,1.0000,0.9995,1.0000,0.9971,0.9927,0.9971,0.9888,0.9028,0.9814,0.9995,0.9966,0.0000,0.0000,0.0000,0.9639
46,0.9995,0.9722,0.9917,1.0000,0.9995,1.0000,0.9971,0.9932,0.9976,0.9897,0.9185,0.9839,0.9995,0.9971,0.0000,0.0000,0.0000,0.9639
47,0.9995,0.9731,0.9907,1.0000,0.9995,1.0000,0.9966,0.9922,0.9971,0.9893,0.9175,0.9834,0.9995,0.9971,0.0000,0.0000,0.0000,0.9639
48,0.9995,0.9727,0.9907,1.0000,0.9995,1.0000,0.9966,0.9922,0.9971,0.9893,0.9150,0.9829,0.9995,0.9971,0.0000,0.0000,0.0000,0.9639
49,0.9995,0.9722,0.9902,1.0000,0.9995,1.0000,0.9961,0.9917,0.9971,0.9888,0.9058,0.9819,0.9995,0.9966,0.0000,0.0000,0.0000,0.9639
50,0.9995,0.9731,0.9902,1.0000,0.9995,1.0000,0.9961,0.9912,0.9971,0.9888,0.9058,0.9814,0.9995,0.9966,0.0000,0.0000,0.0000,0.9644
51,0.9995,0.9741,0.9902,1.0000,0.9995,1.0000,0.9961,0.9917,0.9971,0.9888,0.9058,0.9810,0.9995,0.9971,0.0000,0.0000,0.0000,0.9644
52,0.9995,0.9731,0.9897,1.0000,0.9995,1.0000,0.9956,0.9912,0.9966,0.9883,0.8950,0.9790,0.9995,0.9966,0.0000,0.0000,0.0000,0.9644
53,0.9995,0.9731,0.9893,1.0000,0.9995,1.0000,0.9956,0.9907,0.9961,0.9878,0.8872,0.9775,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
54,0.9995,0.9731,0.9897,1.0000,0.9995,1.0000,0.9956,0.9907,0.9961,0.9878,0.8892,0.9780,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
55,0.9995,0.9727,0.9897,1.0000,0.9995,1.0000,0.9956,0.9907,0.9966,0.9878,0.8931,0.9790,0.9995,0.9966,0.0000,0.0000,0.0000,0.9644
56,0.9995,0.9736,0.9893,1.0000,0.9995,1.0000,0.9961,0.9912,0.9966,0.9888,0.8960,0.9795,0.9995,0.9966,0.0000,0.0000,0.0000,0.9644
57,0.9995,0.9727,0.9893,1.0000,0.9995,1.0000,0.9961,0.9912,0.9966,0.9888,0.8931,0.9790,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
58,0.9995,0.9727,0.9897,1.0000,0.9995,1.0000,0.9966,0.9917,0.9966,0.9888,0.9004,0.9805,0.9995,0.9966,0.0000,0.0000,0.0000,0.9648
59,0.9995,0.9741,0.9907,1.0000,0.9995,1.0000,0.9971,0.9927,0.9971,0.9897,0.9170,0.9829,0.9995,0.9971,0.0000,0.0000,0.0000,0.9648
60,0.9995,0.9741,0.9907,1.0000,0.9995,1.0000,0.9971,0.9927,0.9971,0.9897,0.9160,0.9829,0.9995,0.9971,0.0000,0.0000,0.0000,0.9648
61,0.9995,0.9751,0.9912,1.0000,0.9995,1.0000,0.9971,0.9932,0.9971,0.9902,0.9204,0.9839,0.9995,0.9971,0.0000,0.0000,0.0000,0.9648
62,0.9995,0.9751,0.9922,1.0000,0.9995,1.0000,0.9971,0.9932,0.9971,0.9902,0.9023,0.9819,0.9995,0.9971,0.0000,0.0000,0.0000,0.9653
63,0.9995,0.9722,0.9937,1.0000,0.9995,1.0000,0.9971,0.9932,0.9961,0.9912,0.8457,0.9780,0.9995,0.9961,0.0000,0.0000,0.0000,0.9653
64,0.9995,0.9683,0.9932,1.0000,0.9995,1.0000,0.9971,0.9932,0.9961,0.9917,0.8208,0.9795,0.9995,0.9961,0.0000,0.0000,0.0000,0.9648
65,0.9995,0.9399,0.9907,1.0000,0.9995,1.0000,0.9976,0.9883,0.9980,0.9912,0.7476,0.9790,0.9995,0.9961,0.0000,0.0000,0.0000,0.9644
66,0.9995,0.9404,0.9907,1.0000,0.9995,1.0000,0.9976,0.9878,0.9980,0.9912,0.7471,0.9785,0.9995,0.9961,0.0000,0.0000,0.0000,0.9644
67,0.9995,0.9658,0.9917,1.0000,0.9990,1.0000,0.9980,0.9946,0.9961,0.9966,0.8662,0.9907,0.9995,0.9976,0.0000,0.0000,0.0000,0.9644
68,0.9995,0.9692,0.9937,1.0000,0.9990,1.0000,0.9985,0.9971,0.9971,0.9990,0.8960,0.9946,0.9995,0.9985,0.0000,0.0000,0.0000,0.9648
69,0.9995,0.9658,0.9937,1.0000,0.9990,1.0000,0.9990,0.9976,0.9976,0.9995,0.9072,0.9951,0.9995,0.9990,0.0000,0.0000,0.0000,0.9639
70,0.9995,0.9600,0.9941,1.0000,0.9990,1.0000,0.9985,0.9961,0.9985,0.9990,0.7866,0.9868,0.9990,0.9980,0.0000,0.0000,0.0000,0.9639
71,0.9985,0.9526,0.9922,1.0000,0.9995,1.0000,0.9990,0.9961,0.9990,0.9985,0.8135,0.9912,0.9995,0.9985,0.0000,0.0000,0.0000,0.9629
72,0.9985,0.9531,0.9922,1.0000,0.9995,1.0000,0.9990,0.9961,0.9990,0.9985,0.8135,0.9912,0.9995,0.9985,0.0000,0.0000,0.0000,0.9629
73,0.9985,0.9468,0.9912,1.0000,0.9995,1.0000,0.9985,0.9951,0.9985,0.9980,0.7261,0.9873,0.9990,0.9980,0.0000,0.0000,0.0000,0.9624
74,0.9985,0.9370,0.9888,1.0000,0.9995,1.0000,0.9985,0.9946,0.9980,0.9985,0.6270,0.9863,0.9985,0.9980,0.0000,0.0000,0.0000,0.9614
75,0.9971,0.9326,0.9858,1.0000,0.9990,1.0000,0.9980,0.9951,0.9971,0.9985,0.4700,0.9819,0.9976,0.9976,0.0000,0.0000,0.0000,0.9609
76,0.9956,0.9263,0.9824,0.9995,0.9990,1.0000,0.9961,0.9912,0.9937,0.9971,0.2480,0.9644,0.9946,0.9956,0.0000,0.0000,0.0000,0.9600
77,0.9951,0.8940,0.9751,0.9995,0.9990,1.0000,0.9966,0.9902,0.9946,0.9966,0.2686,0.9702,0.9956,0.9966,0.0000,0.0000,0.0000,0.9590
78,0.9951,0.8940,0.9751,0.9995,0.9990,1.0000,0.9961,0.9902,0.9946,0.9966,0.2681,0.9702,0.9956,0.9966,0.0000,0.0000,0.0000,0.9590
79,0.9946,0.8789,0.9658,0.9995,0.9990,1.0000,0.9971,0.9917,0.9951,0.9971,0.3098,0.9785,0.9961,0.9976,0.0000,0.0000,0.0000,0.9585
80,0.9868,0.8691,0.9478,0.9995,0.9990,1.0000,0.9976,0.9941,0.9956,0.9980,0.4438,0.9888,0.9971,0.9985,0.0000,0.0000,0.0000,0.9575
81,0.9897,0.8770,0.9487,0.9995,0.9990,1.0000,0.9990,0.9961,0.9976,0.9985,0.6431,0.9946,0.9985,0.9990,0.0000,0.0000,0.0000,0.9561
82,0.9888,0.8706,0.9438,0.9995,0.9990,1.0000,0.9990,0.9976,0.9980,0.9990,0.6948,0.9956,0.9985,0.9995,0.0000,0.0000,0.0000,0.9561
83,0.9951,0.8770,0.9482,0.9995,0.9985,1.0000,0.9990,0.9976,0.9980,0.9990,0.7017,0.9951,0.9985,0.9990,0.0000,0.0000,0.0000,0.9536
84,0.9951,0.8770,0.9482,0.9995,0.9985,1.0000,0.9995,0.9976,0.9980,0.9990,0.7051,0.9951,0.9985,0.9990,0.0000,0.0000,0.0000,0.9536
85,0.9927,0.8765,0.9390,0.9995,0.9985,1.0000,0.9995,0.9985,0.9985,0.9995,0.7832,0.9966,0.9990,0.9995,0.0000,0.0000,0.0000,0.9526
86,0.9736,0.8701,0.9263,0.9995,0.9985,1.0000,0.9995,0.9985,0.9985,0.9990,0.7856,0.9961,0.9985,0.9990,0.0000,0.0000,0.0000,0.9521
87,0.8535,0.8252,0.8779,0.9985,0.9990,1.0000,0.9990,0.9976,0.9976,0.9985,0.7954,0.9956,0.9976,0.9985,0.0000,0.0000,0.0000,0.9536
88,0.5317,0.7832,0.8438,0.9971,0.9990,1.0000,0.9980,0.9951,0.9966,0.9971,0.7388,0.9927,0.9941,0.9971,0.0000,0.0000,0.0000,0.9541
89,0.9897,0.8745,0.9341,0.9995,0.9990,1.0000,0.9995,0.9985,0.9990,0.9995,0.8130,0.9966,0.9985,0.9995,0.0000,0.0000,0.0000,0.9507
90,0.9897,0.8735,0.9336,0.9995,0.9990,1.0000,0.9995,0.9985,0.9990,0.9995,0.8120,0.9966,0.9985,0.9995,0.0000,0.0000,0.0000,0.9507
91,0.6572,0.8081,0.8516,0.9980,0.9990,1.0000,0.9990,0.9976,0.9980,0.9985,0.8486,0.9951,0.9976,0.9985,0.0000,0.0000,0.0000,0.9556
92,0.8853,0.8340,0.8774,0.9990,0.9990,1.0000,0.9995,0.9980,0.9980,0.9985,0.8325,0.9956,0.9980,0.9985,0.0000,0.0000,0.0000,0.9536
93,0.5166,0.7593,0.7710,0.9971,0.9990,1.0000,0.9990,0.9961,0.9971,0.9971,0.8657,0.9946,0.9976,0.9985,0.0000,0.0000,0.0000,0.9536
94,0.2561,0.7212,0.7812,0.9951,0.9995,1.0000,0.9985,0.9937,0.9966,0.9956,0.8257,0.9912,0.9956,0.9971,0.0000,0.0000,0.0000,0.9546
95,0.4221,0.7568,0.8179,0.9966,0.9990,1.0000,0.9985,0.9956,0.9976,0.9971,0.8638,0.9941,0.9976,0.9980,0.0000,0.0000,0.0000,0.9536
96,0.4377,0.7603,0.8203,0.9971,0.9990,1.0000,0.9985,0.9961,0.9976,0.9976,0.8638,0.9946,0.9976,0.9980,0.0000,0.0000,0.0000,0.9541
97,0.8989,0.8638,0.8926,0.9990,0.9990,1.0000,0.9995,0.9980,0.9985,0.9985,0.8462,0.9951,0.9980,0.9985,0.0000,0.0000,0.0000,0.9526
98,0.8062,0.8164,0.8491,0.9985,0.9990,1.0000,0.9995,0.9976,0.9980,0.9980,0.8633,0.9951,0.9985,0.9990,0.0000,0.0000,0.0000,0.9526
99,0.3389,0.6841,0.7314,0.9951,0.9995,1.0000,0.9976,0.9902,0.9941,0.9927,0.7578,0.9868,0.9971,0.9971,0.0000,0.0000,0.0000,0.9526
100,0.2334,0.7104,0.7622,0.9946,0.9995,1.0000,0.9976,0.9893,0.9961,0.9917,0.8276,0.9873,0.9966,0.9966,0.0000,0.0000,0.0000,0.9502
101,0.2111,0.7568,0.8154,0.9951,0.9995,1.0000,0.9985,0.9917,0.9976,0.9937,0.8945,0.9917,0.9976,0.9976,0.0000,0.0000,0.0000,0.9512
102,0.2104,0.7583,0.8164,0.9951,0.9995,1.0000,0.9985,0.9917,0.9976,0.9937,0.8940,0.9917,0.9976,0.9976,0.0000,0.0000,0.0000,0.9512
103,0.2433,0.7080,0.7939,0.9937,0.9995,1.0000,0.9937,0.9785,0.9912,0.9844,0.5376,0.9634,0.9927,0.9907,0.0000,0.0000,0.0000,0.9526
104,0.3091,0.6655,0.7871,0.9946,0.9995,1.0000,0.9966,0.9834,0.9937,0.9873,0.6240,0.9761,0.9961,0.9941,0.0000,0.0000,0.0000,0.9541
105,0.2340,0.7026,0.8320,0.9941,0.9995,1.0000,0.9971,0.9829,0.9956,0.9863,0.6606,0.9746,0.9966,0.9941,0.0000,0.0000,0.0000,0.9536
106,0.2568,0.6387,0.7983,0.9927,0.9995,1.0000,0.9922,0.9644,0.9888,0.9727,0.3604,0.9424,0.9878,0.9805,0.0000,0.0000,0.0000,0.9536
107,0.2834,0.5820,0.7568,0.9893,0.9990,1.0000,0.9839,0.9336,0.9927,0.9600,0.3726,0.9185,0.9902,0.9858,0.0000,0.0000,0.0000,0.9487
108,0.2847,0.5801,0.7568,0.9893,0.9990,1.0000,0.9839,0.9341,0.9932,0.9604,0.3804,0.9209,0.9907,0.9863,0.0000,0.0000,0.0000,0.9487
109,0.2124,0.6611,0.7583,0.9922,0.9995,1.0000,0.9951,0.9600,0.9902,0.9673,0.6309,0.9683,0.9927,0.9844,0.0000,0.0000,0.0000,0.9478
110,0.2527,0.7266,0.8286,0.9932,0.9995,1.0000,0.9946,0.9595,0.9897,0.9648,0.5674,0.9526,0.9917,0.9785,0.0000,0.0000,0.0000,0.9512
111,0.3638,0.6597,0.8306,0.9941,0.9990,1.0000,0.9961,0.9712,0.9907,0.9785,0.4539,0.9604,0.9932,0.9854,0.0000,0.0000,0.0000,0.9541
112,0.3184,0.6689,0.8179,0.9932,0.9990,1.0000,0.9941,0.9644,0.9888,0.9751,0.4175,0.9551,0.9902,0.9824,0.0000,0.0000,0.0000,0.9531
113,0.3137,0.6294,0.7993,0.9912,0.9990,1.0000,0.9863,0.9370,0.9800,0.9590,0.2502,0.9150,0.9775,0.9604,0.0000,0.0000,0.0000,0.9526
114,0.3127,0.6294,0.7988,0.9912,0.9990,1.0000,0.9863,0.9370,0.9805,0.9590,0.2517,0.9150,0.9775,0.9604,0.0000,0.0000,0.0000,0.9526
115,0.3994,0.6704,0.8003,0.9937,0.9990,1.0000,0.9951,0.9673,0.9902,0.9761,0.5938,0.9629,0.9917,0.9805,0.0000,0.0000,0.0000,0.9526
116,0.5229,0.6304,0.7944,0.9956,0.9990,1.0000,0.9976,0.9888,0.9932,0.9932,0.6729,0.9800,0.9956,0.9927,0.0000,0.0000,0.0000,0.9575
117,0.2727,0.6860,0.7954,0.9922,0.9995,1.0000,0.9937,0.9561,0.9878,0.9653,0.5381,0.9517,0.9902,0.9790,0.0000,0.0000,0.0000,0.9526
118,0.2837,0.6377,0.7827,0.9922,0.9995,1.0000,0.9937,0.9673,0.9883,0.9795,0.4844,0.9600,0.9912,0.9863,0.0000,0.0000,0.0000,0.9541
119,0.2830,0.6831,0.8037,0.9922,0.9995,1.0000,0.9937,0.9551,0.9878,0.9668,0.5171,0.9517,0.9902,0.9775,0.0000,0.0000,0.0000,0.9536
120,0.4026,0.6172,0.7944,0.9937,0.9990,1.0000,0.9951,0.9761,0.9897,0.9854,0.5020,0.9688,0.9946,0.9902,0.0000,0.0000,0.0000,0.9536
121,0.3606,0.6519,0.8013,0.9932,0.9990,1.0000,0.9941,0.9619,0.9893,0.9746,0.5010,0.9565,0.9893,0.9771,0.0000,0.0000,0.0000,0.9551
122,0.4263,0.6792,0.8301,0.9941,0.9995,1.0000,0.9961,0.9702,0.9912,0.9785,0.5220,0.9565,0.9922,0.9819,0.0000,0.0000,0.0000,0.9546
123,0.3948,0.7178,0.8574,0.9946,0.9995,1.0000,0.9966,0.9717,0.9932,0.9800,0.5815,0.9629,0.9917,0.9824,0.0000,0.0000,0.0000,0.9546
124,0.2581,0.7104,0.8120,0.9937,0.9995,1.0000,0.9932,0.9590,0.9766,0.9658,0.3936,0.9375,0.9756,0.9482,0.0000,0.0000,0.0000,0.9531
125,0.3040,0.6748,0.8301,0.9917,0.9995,1.0000,0.9907,0.9565,0.9893,0.9756,0.4246,0.9424,0.9834,0.9756,0.0000,0.0000,0.0000,0.9541
126,0.2791,0.6948,0.8027,0.9932,0.9995,1.0000,0.9902,0.9531,0.9722,0.9673,0.4143,0.9380,0.9697,0.9365,0.0000,0.0000,0.0000,0.9541
127,0.2632,0.6289,0.7769,0.9927,0.9990,1.0000,0.9907,0.9614,0.9746,0.9736,0.3857,0.9487,0.9746,0.9556,0.0000,0.0000,0.0000,0.9536
128,0.2942,0.6738,0.8096,0.9941,0.9990,1.0000,0.9946,0.9736,0.9814,0.9805,0.5322,0.9580,0.9902,0.9727,0.0000,0.0000,0.0000,0.9536
129,0.3091,0.6743,0.8315,0.9941,0.9990,1.0000,0.9932,0.9673,0.9819,0.9746,0.4092,0.9395,0.9805,0.9536,0.0000,0.0000,0.0000,0.9546
130,0.2930,0.6553,0.8130,0.9932,0.9990,1.0000,0.9873,0.9507,0.9663,0.9648,0.2654,0.9048,0.9619,0.9185,0.0000,0.0000,0.0000,0.9541
131,0.2473,0.6919,0.8125,0.9937,0.9995,1.0000,0.9956,0.9731,0.9873,0.9800,0.5137,0.9570,0.9854,0.9707,0.0000,0.0000,0.0000,0.9521
132,0.2473,0.6880,0.8096,0.9937,0.9995,1.0000,0.9956,0.9727,0.9868,0.9795,0.5127,0.9575,0.9854,0.9707,0.0000,0.0000,0.0000,0.9526
133,0.2979,0.6567,0.8164,0.9941,0.9990,1.0000,0.9946,0.9761,0.9844,0.9844,0.5156,0.9497,0.9829,0.9619,0.0000,0.0000,0.0000,0.9536
134,0.2224,0.6074,0.7939,0.9927,0.9995,1.0000,0.9937,0.9722,0.9868,0.9810,0.4795,0.9546,0.9771,0.9658,0.0000,0.0000,0.0000,0.9531
135,0.3752,0.6128,0.8101,0.9937,0.9990,1.0000,0.9912,0.9707,0.9800,0.9829,0.3948,0.9473,0.9668,0.9521,0.0000,0.0000,0.0000,0.9536
136,0.4336,0.6489,0.8306,0.9951,0.9990,1.0000,0.9956,0.9814,0.9888,0.9883,0.5195,0.9639,0.9766,0.9624,0.0000,0.0000,0.0000,0.9526
137,0.5078,0.6904,0.8721,0.9961,0.9985,1.0000,0.9956,0.9878,0.9897,0.9922,0.5430,0.9624,0.9736,0.9629,0.0000,0.0000,0.0000,0.9526
138,0.5059,0.6895,0.8716,0.9956,0.9985,1.0000,0.9956,0.9878,0.9897,0.9922,0.5356,0.9619,0.9731,0.9619,0.0000,0.0000,0.0000,0.9526
139,0.3149,0.6675,0.8589,0.9941,0.9990,1.0000,0.9946,0.9829,0.9897,0.9878,0.5127,0.9521,0.9653,0.9492,0.0000,0.0000,0.0000,0.9526
140,0.2458,0.6392,0.8335,0.9932,0.9990,1.0000,0.9941,0.9795,0.9893,0.9873,0.4617,0.9492,0.9658,0.9565,0.0000,0.0000,0.0000,0.9512
141,0.2759,0.6240,0.8203,0.9927,0.9990,1.0000,0.9932,0.9766,0.9878,0.9863,0.4475,0.9482,0.9604,0.9546,0.0000,0.0000,0.0000,0.9497
142,0.3550,0.6216,0.8389,0.9937,0.9990,1.0000,0.9922,0.9785,0.9868,0.9878,0.3904,0.9399,0.9463,0.9385,0.0000,0.0000,0.0000,0.9492
143,0.3508,0.6724,0.8745,0.9941,0.9990,1.0000,0.9951,0.9868,0.9927,0.9912,0.5244,0.9507,0.9531,0.9438,0.0000,0.0000,0.0000,0.9487
144,0.3447,0.6724,0.8735,0.9941,0.9990,1.0000,0.9951,0.9868,0.9927,0.9907,0.5234,0.9507,0.9531,0.9438,0.0000,0.0000,0.0000,0.9487
145,0.7729,0.8115,0.9395,0.9980,0.9980,1.0000,0.9976,0.9961,0.9951,0.9976,0.6187,0.9595,0.9653,0.9565,0.0000,0.0000,0.0000,0.9482
146,0.6841,0.7983,0.9282,0.9976,0.9985,1.0000,0.9980,0.9961,0.9961,0.9976,0.6445,0.9658,0.9556,0.9526,0.0000,0.0000,0.0000,0.9497
147,0.7910,0.8408,0.9380,0.9985,0.9976,1.0000,0.9980,0.9971,0.9956,0.9985,0.5835,0.9551,0.9209,0.9219,0.0000,0.0000,0.0000,0.9541
148,0.7251,0.8193,0.9346,0.9980,0.9971,1.0000,0.9985,0.9976,0.9971,0.9985,0.7349,0.9653,0.9121,0.9209,0.0000,0.0000,0.0000,0.9502
149,0.5620,0.8496,0.9331,0.9980,0.9956,1.0000,0.9976,0.9951,0.9946,0.9971,0.5854,0.9160,0.8530,0.8633,0.0000,0.0000,0.0000,0.9487
