behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9884,0.9852,-0.0032,-0.32%,9.871,9.935,+0.064,-0.65%,0.0000,0.0000,+0.0000,+0.00%
lick,0.9958,0.9926,-0.0033,-0.33%,1.996,1.951,-0.046,+2.29%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9705,0.9718,+0.0013,+0.14%,3.049,3.175,+0.125,-4.11%,0.0000,0.0000,+0.0000,+0.00%
shake,0.9941,0.9932,-0.0009,-0.09%,2.359,2.369,+0.010,-0.44%,0.0000,0.0000,+0.0000,+0.00%
stop,0.9764,0.9571,-0.0193,-1.97%,2.666,2.449,-0.217,+8.15%,0.0000,0.0000,+0.0000,+0.00%
