frame_idx,timestamp_sec,detected,body_scale_px,active_kpts,mean_kpt_conf,displacement_px,activity_value,activity_score,abnormal,behavior_id,behavior_label,gcn_confidence
0,0.000,1,0.00,17,0.9913,0.0000,0,0,0,-1,LOW CONF,0.0000
1,0.034,1,163.91,17,0.9909,3.4039,5,2,1,-1,LOW CONF,0.0000
2,0.067,1,163.11,17,0.9907,2.5133,7,4,1,-1,LOW CONF,0.0000
3,0.101,1,161.84,17,0.9909,2.1425,8,5,1,-1,LOW CONF,0.0000
4,0.134,1,163.10,17,0.9909,1.1579,6,5,1,-1,LOW CONF,0.0000
5,0.168,1,165.58,17,0.9906,2.0427,7,6,1,-1,LOW CONF,0.0000
6,0.201,1,165.59,17,0.9909,1.0455,6,6,1,-1,LOW CONF,0.0000
7,0.235,1,168.94,17,0.9891,8.0638,16,7,1,-1,LOW CONF,0.0000
8,0.268,1,169.38,17,0.9897,6.5812,20,8,1,-1,LOW CONF,0.0000
9,0.302,1,165.09,17,0.9916,3.7877,18,9,1,-1,LOW CONF,0.0000
10,0.335,1,167.84,17,0.9905,1.6429,13,10,1,-1,LOW CONF,0.0000
11,0.369,1,169.12,17,0.9900,0.9979,9,10,1,-1,LOW CONF,0.0000
12,0.402,1,167.35,17,0.9916,1.7450,8,9,1,-1,LOW CONF,0.0000
13,0.436,1,169.34,17,0.9908,1.5238,7,9,1,-1,LOW CONF,0.0000
14,0.469,1,166.58,17,0.9902,1.5058,6,9,1,-1,LOW CONF,0.0000
15,0.503,1,166.08,17,0.9895,1.1666,6,9,1,-1,LOW CONF,0.0000
16,0.537,1,166.08,17,0.9898,1.3460,5,9,1,-1,LOW CONF,0.7955
17,0.570,1,165.61,17,0.9897,0.8530,4,8,1,-1,LOW CONF,0.7955
18,0.604,1,167.12,17,0.9885,1.2423,4,8,1,4,STOP,0.8178
19,0.637,1,169.62,17,0.9877,1.1503,4,8,1,4,STOP,0.8178
20,0.671,1,169.12,17,0.9881,0.9897,4,8,1,4,STOP,0.8589
21,0.704,1,169.85,17,0.9880,1.0562,4,8,1,4,STOP,0.8589
22,0.738,1,167.88,17,0.9885,1.1698,4,7,1,4,STOP,0.8839
23,0.771,1,168.62,17,0.9883,0.7107,3,7,1,4,STOP,0.8839
