behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9875,0.9832,-0.0043,-0.43%,10.141,10.089,-0.053,+0.52%,0.0000,0.0000,+0.0000,+0.00%
lick,0.9932,0.9847,-0.0085,-0.86%,2.391,2.491,+0.101,-4.21%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9786,0.9864,+0.0078,+0.80%,7.376,7.275,-0.101,+1.37%,0.0000,0.0000,+0.0000,+0.00%
shake,0.9906,0.9918,+0.0012,+0.12%,13.025,12.424,-0.601,+4.61%,0.0000,0.0000,+0.0000,+0.00%
stop,0.9617,0.9593,-0.0024,-0.25%,3.292,2.894,-0.398,+12.08%,0.0000,0.0000,+0.0000,+0.00%
