frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
59,1390.5000,471.7500,1.6771,1558.5000,261.7500,1.6771,1270.5000,205.8750,0.3750,1353.7500,593.2500,2.1213,995.2500,397.8750,1.0607,652.1250,487.8750,2.8559,1392.7500,695.6250,3.7687,1714.5000,769.5000,1.6771,1179.0000,732.7500,1.6771,1585.5000,822.0000,2.7042,786.7500,634.5000,2.3717,784.5000,825.0000,1.0607,822.7500,606.7500,2.3717,907.5000,838.5000,0.7500,,,,,,,,,
60,1390.5000,471.7500,0.0000,1558.5000,261.7500,0.0000,1272.0000,207.0000,1.8750,1356.0000,593.2500,2.2500,999.0000,399.0000,3.9151,653.6250,487.8750,1.5000,1392.0000,696.3750,1.0607,1716.0000,771.7500,2.7042,1180.5000,733.5000,1.6771,1588.5000,823.5000,3.3541,788.2500,633.7500,1.6771,789.0000,828.0000,5.4083,825.0000,607.5000,2.3717,909.7500,843.7500,5.7118,,,,,,,,,
61,1392.0000,472.8750,1.8750,1558.5000,262.1250,0.3750,1272.7500,207.3750,0.8385,1356.0000,594.7500,1.5000,1002.7500,399.3750,3.7687,654.7500,487.8750,1.1250,1395.0000,696.7500,3.0233,1719.0000,774.0000,3.7500,1182.0000,735.7500,2.7042,1588.5000,825.7500,2.2500,786.7500,634.5000,1.6771,787.5000,828.7500,1.6771,825.7500,606.7500,1.0607,912.7500,841.5000,3.7500,,,,,,,,,
62,1395.0000,471.0000,3.5377,1558.5000,262.5000,0.3750,1274.2500,207.7500,1.5462,1356.7500,595.5000,1.0607,1003.5000,400.8750,1.6771,656.2500,489.0000,1.8750,1395.0000,698.2500,1.5000,1719.0000,774.0000,0.0000,1182.7500,735.7500,0.7500,1590.0000,826.5000,1.6771,786.7500,636.3750,1.8750,783.7500,831.7500,4.8023,826.5000,608.6250,2.0194,912.0000,846.0000,4.5621,,,,,,,,,
63,1396.5000,471.3750,1.5462,1558.5000,261.7500,0.7500,1275.0000,207.7500,0.7500,1356.7500,596.2500,0.7500,1005.0000,402.0000,1.8750,657.3750,490.1250,1.5910,1395.0000,699.3750,1.1250,1720.5000,774.0000,1.5000,1181.2500,735.0000,1.6771,1587.0000,828.0000,3.3541,790.5000,635.2500,3.9151,789.7500,834.0000,6.4080,827.2500,609.7500,1.3521,909.0000,850.5000,5.4083,,,,,,,,,
64,1394.2500,472.5000,2.5156,1560.0000,261.3750,1.5462,1275.0000,208.5000,0.7500,1357.5000,596.6250,0.8385,1006.5000,402.7500,1.6771,658.8750,490.1250,1.5000,1396.5000,700.5000,1.8750,1722.0000,775.5000,2.1213,1183.5000,738.0000,3.7500,1587.0000,828.0000,0.0000,792.0000,634.1250,1.8750,795.7500,832.5000,6.1847,827.2500,609.7500,0.0000,906.0000,849.7500,3.0923,,,,,,,,,
65,1395.7500,475.5000,3.3541,1560.0000,260.6250,0.7500,1275.0000,208.8750,0.3750,1356.7500,597.3750,1.0607,1007.2500,403.8750,1.3521,658.1250,491.2500,1.3521,1394.2500,700.5000,2.2500,1722.0000,774.0000,1.5000,1182.7500,738.7500,1.0607,1590.0000,829.5000,3.3541,792.0000,635.6250,1.5000,795.0000,834.0000,1.6771,827.2500,610.1250,0.3750,906.0000,849.7500,0.0000,,,,,,,,,
66,1398.0000,475.8750,2.2810,1560.0000,260.2500,0.3750,1276.5000,209.6250,1.6771,1358.2500,598.8750,2.1213,1006.5000,404.2500,0.8385,658.5000,492.7500,1.5462,1396.5000,701.2500,2.3717,1723.5000,774.0000,1.5000,1183.5000,739.5000,1.0607,1590.0000,829.5000,0.0000,792.0000,638.2500,2.6250,792.7500,835.5000,2.7042,828.0000,610.8750,1.0607,908.2500,849.0000,2.3717,,,,,,,,,
67,1397.2500,478.8750,3.0923,1560.0000,262.5000,2.2500,1276.5000,211.5000,1.8750,1356.7500,599.2500,1.5462,1011.7500,404.2500,5.2500,660.3750,492.7500,1.8750,1396.5000,701.2500,0.0000,1723.5000,775.5000,1.5000,1182.7500,739.5000,0.7500,1587.0000,831.0000,3.3541,795.7500,637.8750,3.7687,802.5000,837.0000,9.8647,828.0000,612.3750,1.5000,908.2500,850.5000,1.5000,,,,,,,,,
68,1396.5000,481.8750,3.0923,1560.0000,264.0000,1.5000,1276.5000,212.2500,0.7500,1356.0000,600.3750,1.3521,1009.5000,405.3750,2.5156,661.1250,493.8750,1.3521,1398.0000,702.0000,1.6771,1723.5000,775.5000,0.0000,1183.5000,740.2500,1.0607,1590.0000,831.7500,3.0923,800.2500,636.7500,4.6385,808.5000,835.5000,6.1847,829.5000,613.1250,1.6771,908.2500,852.0000,1.5000,,,,,,,,,
69,1396.5000,482.6250,0.7500,1560.0000,264.7500,0.7500,1277.2500,212.6250,0.8385,1355.2500,601.1250,1.0607,1008.7500,406.5000,1.3521,660.7500,494.6250,0.8385,1400.2500,702.3750,2.2810,1726.5000,774.0000,3.3541,1186.5000,743.2500,4.2426,1594.5000,833.2500,4.7434,797.2500,636.7500,3.0000,801.7500,837.0000,6.9147,829.5000,614.2500,1.1250,905.2500,855.7500,4.8023,,,,,,,,,
70,1398.0000,484.5000,2.4012,1561.5000,266.2500,2.1213,1278.0000,214.1250,1.6771,1354.5000,602.2500,1.3521,1008.7500,406.8750,0.3750,660.0000,495.3750,1.0607,1400.2500,703.8750,1.5000,1728.0000,776.2500,2.7042,1185.7500,744.0000,1.0607,1593.0000,834.0000,1.6771,795.0000,639.0000,3.1820,799.5000,838.5000,2.7042,828.7500,615.0000,1.0607,906.0000,855.0000,1.0607,,,,,,,,,
71,1398.0000,485.2500,0.7500,1561.5000,267.0000,0.7500,1279.5000,214.8750,1.6771,1353.0000,603.3750,1.8750,1007.2500,406.8750,1.5000,658.8750,496.5000,1.5910,1399.5000,705.7500,2.0194,1726.5000,777.0000,1.6771,1184.2500,744.0000,1.5000,1590.0000,832.5000,3.3541,799.5000,639.0000,4.5000,809.2500,837.7500,9.7788,828.0000,615.0000,0.7500,903.0000,853.5000,3.3541,,,,,,,,,
72,1397.2500,484.5000,1.0607,1561.5000,268.1250,1.1250,1278.7500,216.0000,1.3521,1354.5000,603.7500,1.5462,1008.0000,407.6250,1.0607,659.6250,497.2500,1.0607,1398.7500,704.6250,1.3521,1725.0000,780.0000,3.3541,1182.7500,742.5000,2.1213,1587.0000,832.5000,3.0000,797.2500,639.7500,2.3717,802.5000,837.7500,6.7500,828.0000,615.0000,0.0000,907.5000,852.0000,4.7434,,,,,,,,,
73,1398.7500,485.2500,1.6771,1561.5000,268.5000,0.3750,1279.5000,216.7500,1.0607,1353.0000,604.5000,1.6771,1003.5000,409.1250,4.7434,658.1250,499.5000,2.7042,1401.0000,705.3750,2.3717,1725.0000,779.2500,0.7500,1184.2500,745.5000,3.3541,1593.0000,833.2500,6.0467,795.0000,640.8750,2.5156,801.0000,837.0000,1.6771,828.7500,617.2500,2.3717,909.0000,853.5000,2.1213,,,,,,,,,
74,1399.5000,483.7500,1.6771,1561.5000,268.8750,0.3750,1281.0000,217.8750,1.8750,1356.0000,606.0000,3.3541,1005.7500,409.5000,2.2810,660.0000,500.6250,2.1866,1403.2500,706.5000,2.5156,1726.5000,780.0000,1.6771,1186.5000,747.0000,2.7042,1594.5000,834.0000,1.6771,797.2500,642.7500,2.9288,801.0000,837.0000,0.0000,829.5000,618.0000,1.0607,909.0000,852.0000,1.5000,,,,,,,,,
75,1400.2500,484.5000,1.0607,1561.5000,269.6250,0.7500,1281.0000,219.0000,1.1250,1356.0000,607.1250,1.1250,1006.5000,410.6250,1.3521,661.8750,502.5000,2.6517,1401.0000,708.0000,2.7042,1728.0000,780.0000,1.5000,1186.5000,747.7500,0.7500,1594.5000,834.0000,0.0000,798.0000,644.6250,2.0194,803.2500,837.7500,2.3717,833.2500,619.5000,4.0389,916.5000,852.0000,7.5000,,,,,,,,,
76,1401.0000,485.2500,1.0607,1563.0000,270.3750,1.6771,1281.0000,219.3750,0.3750,1354.5000,607.1250,1.5000,1008.7500,412.8750,3.1820,661.5000,503.2500,0.8385,1402.5000,709.1250,1.8750,1729.5000,780.7500,1.6771,1187.2500,749.2500,1.6771,1594.5000,835.5000,1.5000,797.2500,645.3750,1.0607,803.2500,840.0000,2.2500,831.7500,619.5000,1.5000,915.0000,852.7500,1.6771,,,,,,,,,
77,1401.7500,485.2500,0.7500,1563.0000,270.7500,0.3750,1281.0000,220.1250,0.7500,1357.5000,607.1250,3.0000,1009.5000,413.6250,1.0607,663.0000,504.7500,2.1213,1405.5000,708.0000,3.2040,1729.5000,780.0000,0.7500,1191.0000,749.2500,3.7500,1597.5000,836.2500,3.0923,799.5000,646.8750,2.7042,804.7500,841.5000,2.1213,832.5000,621.7500,2.3717,913.5000,855.0000,2.7042,,,,,,,,,
78,1400.2500,487.8750,3.0233,1563.0000,271.1250,0.3750,1280.2500,222.0000,2.0194,1358.2500,608.6250,1.6771,1011.0000,414.0000,1.5462,666.3750,505.1250,3.3958,1402.5000,708.7500,3.0923,1729.5000,781.5000,1.5000,1188.0000,747.7500,3.3541,1594.5000,835.5000,3.0923,801.7500,648.0000,2.5156,802.5000,844.5000,3.7500,835.5000,621.0000,3.0923,913.5000,856.5000,1.5000,,,,,,,,,
79,1402.5000,489.0000,2.5156,1564.5000,271.5000,1.5462,1281.0000,222.7500,1.0607,1360.5000,611.6250,3.7500,1013.2500,414.3750,2.2810,668.6250,505.8750,2.3717,1402.5000,710.6250,1.8750,1731.0000,783.0000,2.1213,1185.0000,747.7500,3.0000,1591.5000,836.2500,3.0923,804.7500,648.0000,3.0000,804.0000,843.0000,2.1213,837.0000,621.7500,1.6771,912.0000,856.5000,1.5000,,,,,,,,,
80,1402.5000,489.7500,0.7500,1564.5000,271.5000,0.0000,1282.5000,222.3750,1.5462,1360.5000,612.0000,0.3750,1011.7500,414.7500,1.5462,667.1250,507.0000,1.8750,1404.0000,711.7500,1.8750,1732.5000,781.5000,2.1213,1187.2500,749.2500,2.7042,1593.0000,837.7500,2.1213,805.5000,646.8750,1.3521,809.2500,843.0000,5.2500,836.2500,624.0000,2.3717,908.2500,861.0000,5.8577,,,,,,,,,
81,1403.2500,492.3750,2.7300,1564.5000,271.1250,0.3750,1282.5000,222.7500,0.3750,1359.0000,613.1250,1.8750,1013.2500,416.2500,2.1213,666.7500,507.7500,0.8385,1405.5000,712.8750,1.8750,1734.0000,781.5000,1.5000,1187.2500,750.7500,1.5000,1593.0000,839.2500,1.5000,807.0000,646.5000,1.5462,814.5000,844.5000,5.4601,835.5000,625.5000,1.6771,906.0000,864.0000,3.7500,,,,,,,,,
82,1404.0000,492.7500,0.8385,1564.5000,272.2500,1.1250,1282.5000,223.5000,0.7500,1359.0000,613.5000,0.3750,1014.0000,417.7500,1.6771,667.8750,508.5000,1.3521,1404.7500,712.5000,0.8385,1731.0000,780.7500,3.0923,1187.2500,750.7500,0.0000,1591.5000,840.7500,2.1213,807.0000,648.0000,1.5000,811.5000,846.0000,3.3541,836.2500,626.2500,1.0607,909.0000,864.7500,3.0923,,,,,,,,,
83,1404.0000,491.6250,1.1250,1564.5000,272.6250,0.3750,1283.2500,223.5000,0.7500,1360.5000,614.2500,1.6771,1014.0000,417.7500,0.0000,668.6250,510.0000,1.6771,1402.5000,713.2500,2.3717,1731.0000,781.5000,0.7500,1184.2500,749.2500,3.3541,1587.0000,840.7500,4.5000,809.2500,649.8750,2.9288,816.0000,846.7500,4.5621,837.0000,627.7500,1.6771,911.2500,865.5000,2.3717,,,,,,,,,
84,1404.7500,492.3750,1.0607,1566.0000,272.2500,1.5462,1282.5000,223.8750,0.8385,1360.5000,614.2500,0.0000,1012.5000,417.7500,1.5000,667.5000,510.7500,1.3521,1404.0000,713.6250,1.5462,1731.0000,783.0000,1.5000,1184.2500,750.0000,0.7500,1588.5000,840.0000,1.6771,810.0000,649.5000,0.8385,816.7500,845.2500,1.6771,836.2500,627.3750,0.8385,911.2500,864.0000,1.5000,,,,,,,,,
85,1405.5000,492.3750,0.7500,1566.0000,272.2500,0.0000,1284.0000,223.5000,1.5462,1360.5000,615.3750,1.1250,1009.5000,418.5000,3.0923,667.5000,513.0000,2.2500,1404.0000,715.1250,1.5000,1731.0000,781.5000,1.5000,1185.7500,752.2500,2.7042,1590.0000,840.0000,1.5000,811.5000,649.8750,1.5462,822.0000,843.7500,5.4601,837.0000,630.0000,2.7300,909.7500,865.5000,2.1213,,,,,,,,,
86,1405.5000,492.3750,0.0000,1566.0000,272.6250,0.3750,1284.0000,223.8750,0.3750,1361.2500,614.2500,1.3521,1012.5000,419.2500,3.0923,668.2500,512.6250,0.8385,1405.5000,714.3750,1.6771,1731.0000,782.2500,0.7500,1188.0000,752.2500,2.2500,1593.0000,840.0000,3.0000,810.7500,650.2500,0.8385,820.5000,844.5000,1.6771,837.7500,630.3750,0.8385,911.2500,866.2500,1.6771,,,,,,,,,
87,1404.7500,492.7500,0.8385,1566.0000,273.3750,0.7500,1282.5000,224.2500,1.5462,1361.2500,613.5000,0.7500,1014.7500,419.6250,2.2810,669.7500,512.2500,1.5462,1405.5000,714.3750,0.0000,1732.5000,783.0000,1.6771,1188.7500,752.2500,0.7500,1591.5000,840.0000,1.5000,811.5000,649.5000,1.0607,822.0000,844.5000,1.5000,838.5000,630.7500,0.8385,910.5000,867.7500,1.6771,,,,,,,,,
88,1404.0000,492.7500,0.7500,1566.0000,273.3750,0.0000,1282.5000,224.2500,0.0000,1362.0000,614.2500,1.0607,1013.2500,419.6250,1.5000,670.1250,513.7500,1.5462,1406.2500,715.8750,1.6771,1732.5000,783.0000,0.0000,1189.5000,753.7500,1.6771,1593.0000,841.5000,2.1213,814.5000,649.5000,3.0000,826.5000,843.7500,4.5621,838.5000,632.2500,1.5000,907.5000,868.5000,3.0923,,,,,,,,,
89,1405.5000,492.0000,1.6771,1566.0000,273.3750,0.0000,1282.5000,224.6250,0.3750,1361.2500,614.6250,0.8385,1014.0000,419.2500,0.8385,670.1250,513.7500,0.0000,1405.5000,716.2500,0.8385,1732.5000,783.7500,0.7500,1188.7500,753.7500,0.7500,1593.0000,841.5000,0.0000,816.0000,649.5000,1.5000,828.7500,843.7500,2.2500,838.5000,631.5000,0.7500,907.5000,868.5000,0.0000,,,,,,,,,
90,1406.2500,492.0000,0.7500,1566.0000,273.7500,0.3750,1283.2500,224.6250,0.7500,1362.0000,615.7500,1.3521,1011.0000,419.2500,3.0000,671.2500,514.5000,1.3521,1406.2500,716.2500,0.7500,1732.5000,784.5000,0.7500,1191.0000,754.5000,2.3717,1597.5000,842.2500,4.5621,815.2500,650.2500,1.0607,825.0000,843.0000,3.8243,841.5000,631.8750,3.0233,912.7500,867.0000,5.4601,,,,,,,,,
91,1407.0000,492.0000,0.7500,1566.0000,274.1250,0.3750,1283.2500,225.0000,0.3750,1362.7500,616.5000,1.0607,1013.2500,419.6250,2.2810,672.0000,513.7500,1.0607,1407.0000,716.2500,0.7500,1734.0000,783.7500,1.6771,1191.0000,755.2500,0.7500,1597.5000,843.0000,0.7500,816.7500,649.8750,1.5462,825.7500,842.2500,1.0607,840.7500,631.1250,1.0607,911.2500,865.5000,2.1213,,,,,,,,,
92,1406.2500,491.2500,1.0607,1566.0000,274.8750,0.7500,1284.0000,225.3750,0.8385,1363.5000,616.1250,0.8385,1014.0000,420.0000,0.8385,672.0000,514.1250,0.3750,1407.0000,716.2500,0.0000,1734.0000,783.7500,0.0000,1192.5000,755.2500,1.5000,1597.5000,843.7500,0.7500,816.7500,650.2500,0.3750,827.2500,843.7500,2.1213,840.7500,631.8750,0.7500,909.7500,867.0000,2.1213,,,,,,,,,
93,1406.2500,492.0000,0.7500,1566.0000,274.5000,0.3750,1284.0000,225.3750,0.0000,1362.7500,616.8750,1.0607,1012.5000,420.0000,1.5000,672.0000,514.5000,0.3750,1407.0000,717.0000,0.7500,1735.5000,783.7500,1.5000,1191.7500,756.0000,1.0607,1596.0000,843.0000,1.6771,817.5000,650.2500,0.7500,826.5000,843.0000,1.0607,840.0000,632.2500,0.8385,906.0000,867.7500,3.8243,,,,,,,,,
94,1405.5000,492.7500,1.0607,1566.0000,274.5000,0.0000,1284.0000,226.1250,0.7500,1362.0000,617.6250,1.0607,1010.2500,420.0000,2.2500,670.5000,514.8750,1.5462,1407.7500,718.5000,1.6771,1735.5000,783.7500,0.0000,1191.7500,757.5000,1.5000,1596.0000,843.0000,0.0000,816.7500,650.6250,0.8385,826.5000,843.0000,0.0000,839.2500,631.8750,0.8385,904.5000,865.5000,2.7042,,,,,,,,,
95,1405.5000,493.5000,0.7500,1566.0000,274.8750,0.3750,1284.0000,226.5000,0.3750,1362.0000,619.1250,1.5000,1008.0000,420.0000,2.2500,669.7500,516.0000,1.3521,1407.7500,719.6250,1.1250,1735.5000,783.7500,0.0000,1190.2500,758.2500,1.6771,1596.0000,843.0000,0.0000,817.5000,651.0000,0.8385,828.7500,841.5000,2.7042,839.2500,633.0000,1.1250,904.5000,865.5000,0.0000,,,,,,,,,
96,1404.7500,493.5000,0.7500,1566.0000,275.2500,0.3750,1284.0000,226.8750,0.3750,1363.5000,618.7500,1.5462,1008.0000,420.3750,0.3750,671.2500,516.7500,1.6771,1407.7500,718.5000,1.1250,1734.0000,783.7500,1.5000,1192.5000,758.2500,2.2500,1599.0000,843.7500,3.0923,816.7500,651.7500,1.0607,825.7500,841.5000,3.0000,841.5000,634.1250,2.5156,908.2500,867.0000,4.0389,,,,,,,,,
97,1405.5000,493.8750,0.8385,1566.0000,275.6250,0.3750,1284.0000,227.6250,0.7500,1363.5000,618.3750,0.3750,1009.5000,420.7500,1.5462,671.2500,517.1250,0.3750,1407.7500,718.5000,0.0000,1734.0000,784.5000,0.7500,1192.5000,758.2500,0.0000,1600.5000,843.7500,1.5000,816.0000,652.1250,0.8385,826.5000,843.0000,1.6771,841.5000,634.8750,0.7500,909.0000,868.5000,1.6771,,,,,,,,,
98,1405.5000,494.2500,0.3750,1567.5000,275.6250,1.5000,1284.7500,227.6250,0.7500,1363.5000,618.0000,0.3750,1011.7500,421.1250,2.2810,672.7500,516.7500,1.5462,1408.5000,717.7500,1.0607,1735.5000,784.5000,1.5000,1194.0000,757.5000,1.6771,1599.0000,843.7500,1.5000,816.7500,652.5000,0.8385,824.2500,845.2500,3.1820,843.0000,634.1250,1.6771,909.0000,869.2500,0.7500,,,,,,,,,
99,1407.0000,495.0000,1.6771,1569.0000,276.3750,1.6771,1285.5000,227.6250,0.7500,1363.5000,616.5000,1.5000,1013.2500,421.8750,1.6771,672.7500,515.6250,1.1250,1408.5000,716.6250,1.1250,1737.0000,783.7500,1.6771,1195.5000,758.2500,1.6771,1602.0000,844.5000,3.0923,816.0000,651.7500,1.0607,824.2500,845.2500,0.0000,842.2500,634.5000,0.8385,909.7500,870.0000,1.0607,,,,,,,,,
100,1407.0000,494.6250,0.3750,1569.0000,276.3750,0.0000,1285.5000,227.6250,0.0000,1362.0000,616.5000,1.5000,1010.2500,421.8750,3.0000,672.0000,516.3750,1.0607,1408.5000,717.0000,0.3750,1738.5000,783.7500,1.5000,1194.7500,759.0000,1.0607,1603.5000,843.7500,1.6771,814.5000,652.1250,1.5462,822.0000,844.5000,2.3717,843.0000,635.6250,1.3521,911.2500,870.7500,1.6771,,,,,,,,,
101,1407.0000,493.1250,1.5000,1569.0000,277.1250,0.7500,1286.2500,228.0000,0.8385,1362.0000,616.1250,0.3750,1010.2500,422.2500,0.3750,671.6250,516.7500,0.5303,1408.5000,717.0000,0.0000,1740.0000,783.0000,1.6771,1196.2500,760.5000,2.1213,1606.5000,844.5000,3.0923,813.0000,652.1250,1.5000,822.0000,843.7500,0.7500,842.2500,636.0000,0.8385,912.7500,870.0000,1.6771,,,,,,,,,
102,1407.7500,492.0000,1.3521,1569.0000,277.1250,0.0000,1287.0000,228.0000,0.7500,1362.7500,616.8750,1.0607,1010.2500,421.8750,0.3750,672.7500,516.7500,1.1250,1409.2500,717.7500,1.0607,1738.5000,783.0000,1.5000,1194.7500,759.7500,1.6771,1605.0000,844.5000,1.5000,813.7500,652.5000,0.8385,821.2500,843.0000,1.0607,843.0000,635.6250,0.8385,912.7500,868.5000,1.5000,,,,,,,,,
103,1409.2500,491.2500,1.6771,1569.0000,276.0000,1.1250,1287.0000,228.3750,0.3750,1364.2500,617.6250,1.6771,1010.2500,421.8750,0.0000,674.2500,517.5000,1.6771,1410.0000,717.7500,0.7500,1737.0000,783.0000,1.5000,1194.0000,759.7500,0.7500,1602.0000,843.0000,3.3541,817.5000,652.1250,3.7687,822.7500,842.2500,1.6771,843.7500,636.0000,0.8385,910.5000,868.5000,2.2500,,,,,,,,,
104,1410.7500,491.2500,1.5000,1569.0000,275.6250,0.3750,1287.0000,228.3750,0.0000,1366.5000,617.6250,2.2500,1011.7500,422.2500,1.5462,675.7500,517.8750,1.5462,1410.0000,717.7500,0.0000,1737.0000,783.0000,0.0000,1195.5000,759.0000,1.6771,1602.0000,844.5000,1.5000,816.0000,653.2500,1.8750,819.0000,844.5000,4.3732,844.5000,636.0000,0.7500,910.5000,869.2500,0.7500,,,,,,,,,
105,1411.5000,491.6250,0.8385,1570.5000,276.7500,1.8750,1288.5000,227.6250,1.6771,1364.2500,617.2500,2.2810,1013.2500,423.0000,1.6771,675.7500,517.5000,0.3750,1408.5000,717.7500,1.5000,1737.0000,782.2500,0.7500,1195.5000,759.0000,0.0000,1602.0000,844.5000,0.0000,816.0000,654.3750,1.1250,817.5000,846.0000,2.1213,845.2500,635.2500,1.0607,913.5000,867.7500,3.3541,,,,,,,,,
106,1411.5000,492.0000,0.3750,1572.0000,277.5000,1.6771,1289.2500,228.7500,1.3521,1362.7500,616.5000,1.6771,1015.5000,423.7500,2.3717,673.5000,516.3750,2.5156,1408.5000,718.5000,0.7500,1740.0000,782.2500,3.0000,1194.7500,759.7500,1.0607,1603.5000,843.7500,1.6771,816.7500,653.2500,1.3521,825.7500,846.7500,8.2840,843.0000,633.7500,2.7042,910.5000,868.5000,3.0923,,,,,,,,,
107,1411.5000,493.5000,1.5000,1572.0000,277.8750,0.3750,1290.0000,228.7500,0.7500,1361.2500,617.6250,1.8750,1014.0000,423.7500,1.5000,673.5000,517.1250,0.7500,1410.0000,720.0000,2.1213,1741.5000,783.0000,1.6771,1194.0000,760.5000,1.0607,1603.5000,843.7500,0.0000,819.7500,653.2500,3.0000,831.7500,846.0000,6.0467,842.2500,634.8750,1.3521,908.2500,868.5000,2.2500,,,,,,,,,
108,1411.5000,494.2500,0.7500,1572.0000,277.8750,0.0000,1290.0000,229.5000,0.7500,1361.2500,618.0000,0.3750,1014.7500,424.8750,1.3521,673.5000,517.5000,0.3750,1410.0000,719.6250,0.3750,1741.5000,782.2500,0.7500,1193.2500,762.0000,1.6771,1605.0000,844.5000,1.6771,818.2500,654.3750,1.8750,830.2500,846.7500,1.6771,842.2500,634.8750,0.0000,911.2500,867.0000,3.3541,,,,,,,,,
109,1411.5000,494.6250,0.3750,1573.5000,278.2500,1.5462,1291.5000,230.2500,1.6771,1362.7500,618.3750,1.5462,1015.5000,424.8750,0.7500,675.7500,517.8750,2.2810,1409.2500,719.6250,0.7500,1741.5000,783.0000,0.7500,1194.0000,762.0000,0.7500,1606.5000,844.5000,1.5000,822.0000,654.7500,3.7687,832.5000,847.5000,2.3717,844.5000,634.5000,2.2810,910.5000,867.0000,0.7500,,,,,,,,,
110,1412.2500,495.0000,0.8385,1575.0000,278.6250,1.5462,1292.2500,231.3750,1.3521,1364.2500,618.3750,1.5000,1015.5000,424.8750,0.0000,677.2500,518.6250,1.6771,1410.0000,719.2500,0.8385,1743.0000,783.7500,1.6771,1196.2500,761.2500,2.3717,1608.0000,846.0000,2.1213,824.2500,656.2500,2.7042,834.7500,849.0000,2.7042,846.0000,635.6250,1.8750,913.5000,868.5000,3.3541,,,,,,,,,
111,1413.0000,496.1250,1.3521,1575.0000,278.6250,0.0000,1292.2500,231.3750,0.0000,1362.7500,617.2500,1.8750,1016.2500,425.6250,1.0607,678.0000,519.0000,0.8385,1411.5000,719.2500,1.5000,1743.0000,783.0000,0.7500,1196.2500,762.7500,1.5000,1608.0000,846.0000,0.0000,822.7500,655.8750,1.5462,834.0000,848.2500,1.0607,846.7500,636.7500,1.3521,915.7500,870.0000,2.7042,,,,,,,,,
112,1413.0000,496.5000,0.3750,1575.0000,279.0000,0.3750,1292.2500,231.3750,0.0000,1365.7500,620.2500,4.2426,1015.5000,426.7500,1.3521,679.5000,520.5000,2.1213,1412.2500,720.7500,1.6771,1741.5000,783.7500,1.6771,1197.0000,762.0000,1.0607,1606.5000,847.5000,2.1213,825.0000,656.6250,2.3717,831.0000,849.0000,3.0923,849.0000,638.6250,2.9288,913.5000,873.0000,3.7500,,,,,,,,,
113,1414.5000,496.5000,1.5000,1575.0000,279.0000,0.0000,1293.0000,232.1250,1.0607,1367.2500,621.0000,1.6771,1015.5000,426.7500,0.0000,681.0000,521.6250,1.8750,1414.5000,721.8750,2.5156,1743.0000,786.0000,2.7042,1198.5000,762.7500,1.6771,1605.0000,847.5000,1.5000,825.7500,656.6250,0.7500,831.7500,848.2500,1.0607,849.7500,640.1250,1.6771,913.5000,874.5000,1.5000,,,,,,,,,
114,1414.5000,494.6250,1.8750,1575.0000,279.3750,0.3750,1293.7500,232.5000,0.8385,1368.7500,621.0000,1.5000,1017.0000,427.1250,1.5462,681.0000,522.0000,0.3750,1414.5000,721.1250,0.7500,1744.5000,785.2500,1.6771,1198.5000,762.0000,0.7500,1605.0000,849.0000,1.5000,827.2500,657.7500,1.8750,837.0000,852.0000,6.4517,850.5000,640.1250,0.7500,916.5000,876.0000,3.3541,,,,,,,,,
115,1416.0000,495.7500,1.8750,1578.0000,280.5000,3.2040,1294.5000,232.8750,0.8385,1368.0000,621.0000,0.7500,1021.5000,427.5000,4.5156,681.7500,522.0000,0.7500,1415.2500,720.7500,0.8385,1746.0000,784.5000,1.6771,1197.7500,763.5000,1.6771,1606.5000,849.0000,1.5000,829.5000,657.7500,2.2500,845.2500,851.2500,8.2840,850.5000,639.0000,1.1250,920.2500,872.2500,5.3033,,,,,,,,,
116,1416.0000,497.2500,1.5000,1579.5000,280.8750,1.5462,1295.2500,233.6250,1.0607,1368.7500,621.7500,1.0607,1021.5000,429.0000,1.5000,682.5000,523.5000,1.6771,1414.5000,721.8750,1.3521,1744.5000,785.2500,1.6771,1199.2500,764.2500,1.6771,1606.5000,849.7500,0.7500,830.2500,658.1250,0.8385,846.0000,851.2500,0.7500,850.5000,641.6250,2.6250,918.7500,875.2500,3.3541,,,,,,,,,
117,1416.7500,498.7500,1.6771,1579.5000,281.6250,0.7500,1296.0000,234.3750,1.0607,1368.7500,621.7500,0.0000,1022.2500,429.3750,0.8385,682.5000,523.8750,0.3750,1414.5000,722.2500,0.3750,1744.5000,786.0000,0.7500,1201.5000,765.0000,2.3717,1609.5000,849.0000,3.0923,830.2500,658.8750,0.7500,844.5000,852.0000,1.6771,850.5000,642.7500,1.1250,916.5000,876.0000,2.3717,,,,,,,,,
