model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9472,0.1531,9.002,29.576,0.0105
old,1,Left_Ear,0.9843,0.0425,9.187,32.840,0.0009
old,2,Right_Ear,0.9771,0.0708,9.023,33.641,0.0039
old,3,Chest,0.9973,0.0280,4.635,15.896,0.0002
old,4,Mid_Back,0.9988,0.0016,4.488,16.405,0.0000
old,5,Hip,0.9992,0.0051,5.153,18.931,0.0000
old,6,LF_Elbow,0.9983,0.0045,4.512,17.567,0.0000
old,7,LF_Paw,0.9896,0.0449,6.069,24.684,0.0014
old,8,RF_Elbow,0.9978,0.0098,4.330,15.615,0.0000
old,9,RF_Paw,0.9693,0.1007,5.955,24.320,0.0005
old,10,LH_Knee,0.9912,0.0384,5.119,19.469,0.0000
old,11,LH_Paw,0.9841,0.0596,8.322,32.193,0.0010
old,12,RH_Knee,0.9863,0.0488,5.032,20.336,0.0000
old,13,RH_Paw,0.9838,0.0551,7.213,29.140,0.0005
old,14,Tail_Root,0.9809,0.1002,5.829,21.777,0.0084
old,15,Tail_Mid,0.9684,0.1157,6.641,23.856,0.0117
old,16,Tail_Tip,0.8800,0.2382,10.082,38.914,0.0783
new,0,Nose,0.9530,0.1565,7.786,26.294,0.0541
new,1,Left_Ear,0.9841,0.0466,8.618,32.280,0.0007
new,2,Right_Ear,0.9812,0.0697,7.850,29.403,0.0036
new,3,Chest,0.9976,0.0237,3.889,13.422,0.0002
new,4,Mid_Back,0.9984,0.0022,4.129,14.726,0.0000
new,5,Hip,0.9991,0.0071,4.451,15.561,0.0000
new,6,LF_Elbow,0.9984,0.0081,4.254,15.385,0.0000
new,7,LF_Paw,0.9915,0.0394,5.662,22.756,0.0002
new,8,RF_Elbow,0.9973,0.0108,4.290,15.271,0.0000
new,9,RF_Paw,0.9826,0.0466,5.350,20.837,0.0002
new,10,LH_Knee,0.9855,0.0751,4.501,16.274,0.0026
new,11,LH_Paw,0.9824,0.0740,7.680,30.033,0.0014
new,12,RH_Knee,0.9791,0.0929,4.674,17.816,0.0076
new,13,RH_Paw,0.9796,0.0735,7.350,29.957,0.0022
new,14,Tail_Root,0.9797,0.1040,4.954,18.899,0.0105
new,15,Tail_Mid,0.9732,0.1093,5.710,21.833,0.0122
new,16,Tail_Tip,0.8851,0.2302,8.573,31.930,0.0783
