model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,walk_12.mp4,225,225,0,0.9878,0.0074,11.053,18.080,42.017,195.383,0.0000,0.0000,0.0000,0.0000
old,walk,walk_18.mp4,244,235,9,0.9267,0.0449,33.070,45.997,110.898,520.173,0.0369,0.7574,0.0383,0.4128
old,walk,walk_24.mp4,176,176,0,0.9820,0.0104,7.705,7.944,21.434,101.911,0.0000,0.0000,0.0000,0.0170
old,walk,walk_29.mp4,590,590,0,0.9818,0.0074,13.318,14.608,37.906,215.013,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(1).mp4,135,135,0,0.9909,0.0009,2.653,3.777,10.114,28.832,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9975,0.0002,1.966,2.609,6.969,20.045,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9973,0.0003,2.810,3.147,9.160,29.729,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9934,0.0004,2.004,2.550,6.587,27.297,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9879,0.0020,3.234,3.785,11.017,28.373,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9693,0.0238,6.251,8.856,20.487,131.682,0.0000,0.0000,0.0000,0.3075
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9884,0.0036,6.447,12.201,25.171,172.842,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9943,0.0014,5.313,8.672,20.373,136.048,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9849,0.0074,4.818,10.329,17.889,228.483,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9951,0.0018,5.726,8.653,18.857,164.829,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(1).mp4,34,34,0,0.9959,0.0030,12.131,18.763,40.579,155.870,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(2).mp4,19,19,0,0.9966,0.0030,13.989,18.720,46.404,124.365,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(3).mp4,20,20,0,0.9875,0.0176,18.357,28.903,88.892,148.412,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(4).mp4,33,33,0,0.9943,0.0026,7.493,8.982,23.707,78.552,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日(5).mp4,34,34,0,0.9928,0.0051,10.854,13.122,36.137,118.839,0.0000,0.0000,0.0000,0.0000
old,shake,7月3日.mp4,26,26,0,0.9961,0.0011,14.385,19.642,57.352,151.650,0.0000,0.0000,0.0000,0.0000
old,stop,stop_2.mp4,397,397,0,0.9833,0.0104,4.803,9.954,18.674,258.795,0.0000,0.4584,0.0000,0.0034
old,stop,stop_3.mp4,248,248,0,0.9661,0.0166,4.103,7.542,17.938,175.236,0.0000,0.0000,0.0000,0.0000
old,stop,stop_36.mp4,50,50,0,0.9965,0.0002,0.800,1.380,2.664,17.094,0.0000,0.0000,0.0000,0.0000
old,stop,stop_48.mp4,55,55,0,0.9815,0.0027,2.219,4.652,9.918,53.129,0.0000,0.0000,0.0000,0.0000
old,stop,stop_6.mp4,285,285,0,0.9983,0.0001,0.614,0.713,1.808,8.703,0.0000,0.0000,0.0000,0.0000
old,stop,stop_71.mp4,92,92,0,0.9967,0.0006,1.586,2.362,5.484,22.248,0.0000,0.0000,0.0000,0.0000
old,stop,stop_75.mp4,230,230,0,0.8858,0.0505,4.521,11.293,19.712,194.347,0.0000,0.0087,0.0033,0.0000
new,walk,walk_12.mp4,225,225,0,0.9879,0.0089,10.990,18.042,41.668,196.219,0.0000,0.0000,0.0000,0.0000
new,walk,walk_18.mp4,244,228,16,0.9332,0.0354,27.578,45.061,87.204,856.635,0.0656,0.3640,0.0318,0.4196
new,walk,walk_24.mp4,176,176,0,0.9795,0.0116,7.463,7.247,22.142,74.603,0.0000,0.0000,0.0000,0.0417
new,walk,walk_29.mp4,590,590,0,0.9838,0.0077,12.405,13.372,35.199,193.764,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(1).mp4,135,135,0,0.9920,0.0010,2.277,3.120,8.391,26.522,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(2).mp4,156,156,0,0.9953,0.0004,1.838,2.506,6.593,21.204,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(3).mp4,121,121,0,0.9957,0.0006,2.589,2.966,8.337,25.108,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(4).mp4,147,147,0,0.9911,0.0009,1.914,2.399,6.854,19.410,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日.mp4,139,139,0,0.9735,0.0020,3.219,3.599,10.668,27.005,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(1).mp4,155,155,0,0.9585,0.0165,6.429,10.063,21.186,142.540,0.0000,0.0000,0.0000,0.1720
new,scratch,7月3日 (2)(2).mp4,109,109,0,0.9907,0.0059,6.645,12.058,25.111,153.412,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(3).mp4,154,154,0,0.9930,0.0017,5.614,8.800,21.037,132.940,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(4).mp4,142,142,0,0.9851,0.0130,5.076,9.680,19.713,165.906,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2).mp4,177,177,0,0.9949,0.0018,5.349,9.279,16.650,197.555,0.0000,0.0000,0.0000,0.0000
new,shake,7月3日(1).mp4,34,34,0,0.9967,0.0022,12.100,17.936,49.949,121.707,0.0000,0.0000,0.0000,0.0000
new,shake,7月3日(2).mp4,19,19,0,0.9975,0.0008,13.811,19.313,45.616,146.817,0.0000,0.0000,0.0000,0.0000
new,shake,7月3日(3).mp4,20,20,0,0.9526,0.0342,19.662,31.789,106.721,167.137,0.0000,0.0000,0.0000,0.0000
new,shake,7月3日(4).mp4,33,33,0,0.9957,0.0018,8.022,10.373,26.295,71.387,0.0000,0.0000,0.0000,0.0000
new,shake,7月3日(5).mp4,34,34,0,0.9877,0.0060,10.864,16.124,45.623,120.878,0.0000,0.0000,0.0000,0.0000
new,shake,7月3日.mp4,26,26,0,0.9980,0.0016,14.686,23.733,67.545,153.924,0.0000,0.0000,0.0000,0.0000
new,stop,stop_2.mp4,397,397,0,0.9737,0.0152,4.599,9.925,17.467,274.217,0.0000,0.4685,0.0000,0.0378
new,stop,stop_3.mp4,248,248,0,0.9634,0.0094,2.258,3.784,6.638,107.209,0.0000,0.0000,0.0000,0.0000
new,stop,stop_36.mp4,50,50,0,0.9978,0.0001,0.685,1.429,2.122,18.732,0.0000,0.0000,0.0000,0.0000
new,stop,stop_48.mp4,55,55,0,0.9950,0.0006,2.434,6.473,9.273,87.153,0.0000,0.0000,0.0000,0.0000
new,stop,stop_6.mp4,285,285,0,0.9965,0.0003,0.514,0.495,1.413,6.739,0.0000,0.0000,0.0000,0.0000
new,stop,stop_71.mp4,92,92,0,0.9949,0.0003,1.332,2.191,4.516,25.298,0.0000,0.0000,0.0000,0.0000
new,stop,stop_75.mp4,230,230,0,0.7667,0.0197,2.620,5.050,9.930,83.576,0.0000,0.0000,0.0022,0.0014
