video_index,video_name,behavior,frame,time_sec,agg_cv,max_cv,max_seg,avg_body_size_px,midback_offset_ratio,midback_offset_jitter
3,walk_3,walk,16,0.533,0.03844493412627624,0.08709770441055298,Chest-RFElb,526.0172119140625,0.34632089734077454,0.062268439680337906
3,walk_3,walk,18,0.6,0.040403557081635184,0.10474389791488647,RHKnee-RHPaw,531.9527587890625,0.34132128953933716,0.04424383118748665
3,walk_3,walk,20,0.667,0.042702759974277936,0.13147297501564026,RHKnee-RHPaw,538.6710815429688,0.33933329582214355,0.03524479642510414
3,walk_3,walk,22,0.733,0.05026993370400025,0.15191113948822021,RHKnee-RHPaw,544.762939453125,0.3407152593135834,0.03819703683257103
3,walk_3,walk,24,0.8,0.05861705276541985,0.1635211557149887,RHKnee-RHPaw,549.8945922851562,0.3428235352039337,0.041401512920856476
3,walk_3,walk,26,0.867,0.06508649627749737,0.1512671709060669,RHKnee-RHPaw,553.7405395507812,0.3453328609466553,0.036254387348890305
3,walk_3,walk,28,0.933,0.06665961243785344,0.17594361305236816,Chest-RFElb,557.072998046875,0.3479570150375366,0.023872070014476776
3,walk_3,walk,30,1.0,0.07436295254872395,0.27024954557418823,Chest-RFElb,558.8712158203125,0.3479763865470886,0.023832187056541443
3,walk_3,walk,32,1.067,0.07911382594074194,0.34935155510902405,Chest-RFElb,559.4619750976562,0.3466752767562866,0.02843216061592102
3,walk_3,walk,34,1.133,0.08194325649394439,0.40576234459877014,Chest-RFElb,559.962890625,0.34237396717071533,0.04287467151880264
3,walk_3,walk,36,1.2,0.08031213383835095,0.42959707975387573,Chest-RFElb,557.9141845703125,0.337535560131073,0.05096452683210373
3,walk_3,walk,38,1.267,0.0718691128377731,0.3899140954017639,Chest-RFElb,554.85546875,0.33283108472824097,0.04735655337572098
3,walk_3,walk,40,1.333,0.06040742047704183,0.3084144592285156,Chest-RFElb,549.5567626953125,0.3293669819831848,0.038166679441928864
3,walk_3,walk,42,1.4,0.05298867549460668,0.21725066006183624,Chest-RFElb,543.5435791015625,0.32755476236343384,0.03394515439867973
3,walk_3,walk,44,1.467,0.04269690854618183,0.10609418153762817,Hip-RHKnee,538.5472412109375,0.32953357696533203,0.043677885085344315
3,walk_3,walk,46,1.533,0.04369911558639545,0.1296144425868988,Hip-RHKnee,530.5782470703125,0.33457592129707336,0.0660507082939148
3,walk_3,walk,48,1.6,0.05196903330775408,0.1334858387708664,Hip-RHKnee,522.4689331054688,0.34115350246429443,0.08064351230859756
3,walk_3,walk,50,1.667,0.05922790043629133,0.2043471783399582,Chest-RFElb,516.7567749023438,0.3481977581977844,0.07691118121147156
3,walk_3,walk,52,1.733,0.07176475284191278,0.3290592432022095,Chest-RFElb,514.76611328125,0.35320109128952026,0.06535067409276962
3,walk_3,walk,54,1.8,0.078416307671712,0.38690799474716187,Chest-RFElb,515.1207275390625,0.3543528914451599,0.06060270220041275
