video_index,video_name,behavior,frame,time_sec,max_cv,top3_cv,max_seg,avg_body_size_px,midback_offset_ratio,torso_ratio
1,shake5772,shake,16,0.64,0.0107292914763093,0.009327754067877928,Chest-LFElb,338.0247802734375,0.5560814142227173,0.2678564488887787
1,shake5772,shake,18,0.72,0.008941921405494213,0.007959773764014244,Chest-LFElb,337.98699951171875,0.5561504364013672,0.2679745554924011
1,shake5772,shake,20,0.8,0.008723139762878418,0.008090896842380365,Chest-LFElb,337.7933349609375,0.5564184784889221,0.26788026094436646
1,shake5772,shake,22,0.88,0.012742510065436363,0.010304270933071772,Chest-LFElb,337.8602294921875,0.5561932325363159,0.26795250177383423
1,shake5772,shake,24,0.96,0.018504608422517776,0.012754006000856558,Chest-LFElb,337.8189392089844,0.556098461151123,0.267866313457489
1,shake5772,shake,26,1.04,0.019288349896669388,0.01319791004061699,Chest-LFElb,337.5123596191406,0.5569653511047363,0.2675287127494812
1,shake5772,shake,28,1.12,0.019331103190779686,0.013270572138329348,Chest-LFElb,337.57049560546875,0.5576039552688599,0.2675532400608063
1,shake5772,shake,30,1.2,0.033000633120536804,0.019131799849371117,Chest-LFElb,337.4180603027344,0.557693362236023,0.2674027979373932
1,shake5772,shake,32,1.28,0.03870232403278351,0.027372516070803005,Chest-LFElb,337.4428405761719,0.5578866600990295,0.2673369348049164
1,shake5772,shake,34,1.36,0.064332515001297,0.0560745969414711,Nose-LEar,337.834228515625,0.5601342916488647,0.26773715019226074
1,shake5772,shake,36,1.44,0.111875981092453,0.10108137130737305,Nose-REar,335.2054443359375,0.5695702433586121,0.2669617831707001
1,shake5772,shake,38,1.52,0.14001719653606415,0.129721870024999,Nose-LEar,333.06500244140625,0.5788381099700928,0.2669864892959595
1,shake5772,shake,40,1.6,0.2301662564277649,0.17558927337328592,Nose-LEar,333.14910888671875,0.5823625922203064,0.2694086730480194
1,shake5772,shake,42,1.68,0.2775571346282959,0.19659013549486795,Nose-LEar,334.1929931640625,0.5808800458908081,0.27346551418304443
1,shake5772,shake,44,1.76,0.29967495799064636,0.20980282127857208,Nose-LEar,334.86456298828125,0.5823012590408325,0.27772143483161926
1,shake5772,shake,46,1.84,0.2832125425338745,0.21099188923835754,Nose-LEar,335.21875,0.5881873369216919,0.2821338474750519
1,shake5772,shake,48,1.92,0.25446292757987976,0.20745537181695303,Nose-LEar,336.22613525390625,0.5931835174560547,0.28740015625953674
1,shake5772,shake,50,2.0,0.2517453134059906,0.21022453904151917,Nose-LEar,335.86785888671875,0.5991013050079346,0.2912849485874176
1,shake5772,shake,52,2.08,0.25750410556793213,0.21236322820186615,Nose-LEar,339.21905517578125,0.5976259112358093,0.29661208391189575
1,shake5772,shake,54,2.16,0.2638450860977173,0.20692919691403708,Nose-LEar,342.3785400390625,0.5977514982223511,0.3009944260120392
1,shake5772,shake,56,2.24,0.2187865823507309,0.18711710472901663,Nose-LEar,344.1705322265625,0.6030117273330688,0.30320504307746887
1,shake5772,shake,58,2.32,0.17107993364334106,0.15834824740886688,Nose-LEar,344.98980712890625,0.6131478548049927,0.3036571145057678
1,shake5772,shake,60,2.4,0.14931124448776245,0.12024672329425812,Nose-Chest,345.82977294921875,0.6206017136573792,0.30365195870399475
1,shake5772,shake,62,2.48,0.12009154260158539,0.07740585009256999,Nose-Chest,346.8778076171875,0.6245464086532593,0.30346912145614624
1,shake5772,shake,64,2.56,0.11148542165756226,0.07043519367774327,Nose-Chest,347.153564453125,0.6292281150817871,0.3023202419281006
1,shake5772,shake,66,2.64,0.08990690112113953,0.05804562692840894,Nose-Chest,348.6881103515625,0.6307247877120972,0.3023717701435089
1,shake5772,shake,68,2.72,0.06354833394289017,0.0445569958537817,Nose-Chest,348.60247802734375,0.6341174840927124,0.3015865087509155
1,shake5772,shake,70,2.8,0.06864950060844421,0.046389505888024964,Chest-LFElb,344.02703857421875,0.645037055015564,0.2978786826133728
1,shake5772,shake,72,2.88,0.08724530041217804,0.07614262650410335,Hip-RHKnee,333.4045104980469,0.6728578805923462,0.289822518825531
1,shake5772,shake,74,2.96,0.1684771627187729,0.15116947889328003,Hip-RHKnee,320.01849365234375,0.7040554881095886,0.2793580889701843
1,shake5772,shake,76,3.04,0.22879783809185028,0.19537592430909476,LFElb-LFPaw,307.6758117675781,0.7312856912612915,0.2703859806060791
1,shake5772,shake,78,3.12,0.300933301448822,0.2298982491095861,LFElb-LFPaw,293.506591796875,0.7713083028793335,0.26073628664016724
1,shake5772,shake,80,3.2,0.4139494001865387,0.2886064847310384,LFElb-LFPaw,276.9676208496094,0.823424220085144,0.25062012672424316
1,shake5772,shake,82,3.28,0.45066380500793457,0.31052862604459125,LFElb-LFPaw,259.9283752441406,0.8822084069252014,0.2405870258808136
1,shake5772,shake,84,3.36,0.4550815224647522,0.30042170981566113,LFElb-LFPaw,245.78887939453125,0.9293920397758484,0.23321926593780518
1,shake5772,shake,86,3.44,0.3855351507663727,0.25594449043273926,LFElb-LFPaw,230.9459991455078,0.9926522970199585,0.22423294186592102
1,shake5772,shake,88,3.52,0.2996615171432495,0.23870671292146048,LFElb-LFPaw,217.66058349609375,1.0601394176483154,0.2159033566713333
1,shake5772,shake,90,3.6,0.3252740502357483,0.27756645282109577,Chest-LFElb,208.20941162109375,1.10484778881073,0.21155321598052979
1,shake5772,shake,92,3.68,0.36568960547447205,0.31398939092954,Chest-LFElb,193.35946655273438,1.1971209049224854,0.2010517418384552
1,shake5772,shake,94,3.76,0.41403132677078247,0.3440791666507721,Chest-LFElb,177.70291137695312,1.3187391757965088,0.18835964798927307
1,shake5772,shake,96,3.84,0.4156855046749115,0.3112846215565999,Chest-LFElb,167.1455841064453,1.375340461730957,0.1792725771665573
1,shake5772,shake,98,3.92,0.3461152911186218,0.2704578985770543,Chest-LFElb,156.39981079101562,1.4336191415786743,0.16940245032310486
1,shake5772,shake,100,4.0,0.3494654595851898,0.25967031220595044,Chest-LFElb,145.40574645996094,1.475203037261963,0.1593032330274582
1,shake5772,shake,102,4.08,0.2691425681114197,0.2097336252530416,Chest-LFElb,144.30783081054688,1.4531590938568115,0.15913552045822144
1,shake5772,shake,104,4.16,0.2984122633934021,0.1951855073372523,Chest-LFElb,149.77566528320312,1.4003679752349854,0.16530661284923553
1,shake5772,shake,106,4.24,0.3184189796447754,0.21398374438285828,Chest-LFElb,156.1092529296875,1.3606622219085693,0.17217396199703217
1,shake5772,shake,108,4.32,0.37006983160972595,0.23368018865585327,Chest-LFElb,166.20382690429688,1.283016324043274,0.18266192078590393
1,shake5772,shake,110,4.4,0.33622267842292786,0.2204373081525167,Chest-LFElb,180.3780517578125,1.1544303894042969,0.1968015432357788
1,shake5772,shake,112,4.48,0.2977156937122345,0.20756549636522928,Chest-LFElb,190.06112670898438,1.089190125465393,0.206465482711792
1,shake5772,shake,114,4.56,0.24127857387065887,0.18091437220573425,Chest-LFElb,199.74017333984375,1.0171914100646973,0.2154613733291626
1,shake5772,shake,116,4.64,0.17065805196762085,0.13684583952029547,Chest-LFElb,209.09738159179688,0.9640195369720459,0.22379636764526367
1,shake5772,shake,118,4.72,0.15058372914791107,0.11253068596124649,Hip-RHKnee,210.73146057128906,0.9647592306137085,0.22432941198349
1,shake5772,shake,120,4.8,0.1499827802181244,0.1203053891658783,Hip-RHKnee,214.22813415527344,0.953036904335022,0.2268853485584259
1,shake5772,shake,122,4.88,0.15333223342895508,0.12136270354191463,Hip-RHKnee,216.20999145507812,0.9420775771141052,0.22799468040466309
1,shake5772,shake,124,4.96,0.17966328561306,0.1368360718091329,Hip-RHKnee,219.2004852294922,0.9257974624633789,0.23108695447444916
1,shake5772,shake,126,5.04,0.21303823590278625,0.15799360473950705,Hip-RHKnee,221.75,0.9174950122833252,0.2339671552181244
1,shake5772,shake,128,5.12,0.21633782982826233,0.15934046109517416,Hip-RHKnee,225.97265625,0.8970411419868469,0.2386402189731598
1,shake5772,shake,130,5.2,0.20225754380226135,0.14540604253609976,Hip-RHKnee,230.69009399414062,0.8766156435012817,0.24495354294776917
1,shake5772,shake,132,5.28,0.18093179166316986,0.12806199491024017,Hip-RHKnee,232.8822021484375,0.8658158779144287,0.24896791577339172
1,shake5772,shake,134,5.36,0.13020458817481995,0.10088533908128738,Hip-RHKnee,239.65350341796875,0.8343175649642944,0.25770097970962524
1,shake5772,shake,136,5.44,0.09702282398939133,0.08326962093512218,Chest-LFElb,240.71063232421875,0.8295413255691528,0.261584997177124
1,shake5772,shake,138,5.52,0.09837298095226288,0.08635415136814117,Hip-LHKnee,234.72357177734375,0.8606224656105042,0.2577367424964905
1,shake5772,shake,140,5.6,0.24100592732429504,0.15197530885537466,Nose-Chest,228.47015380859375,0.889257550239563,0.25236520171165466
1,shake5772,shake,142,5.68,0.22901920974254608,0.14535409460465112,Nose-Chest,220.61257934570312,0.9322136044502258,0.2456895411014557
1,shake5772,shake,144,5.76,0.370575487613678,0.19361714770396551,Nose-Chest,206.57803344726562,1.0764870643615723,0.23190882802009583
1,shake5772,shake,146,5.84,0.5903012156486511,0.29822877794504166,Nose-Chest,191.74240112304688,1.3873066902160645,0.21537312865257263
1,shake5772,shake,148,5.92,0.5792255401611328,0.36311861872673035,Nose-Chest,201.68194580078125,1.373215913772583,0.22436745464801788
1,shake5772,shake,150,6.0,0.5636443495750427,0.39744776487350464,Nose-Chest,210.955322265625,1.3612852096557617,0.2326323688030243
1,shake5772,shake,152,6.08,0.4715895354747772,0.3853966295719147,Nose-Chest,219.72589111328125,1.3467650413513184,0.240398108959198
1,shake5772,shake,154,6.16,0.4407689869403839,0.36151034633318585,Chest-RFElb,239.44992065429688,1.2898776531219482,0.25910502672195435
1,shake5772,shake,156,6.24,0.39574316143989563,0.30977948009967804,Chest-RFElb,261.0632019042969,1.2328983545303345,0.27959710359573364
1,shake5772,shake,158,6.32,0.36183860898017883,0.2496847261985143,Chest-RFElb,282.82757568359375,1.1690813302993774,0.29938432574272156
1,shake5772,shake,160,6.4,0.2000107616186142,0.1491750404238701,Chest-RFElb,309.5496826171875,1.0074195861816406,0.3244699239730835
1,shake5772,shake,162,6.48,0.17710186541080475,0.15083112567663193,Chest-RFElb,338.091064453125,0.673842191696167,0.3530804216861725
1,shake5772,shake,164,6.56,0.16714739799499512,0.15928650895754495,LHKnee-LHPaw,345.69207763671875,0.6612741947174072,0.3587581515312195
1,shake5772,shake,166,6.64,0.19247199594974518,0.17352911829948425,LHKnee-LHPaw,356.792724609375,0.6499711275100708,0.36541152000427246
1,shake5772,shake,168,6.72,0.17607589066028595,0.16462857524553934,LHKnee-LHPaw,366.7951354980469,0.6381533145904541,0.3692166209220886
1,shake5772,shake,170,6.8,0.20309112966060638,0.16037925581137338,Chest-RFElb,373.745849609375,0.6366487145423889,0.3670780658721924
1,shake5772,shake,172,6.88,0.30871450901031494,0.17623588691155115,Chest-RFElb,384.77154541015625,0.6297838687896729,0.36804887652397156
1,shake5772,shake,174,6.96,0.27409106492996216,0.1619726394613584,Chest-RFElb,396.3828125,0.6176702976226807,0.3675975203514099
1,shake5772,shake,176,7.04,0.32535797357559204,0.18449469159046808,Chest-RFElb,408.30108642578125,0.6017662286758423,0.3670505881309509
1,shake5772,shake,178,7.12,0.33279138803482056,0.17912511030832926,Chest-RFElb,418.4912109375,0.5894578695297241,0.3644333481788635
1,shake5772,shake,180,7.2,0.2973167598247528,0.1590005432566007,Chest-RFElb,428.2017822265625,0.5766950249671936,0.36223623156547546
1,shake5772,shake,182,7.28,0.25718697905540466,0.14017107337713242,Chest-RFElb,433.885009765625,0.5663238763809204,0.3583744764328003
1,shake5772,shake,184,7.36,0.21159476041793823,0.11995992809534073,Chest-RFElb,440.5309753417969,0.5587791204452515,0.3569335639476776
1,shake5772,shake,186,7.44,0.19652415812015533,0.11034161100784938,Chest-RFElb,444.50494384765625,0.5535002946853638,0.35658159852027893
1,shake5772,shake,188,7.52,0.20284104347229004,0.11605738351742427,Chest-RFElb,443.2333068847656,0.5537166595458984,0.352757066488266
1,shake5772,shake,190,7.6,0.1802237629890442,0.10414911806583405,Chest-RFElb,442.44091796875,0.5490336418151855,0.3523268699645996
1,shake5772,shake,192,7.68,0.21147829294204712,0.11297099788983662,Chest-RFElb,445.1055908203125,0.543741762638092,0.3562537133693695
1,shake5772,shake,194,7.76,0.2622164189815521,0.15774337202310562,Chest-RFElb,448.36865234375,0.5394489765167236,0.36109304428100586
1,shake5772,shake,196,7.84,0.3457775413990021,0.22225275139013925,Chest-RFElb,448.7637023925781,0.5372564792633057,0.364651620388031
1,shake5772,shake,198,7.92,0.4109153747558594,0.26133666932582855,Chest-RFElb,449.4361572265625,0.5349573493003845,0.3686673045158386
1,shake5772,shake,200,8.0,0.38509535789489746,0.2501711497704188,Chest-RFElb,452.78753662109375,0.529894232749939,0.37429121136665344
1,shake5772,shake,202,8.08,0.3953081965446472,0.24680295089880624,Chest-RFElb,454.9163818359375,0.5255031585693359,0.37818074226379395
1,shake5772,shake,204,8.16,0.411502867937088,0.24256910383701324,Chest-RFElb,460.950439453125,0.5173731446266174,0.3855716288089752
1,shake5772,shake,206,8.24,0.4146297574043274,0.2340924789508184,Chest-RFElb,467.13421630859375,0.5129084587097168,0.3929407596588135
1,shake5772,shake,208,8.32,0.40984416007995605,0.2324620634317398,Chest-RFElb,470.96038818359375,0.5119037628173828,0.3968484401702881
1,shake5772,shake,210,8.4,0.385236918926239,0.22664387027422586,Chest-RFElb,475.82757568359375,0.5083569884300232,0.4013027548789978
1,shake5772,shake,212,8.48,0.2987005114555359,0.19797725478808084,Chest-RFElb,481.976318359375,0.5034803748130798,0.40556514263153076
1,shake5772,shake,214,8.56,0.16926908493041992,0.09665630012750626,Chest-RFElb,487.56927490234375,0.49770039319992065,0.4087161719799042
1,shake5772,shake,216,8.64,0.1602553278207779,0.09757655238111813,Chest-RFElb,491.06396484375,0.49400827288627625,0.40996789932250977
1,shake5772,shake,218,8.72,0.08223670721054077,0.07020376871029536,Chest-RFElb,496.1553649902344,0.4894261360168457,0.41270992159843445
1,shake5772,shake,220,8.8,0.07554712891578674,0.07082070658604304,Chest-RFElb,495.005615234375,0.49236518144607544,0.4090312123298645
