model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,7月7日 (8)(1).mp4,126,126,0,0.9950,0.0025,9.949,9.048,26.489,81.166,0.0000,0.0000,0.0000,0.0000
old,walk,7月7日 (8)(3).mp4,200,200,0,0.9718,0.0304,13.633,15.969,40.808,164.134,0.0000,0.1300,0.0138,0.0150
old,walk,7月7日 (8).mp4,94,92,2,0.9665,0.0240,30.101,46.302,75.190,532.412,0.0213,0.0000,0.0000,0.0181
old,lick,7月3日(1).mp4,135,135,0,0.9896,0.0015,2.423,3.280,8.992,27.717,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(2).mp4,156,156,0,0.9950,0.0010,2.564,3.242,10.127,23.395,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(3).mp4,121,121,0,0.9954,0.0005,2.518,2.971,7.874,30.518,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日(4).mp4,147,147,0,0.9839,0.0032,2.455,3.698,10.447,27.664,0.0000,0.0000,0.0000,0.0000
old,lick,7月3日.mp4,139,139,0,0.9803,0.0043,4.059,5.823,15.657,48.737,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(1).mp4,155,155,0,0.9703,0.0210,6.925,10.047,24.455,150.309,0.0000,0.0000,0.0000,0.2538
old,scratch,7月3日 (2)(2).mp4,109,109,0,0.9877,0.0026,6.847,12.046,26.606,139.095,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(3).mp4,154,154,0,0.9928,0.0030,5.355,8.706,20.313,122.753,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2)(4).mp4,142,142,0,0.9829,0.0078,4.706,10.614,18.195,204.844,0.0000,0.0000,0.0000,0.0000
old,scratch,7月3日 (2).mp4,177,177,0,0.9921,0.0041,5.528,9.048,18.836,154.917,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(1).mp4,105,105,0,0.9958,0.0026,4.498,11.475,17.806,126.866,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(2).mp4,99,99,0,0.9936,0.0042,6.260,15.044,25.690,206.464,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(3).mp4,102,102,0,0.9656,0.0271,5.608,10.684,21.497,131.383,0.0000,0.0196,0.0000,0.2876
old,shake,7月7日 (5)(4).mp4,110,110,0,0.9956,0.0027,4.887,11.660,19.163,128.230,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(5).mp4,108,108,0,0.9960,0.0025,4.281,7.694,17.109,106.507,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5).mp4,116,116,0,0.9958,0.0027,4.693,11.389,18.825,128.230,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8)(2).mp4,50,50,0,0.9911,0.0005,3.105,4.377,10.950,40.745,0.0000,1.0000,0.0000,0.0000
old,stop,7月7日 (8)(5).mp4,307,307,0,0.9843,0.0136,6.510,13.449,24.213,180.294,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8).mp4,123,123,0,0.9905,0.0098,6.226,9.249,19.923,154.574,0.0000,0.1138,0.0000,0.0000
new,walk,7月7日 (8)(1).mp4,126,126,0,0.9945,0.0025,10.198,9.538,26.982,98.847,0.0000,0.0000,0.0000,0.0000
new,walk,7月7日 (8)(3).mp4,200,195,5,0.9653,0.0393,14.364,16.119,39.569,201.730,0.0250,0.0615,0.0038,0.0085
new,walk,7月7日 (8).mp4,94,94,0,0.9611,0.0297,25.061,33.006,61.972,507.074,0.0000,0.0000,0.0000,0.0319
new,lick,7月3日(1).mp4,135,135,0,0.9936,0.0010,2.447,3.282,9.284,26.352,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(2).mp4,156,156,0,0.9982,0.0003,2.264,3.048,8.290,22.488,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(3).mp4,121,121,0,0.9954,0.0007,2.556,3.107,8.617,27.622,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(4).mp4,147,147,0,0.9914,0.0005,1.822,2.428,5.964,27.244,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日.mp4,139,139,0,0.9971,0.0004,2.797,3.266,9.671,29.076,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(1).mp4,155,155,0,0.9566,0.0276,5.921,8.947,19.757,144.510,0.0000,0.0000,0.0000,0.2387
new,scratch,7月3日 (2)(2).mp4,109,109,0,0.9840,0.0046,5.993,11.406,23.888,137.254,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(3).mp4,154,154,0,0.9955,0.0015,5.065,8.336,20.120,127.068,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(4).mp4,142,142,0,0.9871,0.0065,4.699,10.268,18.660,207.875,0.0000,0.0000,0.0000,0.0000
