behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9776,0.9732,-0.0044,-0.45%,16.154,15.514,-0.640,+3.96%,0.0048,0.0119,+0.0071,-0.71%
lick,0.9888,0.9952,+0.0064,+0.65%,2.803,2.363,-0.440,+15.71%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9852,0.9832,-0.0021,-0.21%,5.811,5.387,-0.424,+7.30%,0.0000,0.0000,+0.0000,+0.00%
shake,0.9907,0.9905,-0.0001,-0.01%,5.007,5.052,+0.044,-0.89%,0.0000,0.0000,+0.0000,+0.00%
stop,0.9866,0.9896,+0.0030,+0.30%,6.106,6.203,+0.097,-1.59%,0.0000,0.0000,+0.0000,+0.00%
