frame_idx,timestamp_sec,detected,body_scale_px,active_kpts,mean_kpt_conf,displacement_px,activity_value,activity_score,abnormal,behavior_id,behavior_label,gcn_confidence
0,0.000,1,0.00,12,0.7795,0.0000,0,0,0,-1,LOW CONF,0.0000
1,0.033,1,319.25,12,0.7847,1.1026,0,0,1,-1,LOW CONF,0.0000
2,0.067,0,0.00,0,0.0000,0.0000,0,0,0,-1,LOW CONF,0.0000
3,0.100,0,0.00,0,0.0000,0.0000,0,0,0,-1,LOW CONF,0.0000
4,0.133,1,0.00,16,0.9545,0.0000,2,0,0,-1,LOW CONF,0.0000
5,0.167,1,124.00,16,0.9533,72.0073,100,17,1,-1,LOW CONF,0.0000
6,0.200,1,546.69,17,0.9762,275.9198,100,29,1,-1,LOW CONF,0.0000
7,0.233,1,336.81,17,0.9870,111.0918,100,38,1,-1,LOW CONF,0.0000
8,0.267,1,322.45,17,0.9300,48.0817,100,45,1,-1,LOW CONF,0.0000
9,0.300,1,395.34,17,0.9681,50.7589,100,50,1,-1,LOW CONF,0.0000
10,0.333,1,400.02,17,0.9444,29.0394,94,54,1,-1,LOW CONF,0.0000
