frame,kp0_x,kp0_y,kp0_disp,kp1_x,kp1_y,kp1_disp,kp2_x,kp2_y,kp2_disp,kp3_x,kp3_y,kp3_disp,kp4_x,kp4_y,kp4_disp,kp5_x,kp5_y,kp5_disp,kp6_x,kp6_y,kp6_disp,kp7_x,kp7_y,kp7_disp,kp8_x,kp8_y,kp8_disp,kp9_x,kp9_y,kp9_disp,kp10_x,kp10_y,kp10_disp,kp11_x,kp11_y,kp11_disp,kp12_x,kp12_y,kp12_disp,kp13_x,kp13_y,kp13_disp,kp14_x,kp14_y,kp14_disp,kp15_x,kp15_y,kp15_disp,kp16_x,kp16_y,kp16_disp
52,1225.5000,579.3750,9.8647,1258.5000,438.3750,9.8433,1160.2500,454.8750,12.0759,1048.5000,603.7500,1.1250,894.0000,386.2500,6.5491,719.2500,447.0000,2.5156,1069.5000,653.2500,5.2500,1197.0000,798.0000,9.7788,926.2500,606.7500,4.0562,936.7500,736.5000,12.0934,804.0000,587.6250,9.7572,768.7500,721.5000,10.9202,744.7500,569.6250,8.9136,621.3750,704.6250,24.9029,,,,,,,,,
53,1229.2500,589.5000,10.7971,1267.5000,443.2500,10.2355,1156.5000,460.1250,6.4517,1045.5000,606.3750,3.9863,897.0000,385.5000,3.0923,727.8750,445.1250,8.8265,1071.0000,647.6250,5.8216,1190.2500,778.5000,20.6352,924.7500,607.1250,1.5462,937.5000,741.7500,5.3033,802.5000,582.3750,5.4601,756.7500,720.3750,12.0526,767.2500,569.2500,22.5031,662.2500,708.3750,41.0467,,,,,,,,,
54,1235.2500,591.0000,6.1847,1269.7500,445.1250,2.9288,1165.5000,459.7500,9.0078,1049.2500,606.3750,3.7500,902.2500,385.5000,5.2500,735.0000,450.3750,8.8503,1064.2500,645.3750,7.1151,1179.0000,775.5000,11.6431,924.0000,609.0000,2.0194,933.0000,748.5000,8.1125,804.7500,585.0000,3.4573,760.5000,724.5000,5.5748,777.7500,576.0000,12.4825,684.0000,715.1250,22.7733,,,,,,,,,
55,1244.2500,587.2500,9.7500,1274.2500,444.7500,4.5156,1170.0000,457.8750,4.8750,1056.7500,608.2500,7.7308,913.5000,384.7500,11.2750,740.6250,453.3750,6.3750,1068.7500,644.6250,4.5621,1176.0000,774.7500,3.0923,926.2500,608.6250,2.2810,922.5000,750.7500,10.7384,807.0000,582.7500,3.1820,771.0000,724.8750,10.5067,796.5000,580.8750,19.3734,732.7500,726.7500,50.1169,,,,,,,,,
56,1247.2500,581.2500,6.7082,1273.5000,445.5000,1.0607,1170.7500,452.2500,5.6748,1059.0000,611.2500,3.7500,928.5000,387.0000,15.1678,751.8750,458.2500,12.2608,1062.7500,646.5000,6.2861,1164.0000,772.5000,12.2091,924.7500,607.8750,1.6771,918.7500,741.0000,10.4463,816.7500,582.0000,9.7788,791.2500,726.0000,20.2812,822.7500,588.3750,27.3004,791.2500,740.2500,60.0375,,,,,,,,,
57,1254.0000,580.5000,6.7915,1282.5000,441.0000,10.0623,1173.7500,449.2500,4.2426,1062.0000,611.2500,3.0000,933.7500,382.5000,6.9147,760.1250,450.7500,11.1496,1052.2500,648.0000,10.6066,1152.7500,780.7500,13.9508,924.7500,612.7500,4.8750,942.7500,742.5000,24.0468,805.5000,582.7500,11.2750,760.5000,726.0000,30.7500,827.2500,580.5000,9.0700,804.0000,738.7500,12.8379,,,,,,,,,
58,1260.0000,579.3750,6.1046,1289.2500,438.3750,7.2425,1177.5000,447.0000,4.3732,1069.5000,613.5000,7.8302,938.2500,384.3750,4.8750,756.7500,444.7500,6.8841,1040.2500,642.7500,13.0982,1133.2500,769.5000,22.5125,943.5000,630.0000,25.4779,1014.7500,760.5000,74.2159,790.5000,577.5000,15.8922,738.7500,717.7500,23.2621,825.7500,582.0000,2.1213,820.5000,738.7500,16.5000,,,,,,,,,
59,1258.5000,580.5000,1.8750,1294.5000,433.5000,7.1644,1173.0000,441.0000,7.5000,1083.7500,613.8750,14.2549,940.5000,384.3750,2.2500,759.0000,442.5000,3.1820,1041.0000,635.2500,7.5374,1121.2500,768.0000,12.0934,973.5000,634.5000,30.3356,1077.7500,769.5000,63.6396,791.2500,573.7500,3.8243,733.5000,719.2500,5.4601,837.0000,578.2500,11.8585,843.0000,742.5000,22.8104,,,,,,,,,
60,1257.7500,580.8750,0.8385,1293.0000,433.8750,1.5462,1173.0000,441.7500,0.7500,1083.7500,616.8750,3.0000,944.2500,387.7500,5.0451,762.0000,455.2500,13.0982,1027.5000,627.7500,15.4434,1090.5000,760.5000,31.6514,995.2500,644.6250,23.9912,1110.0000,782.2500,34.6789,786.0000,579.7500,7.9726,711.7500,721.5000,21.8661,842.2500,596.2500,18.7500,853.5000,755.2500,16.5170,,,,,,,,,
61,1254.0000,573.7500,8.0516,1304.2500,433.8750,11.2500,1164.7500,432.0000,12.7720,1100.2500,622.5000,17.4325,941.2500,389.2500,3.3541,758.6250,456.0000,3.4573,1033.5000,631.5000,7.0755,1080.0000,765.7500,11.7394,1019.2500,657.7500,27.3544,1167.0000,782.2500,57.0000,786.0000,580.1250,0.3750,704.2500,715.1250,9.8433,834.7500,598.8750,7.9461,843.0000,755.2500,10.5000,,,,,,,,,
62,1250.2500,573.7500,3.7500,1303.5000,431.2500,2.7300,1173.7500,432.3750,9.0078,1103.2500,622.5000,3.0000,945.0000,388.8750,3.7687,759.0000,457.5000,1.5462,1030.5000,626.6250,5.7241,1075.5000,765.0000,4.5621,1036.5000,668.2500,20.1944,1188.7500,801.0000,28.7163,777.7500,581.2500,8.3264,682.1250,719.2500,22.5062,833.2500,600.3750,2.1213,829.5000,757.5000,13.6862,,,,,,,,,
63,1245.7500,571.5000,5.0312,1306.5000,431.6250,3.0233,1173.0000,432.3750,0.7500,1109.2500,626.6250,7.2812,942.0000,390.7500,3.5377,757.1250,453.7500,4.1926,1032.0000,625.8750,1.6771,1074.7500,772.5000,7.5374,1056.0000,680.2500,22.8965,1223.2500,820.5000,39.6295,774.0000,577.5000,5.3033,671.2500,717.7500,10.9780,827.2500,598.5000,6.2861,819.7500,758.2500,9.7788,,,,,,,,,
64,1245.0000,573.0000,1.6771,1308.7500,432.7500,2.5156,1173.7500,430.5000,2.0194,1108.5000,628.5000,2.0194,934.5000,391.1250,7.5094,752.2500,451.5000,5.3692,1030.5000,625.5000,1.5462,1071.7500,777.7500,6.0467,1058.2500,683.6250,4.0562,1231.5000,831.0000,13.3534,771.7500,575.2500,3.1820,666.7500,716.2500,4.7434,821.2500,597.7500,6.0467,809.2500,758.2500,10.5000,,,,,,,,,
65,1249.5000,576.7500,5.8577,1308.0000,432.7500,0.7500,1174.5000,430.5000,0.7500,1111.5000,631.8750,4.5156,933.7500,395.2500,4.1926,746.2500,448.1250,6.8841,1031.2500,634.1250,8.6575,1059.0000,785.2500,14.7923,1057.5000,693.3750,9.7788,1221.7500,843.7500,16.0507,762.7500,581.2500,10.8167,661.8750,714.3750,5.2231,816.0000,597.3750,5.2634,802.5000,751.5000,9.5459,,,,,,,,,
66,1246.5000,583.1250,7.0456,1308.0000,439.8750,7.1250,1173.0000,436.5000,6.1847,1113.7500,636.0000,4.6987,928.5000,397.5000,5.7118,740.2500,448.8750,6.0467,1030.5000,634.8750,1.0607,1052.2500,785.2500,6.7500,1054.5000,693.7500,3.0233,1206.0000,847.5000,16.1903,764.6250,582.7500,2.4012,666.7500,714.0000,4.8894,809.2500,599.6250,7.1151,788.2500,750.7500,14.2697,,,,,,,,,
67,1239.0000,592.5000,12.0059,1303.5000,449.6250,10.7384,1166.2500,453.3750,18.1749,1107.0000,638.2500,7.1151,921.7500,399.0000,6.9147,735.7500,447.7500,4.6385,1020.7500,631.8750,10.2011,1038.0000,783.7500,14.3287,1044.0000,691.8750,10.6661,1194.7500,847.5000,11.2500,769.5000,576.7500,7.7308,679.8750,715.1250,13.1731,802.5000,599.2500,6.7604,777.7500,757.5000,12.4825,,,,,,,,,
68,1241.2500,602.2500,10.0062,1300.5000,452.2500,3.9863,1157.2500,456.3750,9.4868,1095.7500,640.1250,11.4052,915.0000,399.7500,6.7915,732.0000,453.0000,6.4517,1015.5000,633.7500,5.5748,1026.7500,780.7500,11.6431,1033.5000,689.6250,10.7384,1181.2500,842.2500,14.4849,793.5000,580.5000,24.2912,739.8750,717.3750,60.0422,797.2500,604.5000,7.4246,771.7500,760.5000,6.7082,,,,,,,,,
69,1233.7500,607.5000,9.1549,1297.5000,454.1250,3.5377,1148.2500,454.8750,9.1241,1087.5000,641.6250,8.3853,903.7500,400.5000,11.2750,720.0000,453.0000,12.0000,1009.5000,634.1250,6.0117,1015.5000,781.5000,11.2750,1024.5000,687.7500,9.1932,1166.2500,842.2500,15.0000,784.5000,578.2500,9.2770,730.5000,712.1250,10.7449,787.5000,604.1250,9.7572,760.8750,759.0000,10.9780,,,,,,,,,
70,1227.0000,609.7500,7.1151,1290.0000,460.5000,9.8433,1138.5000,470.2500,18.2059,1078.5000,639.3750,9.2770,891.7500,401.2500,12.0234,714.0000,454.5000,6.1847,1002.0000,629.2500,8.9451,999.7500,779.2500,15.9099,1017.7500,685.1250,7.2425,1149.7500,839.2500,16.7705,780.7500,577.8750,3.7687,730.5000,712.8750,0.7500,777.7500,603.0000,9.8147,751.5000,758.2500,9.4050,,,,,,,,,
71,1216.5000,609.0000,10.5268,1279.5000,463.5000,10.9202,1135.5000,476.6250,7.0456,1069.5000,638.2500,9.0700,888.7500,399.0000,3.7500,708.7500,457.5000,6.0467,992.2500,629.2500,9.7500,986.2500,775.5000,14.0112,1011.0000,687.7500,7.2425,1141.5000,837.7500,8.3853,792.0000,585.3750,13.5208,757.5000,719.2500,27.7424,767.2500,606.0000,10.9202,733.5000,754.5000,18.3865,,,,,,,,,
72,1212.0000,604.8750,6.1046,1270.5000,460.1250,9.6120,1119.0000,472.5000,17.0078,1061.2500,641.6250,8.9136,888.0000,397.1250,2.0194,704.2500,458.6250,4.6385,984.0000,634.5000,9.7788,975.0000,776.2500,11.2750,1001.2500,689.2500,9.8647,1127.2500,832.5000,15.1863,793.5000,593.6250,8.3853,768.0000,723.7500,11.4237,758.2500,610.8750,10.2355,720.7500,756.0000,12.8379,,,,,,,,,
73,1191.0000,606.3750,21.0535,1261.5000,457.8750,9.2770,1105.5000,453.3750,23.4097,1063.5000,655.1250,13.6862,895.5000,403.5000,9.8433,700.1250,465.0000,7.5932,987.0000,663.7500,29.4034,1032.0000,788.2500,58.2495,974.2500,691.1250,27.0650,1101.0000,829.5000,26.4209,816.0000,614.2500,30.5228,824.2500,746.2500,60.5831,750.7500,620.2500,12.0059,679.5000,760.5000,41.4947,,,,,,,,,
74,1186.5000,609.0000,5.2097,1255.5000,451.1250,9.0312,1095.0000,452.6250,10.5268,1055.2500,660.0000,9.5827,900.7500,402.3750,5.3692,696.7500,467.2500,4.0562,990.0000,669.7500,6.7082,1039.5000,789.0000,7.5374,961.5000,694.8750,13.2900,1086.0000,834.0000,15.6605,830.2500,624.7500,17.7006,864.0000,761.2500,42.4860,740.2500,624.0000,11.1496,665.2500,765.0000,14.9436,,,,,,,,,
75,1179.0000,608.2500,7.5374,1248.0000,444.7500,9.8433,1086.0000,450.0000,9.3750,1054.5000,662.6250,2.7300,900.7500,402.3750,0.0000,694.8750,468.3750,2.1866,1017.7500,676.8750,28.6501,1084.5000,794.2500,45.3052,951.7500,692.2500,10.0972,1057.5000,837.0000,28.6575,840.7500,628.8750,11.2812,880.5000,767.2500,17.5570,736.8750,624.0000,3.3750,650.2500,765.0000,15.0000,,,,,,,,,
76,1170.0000,603.0000,10.4193,1241.2500,436.5000,10.6595,1075.5000,438.3750,15.6649,1053.0000,664.5000,2.4012,896.2500,398.6250,5.8577,687.7500,468.0000,7.1349,1011.0000,673.5000,7.5467,1065.0000,784.5000,21.8017,943.5000,690.3750,8.4604,1044.0000,838.5000,13.5831,840.0000,630.0000,1.3521,885.0000,765.7500,4.7434,730.8750,625.1250,6.1046,644.2500,763.5000,6.1847,,,,,,,,,
77,1164.0000,598.8750,7.2812,1236.0000,432.0000,6.9147,1067.2500,433.5000,9.5827,1053.0000,666.3750,1.8750,891.0000,398.2500,5.2634,682.8750,469.5000,5.1006,1026.7500,678.7500,16.6020,1095.0000,795.0000,31.7844,939.0000,691.1250,4.5621,1036.5000,841.5000,8.0777,841.5000,632.6250,3.0233,878.2500,765.7500,6.7500,727.1250,627.0000,4.1926,630.3750,763.5000,13.8750,,,,,,,,,
78,1155.0000,591.0000,11.9589,1231.5000,430.1250,4.8750,1059.7500,423.0000,12.9035,1050.7500,679.1250,12.9470,884.2500,391.5000,9.5459,683.2500,472.5000,3.0233,1065.7500,700.1250,44.4735,1146.0000,853.5000,77.6096,942.0000,692.6250,3.3541,1040.2500,849.0000,8.3853,849.7500,639.0000,10.4261,877.5000,766.5000,1.0607,720.7500,624.3750,6.8943,609.7500,752.2500,23.4937,,,,,,,,,
79,1152.0000,590.6250,3.0233,1229.2500,425.2500,5.3692,1051.5000,419.2500,9.0623,1040.2500,672.0000,12.6892,881.2500,390.7500,3.0923,687.3750,468.0000,6.1046,1077.0000,703.5000,11.7453,1179.0000,885.0000,45.6207,936.0000,677.6250,16.1555,1027.5000,845.2500,13.2900,857.2500,634.5000,8.7464,883.5000,775.5000,10.8167,714.0000,610.1250,15.7678,589.5000,749.2500,20.4710,,,,,,,,,
80,1146.0000,588.7500,6.2861,1226.2500,425.6250,3.0233,1047.0000,416.2500,5.4083,1038.0000,674.6250,3.4573,881.2500,394.5000,3.7500,693.0000,462.3750,7.9550,1083.0000,712.8750,11.1306,1192.5000,899.2500,19.6294,931.5000,679.1250,4.7434,1006.5000,849.0000,21.3322,847.5000,637.8750,10.3176,860.2500,771.0000,23.6815,718.8750,607.1250,5.7241,588.0000,739.5000,9.8647,,,,,,,,,
81,1142.2500,585.7500,4.8023,1221.0000,424.5000,5.3692,1043.2500,414.7500,4.0389,1039.5000,672.7500,2.4012,876.0000,395.6250,5.3692,691.5000,457.1250,5.4601,1078.5000,716.6250,5.8577,1190.2500,924.7500,25.5991,930.0000,668.6250,10.6066,978.7500,842.2500,28.5591,831.7500,636.3750,15.8213,844.5000,780.7500,18.5236,717.7500,593.2500,13.9205,588.3750,733.5000,6.0117,,,,,,,,,
82,1135.5000,585.7500,6.7500,1215.7500,421.5000,6.0467,1036.5000,409.5000,8.5513,1023.7500,673.1250,15.7545,877.5000,389.2500,6.5491,702.7500,450.0000,13.3165,1080.7500,721.5000,5.3692,1206.0000,938.2500,20.7440,912.0000,666.7500,18.0974,966.7500,844.5000,12.2091,826.5000,632.2500,6.6767,800.2500,774.7500,44.6549,722.2500,587.2500,7.5000,575.2500,727.1250,14.5913,,,,,,,,,
83,1132.5000,586.5000,3.0923,1212.0000,423.7500,4.3732,1032.0000,411.0000,4.7434,1027.5000,676.1250,4.8023,876.0000,389.2500,1.5000,695.2500,445.5000,8.7464,1080.7500,725.2500,3.7500,1200.0000,951.0000,14.0912,915.0000,664.8750,3.5377,950.2500,838.5000,17.5570,816.7500,630.0000,10.0062,803.2500,775.5000,3.0923,719.2500,579.3750,8.4271,583.5000,720.0000,10.9008,,,,,,,,,
84,1127.2500,591.0000,6.9147,1206.7500,423.0000,5.3033,1024.5000,409.5000,7.6485,1022.2500,683.6250,9.1549,884.2500,384.3750,9.5827,702.0000,441.3750,7.9106,1077.0000,732.0000,7.7217,1200.0000,951.7500,0.7500,900.0000,669.3750,15.6605,939.7500,841.5000,10.9202,820.5000,627.7500,4.3732,788.2500,764.2500,18.7500,720.7500,583.5000,4.3893,564.0000,719.6250,19.5036,,,,,,,,,
85,1118.2500,598.5000,11.7154,1203.7500,427.5000,5.4083,1020.0000,412.8750,5.6250,1014.7500,684.7500,7.5839,883.5000,379.8750,4.5621,703.5000,438.7500,3.0233,1068.7500,729.7500,8.5513,1183.5000,952.5000,16.5170,890.2500,668.2500,9.8147,927.0000,840.0000,12.8379,806.2500,627.0000,14.2697,747.7500,762.0000,40.5625,721.5000,582.7500,1.0607,565.5000,717.0000,3.0233,,,,,,,,,
86,1119.7500,605.2500,6.9147,1204.5000,432.3750,4.9324,1014.7500,418.1250,7.4246,1007.2500,689.2500,8.7464,882.0000,376.5000,3.6933,702.0000,438.7500,1.5000,1056.7500,732.0000,12.2091,1169.2500,954.0000,14.3287,879.7500,670.5000,10.7384,918.7500,840.0000,8.2500,803.2500,628.5000,3.3541,741.0000,763.5000,6.9147,722.6250,588.3750,5.7364,570.0000,724.5000,8.7464,,,,,,,,,
87,1120.5000,608.2500,3.0923,1204.5000,433.5000,1.1250,1014.0000,422.2500,4.1926,1006.5000,694.8750,5.6748,880.5000,374.6250,2.4012,705.0000,438.0000,3.0923,1050.0000,733.5000,6.9147,1157.2500,949.5000,12.8160,873.7500,672.7500,6.4080,905.2500,837.0000,13.8293,798.0000,627.0000,5.4601,734.2500,760.5000,7.3866,730.5000,588.3750,7.8750,585.3750,724.5000,15.3750,,,,,,,,,
88,1122.0000,605.6250,3.0233,1206.0000,434.6250,1.8750,1012.5000,423.0000,1.6771,999.7500,691.5000,7.5467,876.7500,368.2500,7.3962,704.2500,437.2500,1.0607,1047.0000,728.2500,6.0467,1152.0000,942.0000,9.1549,865.5000,669.7500,8.7785,895.5000,834.7500,10.0062,777.7500,622.5000,20.7440,691.8750,759.7500,42.3816,734.6250,589.8750,4.3893,604.5000,734.2500,21.4669,,,,,,,,,
89,1124.2500,603.0000,3.4573,1207.5000,432.0000,3.0233,1014.7500,422.2500,2.3717,1002.7500,688.5000,4.2426,877.5000,367.8750,0.8385,705.0000,445.1250,7.9106,1041.0000,725.2500,6.7082,1140.7500,935.2500,13.1196,864.7500,661.5000,8.2840,881.2500,824.2500,17.7006,799.5000,629.2500,22.7733,745.5000,774.0000,55.4861,745.8750,595.5000,12.5779,630.0000,746.2500,28.1824,,,,,,,,,
90,1130.2500,601.1250,6.2861,1212.0000,427.5000,6.3640,1017.0000,419.6250,3.4573,999.0000,683.6250,6.1505,884.2500,362.6250,8.5513,707.2500,441.7500,4.0562,1036.5000,718.1250,8.4271,1130.2500,927.7500,12.9035,858.7500,657.0000,7.5000,863.2500,825.0000,18.0156,791.2500,624.3750,9.5827,732.7500,780.7500,14.4265,753.7500,592.8750,8.3010,652.8750,757.5000,25.4917,,,,,,,,,
91,1135.5000,596.2500,7.1644,1216.5000,422.2500,6.9147,1020.0000,417.7500,3.5377,996.0000,681.3750,3.7500,877.5000,356.6250,9.0312,705.0000,443.6250,2.9288,1030.5000,712.1250,8.4853,1119.7500,917.2500,14.8492,855.7500,654.7500,3.7500,856.5000,825.7500,6.7915,783.7500,619.8750,8.7464,728.2500,784.5000,5.8577,764.2500,596.6250,11.1496,687.7500,774.0000,38.5813,,,,,,,,,
92,1141.5000,590.2500,8.4853,1222.5000,422.2500,6.0000,1024.5000,414.7500,5.4083,990.7500,681.3750,5.2500,876.7500,351.0000,5.6748,703.5000,445.5000,2.4012,1023.0000,711.7500,7.5094,1108.5000,916.5000,11.2750,851.2500,654.7500,4.5000,849.7500,825.0000,6.7915,780.0000,619.1250,3.8243,736.1250,785.2500,7.9106,771.7500,604.1250,10.6066,719.6250,786.0000,34.0590,,,,,,,,,
93,1149.0000,588.3750,7.7308,1227.0000,417.0000,6.9147,1028.2500,412.8750,4.1926,993.0000,687.7500,6.7604,868.5000,346.8750,9.2238,693.7500,449.2500,10.4463,1013.2500,712.8750,9.8147,1089.0000,910.5000,20.4022,852.0000,666.3750,11.6492,861.7500,834.7500,15.4616,776.2500,619.8750,3.8243,741.0000,782.2500,5.7241,774.0000,614.2500,10.3720,737.6250,795.7500,20.4710,,,,,,,,,
94,1152.0000,584.6250,4.8023,1233.7500,411.3750,8.7865,1029.0000,407.2500,5.6748,999.7500,687.7500,6.7500,858.7500,344.8125,9.9658,688.5000,449.2500,5.2500,996.0000,704.2500,19.2861,1073.2500,894.7500,22.2739,861.7500,675.0000,13.0174,913.5000,855.0000,55.5709,776.2500,616.8750,3.0000,743.2500,782.2500,2.2500,776.2500,616.5000,3.1820,749.2500,804.0000,14.2549,,,,,,,,,
95,1156.5000,583.8750,4.5621,1239.7500,407.2500,7.2812,1035.0000,399.7500,9.6047,1002.0000,683.6250,4.6987,858.7500,343.5000,1.3125,683.2500,451.8750,5.8697,984.7500,699.0000,12.4147,1062.7500,891.0000,11.1496,869.2500,682.1250,10.3448,949.5000,874.5000,40.9420,774.0000,618.7500,2.9288,736.1250,790.5000,10.9008,774.7500,622.5000,6.1847,761.2500,816.0000,16.9706,,,,,,,,,
96,1160.2500,588.7500,6.1505,1246.5000,399.0000,10.6595,1041.0000,393.0000,9.0312,1017.7500,690.3750,17.1355,861.7500,345.0000,3.3541,673.5000,453.7500,9.9287,977.2500,700.5000,7.6485,1049.2500,888.0000,13.8293,883.5000,703.5000,25.6896,1002.0000,889.5000,54.6008,771.7500,625.5000,7.1151,731.6250,789.0000,4.7434,772.5000,631.8750,9.6412,756.7500,816.0000,4.5000,,,,,,,,,
97,1169.2500,586.1250,9.3750,1252.5000,394.5000,7.5000,1049.2500,388.8750,9.2238,1025.2500,684.3750,9.6047,861.0000,347.4375,2.5503,661.5000,445.1250,14.7780,961.5000,689.2500,19.3552,1020.7500,877.5000,30.3727,895.5000,710.2500,13.7682,1038.0000,906.0000,39.6011,756.7500,612.3750,19.9315,714.0000,780.0000,19.7899,760.1250,627.7500,13.0444,753.3750,817.5000,3.6933,,,,,,,,,
98,1177.5000,586.5000,8.2585,1262.2500,388.5000,11.4483,1056.0000,390.3750,6.9147,1032.0000,683.2500,6.8431,849.0000,347.6250,12.0015,655.5000,436.5000,10.5067,952.5000,687.3750,9.1932,1014.0000,876.7500,6.7915,918.0000,721.8750,25.3257,1086.7500,912.0000,49.1178,740.6250,604.5000,17.9452,697.5000,775.5000,17.1026,747.0000,627.3750,13.1304,728.6250,819.7500,24.8521,,,,,,,,,
99,1181.2500,581.2500,6.4517,1270.5000,384.7500,9.0623,1062.0000,384.3750,8.4853,1036.5000,677.6250,7.2035,842.2500,340.1250,10.0902,643.5000,421.5000,19.2094,949.5000,679.8750,8.0777,1011.0000,879.7500,4.2426,933.0000,725.2500,15.3750,1128.7500,920.2500,42.8026,729.3750,588.7500,19.3552,679.8750,764.2500,20.9094,736.8750,616.1250,15.1353,718.5000,815.2500,11.0800,,,,,,,,,
100,1191.0000,579.0000,10.0062,1282.5000,375.0000,15.4616,1071.0000,377.6250,11.2500,1042.5000,673.1250,7.5000,840.0000,338.4375,2.8125,631.1250,408.3750,18.0390,946.5000,674.2500,6.3750,1003.5000,885.0000,9.1549,947.2500,732.0000,15.7678,1164.0000,931.5000,37.0017,717.0000,576.3750,17.5009,663.7500,755.2500,18.4666,722.6250,606.3750,17.2663,703.1250,808.5000,16.7915,,,,,,,,,
101,1197.0000,573.3750,8.2244,1287.7500,363.3750,12.7555,1077.0000,370.1250,9.6047,1047.0000,672.7500,4.5156,834.0000,336.7500,6.2328,622.1250,402.7500,10.6132,939.0000,671.6250,7.9461,984.7500,888.0000,18.9885,955.5000,739.5000,11.1496,1183.5000,943.5000,22.8965,708.3750,573.3750,9.1318,647.2500,754.5000,16.5170,710.2500,603.3750,12.7334,682.1250,807.0000,21.0535,,,,,,,,,
102,1207.5000,566.6250,12.4825,1288.5000,357.0000,6.4190,1077.0000,362.6250,7.5000,1049.2500,675.7500,3.7500,834.0000,333.3750,3.3750,607.5000,402.0000,14.6442,927.0000,675.7500,12.6892,965.2500,895.5000,20.8926,948.0000,747.0000,10.6066,1170.0000,963.0000,23.7171,701.2500,571.1250,7.4718,649.5000,744.7500,10.0062,693.7500,609.0000,17.4325,672.0000,805.5000,10.2355,,,,,,,,,
103,1209.0000,564.7500,2.4012,1294.5000,350.2500,9.0312,1074.7500,355.1250,7.8302,1047.7500,669.7500,6.1847,826.5000,334.1250,7.5374,602.2500,388.5000,14.4849,925.5000,669.0000,6.9147,961.5000,889.5000,7.0755,946.5000,741.0000,6.1847,1165.5000,960.0000,5.4083,693.3750,564.3750,10.3720,639.7500,747.0000,10.0062,685.5000,596.2500,15.1863,647.6250,801.0000,24.7869,,,,,,,,,
104,1209.0000,561.7500,3.0000,1294.5000,345.5625,4.6875,1073.2500,352.8750,2.7042,1049.2500,667.1250,3.0233,827.2500,338.2500,4.1926,597.7500,385.5000,5.4083,924.0000,663.7500,5.4601,954.0000,885.7500,8.3853,940.5000,738.0000,6.7082,1150.5000,964.5000,15.6605,684.7500,559.1250,10.0972,625.5000,741.7500,15.1863,676.8750,593.2500,9.1318,633.0000,799.5000,14.7017,,,,,,,,,
105,1207.5000,562.1250,1.5462,1294.5000,343.3125,2.2500,1071.0000,347.6250,5.7118,1041.7500,664.5000,7.9461,820.5000,337.3125,6.8148,590.6250,381.7500,8.0516,913.5000,660.7500,10.9202,940.5000,884.2500,13.5831,928.5000,734.2500,12.5723,1132.5000,964.5000,18.0000,673.5000,556.8750,11.4728,609.0000,738.0000,16.9208,667.5000,591.0000,9.6412,620.6250,794.2500,13.4426,,,,,,,,,
106,1206.0000,565.1250,3.3541,1291.5000,346.8750,4.6574,1066.5000,345.1875,5.1178,1033.5000,665.2500,8.2840,819.0000,338.2500,1.7689,587.2500,387.0000,6.2412,900.0000,660.7500,13.5000,921.0000,880.5000,19.8573,916.5000,729.7500,12.8160,1114.5000,960.0000,18.5540,672.3750,566.2500,9.4423,604.5000,745.5000,8.7464,663.0000,597.3750,7.8032,615.3750,795.7500,5.4601,,,,,,,,,
107,1206.7500,570.3750,5.3033,1294.5000,345.7500,3.2040,1066.5000,343.5000,1.6875,1026.0000,662.6250,7.9461,814.5000,337.1250,4.6385,582.0000,381.0000,7.9726,895.5000,660.0000,4.5621,915.7500,880.5000,5.2500,904.5000,725.2500,12.8160,1093.5000,958.5000,21.0535,678.3750,567.0000,6.0467,624.0000,746.2500,19.5144,655.5000,590.2500,10.3448,596.6250,785.2500,21.4898,,,,,,,,,
108,1197.7500,570.7500,9.0078,1291.5000,344.4375,3.2745,1062.0000,340.5000,5.4083,1028.2500,664.8750,3.1820,811.5000,334.6875,3.8654,573.7500,380.2500,8.2840,892.5000,662.6250,3.9863,913.5000,887.2500,7.1151,897.7500,724.5000,6.7915,1081.5000,961.5000,12.3693,675.3750,569.6250,3.9863,618.7500,747.0000,5.3033,650.2500,591.0000,5.3033,589.1250,780.7500,8.7464,,,,,,,,,
109,1199.2500,565.5000,5.4601,1291.5000,342.5625,1.8750,1056.0000,332.6250,9.9003,1029.7500,661.1250,4.0389,806.2500,331.1250,6.3446,573.0000,385.5000,5.3033,896.2500,656.2500,7.3962,896.2500,892.5000,18.0312,898.5000,719.6250,4.9324,1071.0000,969.7500,13.3534,680.2500,574.1250,6.6344,615.7500,748.5000,3.3541,646.5000,586.5000,5.8577,588.0000,774.7500,6.1046,,,,,,,,,
110,1195.5000,566.2500,3.8243,1284.7500,339.9375,7.2425,1053.7500,333.3750,2.3717,1029.0000,667.5000,6.4190,803.2500,329.0625,3.6406,570.7500,387.7500,3.1820,879.7500,659.6250,16.8416,873.0000,891.7500,23.2621,889.5000,721.8750,9.2770,1064.2500,964.5000,8.5513,703.1250,597.7500,32.8847,651.0000,768.7500,40.6525,639.0000,597.0000,12.9035,559.5000,767.2500,29.4703,,,,,,,,,
111,1192.5000,564.0000,3.7500,1284.0000,336.0000,4.0083,1053.0000,331.1250,2.3717,1032.0000,671.2500,4.8023,818.2500,329.0625,15.0000,580.5000,396.7500,13.2689,899.2500,667.8750,21.1734,888.7500,903.0000,19.3552,891.7500,723.3750,2.7042,1048.5000,960.7500,16.1903,762.7500,624.0000,65.1475,769.5000,798.7500,122.2385,641.2500,604.8750,8.1901,544.8750,766.5000,14.6442,,,,,,,,,
