video_index,video_name,behavior,frame,time_sec,agg_cv,max_cv,max_seg,avg_body_size_px,midback_offset_ratio,midback_offset_jitter
1,1 (30),walk,16,0.533,0.13246262732606667,0.7002608180046082,Chest-RFElb,503.6618347167969,0.3491801917552948,0.11968086659908295
1,1 (30),walk,18,0.6,0.13304162197388136,0.6420661807060242,Chest-RFElb,515.9483032226562,0.3347611427307129,0.15821637213230133
1,1 (30),walk,20,0.667,0.1259364037273022,0.5363370180130005,Chest-RFElb,529.8902587890625,0.3218500018119812,0.18099893629550934
1,1 (30),walk,22,0.733,0.11779523411622414,0.4199463427066803,Chest-RFElb,547.275390625,0.3064225912094116,0.18193571269512177
1,1 (30),walk,24,0.8,0.10425170940848497,0.29962098598480225,Chest-RFElb,564.1025390625,0.29103636741638184,0.1593623012304306
1,1 (30),walk,26,0.867,0.08847568843227166,0.18907183408737183,Chest-RFElb,578.9427490234375,0.2767828404903412,0.11246401816606522
1,1 (30),walk,28,0.933,0.08814297000376078,0.17055357992649078,RHKnee-RHPaw,587.797119140625,0.2675570249557495,0.07149127870798111
1,1 (30),walk,30,1.0,0.10497544419306976,0.24893352389335632,Chest-RFElb,595.4365844726562,0.26190632581710815,0.0282150786370039
1,1 (30),walk,32,1.067,0.12038447378346553,0.3806506097316742,Chest-RFElb,598.4249267578125,0.2606215476989746,0.03008253686130047
1,1 (30),walk,34,1.133,0.1283330458861131,0.49994558095932007,Chest-RFElb,595.6400146484375,0.26116007566452026,0.02690635435283184
1,1 (30),walk,36,1.2,0.13070966059771869,0.610846996307373,Chest-RFElb,588.7327880859375,0.26428091526031494,0.03276291862130165
1,1 (30),walk,38,1.267,0.13217503348222145,0.6929113864898682,Chest-RFElb,578.4456787109375,0.2694695293903351,0.06164145469665527
1,1 (30),walk,40,1.333,0.13522756486557996,0.706135094165802,Chest-RFElb,564.9600830078125,0.2789246737957001,0.10626877099275589
1,1 (30),walk,42,1.4,0.12008664298516053,0.5449543595314026,Chest-RFElb,550.0838012695312,0.29085710644721985,0.13856017589569092
1,1 (30),walk,44,1.467,0.11206465157178733,0.44425684213638306,Chest-RFElb,537.385986328125,0.3012634217739105,0.14503368735313416
