model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.8881,0.2302,6.498,23.267,0.0308
old,1,Left_Ear,0.9643,0.0738,6.848,24.738,0.0002
old,2,Right_Ear,0.9466,0.0784,6.900,23.488,0.0000
old,3,Chest,0.9982,0.0038,4.443,15.306,0.0000
old,4,Mid_Back,0.9985,0.0030,4.526,17.052,0.0000
old,5,Hip,0.9978,0.0208,4.540,15.844,0.0000
old,6,LF_Elbow,0.9649,0.1458,5.910,22.587,0.0129
old,7,LF_Paw,0.9709,0.0823,9.739,42.169,0.0000
old,8,RF_Elbow,0.9962,0.0178,6.072,24.857,0.0000
old,9,RF_Paw,0.9718,0.0506,9.669,43.328,0.0000
old,10,LH_Knee,0.9591,0.1594,5.525,21.211,0.0179
old,11,LH_Paw,0.9573,0.1394,10.571,43.123,0.0021
old,12,RH_Knee,0.9740,0.0902,5.772,22.229,0.0010
old,13,RH_Paw,0.9503,0.1474,10.217,44.703,0.0029
old,14,Tail_Root,0.9824,0.0816,4.685,15.331,0.0045
old,15,Tail_Mid,0.9501,0.1511,5.521,18.107,0.0110
old,16,Tail_Tip,0.8440,0.2725,7.721,27.717,0.0591
new,0,Nose,0.8653,0.2612,6.448,21.974,0.0447
new,1,Left_Ear,0.9697,0.0511,7.635,26.096,0.0003
new,2,Right_Ear,0.9451,0.0772,7.967,26.466,0.0003
new,3,Chest,0.9965,0.0145,4.890,15.433,0.0000
new,4,Mid_Back,0.9982,0.0047,4.420,16.270,0.0000
new,5,Hip,0.9985,0.0145,4.550,15.198,0.0000
new,6,LF_Elbow,0.9745,0.1207,6.480,24.320,0.0121
new,7,LF_Paw,0.9582,0.1367,10.700,44.555,0.0124
new,8,RF_Elbow,0.9818,0.0894,6.297,24.948,0.0018
new,9,RF_Paw,0.9492,0.1476,10.257,45.101,0.0130
new,10,LH_Knee,0.9516,0.1960,5.997,23.801,0.0337
new,11,LH_Paw,0.9635,0.1362,11.319,47.354,0.0126
new,12,RH_Knee,0.9940,0.0316,6.382,26.799,0.0006
new,13,RH_Paw,0.9801,0.0686,11.004,50.430,0.0017
new,14,Tail_Root,0.9868,0.0943,4.905,16.701,0.0071
new,15,Tail_Mid,0.9733,0.1369,5.733,20.142,0.0127
new,16,Tail_Tip,0.8812,0.2183,8.023,29.313,0.0296
