model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.8803,0.2518,9.021,29.078,0.0899
old,1,Left_Ear,0.9691,0.0510,7.178,25.292,0.0000
old,2,Right_Ear,0.9554,0.0699,8.007,27.069,0.0000
old,3,Chest,0.9973,0.0072,4.372,15.827,0.0000
old,4,Mid_Back,0.9995,0.0013,4.025,13.776,0.0000
old,5,Hip,0.9997,0.0006,4.355,15.778,0.0000
old,6,LF_Elbow,0.9649,0.1031,4.805,17.278,0.0000
old,7,LF_Paw,0.9569,0.0852,7.125,29.442,0.0000
old,8,RF_Elbow,0.8492,0.3026,4.808,17.508,0.1346
old,9,RF_Paw,0.9093,0.1952,6.778,25.874,0.0637
old,10,LH_Knee,0.8211,0.3242,4.279,15.327,0.2174
old,11,LH_Paw,0.8520,0.2883,7.273,26.160,0.1602
old,12,RH_Knee,0.8781,0.2729,4.458,16.488,0.0697
old,13,RH_Paw,0.8969,0.2216,6.930,26.374,0.0372
old,14,Tail_Root,0.9755,0.0593,5.141,17.120,0.0000
old,15,Tail_Mid,0.9687,0.0593,5.831,19.267,0.0000
old,16,Tail_Tip,0.7701,0.3316,9.155,31.400,0.0973
new,0,Nose,0.8966,0.2183,8.241,26.095,0.0669
new,1,Left_Ear,0.9784,0.0317,6.826,24.260,0.0000
new,2,Right_Ear,0.9583,0.0737,7.538,26.063,0.0000
new,3,Chest,0.9980,0.0045,3.957,14.835,0.0000
new,4,Mid_Back,0.9996,0.0010,3.674,13.184,0.0000
new,5,Hip,0.9998,0.0004,3.942,13.867,0.0000
new,6,LF_Elbow,0.9514,0.1341,4.446,15.788,0.0118
new,7,LF_Paw,0.9672,0.0701,6.344,24.640,0.0000
new,8,RF_Elbow,0.8516,0.3154,4.418,15.951,0.1329
new,9,RF_Paw,0.9208,0.1896,6.380,24.982,0.0642
new,10,LH_Knee,0.8507,0.2958,3.969,14.343,0.1608
new,11,LH_Paw,0.8826,0.2667,6.443,25.961,0.1577
new,12,RH_Knee,0.8854,0.2633,4.272,15.750,0.0644
new,13,RH_Paw,0.8911,0.2525,6.145,25.195,0.0617
new,14,Tail_Root,0.9878,0.0234,4.616,16.668,0.0000
new,15,Tail_Mid,0.9738,0.0511,4.875,17.108,0.0000
new,16,Tail_Tip,0.7568,0.3577,7.568,26.735,0.1414
