model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,walk,screen_86.mp4,444,444,0,0.9894,0.0129,6.154,7.804,21.041,87.947,0.0000,0.2455,0.0000,0.0000
old,walk,walk_11.mp4,135,135,0,0.9907,0.0116,16.726,15.508,41.134,171.058,0.0000,0.0074,0.0000,0.0000
old,walk,walk_22.mp4,159,159,0,0.9849,0.0057,11.041,9.427,26.779,123.594,0.0000,0.0000,0.0000,0.0000
old,lick,calico_lick1.mp4,397,397,0,0.9751,0.0122,4.085,4.090,12.426,40.760,0.0000,0.0000,0.0000,0.3333
old,lick,grassland_white_lick2.mp4,241,241,0,0.9948,0.0007,3.936,4.637,12.455,51.466,0.0000,0.0000,0.0000,0.0000
old,lick,white_lick2.mp4,558,558,0,0.9937,0.0027,3.126,4.087,11.290,60.238,0.0000,0.0000,0.0000,0.0000
old,scratch,scratch4847.mp4,121,121,0,0.9863,0.0021,2.891,3.164,8.500,34.682,0.0000,0.0000,0.2500,0.0000
old,scratch,scratch578.mp4,159,158,1,0.9589,0.0408,9.231,17.524,25.142,247.054,0.0063,0.1329,0.4604,0.0042
old,shake,shake5772.mp4,343,343,0,0.9711,0.0190,13.484,18.170,46.370,260.220,0.0000,0.0000,0.0000,0.0000
old,shake,shake_3.mp4,121,121,0,0.9877,0.0085,10.204,12.529,36.004,106.461,0.0000,0.0165,0.0000,0.0000
old,stop,6月2日(1).mp4,167,167,0,0.9751,0.0069,5.040,7.107,15.906,95.985,0.0000,0.8563,0.0000,0.0699
old,stop,6月2日(19).mp4,455,455,0,0.8835,0.0192,4.736,6.351,16.445,98.062,0.0000,0.0000,0.1143,0.0469
old,stop,6月2日(2).mp4,230,230,0,0.8707,0.0289,3.270,6.375,12.624,95.109,0.0000,0.0000,0.0891,0.0000
old,stop,6月2日(3).mp4,283,283,0,0.8920,0.0329,1.984,2.729,6.059,42.250,0.0000,0.0000,0.0000,0.0000
new,walk,screen_86.mp4,444,444,0,0.9870,0.0192,5.969,7.492,20.734,96.931,0.0000,0.1937,0.0000,0.0000
new,walk,walk_11.mp4,135,135,0,0.9927,0.0102,16.743,15.735,41.646,178.906,0.0000,0.0000,0.0000,0.0000
new,walk,walk_22.mp4,159,159,0,0.9890,0.0048,10.878,9.398,26.734,117.442,0.0000,0.0000,0.0000,0.0000
new,lick,calico_lick1.mp4,397,397,0,0.9673,0.0094,3.866,3.921,12.054,36.184,0.0000,0.0000,0.0000,0.3333
new,lick,grassland_white_lick2.mp4,241,241,0,0.9953,0.0007,2.703,2.395,7.379,20.354,0.0000,0.0000,0.0000,0.0000
new,lick,white_lick2.mp4,558,558,0,0.9888,0.0052,2.722,3.746,10.267,41.054,0.0000,0.0000,0.0000,0.0000
new,scratch,scratch4847.mp4,121,121,0,0.9881,0.0028,2.742,2.774,7.355,35.633,0.0000,0.0000,0.2500,0.0000
new,scratch,scratch578.mp4,159,158,1,0.9745,0.0314,6.049,8.495,21.334,104.947,0.0063,0.1899,0.4763,0.0000
new,shake,shake5772.mp4,343,343,0,0.9648,0.0223,12.860,17.275,44.094,269.454,0.0000,0.0000,0.0000,0.0010
new,shake,shake_3.mp4,121,121,0,0.9854,0.0096,9.722,11.954,32.671,153.601,0.0000,0.0083,0.0000,0.0000
new,stop,6月2日(1).mp4,167,167,0,0.9795,0.0135,4.797,6.167,15.021,129.788,0.0000,0.5449,0.0000,0.0699
new,stop,6月2日(19).mp4,455,455,0,0.9231,0.0256,3.927,4.890,12.852,62.971,0.0000,0.0000,0.1890,0.2557
new,stop,6月2日(2).mp4,230,230,0,0.8772,0.0178,1.860,3.916,6.184,81.386,0.0000,0.0000,0.0772,0.0000
new,stop,6月2日(3).mp4,283,283,0,0.9603,0.0163,1.641,1.989,4.707,24.418,0.0000,0.0000,0.0000,0.0000
