behavior,old_mean_confidence,new_mean_confidence,conf_change,conf_improvement_pct,old_mean_jitter,new_mean_jitter,jitter_change,jitter_improvement_pct,old_missing_ratio,new_missing_ratio,missing_change,missing_improvement_pct
walk,0.9886,0.9885,-0.0001,-0.01%,9.158,9.012,-0.146,+1.59%,0.0000,0.0000,+0.0000,+0.00%
lick,0.9877,0.9830,-0.0047,-0.48%,3.589,3.067,-0.522,+14.54%,0.0000,0.0000,+0.0000,+0.00%
scratch,0.9708,0.9804,+0.0096,+0.99%,6.258,4.496,-1.762,+28.15%,0.0036,0.0036,+0.0000,+0.00%
shake,0.9754,0.9702,-0.0052,-0.53%,12.633,12.044,-0.589,+4.66%,0.0000,0.0000,+0.0000,+0.00%
stop,0.8965,0.9314,+0.0349,+3.89%,3.762,3.014,-0.747,+19.87%,0.0000,0.0000,+0.0000,+0.00%
