model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.8966,0.2183,8.241,26.095,0.0669
old,1,Left_Ear,0.9784,0.0317,6.826,24.260,0.0000
old,2,Right_Ear,0.9583,0.0737,7.538,26.063,0.0000
old,3,Chest,0.9980,0.0045,3.957,14.835,0.0000
old,4,Mid_Back,0.9996,0.0010,3.674,13.184,0.0000
old,5,Hip,0.9998,0.0004,3.942,13.867,0.0000
old,6,LF_Elbow,0.9514,0.1341,4.446,15.788,0.0118
old,7,LF_Paw,0.9672,0.0701,6.344,24.640,0.0000
old,8,RF_Elbow,0.8516,0.3154,4.418,15.951,0.1329
old,9,RF_Paw,0.9208,0.1896,6.380,24.982,0.0642
old,10,LH_Knee,0.8507,0.2958,3.969,14.343,0.1608
old,11,LH_Paw,0.8826,0.2667,6.443,25.961,0.1577
old,12,RH_Knee,0.8854,0.2633,4.272,15.750,0.0644
old,13,RH_Paw,0.8911,0.2525,6.145,25.195,0.0617
old,14,Tail_Root,0.9878,0.0234,4.616,16.668,0.0000
old,15,Tail_Mid,0.9738,0.0511,4.875,17.108,0.0000
old,16,Tail_Tip,0.7568,0.3577,7.568,26.735,0.1414
new,0,Nose,0.8784,0.2409,8.689,27.290,0.0781
new,1,Left_Ear,0.9638,0.0611,7.248,25.562,0.0000
new,2,Right_Ear,0.9534,0.0742,8.118,27.610,0.0000
new,3,Chest,0.9978,0.0053,4.229,14.634,0.0000
new,4,Mid_Back,0.9997,0.0012,3.970,14.574,0.0000
new,5,Hip,0.9995,0.0010,4.206,15.792,0.0000
new,6,LF_Elbow,0.9689,0.0914,4.267,16.501,0.0014
new,7,LF_Paw,0.9572,0.0809,6.556,27.660,0.0000
new,8,RF_Elbow,0.8609,0.3155,4.671,17.837,0.1309
new,9,RF_Paw,0.9127,0.1880,6.753,26.605,0.0637
new,10,LH_Knee,0.8092,0.3169,4.306,16.174,0.1913
new,11,LH_Paw,0.8217,0.2895,6.809,27.565,0.1356
new,12,RH_Knee,0.8702,0.2972,4.352,17.108,0.0786
new,13,RH_Paw,0.8546,0.2951,6.134,24.996,0.0741
new,14,Tail_Root,0.9505,0.0958,4.875,16.252,0.0000
new,15,Tail_Mid,0.9403,0.1064,5.600,18.643,0.0000
new,16,Tail_Tip,0.6998,0.3927,8.951,30.181,0.2016
